n;P+;R+;Time;Date
1;0,1540;0,0000;00:30;01.02.2021
2;0,1550;0,0000;01:00;01.02.2021
3;0,1570;0,0000;01:30;01.02.2021
4;0,1530;0,0010;02:00;01.02.2021
5;0,1540;0,0000;02:30;01.02.2021
6;0,1530;0,0000;03:00;01.02.2021
7;0,1560;0,0000;03:30;01.02.2021
8;0,1540;0,0000;04:00;01.02.2021
9;0,1550;0,0000;04:30;01.02.2021
10;0,1530;0,0010;05:00;01.02.2021
11;0,1570;0,0000;05:30;01.02.2021
12;0,1620;0,0000;06:00;01.02.2021
13;0,1600;0,0000;06:30;01.02.2021
14;0,1850;0,0000;07:00;01.02.2021
15;0,2120;0,0000;07:30;01.02.2021
16;0,2230;0,0010;08:00;01.02.2021
17;0,2230;0,0000;08:30;01.02.2021
18;0,2430;0,0010;09:00;01.02.2021
19;0,2690;0,0000;09:30;01.02.2021
20;0,2750;0,0010;10:00;01.02.2021
21;0,2910;0,0010;10:30;01.02.2021
22;0,2830;0,0000;11:00;01.02.2021
23;0,2740;0,0010;11:30;01.02.2021
24;0,2860;0,0010;12:00;01.02.2021
25;0,2970;0,0010;12:30;01.02.2021
26;0,3130;0,0000;13:00;01.02.2021
27;0,3130;0,0010;13:30;01.02.2021
28;0,3090;0,0010;14:00;01.02.2021
29;0,3100;0,0010;14:30;01.02.2021
30;0,3050;0,0010;15:00;01.02.2021
31;0,2900;0,0010;15:30;01.02.2021
32;0,3030;0,0000;16:00;01.02.2021
33;0,3020;0,0010;16:30;01.02.2021
34;0,3110;0,0000;17:00;01.02.2021
35;0,2960;0,0000;17:30;01.02.2021
36;0,2830;0,0010;18:00;01.02.2021
37;0,2610;0,0000;18:30;01.02.2021
38;0,2560;0,0000;19:00;01.02.2021
39;0,2550;0,0000;19:30;01.02.2021
40;0,2470;0,0000;20:00;01.02.2021
41;0,2430;0,0000;20:30;01.02.2021
42;0,2290;0,0000;21:00;01.02.2021
43;0,2040;0,0000;21:30;01.02.2021
44;0,1980;0,0000;22:00;01.02.2021
45;0,1880;0,0000;22:30;01.02.2021
46;0,1870;0,0000;23:00;01.02.2021
47;0,1790;0,0000;23:30;01.02.2021
