n;P+;R+;Time;Date
;0,0029;0,00;14:30;30.10.2020
;0,0028;0,00;15:00;30.10.2020
;0,0029;0,00;15:30;30.10.2020
;0,0028;0,00;16:00;30.10.2020
;0,0029;0,00;16:30;30.10.2020
;0,0028;0,00;17:00;30.10.2020
;0,0027;0,00;17:30;30.10.2020
;0,0026;0,00;18:00;30.10.2020
;0,0025;0,00;18:30;30.10.2020
;0,0025;0,00;19:00;30.10.2020
;0,0025;0,00;19:30;30.10.2020
;0,0025;0,00;20:00;30.10.2020
;0,0024;0,00;20:30;30.10.2020
;0,0024;0,00;21:00;30.10.2020
;0,0024;0,00;21:30;30.10.2020
;0,0024;0,00;22:00;30.10.2020
;0,0024;0,00;22:30;30.10.2020
;0,0024;0,00;23:00;30.10.2020
;0,0024;0,00;23:30;30.10.2020
;0,0022;0,00;00:00;31.10.2020
;0,0023;0,00;00:30;31.10.2020
;0,0024;0,00;01:00;31.10.2020
;0,0023;0,00;01:30;31.10.2020
;0,0024;0,00;02:00;31.10.2020
;0,0022;0,00;02:30;31.10.2020
;0,0024;0,00;03:00;31.10.2020
;0,0024;0,00;03:30;31.10.2020
;0,0023;0,00;04:00;31.10.2020
;0,0025;0,00;04:30;31.10.2020
;0,0023;0,00;05:00;31.10.2020
;0,0024;0,00;05:30;31.10.2020
;0,0023;0,00;06:00;31.10.2020
;0,0022;0,00;06:30;31.10.2020
;0,0024;0,00;07:00;31.10.2020
;0,0024;0,00;07:30;31.10.2020
;0,0024;0,00;08:00;31.10.2020
;0,0023;0,00;08:30;31.10.2020
;0,0024;0,00;09:00;31.10.2020
;0,0024;0,00;09:30;31.10.2020
;0,0024;0,00;10:00;31.10.2020
;0,0026;0,00;10:30;31.10.2020
;0,0026;0,00;11:00;31.10.2020
;0,0023;0,00;11:30;31.10.2020
;0,0024;0,00;12:00;31.10.2020
;0,0024;0,00;12:30;31.10.2020
;0,0024;0,00;13:00;31.10.2020
;0,0023;0,00;13:30;31.10.2020
;0,0023;0,00;14:00;31.10.2020
;0,0024;0,00;14:30;31.10.2020
;0,0022;0,00;15:00;31.10.2020
;0,0027;0,00;15:30;31.10.2020
;0,0026;0,00;16:00;31.10.2020
;0,0027;0,00;16:30;31.10.2020
;0,0025;0,00;17:00;31.10.2020
;0,0023;0,00;17:30;31.10.2020
;0,0023;0,00;18:00;31.10.2020
;0,0021;0,00;18:30;31.10.2020
;0,0023;0,00;19:00;31.10.2020
;0,0023;0,00;19:30;31.10.2020
;0,0022;0,00;20:00;31.10.2020
;0,0023;0,00;20:30;31.10.2020
;0,0023;0,00;21:00;31.10.2020
;0,0023;0,00;21:30;31.10.2020
;0,0023;0,00;22:00;31.10.2020
;0,0024;0,00;22:30;31.10.2020
;0,0024;0,00;23:00;31.10.2020
;0,0024;0,00;23:30;31.10.2020
;0,0023;0,00;00:00;01.11.2020
