n;P+;R+;Time;Date
1105;114,0000;6,0000;00:30;24.02.2021
1106;108,0000;0,0000;01:00;24.02.2021
1107;114,0000;0,0000;01:30;24.02.2021
1108;114,0000;0,0000;02:00;24.02.2021
1109;108,0000;0,0000;02:30;24.02.2021
1110;108,0000;6,0000;03:00;24.02.2021
1111;108,0000;0,0000;03:30;24.02.2021
1112;114,0000;6,0000;04:00;24.02.2021
1113;108,0000;6,0000;04:30;24.02.2021
1114;108,0000;0,0000;05:00;24.02.2021
1115;108,0000;0,0000;05:30;24.02.2021
1116;108,0000;0,0000;06:00;24.02.2021
1117;114,0000;0,0000;06:30;24.02.2021
1118;114,0000;6,0000;07:00;24.02.2021
1119;114,0000;0,0000;07:30;24.02.2021
1120;114,0000;0,0000;08:00;24.02.2021
1121;120,0000;0,0000;08:30;24.02.2021
1122;120,0000;6,0000;09:00;24.02.2021
1123;138,0000;6,0000;09:30;24.02.2021
1124;150,0000;0,0000;10:00;24.02.2021
1125;168,0000;0,0000;10:30;24.02.2021
1126;168,0000;6,0000;11:00;24.02.2021
1127;168,0000;0,0000;11:30;24.02.2021
1128;168,0000;6,0000;12:00;24.02.2021
1129;168,0000;0,0000;12:30;24.02.2021
1130;168,0000;0,0000;13:00;24.02.2021
1131;168,0000;0,0000;13:30;24.02.2021
1132;168,0000;0,0000;14:00;24.02.2021
1133;168,0000;6,0000;14:30;24.02.2021
1134;162,0000;6,0000;15:00;24.02.2021
1135;168,0000;0,0000;15:30;24.02.2021
1136;162,0000;0,0000;16:00;24.02.2021
1137;168,0000;6,0000;16:30;24.02.2021
1138;168,0000;0,0000;17:00;24.02.2021
1139;162,0000;0,0000;17:30;24.02.2021
1140;174,0000;6,0000;18:00;24.02.2021
1141;162,0000;0,0000;18:30;24.02.2021
1142;162,0000;6,0000;19:00;24.02.2021
1143;150,0000;0,0000;19:30;24.02.2021
1144;138,0000;0,0000;20:00;24.02.2021
1145;132,0000;6,0000;20:30;24.02.2021
1146;132,0000;0,0000;21:00;24.02.2021
1147;126,0000;6,0000;21:30;24.02.2021
1148;126,0000;0,0000;22:00;24.02.2021
1149;126,0000;0,0000;22:30;24.02.2021
1150;126,0000;0,0000;23:00;24.02.2021
1151;120,0000;6,0000;23:30;24.02.2021
1152;120,0000;0,0000;00:00;25.02.2021
