n;P+;R+;Time;Date
29;0,0028;0,0009;14:30;30.10.2020
30;0,0029;0,001;15:00;30.10.2020
31;0,0028;0,0009;15:30;30.10.2020
32;0,0029;0,001;16:00;30.10.2020
33;0,0028;0,001;16:30;30.10.2020
34;0,0027;0,0009;17:00;30.10.2020
35;0,0026;0,0009;17:30;30.10.2020
36;0,0025;0,0009;18:00;30.10.2020
37;0,0025;0,0008;18:30;30.10.2020
38;0,0025;0,0009;19:00;30.10.2020
39;0,0025;0,0009;19:30;30.10.2020
40;0,0024;0,0008;20:00;30.10.2020
41;0,0024;0,0009;20:30;30.10.2020
42;0,0024;0,0008;21:00;30.10.2020
43;0,0024;0,0009;21:30;30.10.2020
44;0,0024;0,0008;22:00;30.10.2020
45;0,0024;0,0009;22:30;30.10.2020
46;0,0024;0,0008;23:00;30.10.2020
47;0,0022;0,0008;23:30;30.10.2020
48;0,0023;0,0008;00:00;31.10.2020
;0,0024;0,0008;00:30;31.10.2020
;0,0023;0,0008;01:00;31.10.2020
;0,0024;0,0009;01:30;31.10.2020
;0,0022;0,0008;02:00;31.10.2020
;0,0024;0,0008;02:30;31.10.2020
;0,0024;0,0008;03:00;31.10.2020
;0,0023;0,0008;03:30;31.10.2020
;0,0025;0,0009;04:00;31.10.2020
;0,0023;0,0008;04:30;31.10.2020
;0,0024;0,0008;05:00;31.10.2020
;0,0023;0,0008;05:30;31.10.2020
;0,0022;0,0008;06:00;31.10.2020
;0,0024;0,0008;06:30;31.10.2020
;0,0024;0,0009;07:00;31.10.2020
;0,0024;0,0008;07:30;31.10.2020
;0,0023;0,0008;08:00;31.10.2020
;0,0024;0,0008;08:30;31.10.2020
;0,0024;0,0008;09:00;31.10.2020
;0,0024;0,0009;09:30;31.10.2020
;0,0026;0,0009;10:00;31.10.2020
;0,0026;0,0008;10:30;31.10.2020
;0,0023;0,0008;11:00;31.10.2020
;0,0024;0,0009;11:30;31.10.2020
;0,0024;0,0008;12:00;31.10.2020
;0,0024;0,0009;12:30;31.10.2020
;0,0023;0,0008;13:00;31.10.2020
;0,0023;0,0008;13:30;31.10.2020
;0,0024;0,0008;14:00;31.10.2020
;0,0022;0,0008;14:30;31.10.2020
;0,0027;0,0009;15:00;31.10.2020
;0,0026;0,0009;15:30;31.10.2020
;0,0027;0,0009;16:00;31.10.2020
;0,0025;0,0008;16:30;31.10.2020
;0,0023;0,0008;17:00;31.10.2020
;0,0023;0,0008;17:30;31.10.2020
;0,0021;0,0008;18:00;31.10.2020
;0,0023;0,0008;18:30;31.10.2020
;0,0023;0,0008;19:00;31.10.2020
;0,0022;0,0008;19:30;31.10.2020
;0,0023;0,0008;20:00;31.10.2020
;0,0023;0,0008;20:30;31.10.2020
;0,0023;0,0008;21:00;31.10.2020
;0,0023;0,0008;21:30;31.10.2020
;0,0024;0,0008;22:00;31.10.2020
;0,0024;0,0008;22:30;31.10.2020
;0,0024;0,0009;23:00;31.10.2020
;0,0023;0,0008;23:30;31.10.2020
;0,0023;0,0023;00:00;01.11.2020
