n;P+;R+;Time;Date
1;0,0000;0,0000;00:30;22.04.2021
2;0,0000;0,0000;01:00;22.04.2021
3;0,0000;0,0000;01:30;22.04.2021
4;0,0000;0,0000;02:00;22.04.2021
5;0,0000;0,0000;02:30;22.04.2021
6;0,0000;0,0000;03:00;22.04.2021
7;0,0000;0,0000;03:30;22.04.2021
8;0,0000;0,0000;04:00;22.04.2021
9;0,0000;0,0000;04:30;22.04.2021
10;0,0000;0,0000;05:00;22.04.2021
11;0,0000;0,0000;05:30;22.04.2021
12;0,0000;0,0000;06:00;22.04.2021
13;0,0000;0,0000;06:30;22.04.2021
14;0,0000;0,0000;07:00;22.04.2021
15;0,0000;0,0000;07:30;22.04.2021
16;0,0000;0,0000;08:00;22.04.2021
17;0,0000;0,0000;08:30;22.04.2021
18;0,0000;0,0000;09:00;22.04.2021
19;0,0000;0,0000;09:30;22.04.2021
20;0,0000;0,0000;10:00;22.04.2021
21;0,0000;0,0000;10:30;22.04.2021
22;0,0000;0,0000;11:00;22.04.2021
23;0,0000;0,0000;11:30;22.04.2021
24;0,0000;0,0000;12:00;22.04.2021
25;0,0000;0,0000;12:30;22.04.2021
26;0,0000;0,0000;13:00;22.04.2021
27;0,0000;0,0000;13:30;22.04.2021
28;0,0000;0,0000;14:00;22.04.2021
29;0,0000;0,0000;14:30;22.04.2021
30;0,0000;0,0000;15:00;22.04.2021
31;0,0000;0,0000;15:30;22.04.2021
32;0,0000;0,0000;16:00;22.04.2021
33;0,0000;0,0000;16:30;22.04.2021
34;0,0000;0,0000;17:00;22.04.2021
35;0,0000;0,0000;17:30;22.04.2021
36;0,0000;0,0000;18:00;22.04.2021
37;0,0000;0,0000;18:30;22.04.2021
38;0,0000;0,0000;19:00;22.04.2021
39;0,0000;0,0000;19:30;22.04.2021
40;0,0000;0,0000;20:00;22.04.2021
41;0,0000;0,0000;20:30;22.04.2021
42;0,0000;0,0000;21:00;22.04.2021
43;0,0000;0,0000;21:30;22.04.2021
44;0,0000;0,0000;22:00;22.04.2021
45;0,0000;0,0000;22:30;22.04.2021
46;0,0000;0,0000;23:00;22.04.2021
47;0,0000;0,0000;23:30;22.04.2021
48;0,0000;0,0000;00:00;23.04.2021
