№;Город;Адрес;Отчетный месяц;Отчетный период начало;Отчетный период конец;Уровень;Тайм зона;Активная прием;Активная отдача;Реактивная отдача;Реактивная прием;Каталог
;;ул. Туристская, д.19, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Туристская, д.20;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Фабрициуса, д.18, к.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Пятницкое, д.6;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Пятницкое, д.25, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Пятницкое, д.42;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Пятницкое, д.43, к.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Хорошевское, д.11, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р Волжский, кв.113А, к.2 (Доп. офис №6901/01084);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р Жулебинский, д.9 (Доп. офис №6901/01584);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р Жулебинский, д.28;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р Покровский, д.16/10, стр.5;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р Самаркандский, д.18/26 (Доп. офис №6901/01191);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пер. Мартыновский, д.8;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр. Ферганский, д.3, к.1 (Доп. офис №6901/01238);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Буденного, д.30/8;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Волгоградский, д.1, стр.1 (Доп. офис №6901/01700);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Волгоградский, д.17;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Волгоградский, д.53 (Доп. офис №6901/0490);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Волгоградский, д.62;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Волгоградский, д.91, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Волгоградский, д.92;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Волгоградский, д.142, к.2 (Доп. офис №6901/0843);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Зеленый, д.6;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Зеленый, д.59, к.1 ( Доп. офис №6901/0853);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Рязанский, д.69;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Рязанский, д.95, к.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. 1-я Вольская, д.22, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. 1-я Дубровская, д.1А;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. 1-я Новокузьминская, д.27/12, стр.1 (Доп. офис №6901/01340);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. 2-я Владимирская, д.52, к.2 (Доп. офис №6901/0856);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. 2-я Институтская, д.1/12 (Доп. офис №6901/0847);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. 3-я Владимирская, д.31/33;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Абельмановская, д.6, стр.1 (Доп. офис №6901/0158);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Авиамоторная, д.51;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Боровая, д.20 (Доп. офис №6901/01091);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Вешняковская, д.12Е, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Вешняковская, д.24Б,24Г (ВСП1234);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Вешняковская, д.29Б, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Вешняковская, д.39Б;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Волочаевская, 40Б;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Зеленодольская, д.7, к.2 (Доп. офис №6901/0845);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Зеленодольская, д.24, к.2 (Доп. офис №6901/01113);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Земляной вал, д.14/16, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Коновалова, д.5 (Доп. офис №6901/0999);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Лефортовский вал, д.16А, стр.1 (Доп. офис №6901/0747);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Марксистская, д.34 к.7;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Молостовых, д.16, к.1 (Доп. офис №6901/01262);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Нижегородская, д.92, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Николоямская, д.31 (Доп. офис №6901/081);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Новогиреевская, д.4, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Новогиреевская, д.54 (Доп. офис №6901/01627);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Новокосинская, д.11, к.2 (Доп. офис №6901/01720);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Новокосинская, д.23, стр.1А (Доп. офис №6901/01506);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Новокосинская, д.38, к.2 (Доп. офис №6901/01507);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Оранжерейная, д.10 (Доп. офис №6901/01471);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Перовская, д.8, к.1 (Доп. офис №6901/01263);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Привольная, д.65/32 (Доп. офис №6901/01739);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Пронская, д.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Реутовская, д.10а;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Рогожский вал, д.4 (Доп. офис №6901/0806);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Рогожский поселок, д.3, стр.1 (Доп. офис №6901/01202);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Саянская, д.6а;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Саянская, д.18;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Солдатская, д.8, к.А (Доп. офис №6901/019);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Старый Гай, д.8б;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Таганская, д.31/22 (Доп. офис №6901/01658);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Ташкентская, д.12/20;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Ташкентская, д.25, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Федора Полетаева, д.40/24;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Ферганская, д.12;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Перовское, д.21, стр.2 (Доп. офис №6901/0395);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Энтузиастов, д.22/18;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Энтузиастов, д.50 (Доп. офис №6901/01640);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Энтузиастов, д.76/1 (Доп. офис №6901/0702);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Энтузиастов, д.98;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;2-й квартал Капотни, д.22;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;5-й квартал Капотни, д.15, стр.2 (Доп. офис №7977/0844);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р. Новочеркасский, д.5, стр.3 (Доп. офис №7977/01426);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р. Новочеркасский, д.5, стр.3 (Доп. офис №7977/01426);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р. Тихорецкий, д.2, к.1(Доп. офис №7977/01427);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;наб. Даниловская, д.2/2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;наб. Дербеневская, д.2/1 (Доп. офис №7977/01612);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;наб. Кожевническая, д.1Б;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;наб. Нагатинская, д.48, к.2 (Доп. офис №7977/01315);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;Нагатинская наб., д.22, к.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пер. 3-й Крутицкий, д.15;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр. Луговой, д.12, к.1 (Доп. офис №7977/01725);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Андропова, д.21 (Доп. офис №7977/01290);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Новочеркасский, д.41;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Новочеркасский, д.46;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. 1-я Машиностроения, д.18/36;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. 6-я Кожуховская, д.26;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. 40-лет Октября, д.20;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Б.Пионерская, д.46 (Доп. офис №7977/01203);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Б.Тульская, д.2 (Доп. офис №7977/0174);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Братиславская, д.16;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Валовая, д.2-4/44, стр.1 (Доп. офис №7977/0142);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Велозаводская, д.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Гвоздева, д.7/4;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Гурьянова, д.55;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Коломенская, д.23, к.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Краснодонская, д.12;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Люблинская, д.17, к.1 (Доп. офис №7977/01650);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Люблинская, д.38;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Люблинская, д.113а, стр.1 (Доп. офис №7977/0839);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Люблинская, д.153 (Доп. офис №7977/01730);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Люблинская, д.175 (Доп. офис №7977/01642);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Люсиновская, д.26-28 (Доп. офис №7977/01701);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Люсиновская, д.36/50 (Доп. офис №7977/01176);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Мастеркова, д.3;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Мытная, д.52 (Доп. офис №7977/01590);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Мытная, д.62 (Доп. офис №7977/0100);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Новокузнецкая, д.18/10 стр.3;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Новороссийская, д.16/2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Подольская, д.27, к.1, стр.2 (Доп. офис №7977/01441);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Пятницкая, д.2/38;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Пятницкая, д.54;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Садовническая, д.78, стр.1 (Доп. офис №7977/0384);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Сайкина, д.2 (Доп. офис №7977/01192);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Серпуховский вал, д.5;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Совхозная, д.3/2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Судостроительная, д.30, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Трофимова, д.1/17;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Трофимова, д.1/17;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Шарикоподшипниковская, д.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Шоссейная, д.13;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Шоссейная, д.33;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Юных Ленинцев, д.3;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Юных Ленинцев, д.37;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Якорная, д.9;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пер. 3-й Самотечный, д.19 (Доп. офис №7981/01621);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пер. Тихвинский, д.13, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр. Дежнева, д.2А (Доп. офис №7981/01355);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр. Дежнева, д.27, к.1 (Доп. офис №7981/01355);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр. Огородный, д.19;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр. Петровско-Разумовский,д.24,к.4;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр. Путевой, д.40;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр. Студеный, д.1 (Доп. офис №7981/01243);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр. Шокальского, д.51;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр. Ясный, д.26, к.2 (Доп. офис №7981/01089);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. 8 марта, д.6;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Абрамцевская, д.3;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Абрамцевская, д.9, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Башиловская, д.11;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Березовая аллея, д.9;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Бестужевых, д.21Б;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Ботаническая, д.27;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Бутырская, д.2, к.18;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Бутырская, д.97;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Верхняя Масловка, д.22;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Декабристов, д.8;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Делегатская, д. 11;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Долгоруковская, д.2 (Доп. офис №7981/01702);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Достоевского, д.3;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Корнейчука, д.44 (Доп. офис №7981/01325);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Лескова, д.8;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Лескова, д.30;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Мурановская, д.3;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Нижняя Масловка, д.5 (Доп. офис №7981/01148);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Новослободская, д.49/2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Октябрьская, д.69 (Доп. офис №7981/0388);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Петровка, д.17, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Плещеева, д.3;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Расковой, д.26/29;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Римского-Корсакова, д.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Садовая-Каретная, д.8, стр.1 Доп. офис №7981/01594);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Советской Армии, д.17, к.52;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Тихвинская, д.20;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Хачатуряна, д.16;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Широкая, д.1, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Широкая, д.17;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Яблочкова, д.41;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Алтуфьевское, д.64;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;2-ая ул. Марьиной рощи, д.10/14;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р Сретенский, д.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р Цветной, д.28, стр.1 (Доп. офис №7811/0400);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пер. 1-й Рижский, д.3;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр-д  Ольминского, д.3;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр. Анадырский, д.21 (Доп. офис №7811/0814);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Мира, д. 45;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Мира, д.85;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Мира, д.97, стр.1 (ВСП 1629);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Мира, д.182;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Олимпийский, д.10, к.1-2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Академика Королева, д.5 (самообсл.);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Академика Королева, д.5 (физ.лица);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Академика Королева, д.5 (юр.лица);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Амундсена, д.15, к.2 (Доп. офис №7811/01444);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Аргуновская, д.4 (Доп. офис №7811/0440);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Бажова, д.24, к.2 (Доп. офис №7811/0440);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Большая Переяславская, д.9;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Бориса Галушкина, д.16 (Доп. офис №7811/0708);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Вересковая, д.11 (Доп. офис №7811/01497);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Гиляровского, д.1, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Енисейская, д.29, стр.1 (Доп. офис №7811/01665);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Константинова, д.16;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Кузнецкий мост, д.9/10;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Летчика Бабушкина, д.37, к.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Лосевская, д.22;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Малыгина, д.6;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Печорская, д.14;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Седова, д.13, к.1 (Доп. офис №7811/01169);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Сретенка, д.14;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Сретенка, д.17, стр.1,2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Тайнинская, д.24 (Доп. офис №7811/01220);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Трифоновская, д.45, стр.1 (Доп. офис №7811/0706);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Ярославское, д.22, к.3(Доп. офис №7811/01533);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Ярославское, д.28;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Ярославское, д.55;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р Измайловский, д.31;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р Измайловский, д.66, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р Маршала Рокоссовского, д.18;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р Сиреневый, д.7;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р Сиреневый, д.12, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р Сиреневый, д.65, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пер. Аптекарский, д.10/1 стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пер. Астраханский, д.10/36, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пер. Милютинский, д.19/4, стр.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пл. Б.Сухаревская, д.16/18, стр.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пл. Измайловская, д.11;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пл. Преображенская, д.7а, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пл. Сокольническая, д.9, к.2 (Доп. офис №5281/01691);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пос. Восточный, ул. 9 мая, д.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр. Мясницкий, д.4/3 стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Буденного, д.39, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Буденного, д.39, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Измайловский, д.61, стр.1 (Доп. офис №5281/01712);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. 9-ая Соколиной горы, д.3, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. 9-я Парковая, д.41;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. 10-я Парковая, д.6, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. 11-я Парковая, д.3, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. 15-я Парковая, д.44, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Алтайская, д.4;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Б.Семеновская, д.29/2, стр.1 (Доп. офис №5281/01714);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Б.Черкизовская, д.5, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Б.Черкизовская, д.22, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Бакунинская, д.44/48, к.3, стр.1 (Доп. офис №5281/01600);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Верхняя Красносельская,д.24,стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Верхняя Первомайская, д.59/35, к.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Измайловский вал, д.20;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Каланчевская, д.15;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Краснобогатырская, д.75, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Краснопрудная, д.7/9, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Краснопрудная, д.11 (Доп. офис №5281/01564);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Магнитогорская, д.1/2, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Малая Почтовая, д.5/12, стр.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Миллионная, д.11;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Нижняя Красносельская, д.43, стр.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Первомайская, д.46/50, стр.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Покровка, д.31, стр.1А;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Просторная, д.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Русаковская, д.18/20, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Ср. Первомайская, д.38/7;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Старая Басманная, д.14/2 (Доп. офис №5281/0171);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Стромынка, д.19, к.1 (Доп. офис №5281/01657);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
