n;P+;R+;Time;Date
1345;0,000;0,000;00:30;01.01.2020
1346;0,000;0,000;01:00;01.01.2020
1347;0,000;0,000;01:30;01.01.2020
1348;0,000;0,000;02:00;01.01.2020
1349;0,000;0,000;02:30;01.01.2020
1350;0,000;0,000;03:00;01.01.2020
1351;0,000;0,000;03:30;01.01.2020
1352;0,000;0,000;04:00;01.01.2020
1353;0,000;0,000;04:30;01.01.2020
1354;0,000;0,000;05:00;01.01.2020
1355;0,000;0,000;05:30;01.01.2020
1356;0,000;0,000;06:00;01.01.2020
1357;0,000;0,000;06:30;01.01.2020
1358;0,000;0,000;07:00;01.01.2020
1359;0,000;0,000;07:30;01.01.2020
1360;0,000;0,000;08:00;01.01.2020
1361;0,000;0,000;08:30;01.01.2020
1362;0,000;0,000;09:00;01.01.2020
1363;0,000;0,000;09:30;01.01.2020
1364;0,000;0,000;10:00;01.01.2020
1365;0,000;0,000;10:30;01.01.2020
1366;0,000;0,000;11:00;01.01.2020
1367;0,000;0,000;11:30;01.01.2020
1368;0,000;0,000;12:00;01.01.2020
1369;0,000;0,000;12:30;01.01.2020
1370;0,000;0,000;13:00;01.01.2020
1371;0,000;0,000;13:30;01.01.2020
1372;0,000;0,000;14:00;01.01.2020
1373;0,000;0,000;14:30;01.01.2020
1374;0,000;0,000;15:00;01.01.2020
1375;0,000;0,000;15:30;01.01.2020
1376;0,000;0,000;16:00;01.01.2020
1377;0,000;0,000;16:30;01.01.2020
1378;0,000;0,000;17:00;01.01.2020
1379;0,000;0,000;17:30;01.01.2020
1380;0,000;0,000;18:00;01.01.2020
1381;0,000;0,000;18:30;01.01.2020
1382;0,000;0,000;19:00;01.01.2020
1383;0,000;0,000;19:30;01.01.2020
1384;0,000;0,000;20:00;01.01.2020
1385;0,000;0,000;20:30;01.01.2020
1386;0,000;0,000;21:00;01.01.2020
1387;0,000;0,000;21:30;01.01.2020
1388;0,000;0,000;22:00;01.01.2020
1389;0,000;0,000;22:30;01.01.2020
1390;0,000;0,000;23:00;01.01.2020
1391;0,000;0,000;23:30;01.01.2020
1392;0,000;0,000;00:00;01.01.2020
1393;0,000;0,000;00:30;02.01.2020
1394;0,000;0,000;01:00;02.01.2020
1395;0,000;0,000;01:30;02.01.2020
1396;0,000;0,000;02:00;02.01.2020
1397;0,000;0,000;02:30;02.01.2020
1398;0,000;0,000;03:00;02.01.2020
1399;0,000;0,000;03:30;02.01.2020
1400;0,000;0,000;04:00;02.01.2020
1401;0,000;0,000;04:30;02.01.2020
1402;0,000;0,000;05:00;02.01.2020
1403;0,000;0,000;05:30;02.01.2020
1404;0,000;0,000;06:00;02.01.2020
1405;0,000;0,000;06:30;02.01.2020
1406;0,000;0,000;07:00;02.01.2020
1407;0,000;0,000;07:30;02.01.2020
1408;0,000;0,000;08:00;02.01.2020
1409;0,000;0,000;08:30;02.01.2020
1410;0,000;0,000;09:00;02.01.2020
1411;0,000;0,000;09:30;02.01.2020
1412;0,000;0,000;10:00;02.01.2020
1413;0,000;0,000;10:30;02.01.2020
1414;0,000;0,000;11:00;02.01.2020
1415;0,000;0,000;11:30;02.01.2020
1416;0,000;0,000;12:00;02.01.2020
1417;0,000;0,000;12:30;02.01.2020
1418;0,000;0,000;13:00;02.01.2020
1419;0,000;0,000;13:30;02.01.2020
1420;0,000;0,000;14:00;02.01.2020
1421;0,000;0,000;14:30;02.01.2020
1422;0,000;0,000;15:00;02.01.2020
1423;0,000;0,000;15:30;02.01.2020
1424;0,000;0,000;16:00;02.01.2020
1425;0,000;0,000;16:30;02.01.2020
1426;0,000;0,000;17:00;02.01.2020
1427;0,000;0,000;17:30;02.01.2020
1428;0,000;0,000;18:00;02.01.2020
1429;0,000;0,000;18:30;02.01.2020
1430;0,000;0,000;19:00;02.01.2020
1431;0,000;0,000;19:30;02.01.2020
1432;0,000;0,000;20:00;02.01.2020
1433;0,000;0,000;20:30;02.01.2020
1434;0,000;0,000;21:00;02.01.2020
1435;0,000;0,000;21:30;02.01.2020
1436;0,000;0,000;22:00;02.01.2020
1437;0,000;0,000;22:30;02.01.2020
1438;0,000;0,000;23:00;02.01.2020
1439;0,000;0,000;23:30;02.01.2020
1392;0,000;0,000;00:00;02.01.2020
;0,000;0,000;00:30;03.01.2020
;0,000;0,000;01:00;03.01.2020
;0,000;0,000;01:30;03.01.2020
;0,000;0,000;02:00;03.01.2020
;0,000;0,000;02:30;03.01.2020
;0,000;0,000;03:00;03.01.2020
;0,000;0,000;03:30;03.01.2020
;0,000;0,000;04:00;03.01.2020
;0,000;0,000;04:30;03.01.2020
;0,000;0,000;05:00;03.01.2020
;0,000;0,000;05:30;03.01.2020
;0,000;0,000;06:00;03.01.2020
;0,000;0,000;06:30;03.01.2020
;0,000;0,000;07:00;03.01.2020
;0,000;0,000;07:30;03.01.2020
;0,000;0,000;08:00;03.01.2020
;0,000;0,000;08:30;03.01.2020
;0,000;0,000;09:00;03.01.2020
;0,000;0,000;09:30;03.01.2020
;0,000;0,000;10:00;03.01.2020
;0,000;0,000;10:30;03.01.2020
;0,000;0,000;11:00;03.01.2020
;0,000;0,000;11:30;03.01.2020
;0,000;0,000;12:00;03.01.2020
;0,000;0,000;12:30;03.01.2020
;0,000;0,000;13:00;03.01.2020
;0,000;0,000;13:30;03.01.2020
;0,000;0,000;14:00;03.01.2020
;0,000;0,000;14:30;03.01.2020
;0,000;0,000;15:00;03.01.2020
;0,000;0,000;15:30;03.01.2020
;0,000;0,000;16:00;03.01.2020
;0,000;0,000;16:30;03.01.2020
;0,000;0,000;17:00;03.01.2020
;0,000;0,000;17:30;03.01.2020
;0,000;0,000;18:00;03.01.2020
;0,000;0,000;18:30;03.01.2020
;0,000;0,000;19:00;03.01.2020
;0,000;0,000;19:30;03.01.2020
;0,000;0,000;20:00;03.01.2020
;0,000;0,000;20:30;03.01.2020
;0,000;0,000;21:00;03.01.2020
;0,000;0,000;21:30;03.01.2020
;0,000;0,000;22:00;03.01.2020
;0,000;0,000;22:30;03.01.2020
;0,000;0,000;23:00;03.01.2020
;0,000;0,000;23:30;03.01.2020
;0,000;0,000;00:00;03.01.2020
