n;P+;R+;Time;Date
1;0,41;0,088;00:30;01.06.2020
2;0,396;0,081;01:00;01.06.2020
3;0,406;0,085;01:30;01.06.2020
4;0,399;0,078;02:00;01.06.2020
5;0,401;0,083;02:30;01.06.2020
6;0,402;0,088;03:00;01.06.2020
7;0,403;0,082;03:30;01.06.2020
8;0,39;0,082;04:00;01.06.2020
9;0,403;0,082;04:30;01.06.2020
10;0,404;0,085;05:00;01.06.2020
11;0,391;0,08;05:30;01.06.2020
12;0,401;0,082;06:00;01.06.2020
13;0,401;0,08;06:30;01.06.2020
14;0,401;0,084;07:00;01.06.2020
15;0,387;0,08;07:30;01.06.2020
16;0,401;0,084;08:00;01.06.2020
17;0,391;0,081;08:30;01.06.2020
18;0,395;0,083;09:00;01.06.2020
19;0,394;0,082;09:30;01.06.2020
20;0,396;0,081;10:00;01.06.2020
21;0,4;0,082;10:30;01.06.2020
22;0,403;0,082;11:00;01.06.2020
23;0,404;0,084;11:30;01.06.2020
24;0,415;0,094;12:00;01.06.2020
25;0,419;0,101;12:30;01.06.2020
26;0,412;0,095;13:00;01.06.2020
27;0,414;0,097;13:30;01.06.2020
28;0,41;0,094;14:00;01.06.2020
29;0,416;0,098;14:30;01.06.2020
30;0,423;0,107;15:00;01.06.2020
31;0,415;0,099;15:30;01.06.2020
32;0,424;0,105;16:00;01.06.2020
33;0,421;0,102;16:30;01.06.2020
34;0,413;0,098;17:00;01.06.2020
35;0,427;0,104;17:30;01.06.2020
36;0,425;0,101;18:00;01.06.2020
37;0,416;0,101;18:30;01.06.2020
38;0,43;0,106;19:00;01.06.2020
39;0,417;0,098;19:30;01.06.2020
40;0,422;0,098;20:00;01.06.2020
41;0,423;0,106;20:30;01.06.2020
42;0,418;0,093;21:00;01.06.2020
43;0,419;0,096;21:30;01.06.2020
44;0,418;0,093;22:00;01.06.2020
45;0,414;0,094;22:30;01.06.2020
46;0,408;0,086;23:00;01.06.2020
47;0,407;0,087;23:30;01.06.2020
48;0,416;0,1;00:00;01.06.2020
49;0,409;0,094;00:30;02.06.2020
50;0,412;0,093;01:00;02.06.2020
51;0,412;0,094;01:30;02.06.2020
52;0,4;0,08;02:00;02.06.2020
53;0,4;0,084;02:30;02.06.2020
54;0,403;0,089;03:00;02.06.2020
55;0,41;0,09;03:30;02.06.2020
56;0,406;0,096;04:00;02.06.2020
57;0,404;0,095;04:30;02.06.2020
58;0,401;0,092;05:00;02.06.2020
59;0,41;0,1;05:30;02.06.2020
60;0,394;0,08;06:00;02.06.2020
61;0,394;0,085;06:30;02.06.2020
62;0,404;0,09;07:00;02.06.2020
63;0,394;0,087;07:30;02.06.2020
64;0,4;0,089;08:00;02.06.2020
65;0,398;0,089;08:30;02.06.2020
66;0,407;0,101;09:00;02.06.2020
67;0,399;0,084;09:30;02.06.2020
68;0,413;0,102;10:00;02.06.2020
69;0,402;0,091;10:30;02.06.2020
70;0,405;0,096;11:00;02.06.2020
71;0,415;0,096;11:30;02.06.2020
72;0,405;0,073;12:00;02.06.2020
73;0,408;0,087;12:30;02.06.2020
74;0,413;0,088;13:00;02.06.2020
75;0,407;0,086;13:30;02.06.2020
76;0,416;0,089;14:00;02.06.2020
77;0,417;0,093;14:30;02.06.2020
78;0,417;0,092;15:00;02.06.2020
79;0,415;0,091;15:30;02.06.2020
80;0,414;0,092;16:00;02.06.2020
81;0,417;0,092;16:30;02.06.2020
82;0,421;0,091;17:00;02.06.2020
83;0,418;0,094;17:30;02.06.2020
84;0,408;0,087;18:00;02.06.2020
85;0,408;0,088;18:30;02.06.2020
86;0,417;0,092;19:00;02.06.2020
87;0,416;0,094;19:30;02.06.2020
88;0,416;0,087;20:00;02.06.2020
89;0,403;0,083;20:30;02.06.2020
90;0,419;0,086;21:00;02.06.2020
91;0,405;0,082;21:30;02.06.2020
92;0,411;0,085;22:00;02.06.2020
93;0,414;0,087;22:30;02.06.2020
94;0,398;0,084;23:00;02.06.2020
95;0,41;0,084;23:30;02.06.2020
96;0,41;0,085;00:00;02.06.2020
97;0,411;0,085;00:30;03.06.2020
98;0,408;0,085;01:00;03.06.2020
99;0,404;0,082;01:30;03.06.2020
100;0,397;0,082;02:00;03.06.2020
101;0,407;0,084;02:30;03.06.2020
102;0,41;0,089;03:00;03.06.2020
103;0,402;0,084;03:30;03.06.2020
104;0,402;0,086;04:00;03.06.2020
105;0,407;0,086;04:30;03.06.2020
106;0,398;0,084;05:00;03.06.2020
107;0,417;0,091;05:30;03.06.2020
108;0,401;0,084;06:00;03.06.2020
109;0,402;0,085;06:30;03.06.2020
110;0,396;0,082;07:00;03.06.2020
111;0,406;0,087;07:30;03.06.2020
112;0,4;0,089;08:00;03.06.2020
113;0,407;0,091;08:30;03.06.2020
114;0,407;0,09;09:00;03.06.2020
115;0,398;0,082;09:30;03.06.2020
116;0,404;0,089;10:00;03.06.2020
117;0,406;0,091;10:30;03.06.2020
118;0,413;0,091;11:00;03.06.2020
119;0,414;0,092;11:30;03.06.2020
120;0,43;0,108;12:00;03.06.2020
121;0,422;0,113;12:30;03.06.2020
122;0,425;0,115;13:00;03.06.2020
123;0,434;0,118;13:30;03.06.2020
124;0,432;0,113;14:00;03.06.2020
125;0,434;0,117;14:30;03.06.2020
126;0,441;0,119;15:00;03.06.2020
127;0,427;0,115;15:30;03.06.2020
128;0,422;0,113;16:00;03.06.2020
129;0,429;0,117;16:30;03.06.2020
130;0,419;0,112;17:00;03.06.2020
131;0,416;0,11;17:30;03.06.2020
132;0,412;0,105;18:00;03.06.2020
133;0,417;0,103;18:30;03.06.2020
134;0,404;0,1;19:00;03.06.2020
135;0,408;0,103;19:30;03.06.2020
136;0,431;0,114;20:00;03.06.2020
137;0,415;0,103;20:30;03.06.2020
138;0,41;0,099;21:00;03.06.2020
