№;P+, кВт;Время;Дата
84;0.7720;18:00;02.03.2019
85;0.3120;18:30;02.03.2019
86;0.2120;19:00;02.03.2019
87;0.2120;19:30;02.03.2019
88;0.2070;20:00;02.03.2019
89;0.2070;20:30;02.03.2019
90;0.4580;21:00;02.03.2019
91;1.231;21:30;02.03.2019
92;0.8180;22:00;02.03.2019
93;0.3940;22:30;02.03.2019
94;0.2120;23:00;02.03.2019
95;0.2120;23:30;02.03.2019
96;0.2110;00:00;03.03.2019
97;0.2110;00:30;03.03.2019
98;0.2120;01:00;03.03.2019
99;1.1400;01:30;03.03.2019
100;1.0450;02:00;03.03.2019
101;0.6500;02:30;03.03.2019
102;0.2110;03:00;03.03.2019
103;0.2130;03:30;03.03.2019
104;0.2110;04:00;03.03.2019
105;0.2090;04:30;03.03.2019
106;0.2090;05:00;03.03.2019
107;0.2070;05:30;03.03.2019
108;0.2080;06:00;03.03.2019
109;0.2070;06:30;03.03.2019
110;0.2080;07:00;03.03.2019
111;0.2070;07:30;03.03.2019
112;0.2070;08:00;03.03.2019
113;0.2120;08:30;03.03.2019
114;0.2140;09:00;03.03.2019
115;0.2140;09:30;03.03.2019
116;0.2110;10:00;03.03.2019
117;0.2110;10:30;03.03.2019
118;0.2080;11:00;03.03.2019
119;0.2100;11:30;03.03.2019
120;0.2110;12:00;03.03.2019
121;0.2080;12:30;03.03.2019
122;0.2130;13:00;03.03.2019
123;0.2140;13:30;03.03.2019
124;0.2140;14:00;03.03.2019
125;0.2150;14:30;03.03.2019
126;0.2130;15:00;03.03.2019
127;0.2090;15:30;03.03.2019
128;0.2060;16:00;03.03.2019
129;0.2070;16:30;03.03.2019
130;0.2070;17:00;03.03.2019
131;0.2070;17:30;03.03.2019
132;0.2060;18:00;03.03.2019
133;0.2100;18:30;03.03.2019
134;0.2110;19:00;03.03.2019
135;0.2120;19:30;03.03.2019
136;0.2150;20:00;03.03.2019
137;0.2140;20:30;03.03.2019
138;0.2120;21:00;03.03.2019
139;0.2090;21:30;03.03.2019
140;0.2070;22:00;03.03.2019
141;0.2060;22:30;03.03.2019
142;0.2120;23:00;03.03.2019
143;0.2130;23:30;03.03.2019
144;0.2140;00:00;04.03.2019
145;0.2140;00:30;04.03.2019
146;0.2090;01:00;04.03.2019
147;0.2080;01:30;04.03.2019
148;0.2100;02:00;04.03.2019
149;0.2080;02:30;04.03.2019
150;0.2060;03:00;04.03.2019
151;0.2070;03:30;04.03.2019
152;0.2060;04:00;04.03.2019
153;0.2060;04:30;04.03.2019
154;0.2080;05:00;04.03.2019
155;0.2050;05:30;04.03.2019
156;0.2060;06:00;04.03.2019
157;0.2080;06:30;04.03.2019
158;0.2050;07:00;04.03.2019
159;0.2070;07:30;04.03.2019
160;0.2080;08:00;04.03.2019
161;0.2110;08:30;04.03.2019
162;0.2120;09:00;04.03.2019
163;0.2090;09:30;04.03.2019
164;0.2100;10:00;04.03.2019
165;0.2110;10:30;04.03.2019
166;0.2090;11:00;04.03.2019
167;0.2070;11:30;04.03.2019
168;0.2020;12:00;04.03.2019
169;0.2080;12:30;04.03.2019
170;0.2130;13:00;04.03.2019
171;0.2100;13:30;04.03.2019
172;0.2100;14:00;04.03.2019
173;0.2110;14:30;04.03.2019
174;0.2080;15:00;04.03.2019
175;0.2090;15:30;04.03.2019
176;0.2100;16:00;04.03.2019
177;0.2080;16:30;04.03.2019
178;0.2100;17:00;04.03.2019
179;0.2090;17:30;04.03.2019
180;0.2120;18:00;04.03.2019
181;0.2150;18:30;04.03.2019
182;0.2140;19:00;04.03.2019
183;0.2150;19:30;04.03.2019
184;0.2110;20:00;04.03.2019
185;0.2070;20:30;04.03.2019
186;0.2070;21:00;04.03.2019
187;0.2060;21:30;04.03.2019
188;0.2100;22:00;04.03.2019
189;0.2060;22:30;04.03.2019
190;0.2050;23:00;04.03.2019
191;0.2110;23:30;04.03.2019
192;0.2100;00:00;05.03.2019
193;0.2130;00:30;05.03.2019
194;0.2130;01:00;05.03.2019
195;0.2080;01:30;05.03.2019
196;0.2100;02:00;05.03.2019
197;0.2140;02:30;05.03.2019
198;0.2090;03:00;05.03.2019
199;0.2130;03:30;05.03.2019
200;0.2090;04:00;05.03.2019
201;0.2070;04:30;05.03.2019
202;0.2080;05:00;05.03.2019
203;0.2050;05:30;05.03.2019
204;0.2060;06:00;05.03.2019
205;0.2060;06:30;05.03.2019
206;0.2050;07:00;05.03.2019
207;0.2090;07:30;05.03.2019
208;0.2080;08:00;05.03.2019
209;0.2120;08:30;05.03.2019
210;0.2130;09:00;05.03.2019
211;0.2100;09:30;05.03.2019
212;0.2110;10:00;05.03.2019
213;0.2100;10:30;05.03.2019
214;0.2060;11:00;05.03.2019
215;0.2100;11:30;05.03.2019
216;0.2120;12:00;05.03.2019
217;0.2120;12:30;05.03.2019
218;0.2120;13:00;05.03.2019
219;0.2120;13:30;05.03.2019
220;0.2140;14:00;05.03.2019
221;0.2130;14:30;05.03.2019
222;0.2130;15:00;05.03.2019
223;0.2130;15:30;05.03.2019
224;0.2070;16:00;05.03.2019
225;0.2110;16:30;05.03.2019
226;0.2100;17:00;05.03.2019
227;0.2060;17:30;05.03.2019
228;0.2080;18:00;05.03.2019
229;0.2050;18:30;05.03.2019
230;0.2060;19:00;05.03.2019
231;0.2080;19:30;05.03.2019
232;0.2070;20:00;05.03.2019
233;0.2120;20:30;05.03.2019
234;0.2110;21:00;05.03.2019
235;0.2140;21:30;05.03.2019
236;0.2160;22:00;05.03.2019
237;0.2130;22:30;05.03.2019
238;0.2150;23:00;05.03.2019
239;0.2100;23:30;05.03.2019
240;0.2080;00:00;06.03.2019
241;0.2080;00:30;06.03.2019
242;0.2050;01:00;06.03.2019
243;0.2060;01:30;06.03.2019
244;0.2060;02:00;06.03.2019
245;0.2050;02:30;06.03.2019
246;0.2060;03:00;06.03.2019
247;0.2060;03:30;06.03.2019
248;0.2050;04:00;06.03.2019
249;0.2100;04:30;06.03.2019
250;0.2090;05:00;06.03.2019
251;0.2110;05:30;06.03.2019
252;0.2120;06:00;06.03.2019
253;0.2120;06:30;06.03.2019
254;0.2130;07:00;06.03.2019
255;0.2130;07:30;06.03.2019
256;0.2110;08:00;06.03.2019
257;0.2140;08:30;06.03.2019
258;0.2130;09:00;06.03.2019
259;0.2160;09:30;06.03.2019
260;0.2160;10:00;06.03.2019
261;0.2120;10:30;06.03.2019
262;0.2080;11:00;06.03.2019
263;0.2080;11:30;06.03.2019
264;0.2140;12:00;06.03.2019
265;0.2130;12:30;06.03.2019
266;0.2110;13:00;06.03.2019
267;0.2110;13:30;06.03.2019
268;0.2140;14:00;06.03.2019
269;0.2110;14:30;06.03.2019
270;0.2120;15:00;06.03.2019
271;0.2120;15:30;06.03.2019
272;0.2150;16:00;06.03.2019
273;0.2120;16:30;06.03.2019
274;0.2100;17:00;06.03.2019
275;0.2130;17:30;06.03.2019
276;0.2100;18:00;06.03.2019
277;0.2100;18:30;06.03.2019
278;0.2090;19:00;06.03.2019
279;0.2140;19:30;06.03.2019
280;0.2150;20:00;06.03.2019
281;0.2130;20:30;06.03.2019
282;0.2150;21:00;06.03.2019
283;0.2110;21:30;06.03.2019
284;0.2110;22:00;06.03.2019
285;0.2140;22:30;06.03.2019
286;0.2070;23:00;06.03.2019
287;0.2060;23:30;06.03.2019
288;0.2080;00:00;07.03.2019
289;0.2050;00:30;07.03.2019
290;0.2070;01:00;07.03.2019
291;0.2080;01:30;07.03.2019
292;0.2060;02:00;07.03.2019
293;0.2080;02:30;07.03.2019
294;0.2110;03:00;07.03.2019
295;0.2100;03:30;07.03.2019
296;0.2120;04:00;07.03.2019
297;0.2130;04:30;07.03.2019
298;0.2120;05:00;07.03.2019
299;0.2140;05:30;07.03.2019
300;0.2140;06:00;07.03.2019
301;0.2140;06:30;07.03.2019
302;0.2170;07:00;07.03.2019
303;0.2150;07:30;07.03.2019
304;0.2140;08:00;07.03.2019
305;0.2160;08:30;07.03.2019
306;0.2130;09:00;07.03.2019
307;0.2130;09:30;07.03.2019
308;0.2140;10:00;07.03.2019
309;0.2140;10:30;07.03.2019
310;0.2170;11:00;07.03.2019
311;0.2140;11:30;07.03.2019
312;0.2130;12:00;07.03.2019
313;0.2140;12:30;07.03.2019
314;0.2080;13:00;07.03.2019
315;0.2090;13:30;07.03.2019
316;0.2100;14:00;07.03.2019
317;0.2100;14:30;07.03.2019
318;0.2160;15:00;07.03.2019
319;0.2140;15:30;07.03.2019
320;0.2150;16:00;07.03.2019
321;0.2140;16:30;07.03.2019
322;0.2140;17:00;07.03.2019
323;0.2160;17:30;07.03.2019
324;0.2070;18:00;07.03.2019
325;0.2060;18:30;07.03.2019
326;0.2070;19:00;07.03.2019
327;0.2050;19:30;07.03.2019
328;0.2070;20:00;07.03.2019
329;0.2070;20:30;07.03.2019
330;0.2070;21:00;07.03.2019
331;0.2100;21:30;07.03.2019
332;0.2100;22:00;07.03.2019
333;0.2130;22:30;07.03.2019
334;0.2150;23:00;07.03.2019
335;0.2140;23:30;07.03.2019
336;0.2150;00:00;08.03.2019
337;0.2100;00:30;08.03.2019
338;0.2090;01:00;08.03.2019
339;0.2100;01:30;08.03.2019
340;0.2110;02:00;08.03.2019
341;0.2080;02:30;08.03.2019
342;0.2060;03:00;08.03.2019
343;0.2090;03:30;08.03.2019
344;0.2150;04:00;08.03.2019
345;0.2150;04:30;08.03.2019
346;0.2070;05:00;08.03.2019
347;0.2080;05:30;08.03.2019
348;0.2050;06:00;08.03.2019
349;0.2060;06:30;08.03.2019
350;0.2070;07:00;08.03.2019
351;0.2050;07:30;08.03.2019
352;0.2080;08:00;08.03.2019
353;0.2060;08:30;08.03.2019
354;0.2070;09:00;08.03.2019
355;0.2150;09:30;08.03.2019
356;0.2140;10:00;08.03.2019
357;0.2140;10:30;08.03.2019
358;0.2100;11:00;08.03.2019
359;0.2060;11:30;08.03.2019
360;0.2080;12:00;08.03.2019
361;0.2070;12:30;08.03.2019
362;0.2100;13:00;08.03.2019
363;0.2140;13:30;08.03.2019
364;0.2140;14:00;08.03.2019
365;0.2150;14:30;08.03.2019
366;0.2080;15:00;08.03.2019
367;0.2060;15:30;08.03.2019
368;0.2080;16:00;08.03.2019
369;0.2050;16:30;08.03.2019
370;0.2070;17:00;08.03.2019
371;0.2060;17:30;08.03.2019
372;0.2060;18:00;08.03.2019
373;0.2080;18:30;08.03.2019
374;0.2060;19:00;08.03.2019
375;0.2080;19:30;08.03.2019
376;0.2080;20:00;08.03.2019
377;0.2090;20:30;08.03.2019
378;0.2130;21:00;08.03.2019
379;0.2100;21:30;08.03.2019
380;0.2150;22:00;08.03.2019
381;0.2160;22:30;08.03.2019
382;0.2130;23:00;08.03.2019
383;0.2150;23:30;08.03.2019
384;0.2070;00:00;09.03.2019
385;0.2060;00:30;09.03.2019
386;0.2070;01:00;09.03.2019
387;0.2060;01:30;09.03.2019
388;0.2060;02:00;09.03.2019
389;0.2070;02:30;09.03.2019
390;0.2060;03:00;09.03.2019
391;0.2070;03:30;09.03.2019
392;0.2100;04:00;09.03.2019
393;0.2100;04:30;09.03.2019
394;0.2130;05:00;09.03.2019
395;0.2130;05:30;09.03.2019
396;0.2120;06:00;09.03.2019
397;0.2150;06:30;09.03.2019
398;0.2150;07:00;09.03.2019
399;0.2140;07:30;09.03.2019
400;0.2170;08:00;09.03.2019
401;0.2160;08:30;09.03.2019
402;0.2150;09:00;09.03.2019
403;0.2160;09:30;09.03.2019
404;0.2150;10:00;09.03.2019
405;0.2140;10:30;09.03.2019
406;0.2160;11:00;09.03.2019
407;0.2130;11:30;09.03.2019
408;0.2160;12:00;09.03.2019
409;0.2130;12:30;09.03.2019
410;0.2120;13:00;09.03.2019
411;0.2150;13:30;09.03.2019
412;0.2130;14:00;09.03.2019
413;0.2100;14:30;09.03.2019
414;0.2080;15:00;09.03.2019
415;0.2080;15:30;09.03.2019
416;0.2110;16:00;09.03.2019
417;0.2110;16:30;09.03.2019
418;0.2120;17:00;09.03.2019
419;0.2160;17:30;09.03.2019
420;0.2130;18:00;09.03.2019
421;0.2150;18:30;09.03.2019
422;0.2130;19:00;09.03.2019
423;0.2080;19:30;09.03.2019
424;0.2060;20:00;09.03.2019
425;0.2070;20:30;09.03.2019
426;0.2050;21:00;09.03.2019
427;0.2080;21:30;09.03.2019
428;0.2050;22:00;09.03.2019
429;0.2080;22:30;09.03.2019
430;0.2120;23:00;09.03.2019
431;0.2120;23:30;09.03.2019
432;0.2130;00:00;10.03.2019
433;0.2150;00:30;10.03.2019
434;0.2140;01:00;10.03.2019
435;0.2150;01:30;10.03.2019
436;0.2100;02:00;10.03.2019
437;0.2070;02:30;10.03.2019
438;0.2070;03:00;10.03.2019
439;0.2050;03:30;10.03.2019
440;0.2060;04:00;10.03.2019
441;0.2070;04:30;10.03.2019
442;0.2050;05:00;10.03.2019
443;0.2050;05:30;10.03.2019
444;0.2070;06:00;10.03.2019
445;0.2060;06:30;10.03.2019
446;0.2060;07:00;10.03.2019
447;0.2080;07:30;10.03.2019
448;0.2060;08:00;10.03.2019
449;0.2080;08:30;10.03.2019
450;0.2090;09:00;10.03.2019
451;0.2070;09:30;10.03.2019
452;0.2080;10:00;10.03.2019
453;0.2070;10:30;10.03.2019
454;0.2060;11:00;10.03.2019
455;0.2100;11:30;10.03.2019
456;0.2100;12:00;10.03.2019
457;0.2090;12:30;10.03.2019
458;0.2130;13:00;10.03.2019
459;0.2130;13:30;10.03.2019
460;0.2150;14:00;10.03.2019
461;0.2160;14:30;10.03.2019
462;0.2140;15:00;10.03.2019
463;0.2170;15:30;10.03.2019
464;0.2150;16:00;10.03.2019
465;0.2140;16:30;10.03.2019
466;0.2150;17:00;10.03.2019
467;0.2090;17:30;10.03.2019
468;0.2080;18:00;10.03.2019
469;0.2080;18:30;10.03.2019
470;0.2050;19:00;10.03.2019
471;0.2070;19:30;10.03.2019
472;0.2050;20:00;10.03.2019
473;0.2050;20:30;10.03.2019
474;0.2080;21:00;10.03.2019
475;0.2070;21:30;10.03.2019
476;0.2090;22:00;10.03.2019
477;0.2110;22:30;10.03.2019
478;0.2120;23:00;10.03.2019
479;0.2120;23:30;10.03.2019
480;0.2130;00:00;11.03.2019
481;0.2130;00:30;11.03.2019
482;0.2140;01:00;11.03.2019
483;0.2100;01:30;11.03.2019
484;0.2060;02:00;11.03.2019
485;0.2070;02:30;11.03.2019
486;0.2050;03:00;11.03.2019
487;0.2060;03:30;11.03.2019
488;0.2060;04:00;11.03.2019
489;0.2050;04:30;11.03.2019
490;0.2060;05:00;11.03.2019
491;0.2060;05:30;11.03.2019
492;0.2050;06:00;11.03.2019
493;0.2080;06:30;11.03.2019
494;0.2070;07:00;11.03.2019
495;0.2060;07:30;11.03.2019
496;0.2080;08:00;11.03.2019
497;0.2130;08:30;11.03.2019
498;0.2110;09:00;11.03.2019
499;0.2120;09:30;11.03.2019
500;0.2110;10:00;11.03.2019
501;0.2100;10:30;11.03.2019
502;0.2110;11:00;11.03.2019
503;0.2060;11:30;11.03.2019
504;0.2040;12:00;11.03.2019
505;0.2060;12:30;11.03.2019
506;0.2140;13:00;11.03.2019
507;0.2150;13:30;11.03.2019
508;0.2130;14:00;11.03.2019
509;0.2160;14:30;11.03.2019
510;0.2120;15:00;11.03.2019
511;0.2100;15:30;11.03.2019
512;0.2100;16:00;11.03.2019
513;0.2090;16:30;11.03.2019
514;0.2140;17:00;11.03.2019
515;0.2120;17:30;11.03.2019
516;0.2130;18:00;11.03.2019
517;0.2090;18:30;11.03.2019
518;0.2100;19:00;11.03.2019
519;0.2150;19:30;11.03.2019
520;0.2120;20:00;11.03.2019
521;0.2070;20:30;11.03.2019
522;0.2120;21:00;11.03.2019
523;0.2110;21:30;11.03.2019
524;0.2110;22:00;11.03.2019
525;0.2100;22:30;11.03.2019
526;0.2090;23:00;11.03.2019
527;0.2120;23:30;11.03.2019
528;0.2130;00:00;12.03.2019
529;0.2080;00:30;12.03.2019
530;0.2120;01:00;12.03.2019
531;0.2090;01:30;12.03.2019
532;0.2140;02:00;12.03.2019
533;0.2100;02:30;12.03.2019
534;0.2090;03:00;12.03.2019
535;0.2100;03:30;12.03.2019
536;0.2140;04:00;12.03.2019
537;0.2080;04:30;12.03.2019
538;0.2110;05:00;12.03.2019
539;0.2100;05:30;12.03.2019
540;0.2120;06:00;12.03.2019
541;0.2110;06:30;12.03.2019
542;0.2080;07:00;12.03.2019
543;0.2100;07:30;12.03.2019
544;0.2110;08:00;12.03.2019
545;0.2080;08:30;12.03.2019
546;0.2110;09:00;12.03.2019
547;0.2070;09:30;12.03.2019
548;0.2080;10:00;12.03.2019
549;0.2100;10:30;12.03.2019
550;0.2100;11:00;12.03.2019
551;0.2100;11:30;12.03.2019
552;0.2070;12:00;12.03.2019
553;0.2080;12:30;12.03.2019
554;0.2110;13:00;12.03.2019
555;0.2100;13:30;12.03.2019
556;0.2150;14:00;12.03.2019
557;0.2150;14:30;12.03.2019
558;0.2140;15:00;12.03.2019
559;0.2110;15:30;12.03.2019
560;0.2060;16:00;12.03.2019
561;0.2090;16:30;12.03.2019
562;0.2090;17:00;12.03.2019
563;0.2070;17:30;12.03.2019
564;0.2090;18:00;12.03.2019
565;0.2120;18:30;12.03.2019
566;0.2110;19:00;12.03.2019
567;0.2100;19:30;12.03.2019
568;0.2060;20:00;12.03.2019
569;0.2090;20:30;12.03.2019
570;0.2110;21:00;12.03.2019
571;0.2140;21:30;12.03.2019
572;0.2140;22:00;12.03.2019
573;0.2120;22:30;12.03.2019
574;0.2100;23:00;12.03.2019
575;0.2090;23:30;12.03.2019
576;0.2100;00:00;13.03.2019
577;0.2130;00:30;13.03.2019
578;0.2090;01:00;13.03.2019
579;0.2090;01:30;13.03.2019
580;0.2110;02:00;13.03.2019
581;0.2090;02:30;13.03.2019
582;0.2100;03:00;13.03.2019
583;0.2100;03:30;13.03.2019
584;0.2120;04:00;13.03.2019
585;0.2100;04:30;13.03.2019
586;0.2090;05:00;13.03.2019
587;0.2100;05:30;13.03.2019
588;0.2130;06:00;13.03.2019
589;0.2080;06:30;13.03.2019
590;0.2110;07:00;13.03.2019
591;0.2070;07:30;13.03.2019
592;0.2050;08:00;13.03.2019
593;0.2100;08:30;13.03.2019
594;0.2110;09:00;13.03.2019
595;0.2100;09:30;13.03.2019
596;0.2100;10:00;13.03.2019
597;0.2080;10:30;13.03.2019
598;0.2130;11:00;13.03.2019
599;0.2120;11:30;13.03.2019
600;0.2100;12:00;13.03.2019
601;0.2120;12:30;13.03.2019
602;0.2080;13:00;13.03.2019
603;0.2080;13:30;13.03.2019
604;0.2080;14:00;13.03.2019
605;0.2100;14:30;13.03.2019
606;0.2120;15:00;13.03.2019
607;0.2130;15:30;13.03.2019
608;0.2110;16:00;13.03.2019
609;0.2130;16:30;13.03.2019
610;0.2130;17:00;13.03.2019
611;0.2130;17:30;13.03.2019
612;0.2080;18:00;13.03.2019
613;0.2070;18:30;13.03.2019
614;0.2150;19:00;13.03.2019
615;0.2100;19:30;13.03.2019
616;0.2070;20:00;13.03.2019
617;0.2070;20:30;13.03.2019
618;0.2060;21:00;13.03.2019
619;0.2110;21:30;13.03.2019
620;0.2120;22:00;13.03.2019
621;0.2140;22:30;13.03.2019
622;0.2110;23:00;13.03.2019
623;0.2100;23:30;13.03.2019
624;0.2130;00:00;14.03.2019
625;0.2090;00:30;14.03.2019
626;0.2080;01:00;14.03.2019
627;0.2120;01:30;14.03.2019
628;0.2110;02:00;14.03.2019
629;0.2110;02:30;14.03.2019
630;0.2110;03:00;14.03.2019
631;0.2090;03:30;14.03.2019
632;0.2110;04:00;14.03.2019
633;0.2110;04:30;14.03.2019
634;0.2110;05:00;14.03.2019
635;0.2130;05:30;14.03.2019
636;0.2090;06:00;14.03.2019
637;0.2090;06:30;14.03.2019
638;0.2120;07:00;14.03.2019
639;0.2090;07:30;14.03.2019
640;0.2110;08:00;14.03.2019
641;0.2120;08:30;14.03.2019
642;0.2090;09:00;14.03.2019
643;0.2100;09:30;14.03.2019
644;0.2070;10:00;14.03.2019
645;0.2060;10:30;14.03.2019
646;0.2080;11:00;14.03.2019
647;0.2080;11:30;14.03.2019
648;0.2130;12:00;14.03.2019
649;0.2100;12:30;14.03.2019
650;0.2110;13:00;14.03.2019
651;0.2150;13:30;14.03.2019
652;0.2090;14:00;14.03.2019
653;0.2100;14:30;14.03.2019
654;0.2080;15:00;14.03.2019
655;0.2060;15:30;14.03.2019
656;0.2090;16:00;14.03.2019
657;0.2120;16:30;14.03.2019
658;0.2100;17:00;14.03.2019
659;0.2100;17:30;14.03.2019
660;0.2100;18:00;14.03.2019
661;0.2080;18:30;14.03.2019
662;0.2100;19:00;14.03.2019
663;0.2130;19:30;14.03.2019
664;0.2100;20:00;14.03.2019
665;0.2050;20:30;14.03.2019
666;0.2080;21:00;14.03.2019
667;0.2060;21:30;14.03.2019
668;0.2060;22:00;14.03.2019
669;0.2120;22:30;14.03.2019
670;0.2130;23:00;14.03.2019
671;0.2120;23:30;14.03.2019
672;0.2090;00:00;15.03.2019
673;0.2080;00:30;15.03.2019
674;0.2120;01:00;15.03.2019
675;0.2120;01:30;15.03.2019
676;0.2100;02:00;15.03.2019
677;0.2100;02:30;15.03.2019
678;0.2130;03:00;15.03.2019
679;0.2070;03:30;15.03.2019
680;0.2110;04:00;15.03.2019
681;0.2110;04:30;15.03.2019
682;0.2120;05:00;15.03.2019
683;0.2100;05:30;15.03.2019
684;0.2070;06:00;15.03.2019
685;0.2090;06:30;15.03.2019
686;0.2100;07:00;15.03.2019
687;0.2110;07:30;15.03.2019
688;0.2120;08:00;15.03.2019
689;0.2100;08:30;15.03.2019
690;0.2080;09:00;15.03.2019
691;0.2080;09:30;15.03.2019
692;0.2110;10:00;15.03.2019
693;0.2110;10:30;15.03.2019
694;0.2120;11:00;15.03.2019
695;0.2080;11:30;15.03.2019
696;0.2080;12:00;15.03.2019
697;0.2060;12:30;15.03.2019
698;0.2140;13:00;15.03.2019
699;0.2130;13:30;15.03.2019
700;0.2120;14:00;15.03.2019
701;0.2160;14:30;15.03.2019
702;0.2110;15:00;15.03.2019
703;0.2120;15:30;15.03.2019
704;0.2090;16:00;15.03.2019
705;0.2100;16:30;15.03.2019
706;0.2130;17:00;15.03.2019
707;0.2080;17:30;15.03.2019
708;0.2130;18:00;15.03.2019
709;0.2100;18:30;15.03.2019
710;0.2050;19:00;15.03.2019
711;0.2070;19:30;15.03.2019
712;0.2090;20:00;15.03.2019
713;0.2120;20:30;15.03.2019
714;0.2100;21:00;15.03.2019
715;0.2090;21:30;15.03.2019
716;0.2100;22:00;15.03.2019
717;0.2120;22:30;15.03.2019
718;0.2090;23:00;15.03.2019
719;0.2110;23:30;15.03.2019
720;0.2100;00:00;16.03.2019
721;0.2120;00:30;16.03.2019
722;0.2090;01:00;16.03.2019
723;0.2100;01:30;16.03.2019
724;0.2120;02:00;16.03.2019
725;0.2100;02:30;16.03.2019
726;0.2090;03:00;16.03.2019
727;0.2120;03:30;16.03.2019
728;0.2110;04:00;16.03.2019
729;0.2090;04:30;16.03.2019
730;0.2110;05:00;16.03.2019
731;0.2110;05:30;16.03.2019
732;0.2090;06:00;16.03.2019
733;0.2110;06:30;16.03.2019
734;0.2100;07:00;16.03.2019
735;0.2090;07:30;16.03.2019
736;0.2100;08:00;16.03.2019
737;0.2090;08:30;16.03.2019
738;0.2110;09:00;16.03.2019
739;0.2100;09:30;16.03.2019
740;0.2090;10:00;16.03.2019
741;0.2100;10:30;16.03.2019
742;0.2100;11:00;16.03.2019
743;0.2080;11:30;16.03.2019
744;0.2110;12:00;16.03.2019
745;0.2120;12:30;16.03.2019
746;0.2110;13:00;16.03.2019
747;0.2080;13:30;16.03.2019
748;0.2060;14:00;16.03.2019
749;0.2060;14:30;16.03.2019
750;0.2060;15:00;16.03.2019
751;0.2060;15:30;16.03.2019
752;0.2100;16:00;16.03.2019
753;0.2090;16:30;16.03.2019
754;0.2100;17:00;16.03.2019
755;0.2120;17:30;16.03.2019
756;0.2100;18:00;16.03.2019
757;0.2100;18:30;16.03.2019
758;0.2090;19:00;16.03.2019
759;0.2080;19:30;16.03.2019
760;0.2110;20:00;16.03.2019
761;0.2060;20:30;16.03.2019
762;0.2100;21:00;16.03.2019
763;0.2150;21:30;16.03.2019
764;0.2140;22:00;16.03.2019
765;0.2070;22:30;16.03.2019
766;0.2080;23:00;16.03.2019
767;0.2050;23:30;16.03.2019
768;0.2060;00:00;17.03.2019
769;0.2060;00:30;17.03.2019
770;0.2060;01:00;17.03.2019
771;0.2070;01:30;17.03.2019
772;0.2060;02:00;17.03.2019
773;0.2080;02:30;17.03.2019
774;0.2110;03:00;17.03.2019
775;0.2120;03:30;17.03.2019
776;0.2120;04:00;17.03.2019
