№;P+, кВт;Время;Дата
777;0.2160;04:30;17.03.2019
778;0.2130;05:00;17.03.2019
779;0.2150;05:30;17.03.2019
780;0.2160;06:00;17.03.2019
781;0.2140;06:30;17.03.2019
782;0.2160;07:00;17.03.2019
783;0.2150;07:30;17.03.2019
784;0.2120;08:00;17.03.2019
785;0.2150;08:30;17.03.2019
786;0.2130;09:00;17.03.2019
787;0.2090;09:30;17.03.2019
788;0.2120;10:00;17.03.2019
789;0.2080;10:30;17.03.2019
790;0.2110;11:00;17.03.2019
791;0.2100;11:30;17.03.2019
792;0.2120;12:00;17.03.2019
793;0.2070;12:30;17.03.2019
794;0.2060;13:00;17.03.2019
795;0.2050;13:30;17.03.2019
796;0.2080;14:00;17.03.2019
797;0.2050;14:30;17.03.2019
798;0.2060;15:00;17.03.2019
799;0.2070;15:30;17.03.2019
800;0.2060;16:00;17.03.2019
801;0.2090;16:30;17.03.2019
802;0.2110;17:00;17.03.2019
803;0.2110;17:30;17.03.2019
804;0.2130;18:00;17.03.2019
805;0.2140;18:30;17.03.2019
806;0.2120;19:00;17.03.2019
807;0.2130;19:30;17.03.2019
808;0.2090;20:00;17.03.2019
809;0.2070;20:30;17.03.2019
810;0.2080;21:00;17.03.2019
811;0.2050;21:30;17.03.2019
812;0.2070;22:00;17.03.2019
813;0.2060;22:30;17.03.2019
814;0.2050;23:00;17.03.2019
815;0.2120;23:30;17.03.2019
816;0.2120;00:00;18.03.2019
817;0.2150;00:30;18.03.2019
818;0.2140;01:00;18.03.2019
819;0.2140;01:30;18.03.2019
820;0.2140;02:00;18.03.2019
821;0.2080;02:30;18.03.2019
822;0.2050;03:00;18.03.2019
823;0.2080;03:30;18.03.2019
824;0.2050;04:00;18.03.2019
825;0.2060;04:30;18.03.2019
826;0.2070;05:00;18.03.2019
827;0.2060;05:30;18.03.2019
828;0.2090;06:00;18.03.2019
829;0.2070;06:30;18.03.2019
830;0.2070;07:00;18.03.2019
831;0.2080;07:30;18.03.2019
832;0.2070;08:00;18.03.2019
833;0.2120;08:30;18.03.2019
834;0.2130;09:00;18.03.2019
835;0.2100;09:30;18.03.2019
836;0.2120;10:00;18.03.2019
837;0.2100;10:30;18.03.2019
838;0.2090;11:00;18.03.2019
839;0.2070;11:30;18.03.2019
840;0.2070;12:00;18.03.2019
841;0.2120;12:30;18.03.2019
842;0.2110;13:00;18.03.2019
843;0.2090;13:30;18.03.2019
844;0.2080;14:00;18.03.2019
845;0.2080;14:30;18.03.2019
846;0.2140;15:00;18.03.2019
847;0.2120;15:30;18.03.2019
848;0.2130;16:00;18.03.2019
849;0.2150;16:30;18.03.2019
850;0.2120;17:00;18.03.2019
851;0.2140;17:30;18.03.2019
852;0.2140;18:00;18.03.2019
853;0.2080;18:30;18.03.2019
854;0.2110;19:00;18.03.2019
855;0.2060;19:30;18.03.2019
856;0.2070;20:00;18.03.2019
857;0.2070;20:30;18.03.2019
858;0.2060;21:00;18.03.2019
859;0.2110;21:30;18.03.2019
860;0.2100;22:00;18.03.2019
861;0.2090;22:30;18.03.2019
862;0.2130;23:00;18.03.2019
863;0.2080;23:30;18.03.2019
864;0.2100;00:00;19.03.2019
865;0.2080;00:30;19.03.2019
866;0.2090;01:00;19.03.2019
867;0.2120;01:30;19.03.2019
868;0.2090;02:00;19.03.2019
869;0.2080;02:30;19.03.2019
870;0.2110;03:00;19.03.2019
871;0.2090;03:30;19.03.2019
872;0.2110;04:00;19.03.2019
873;0.2100;04:30;19.03.2019
874;0.2080;05:00;19.03.2019
875;0.2100;05:30;19.03.2019
876;0.2100;06:00;19.03.2019
877;0.2100;06:30;19.03.2019
878;0.2120;07:00;19.03.2019
879;0.2090;07:30;19.03.2019
880;0.2070;08:00;19.03.2019
881;0.2110;08:30;19.03.2019
882;0.2100;09:00;19.03.2019
883;0.2110;09:30;19.03.2019
884;0.2090;10:00;19.03.2019
885;0.2090;10:30;19.03.2019
886;0.2080;11:00;19.03.2019
887;0.2070;11:30;19.03.2019
888;0.2100;12:00;19.03.2019
889;0.2120;12:30;19.03.2019
890;0.2100;13:00;19.03.2019
891;0.2100;13:30;19.03.2019
892;0.2080;14:00;19.03.2019
893;0.2140;14:30;19.03.2019
894;0.2140;15:00;19.03.2019
895;0.2110;15:30;19.03.2019
896;0.2100;16:00;19.03.2019
897;0.2080;16:30;19.03.2019
898;0.2120;17:00;19.03.2019
899;0.2140;17:30;19.03.2019
900;0.2080;18:00;19.03.2019
901;0.2130;18:30;19.03.2019
902;0.2110;19:00;19.03.2019
903;0.2060;19:30;19.03.2019
904;0.2080;20:00;19.03.2019
905;0.2070;20:30;19.03.2019
906;0.2100;21:00;19.03.2019
907;0.2120;21:30;19.03.2019
908;0.2090;22:00;19.03.2019
909;0.2100;22:30;19.03.2019
910;0.2100;23:00;19.03.2019
911;0.2090;23:30;19.03.2019
912;0.2120;00:00;20.03.2019
913;0.2090;00:30;20.03.2019
914;0.2090;01:00;20.03.2019
915;0.2100;01:30;20.03.2019
916;0.2090;02:00;20.03.2019
917;0.2110;02:30;20.03.2019
918;0.2100;03:00;20.03.2019
919;0.2090;03:30;20.03.2019
920;0.2100;04:00;20.03.2019
921;0.2090;04:30;20.03.2019
922;0.2110;05:00;20.03.2019
923;0.2110;05:30;20.03.2019
924;0.2090;06:00;20.03.2019
925;0.2100;06:30;20.03.2019
926;0.2100;07:00;20.03.2019
927;0.2100;07:30;20.03.2019
928;0.2110;08:00;20.03.2019
929;0.2090;08:30;20.03.2019
930;0.2080;09:00;20.03.2019
931;0.2130;09:30;20.03.2019
932;0.2090;10:00;20.03.2019
933;0.2100;10:30;20.03.2019
934;0.2100;11:00;20.03.2019
935;0.2110;11:30;20.03.2019
936;0.2120;12:00;20.03.2019
937;0.2110;12:30;20.03.2019
938;0.2100;13:00;20.03.2019
939;0.2110;13:30;20.03.2019
940;0.2120;14:00;20.03.2019
941;0.2140;14:30;20.03.2019
942;0.2120;15:00;20.03.2019
943;0.2100;15:30;20.03.2019
944;0.2120;16:00;20.03.2019
945;0.2070;16:30;20.03.2019
946;0.2100;17:00;20.03.2019
947;0.2080;17:30;20.03.2019
948;0.2080;18:00;20.03.2019
949;0.2100;18:30;20.03.2019
950;0.2140;19:00;20.03.2019
951;0.2080;19:30;20.03.2019
952;0.2080;20:00;20.03.2019
953;0.2060;20:30;20.03.2019
954;0.2070;21:00;20.03.2019
955;0.2080;21:30;20.03.2019
956;0.2100;22:00;20.03.2019
957;0.2120;22:30;20.03.2019
958;0.2100;23:00;20.03.2019
959;0.2090;23:30;20.03.2019
960;0.2100;00:00;21.03.2019
961;0.2080;00:30;21.03.2019
962;0.2110;01:00;21.03.2019
963;0.2110;01:30;21.03.2019
964;0.2090;02:00;21.03.2019
965;0.2100;02:30;21.03.2019
966;0.2090;03:00;21.03.2019
967;0.2100;03:30;21.03.2019
968;0.2120;04:00;21.03.2019
969;0.2090;04:30;21.03.2019
970;0.2090;05:00;21.03.2019
971;0.2110;05:30;21.03.2019
972;0.2090;06:00;21.03.2019
973;0.2120;06:30;21.03.2019
974;0.2090;07:00;21.03.2019
975;0.2080;07:30;21.03.2019
976;0.2120;08:00;21.03.2019
977;0.2100;08:30;21.03.2019
978;0.2100;09:00;21.03.2019
979;0.2110;09:30;21.03.2019
980;0.2070;10:00;21.03.2019
981;0.2090;10:30;21.03.2019
982;0.2120;11:00;21.03.2019
983;0.2110;11:30;21.03.2019
984;0.2110;12:00;21.03.2019
985;0.2100;12:30;21.03.2019
986;0.2130;13:00;21.03.2019
987;0.2090;13:30;21.03.2019
988;0.2110;14:00;21.03.2019
989;0.2140;14:30;21.03.2019
990;0.2130;15:00;21.03.2019
991;0.2120;15:30;21.03.2019
992;0.2130;16:00;21.03.2019
993;0.2070;16:30;21.03.2019
994;0.2080;17:00;21.03.2019
995;0.2060;17:30;21.03.2019
996;0.2080;18:00;21.03.2019
997;0.2100;18:30;21.03.2019
998;0.2110;19:00;21.03.2019
999;0.2120;19:30;21.03.2019
1000;0.2070;20:00;21.03.2019
1001;0.2060;20:30;21.03.2019
1002;0.2120;21:00;21.03.2019
1003;0.2100;21:30;21.03.2019
1004;0.2100;22:00;21.03.2019
1005;0.2100;22:30;21.03.2019
1006;0.2080;23:00;21.03.2019
1007;0.2110;23:30;21.03.2019
1008;0.2100;00:00;22.03.2019
1009;0.2100;00:30;22.03.2019
1010;0.2100;01:00;22.03.2019
1011;0.2090;01:30;22.03.2019
1012;0.2100;02:00;22.03.2019
1013;0.2110;02:30;22.03.2019
1014;0.2090;03:00;22.03.2019
1015;0.2110;03:30;22.03.2019
1016;0.2080;04:00;22.03.2019
1017;0.2090;04:30;22.03.2019
1018;0.2120;05:00;22.03.2019
1019;0.2090;05:30;22.03.2019
1020;0.2080;06:00;22.03.2019
1021;0.2110;06:30;22.03.2019
1022;0.2090;07:00;22.03.2019
1023;0.2120;07:30;22.03.2019
1024;0.2110;08:00;22.03.2019
1025;0.2070;08:30;22.03.2019
1026;0.2100;09:00;22.03.2019
1027;0.2070;09:30;22.03.2019
1028;0.2050;10:00;22.03.2019
1029;0.2090;10:30;22.03.2019
1030;0.2050;11:00;22.03.2019
1031;0.2090;11:30;22.03.2019
1032;0.2110;12:00;22.03.2019
1033;0.2070;12:30;22.03.2019
1034;0.2100;13:00;22.03.2019
1035;0.2060;13:30;22.03.2019
1036;0.2120;14:00;22.03.2019
1037;0.2140;14:30;22.03.2019
1038;0.2120;15:00;22.03.2019
1039;0.2130;15:30;22.03.2019
1040;0.2080;16:00;22.03.2019
1041;0.2060;16:30;22.03.2019
1042;0.2070;17:00;22.03.2019
1043;0.2090;17:30;22.03.2019
1044;0.2110;18:00;22.03.2019
1045;0.2070;18:30;22.03.2019
1046;0.2060;19:00;22.03.2019
1047;0.2090;19:30;22.03.2019
1048;0.2090;20:00;22.03.2019
1049;0.2120;20:30;22.03.2019
1050;0.2100;21:00;22.03.2019
1051;0.2080;21:30;22.03.2019
1052;0.2100;22:00;22.03.2019
1053;0.2090;22:30;22.03.2019
1054;0.2110;23:00;22.03.2019
1055;0.2110;23:30;22.03.2019
1056;0.2080;00:00;23.03.2019
1057;0.2110;00:30;23.03.2019
1058;0.2090;01:00;23.03.2019
1059;0.2100;01:30;23.03.2019
1060;0.2120;02:00;23.03.2019
1061;0.2080;02:30;23.03.2019
1062;0.2090;03:00;23.03.2019
1063;0.2110;03:30;23.03.2019
1064;0.2100;04:00;23.03.2019
1065;0.2120;04:30;23.03.2019
1066;0.2100;05:00;23.03.2019
1067;0.2070;05:30;23.03.2019
1068;0.2090;06:00;23.03.2019
1069;0.2110;06:30;23.03.2019
1070;0.2100;07:00;23.03.2019
1071;0.2100;07:30;23.03.2019
1072;0.2090;08:00;23.03.2019
1073;0.2080;08:30;23.03.2019
1074;0.2100;09:00;23.03.2019
1075;0.2100;09:30;23.03.2019
1076;0.2090;10:00;23.03.2019
1077;0.2100;10:30;23.03.2019
1078;0.2090;11:00;23.03.2019
1079;0.2100;11:30;23.03.2019
1080;0.2120;12:00;23.03.2019
1081;0.2090;12:30;23.03.2019
1082;0.2100;13:00;23.03.2019
1083;0.2070;13:30;23.03.2019
1084;0.2090;14:00;23.03.2019
1085;0.2120;14:30;23.03.2019
1086;0.2090;15:00;23.03.2019
1087;0.2090;15:30;23.03.2019
1088;0.2100;16:00;23.03.2019
1089;0.2090;16:30;23.03.2019
1090;0.2100;17:00;23.03.2019
1091;0.2120;17:30;23.03.2019
1092;0.2090;18:00;23.03.2019
1093;0.2090;18:30;23.03.2019
1094;0.2100;19:00;23.03.2019
1095;0.2100;19:30;23.03.2019
1096;0.2120;20:00;23.03.2019
1097;0.2080;20:30;23.03.2019
1098;0.2090;21:00;23.03.2019
1099;0.2120;21:30;23.03.2019
1100;0.2090;22:00;23.03.2019
1101;0.2100;22:30;23.03.2019
1102;0.2100;23:00;23.03.2019
1103;0.2080;23:30;23.03.2019
1104;0.2090;00:00;24.03.2019
1105;0.2110;00:30;24.03.2019
1106;0.2100;01:00;24.03.2019
1107;0.2090;01:30;24.03.2019
1108;0.2090;02:00;24.03.2019
1109;0.2090;02:30;24.03.2019
1110;0.2100;03:00;24.03.2019
1111;0.2100;03:30;24.03.2019
1112;0.2080;04:00;24.03.2019
1113;0.2110;04:30;24.03.2019
1114;0.2090;05:00;24.03.2019
1115;0.2090;05:30;24.03.2019
1116;0.2130;06:00;24.03.2019
1117;0.2100;06:30;24.03.2019
1118;0.2070;07:00;24.03.2019
1119;0.2100;07:30;24.03.2019
1120;0.2090;08:00;24.03.2019
1121;0.2100;08:30;24.03.2019
1122;0.2110;09:00;24.03.2019
1123;0.2090;09:30;24.03.2019
1124;0.2090;10:00;24.03.2019
1125;0.2100;10:30;24.03.2019
1126;0.2090;11:00;24.03.2019
1127;0.2110;11:30;24.03.2019
1128;0.2090;12:00;24.03.2019
1129;0.2080;12:30;24.03.2019
1130;0.2100;13:00;24.03.2019
1131;0.2090;13:30;24.03.2019
1132;0.2090;14:00;24.03.2019
1133;0.2140;14:30;24.03.2019
1134;0.2080;15:00;24.03.2019
1135;0.2090;15:30;24.03.2019
1136;0.2090;16:00;24.03.2019
1137;0.2090;16:30;24.03.2019
1138;0.2100;17:00;24.03.2019
1139;0.2100;17:30;24.03.2019
1140;0.2080;18:00;24.03.2019
1141;0.2110;18:30;24.03.2019
1142;0.2090;19:00;24.03.2019
1143;0.2090;19:30;24.03.2019
1144;0.2100;20:00;24.03.2019
1145;0.2070;20:30;24.03.2019
1146;0.2100;21:00;24.03.2019
1147;0.2100;21:30;24.03.2019
1148;0.2090;22:00;24.03.2019
1149;0.2120;22:30;24.03.2019
1150;0.2090;23:00;24.03.2019
1151;0.2080;23:30;24.03.2019
1152;0.2110;00:00;25.03.2019
1153;0.2080;00:30;25.03.2019
1154;0.2100;01:00;25.03.2019
1155;0.2120;01:30;25.03.2019
1156;0.2080;02:00;25.03.2019
1157;0.2090;02:30;25.03.2019
1158;0.2090;03:00;25.03.2019
1159;0.2080;03:30;25.03.2019
1160;0.4040;04:00;25.03.2019
1161;1.430;04:30;25.03.2019
1162;0.9290;05:00;25.03.2019
1163;0.5080;05:30;25.03.2019
1164;0.2110;06:00;25.03.2019
1165;0.2110;06:30;25.03.2019
1166;0.9420;07:00;25.03.2019
1167;1.0120;07:30;25.03.2019
1168;0.7950;08:00;25.03.2019
1169;0.3120;08:30;25.03.2019
1170;0.2110;09:00;25.03.2019
1171;0.8800;09:30;25.03.2019
1172;1.1820;10:00;25.03.2019
1173;0.9090;10:30;25.03.2019
1174;0.8820;11:00;25.03.2019
1175;0.8570;11:30;25.03.2019
1176;0.8560;12:00;25.03.2019
1177;0.8600;12:30;25.03.2019
1178;0.8840;13:00;25.03.2019
1179;0.9010;13:30;25.03.2019
1180;0.9120;14:00;25.03.2019
1181;0.9280;14:30;25.03.2019
1182;0.9400;15:00;25.03.2019
1183;0.9550;15:30;25.03.2019
1184;0.9560;16:00;25.03.2019
1185;0.9570;16:30;25.03.2019
1186;0.9550;17:00;25.03.2019
1187;0.9460;17:30;25.03.2019
1188;0.9170;18:00;25.03.2019
1189;0.8900;18:30;25.03.2019
1190;0.8670;19:00;25.03.2019
1191;0.8550;19:30;25.03.2019
1192;0.8470;20:00;25.03.2019
1193;0.8490;20:30;25.03.2019
1194;0.8410;21:00;25.03.2019
1195;0.8340;21:30;25.03.2019
1196;0.8190;22:00;25.03.2019
1197;0.8120;22:30;25.03.2019
1198;0.8010;23:00;25.03.2019
1199;0.7850;23:30;25.03.2019
1200;0.7740;00:00;26.03.2019
1201;0.7730;00:30;26.03.2019
1202;0.7730;01:00;26.03.2019
1203;0.4240;01:30;26.03.2019
1204;0.2120;02:00;26.03.2019
1205;0.4790;02:30;26.03.2019
1206;1.291;03:00;26.03.2019
1207;0.8390;03:30;26.03.2019
1208;0.8000;04:00;26.03.2019
1209;0.7740;04:30;26.03.2019
1210;0.7740;05:00;26.03.2019
1211;0.2260;05:30;26.03.2019
1212;0.2130;06:00;26.03.2019
1213;0.8440;06:30;26.03.2019
1214;1.1160;07:00;26.03.2019
1215;0.8330;07:30;26.03.2019
1216;0.8070;08:00;26.03.2019
1217;0.7920;08:30;26.03.2019
1218;0.7960;09:00;26.03.2019
1219;0.8140;09:30;26.03.2019
1220;0.8280;10:00;26.03.2019
1221;0.8370;10:30;26.03.2019
1222;0.8340;11:00;26.03.2019
1223;0.8330;11:30;26.03.2019
1224;0.8290;12:00;26.03.2019
1225;0.8400;12:30;26.03.2019
1226;0.8540;13:00;26.03.2019
1227;0.8530;13:30;26.03.2019
1228;0.8560;14:00;26.03.2019
1229;0.8710;14:30;26.03.2019
1230;0.8960;15:00;26.03.2019
1231;0.8970;15:30;26.03.2019
1232;0.8980;16:00;26.03.2019
1233;0.9130;16:30;26.03.2019
1234;0.9290;17:00;26.03.2019
1235;0.9300;17:30;26.03.2019
1236;0.9310;18:00;26.03.2019
1237;0.9320;18:30;26.03.2019
1238;0.8960;19:00;26.03.2019
1239;0.8730;19:30;26.03.2019
1240;0.8570;20:00;26.03.2019
1241;0.8260;20:30;26.03.2019
1242;0.8220;21:00;26.03.2019
1243;0.8360;21:30;26.03.2019
1244;0.8190;22:00;26.03.2019
1245;0.7950;22:30;26.03.2019
1246;0.7860;23:00;26.03.2019
1247;0.7710;23:30;26.03.2019
1248;0.7710;00:00;27.03.2019
1249;0.7710;00:30;27.03.2019
1250;0.7710;01:00;27.03.2019
1251;0.6730;01:30;27.03.2019
1252;0.2130;02:00;27.03.2019
1253;0.2120;02:30;27.03.2019
1254;1.1170;03:00;27.03.2019
1255;0.9770;03:30;27.03.2019
1256;0.8020;04:00;27.03.2019
1257;0.3780;04:30;27.03.2019
1258;0.2120;05:00;27.03.2019
1259;0.5040;05:30;27.03.2019
1260;1.266;06:00;27.03.2019
1261;0.8300;06:30;27.03.2019
1262;0.7950;07:00;27.03.2019
1263;0.7790;07:30;27.03.2019
1264;0.7800;08:00;27.03.2019
1265;0.7810;08:30;27.03.2019
1266;0.7960;09:00;27.03.2019
1267;0.8290;09:30;27.03.2019
1268;0.8490;10:00;27.03.2019
1269;0.8540;10:30;27.03.2019
1270;0.8480;11:00;27.03.2019
1271;0.8480;11:30;27.03.2019
1272;0.8480;12:00;27.03.2019
1273;0.8500;12:30;27.03.2019
1274;0.8500;13:00;27.03.2019
1275;0.8650;13:30;27.03.2019
1276;0.8870;14:00;27.03.2019
1277;0.8930;14:30;27.03.2019
1278;0.8940;15:00;27.03.2019
1279;0.8950;15:30;27.03.2019
1280;0.8970;16:00;27.03.2019
1281;0.8980;16:30;27.03.2019
1282;0.8970;17:00;27.03.2019
1283;0.8960;17:30;27.03.2019
1284;0.8770;18:00;27.03.2019
1285;0.8590;18:30;27.03.2019
1286;0.8480;19:00;27.03.2019
1287;0.8300;19:30;27.03.2019
1288;0.8220;20:00;27.03.2019
1289;0.8140;20:30;27.03.2019
1290;0.8080;21:00;27.03.2019
1291;0.7900;21:30;27.03.2019
1292;0.7900;22:00;27.03.2019
1293;0.7910;22:30;27.03.2019
1294;0.5420;23:00;27.03.2019
1295;0.2130;23:30;27.03.2019
1296;0.2510;00:00;28.03.2019
1297;1.3050;00:30;28.03.2019
1298;0.8800;01:00;28.03.2019
1299;0.7630;01:30;28.03.2019
1300;0.2120;02:00;28.03.2019
1301;0.2120;02:30;28.03.2019
1302;0.7970;03:00;28.03.2019
1303;1.1070;03:30;28.03.2019
1304;0.8090;04:00;28.03.2019
1305;0.3130;04:30;28.03.2019
1306;0.2130;05:00;28.03.2019
1307;0.4360;05:30;28.03.2019
1308;1.2610;06:00;28.03.2019
1309;0.8340;06:30;28.03.2019
1310;0.4730;07:00;28.03.2019
1311;0.2130;07:30;28.03.2019
1312;0.2880;08:00;28.03.2019
1313;1.3260;08:30;28.03.2019
1314;0.8880;09:00;28.03.2019
1315;0.8260;09:30;28.03.2019
1316;0.7980;10:00;28.03.2019
1317;0.7970;10:30;28.03.2019
1318;0.7940;11:00;28.03.2019
1319;0.7980;11:30;28.03.2019
1320;0.8010;12:00;28.03.2019
1321;0.7990;12:30;28.03.2019
1322;0.8010;13:00;28.03.2019
1323;0.8070;13:30;28.03.2019
1324;0.8320;14:00;28.03.2019
1325;0.8410;14:30;28.03.2019
1326;0.8660;15:00;28.03.2019
1327;0.8780;15:30;28.03.2019
1328;0.8850;16:00;28.03.2019
1329;0.8930;16:30;28.03.2019
1330;0.8970;17:00;28.03.2019
1331;0.8980;17:30;28.03.2019
1332;0.9020;18:00;28.03.2019
1333;0.9030;18:30;28.03.2019
1334;0.8830;19:00;28.03.2019
1335;0.8620;19:30;28.03.2019
1336;0.8350;20:00;28.03.2019
1337;0.8280;20:30;28.03.2019
1338;0.8190;21:00;28.03.2019
1339;0.8050;21:30;28.03.2019
1340;0.7920;22:00;28.03.2019
1341;0.7840;22:30;28.03.2019
1342;0.4660;23:00;28.03.2019
1343;0.2130;23:30;28.03.2019
1344;0.3290;00:00;29.03.2019
1345;1.3020;00:30;29.03.2019
1346;0.8590;01:00;29.03.2019
1347;0.7570;01:30;29.03.2019
1348;0.2120;02:00;29.03.2019
1349;0.2120;02:30;29.03.2019
1350;0.7800;03:00;29.03.2019
1351;1.1100;03:30;29.03.2019
1352;0.8150;04:00;29.03.2019
1353;0.3810;04:30;29.03.2019
1354;0.2120;05:00;29.03.2019
1355;0.3210;05:30;29.03.2019
1356;1.2930;06:00;29.03.2019
1357;0.8550;06:30;29.03.2019
1358;0.5890;07:00;29.03.2019
1359;0.2130;07:30;29.03.2019
1360;0.2130;08:00;29.03.2019
1361;1.2210;08:30;29.03.2019
1362;0.9740;09:00;29.03.2019
1363;0.8680;09:30;29.03.2019
1364;0.8310;10:00;29.03.2019
1365;0.8020;10:30;29.03.2019
1366;0.7930;11:00;29.03.2019
1367;0.7870;11:30;29.03.2019
1368;0.7830;12:00;29.03.2019
1369;0.7840;12:30;29.03.2019
1370;0.7930;13:00;29.03.2019
1371;0.8120;13:30;29.03.2019
1372;0.8210;14:00;29.03.2019
1373;0.8270;14:30;29.03.2019
1374;0.8460;15:00;29.03.2019
1375;0.8520;15:30;29.03.2019
1376;0.8620;16:00;29.03.2019
1377;0.8680;16:30;29.03.2019
1378;0.8680;17:00;29.03.2019
1379;0.8670;17:30;29.03.2019
1380;0.8560;18:00;29.03.2019
1381;0.8350;18:30;29.03.2019
1382;0.8220;19:00;29.03.2019
1383;0.8170;19:30;29.03.2019
1384;0.8100;20:00;29.03.2019
1385;0.8040;20:30;29.03.2019
1386;0.8010;21:00;29.03.2019
1387;0.7880;21:30;29.03.2019
1388;0.7830;22:00;29.03.2019
1389;0.7770;22:30;29.03.2019
1390;0.2120;23:00;29.03.2019
1391;0.2120;23:30;29.03.2019
1392;0.9280;00:00;30.03.2019
1393;1.0650;00:30;30.03.2019
1394;0.8120;01:00;30.03.2019
1395;0.6110;01:30;30.03.2019
1396;0.2130;02:00;30.03.2019
1397;0.2120;02:30;30.03.2019
1398;1.1300;03:00;30.03.2019
1399;0.9620;03:30;30.03.2019
1400;0.7970;04:00;30.03.2019
1401;0.3300;04:30;30.03.2019
1402;0.2130;05:00;30.03.2019
1403;0.4860;05:30;30.03.2019
1404;1.2620;06:00;30.03.2019
1405;0.8320;06:30;30.03.2019
1406;0.5200;07:00;30.03.2019
1407;0.2120;07:30;30.03.2019
1408;0.2130;08:00;30.03.2019
1409;1.2810;08:30;30.03.2019
1410;0.8970;09:00;30.03.2019
1411;0.7530;09:30;30.03.2019
1412;0.2120;10:00;30.03.2019
1413;0.2130;10:30;30.03.2019
1414;0.9920;11:00;30.03.2019
1415;1.0670;11:30;30.03.2019
1416;0.8180;12:00;30.03.2019
1417;0.7990;12:30;30.03.2019
1418;0.7780;13:00;30.03.2019
1419;0.7770;13:30;30.03.2019
1420;0.7790;14:00;30.03.2019
1421;0.7760;14:30;30.03.2019
1422;0.4890;15:00;30.03.2019
1423;0.2120;15:30;30.03.2019
1424;0.2290;16:00;30.03.2019
1425;1.3070;16:30;30.03.2019
1426;0.8970;17:00;30.03.2019
1427;0.7840;17:30;30.03.2019
1428;0.3380;18:00;30.03.2019
1429;0.2120;18:30;30.03.2019
1430;0.4880;19:00;30.03.2019
1431;1.2830;19:30;30.03.2019
1432;0.8220;20:00;30.03.2019
1433;0.4430;20:30;30.03.2019
1434;0.2130;21:00;30.03.2019
1435;0.2230;21:30;30.03.2019
1436;1.3010;22:00;30.03.2019
1437;0.8830;22:30;30.03.2019
1438;0.4830;23:00;30.03.2019
1439;0.2110;23:30;30.03.2019
1440;0.2130;00:00;31.03.2019
1441;1.1980;00:30;31.03.2019
1442;0.9340;01:00;31.03.2019
1443;0.5240;01:30;31.03.2019
1444;0.2120;02:00;31.03.2019
1445;0.2120;02:30;31.03.2019
1446;1.1030;03:00;31.03.2019
1447;0.9710;03:30;31.03.2019
1448;0.5770;04:00;31.03.2019
1449;0.2120;04:30;31.03.2019
1450;0.2120;05:00;31.03.2019
1451;0.9160;05:30;31.03.2019
1452;1.0450;06:00;31.03.2019
1453;0.6050;06:30;31.03.2019
1454;0.2130;07:00;31.03.2019
1455;0.2130;07:30;31.03.2019
1456;1.1060;08:00;31.03.2019
1457;1.0110;08:30;31.03.2019
1458;0.7900;09:00;31.03.2019
1459;0.7670;09:30;31.03.2019
1460;0.2130;10:00;31.03.2019
1461;0.2130;10:30;31.03.2019
1462;0.9700;11:00;31.03.2019
1463;1.1510;11:30;31.03.2019
1464;0.8320;12:00;31.03.2019
1465;0.7740;12:30;31.03.2019
1466;0.7780;13:00;31.03.2019
1467;0.7750;13:30;31.03.2019
1468;0.7670;14:00;31.03.2019
1469;0.7670;14:30;31.03.2019
1470;0.7670;15:00;31.03.2019
1471;0.7660;15:30;31.03.2019
1472;0.7650;16:00;31.03.2019
1473;0.3410;16:30;31.03.2019
1474;0.2120;17:00;31.03.2019
1475;0.5250;17:30;31.03.2019
1476;1.3540;18:00;31.03.2019
1477;0.9300;18:30;31.03.2019
1478;0.6520;19:00;31.03.2019
1479;0.2120;19:30;31.03.2019
1480;0.2110;20:00;31.03.2019
1481;0.9330;20:30;31.03.2019
1482;1.1540;21:00;31.03.2019
1483;0.6350;21:30;31.03.2019
1484;0.2120;22:00;31.03.2019
1485;0.2130;22:30;31.03.2019
1486;0.7260;23:00;31.03.2019
1487;1.1870;23:30;31.03.2019
1488;0.6980;00:00;01.04.2019
