n;P+;R+;Time;Date
;3,656;0;00:30;17.01.2020
;3,578;0;01:00;17.01.2020
;3,512;0;01:30;17.01.2020
;3,504;0;02:00;17.01.2020
;3,516;0,002;02:30;17.01.2020
;3,472;0;03:00;17.01.2020
;3,482;0;03:30;17.01.2020
;3,474;0,002;04:00;17.01.2020
;3,47;0;04:30;17.01.2020
;3,476;0;05:00;17.01.2020
;3,49;0;05:30;17.01.2020
;3,506;0,002;06:00;17.01.2020
;3,508;0;06:30;17.01.2020
;3,562;0;07:00;17.01.2020
;3,67;0;07:30;17.01.2020
;3,78;0;08:00;17.01.2020
;3,924;0,002;08:30;17.01.2020
;3,992;0;09:00;17.01.2020
;4,052;0;09:30;17.01.2020
;4,152;0;10:00;17.01.2020
;4,076;0;10:30;17.01.2020
;4,152;0;11:00;17.01.2020
;4,136;0;11:30;17.01.2020
;4,122;0,002;12:00;17.01.2020
;4,098;0;12:30;17.01.2020
;4,14;0;13:00;17.01.2020
;4,162;0;13:30;17.01.2020
;4,12;0;14:00;17.01.2020
;4,108;0;14:30;17.01.2020
;4,108;0,002;15:00;17.01.2020
;4,084;0;15:30;17.01.2020
;3,95;0,002;16:00;17.01.2020
;3,946;0,002;16:30;17.01.2020
;3,934;0;17:00;17.01.2020
;3,872;0;17:30;17.01.2020
;3,946;0;18:00;17.01.2020
;3,958;0,002;18:30;17.01.2020
;3,952;0;19:00;17.01.2020
;3,848;0;19:30;17.01.2020
;3,86;0;20:00;17.01.2020
;3,902;0;20:30;17.01.2020
;3,85;0;21:00;17.01.2020
;3,932;0,002;21:30;17.01.2020
;3,916;0;22:00;17.01.2020
;3,868;0;22:30;17.01.2020
;3,82;0;23:00;17.01.2020
;3,766;0;23:30;17.01.2020
;3,666;0;00:00;17.01.2020
;3,61;0,002;00:30;18.01.2020
;3,604;0;01:00;18.01.2020
;3,552;0;01:30;18.01.2020
;3,552;0;02:00;18.01.2020
;3,51;0;02:30;18.01.2020
;3,526;0;03:00;18.01.2020
;3,526;0,002;03:30;18.01.2020
;3,51;0;04:00;18.01.2020
;3,506;0;04:30;18.01.2020
;3,496;0;05:00;18.01.2020
;3,502;0;05:30;18.01.2020
;3,552;0,002;06:00;18.01.2020
;3,542;0;06:30;18.01.2020
;3,544;0;07:00;18.01.2020
;3,584;0;07:30;18.01.2020
;3,632;0;08:00;18.01.2020
;3,708;0;08:30;18.01.2020
;3,744;0;09:00;18.01.2020
;3,782;0,002;09:30;18.01.2020
;3,872;0;10:00;18.01.2020
;3,826;0;10:30;18.01.2020
;3,864;0;11:00;18.01.2020
;3,914;0;11:30;18.01.2020
;3,896;0;12:00;18.01.2020
;3,846;0,002;12:30;18.01.2020
;3,87;0;13:00;18.01.2020
;3,898;0;13:30;18.01.2020
;3,932;0;14:00;18.01.2020
;3,958;0;14:30;18.01.2020
;3,872;0;15:00;18.01.2020
;3,844;0;15:30;18.01.2020
;3,794;0,002;16:00;18.01.2020
;3,796;0;16:30;18.01.2020
;3,906;0;17:00;18.01.2020
;3,922;0;17:30;18.01.2020
;3,85;0;18:00;18.01.2020
;3,85;0,002;18:30;18.01.2020
;3,906;0;19:00;18.01.2020
;3,826;0;19:30;18.01.2020
;3,816;0;20:00;18.01.2020
;3,828;0;20:30;18.01.2020
;3,824;0;21:00;18.01.2020
;3,864;0,002;21:30;18.01.2020
;3,866;0;22:00;18.01.2020
;3,888;0;22:30;18.01.2020
;3,768;0;23:00;18.01.2020
;3,688;0;23:30;18.01.2020
;3,65;0;00:00;18.01.2020
;3,65;0,002;00:30;19.01.2020
;3,692;0;01:00;19.01.2020
;3,578;0;01:30;19.01.2020
;3,546;0;02:00;19.01.2020
;3,556;0;02:30;19.01.2020
;3,532;0;03:00;19.01.2020
;3,512;0,002;03:30;19.01.2020
;3,54;0;04:00;19.01.2020
;3,51;0;04:30;19.01.2020
;3,52;0;05:00;19.01.2020
;3,526;0;05:30;19.01.2020
;3,538;0;06:00;19.01.2020
;3,544;0,002;06:30;19.01.2020
;3,544;0;07:00;19.01.2020
;3,554;0;07:30;19.01.2020
;3,63;0;08:00;19.01.2020
;3,61;0;08:30;19.01.2020
;3,64;0;09:00;19.01.2020
;3,692;0;09:30;19.01.2020
;3,734;0,002;10:00;19.01.2020
;3,762;0;10:30;19.01.2020
;3,87;0;11:00;19.01.2020
;3,826;0;11:30;19.01.2020
;3,854;0;12:00;19.01.2020
;3,826;0;12:30;19.01.2020
;3,82;0;13:00;19.01.2020
;3,828;0,002;13:30;19.01.2020
;3,886;0;14:00;19.01.2020
;3,968;0;14:30;19.01.2020
;3,964;0;15:00;19.01.2020
;3,908;0;15:30;19.01.2020
;3,85;0;16:00;19.01.2020
;3,91;0,002;16:30;19.01.2020
;3,968;0;17:00;19.01.2020
;3,924;0;17:30;19.01.2020
;3,97;0;18:00;19.01.2020
;3,914;0;18:30;19.01.2020
;3,904;0;19:00;19.01.2020
;3,912;0;19:30;19.01.2020
;3,886;0;20:00;19.01.2020
;3,85;0,002;20:30;19.01.2020
;3,954;0;21:00;19.01.2020
;3,91;0;21:30;19.01.2020
;3,93;0;22:00;19.01.2020
;3,864;0;22:30;19.01.2020
;3,848;0;23:00;19.01.2020
;3,796;0,002;23:30;19.01.2020
;3,668;0;00:00;19.01.2020
