№;P+, кВт;Q+, квар;Время;Дата
125;0.3930;0.0060;14:30;03.03.2019
126;0.3940;0.0070;15:00;03.03.2019
127;0.3910;0.0060;15:30;03.03.2019
128;0.3940;0.0090;16:00;03.03.2019
129;0.3920;0.0080;16:30;03.03.2019
130;0.3920;0.0050;17:00;03.03.2019
131;0.3940;0.0100;17:30;03.03.2019
132;0.3920;0.0050;18:00;03.03.2019
133;0.3920;0.0050;18:30;03.03.2019
134;0.3940;0.0090;19:00;03.03.2019
135;0.3920;0.0060;19:30;03.03.2019
136;0.3940;0.0100;20:00;03.03.2019
137;0.3930;0.0110;20:30;03.03.2019
138;0.3930;0.0060;21:00;03.03.2019
139;0.3940;0.0160;21:30;03.03.2019
140;0.3930;0.0120;22:00;03.03.2019
141;0.3930;0.0080;22:30;03.03.2019
142;0.3950;0.0180;23:00;03.03.2019
143;0.3930;0.0090;23:30;03.03.2019
144;0.3930;0.0150;00:00;04.03.2019
145;0.3940;0.0170;00:30;04.03.2019
146;0.3930;0.0120;01:00;04.03.2019
147;0.3940;0.0210;01:30;04.03.2019
148;0.3930;0.0170;02:00;04.03.2019
149;0.3930;0.0140;02:30;04.03.2019
150;0.3950;0.0270;03:00;04.03.2019
151;0.3920;0.0130;03:30;04.03.2019
152;0.3940;0.0190;04:00;04.03.2019
153;0.3930;0.0230;04:30;04.03.2019
154;0.3920;0.0120;05:00;04.03.2019
155;0.3940;0.0250;05:30;04.03.2019
156;0.3920;0.0130;06:00;04.03.2019
157;0.3920;0.0110;06:30;04.03.2019
158;0.3930;0.0110;07:00;04.03.2019
159;0.3920;0.0050;07:30;04.03.2019
160;0.3920;0.0030;08:00;04.03.2019
161;0.3930;0.0050;08:30;04.03.2019
162;0.3910;0.0030;09:00;04.03.2019
163;0.3930;0.0030;09:30;04.03.2019
164;0.3920;0.0050;10:00;04.03.2019
165;0.3900;0.0050;10:30;04.03.2019
166;0.3930;0.0080;11:00;04.03.2019
167;0.3920;0.0050;11:30;04.03.2019
168;0.3900;0.0070;12:00;04.03.2019
169;0.3940;0.0200;12:30;04.03.2019
170;0.3900;0.0090;13:00;04.03.2019
171;0.3920;0.0160;13:30;04.03.2019
172;0.3920;0.0200;14:00;04.03.2019
173;0.3910;0.0100;14:30;04.03.2019
174;0.3920;0.0210;15:00;04.03.2019
175;0.3910;0.0140;15:30;04.03.2019
176;0.3910;0.0150;16:00;04.03.2019
177;0.3930;0.0220;16:30;04.03.2019
178;0.3900;0.0080;17:00;04.03.2019
179;0.3920;0.0120;17:30;04.03.2019
180;0.3910;0.0130;18:00;04.03.2019
181;0.3910;0.0060;18:30;04.03.2019
182;0.3920;0.0090;19:00;04.03.2019
183;0.3900;0.0080;19:30;04.03.2019
184;0.3910;0.0080;20:00;04.03.2019
185;0.3920;0.0180;20:30;04.03.2019
186;0.3900;0.0080;21:00;04.03.2019
187;0.3920;0.0150;21:30;04.03.2019
188;0.3910;0.0140;22:00;04.03.2019
189;0.3900;0.0110;22:30;04.03.2019
190;0.3920;0.0310;23:00;04.03.2019
191;0.3900;0.0080;23:30;04.03.2019
192;0.3900;0.0170;00:00;05.03.2019
193;0.3910;0.0230;00:30;05.03.2019
194;0.3890;0.0140;01:00;05.03.2019
195;0.3910;0.0250;01:30;05.03.2019
196;0.3900;0.0220;02:00;05.03.2019
197;0.3890;0.0180;02:30;05.03.2019
198;0.3910;0.0320;03:00;05.03.2019
199;0.3900;0.0200;03:30;05.03.2019
200;0.3890;0.0210;04:00;05.03.2019
201;0.3910;0.0330;04:30;05.03.2019
202;0.3890;0.0160;05:00;05.03.2019
203;0.3900;0.0250;05:30;05.03.2019
204;0.3890;0.0220;06:00;05.03.2019
205;0.3890;0.0120;06:30;05.03.2019
206;0.3890;0.0150;07:00;05.03.2019
207;0.3890;0.0060;07:30;05.03.2019
208;0.3880;0.0050;08:00;05.03.2019
209;0.3900;0.0050;08:30;05.03.2019
210;0.3870;0.0030;09:00;05.03.2019
211;0.3880;0.0040;09:30;05.03.2019
212;0.3890;0.0070;10:00;05.03.2019
213;0.3870;0.0040;10:30;05.03.2019
214;0.3880;0.0080;11:00;05.03.2019
215;0.3890;0.0120;11:30;05.03.2019
216;0.3780;0.0090;12:00;05.03.2019
217;0.3870;0.0150;12:30;05.03.2019
218;0.3880;0.0080;13:00;05.03.2019
219;0.3870;0.0110;13:30;05.03.2019
220;0.3880;0.0120;14:00;05.03.2019
221;0.3870;0.0070;14:30;05.03.2019
222;0.3870;0.0080;15:00;05.03.2019
223;0.3870;0.0110;15:30;05.03.2019
224;0.3850;0.0100;16:00;05.03.2019
225;0.3880;0.0170;16:30;05.03.2019
226;0.3860;0.0080;17:00;05.03.2019
227;0.3860;0.0040;17:30;05.03.2019
228;0.3880;0.0080;18:00;05.03.2019
229;0.3860;0.0040;18:30;05.03.2019
230;0.3870;0.0040;19:00;05.03.2019
231;0.3870;0.0060;19:30;05.03.2019
232;0.3860;0.0050;20:00;05.03.2019
233;0.3890;0.0080;20:30;05.03.2019
234;0.3860;0.0080;21:00;05.03.2019
235;0.3870;0.0070;21:30;05.03.2019
236;0.3890;0.0160;22:00;05.03.2019
237;0.3860;0.0080;22:30;05.03.2019
238;0.3880;0.0130;23:00;05.03.2019
239;0.3880;0.0140;23:30;05.03.2019
240;0.3860;0.0090;00:00;06.03.2019
241;0.3880;0.0280;00:30;06.03.2019
242;0.3860;0.0130;01:00;06.03.2019
243;0.3870;0.0170;01:30;06.03.2019
244;0.3880;0.0300;02:00;06.03.2019
245;0.3860;0.0160;02:30;06.03.2019
246;0.3870;0.0230;03:00;06.03.2019
247;0.3880;0.0260;03:30;06.03.2019
248;0.3860;0.0150;04:00;06.03.2019
249;0.3880;0.0310;04:30;06.03.2019
250;0.3870;0.0210;05:00;06.03.2019
251;0.3860;0.0130;05:30;06.03.2019
252;0.3890;0.0270;06:00;06.03.2019
253;0.3860;0.0100;06:30;06.03.2019
254;0.3870;0.0120;07:00;06.03.2019
255;0.3880;0.0070;07:30;06.03.2019
256;0.3870;0.0030;08:00;06.03.2019
257;0.3880;0.0040;08:30;06.03.2019
258;0.3890;0.0030;09:00;06.03.2019
259;0.3890;0.0030;09:30;06.03.2019
260;0.3910;0.0100;10:00;06.03.2019
261;0.3900;0.0050;10:30;06.03.2019
262;0.3900;0.0080;11:00;06.03.2019
263;0.3920;0.0150;11:30;06.03.2019
264;0.3910;0.0070;12:00;06.03.2019
265;0.3920;0.0100;12:30;06.03.2019
266;0.3920;0.0130;13:00;06.03.2019
267;0.3920;0.0100;13:30;06.03.2019
268;0.3930;0.0150;14:00;06.03.2019
269;0.3940;0.0150;14:30;06.03.2019
270;0.3930;0.0140;15:00;06.03.2019
271;0.3940;0.0140;15:30;06.03.2019
272;0.3950;0.0140;16:00;06.03.2019
273;0.3950;0.0160;16:30;06.03.2019
274;0.3950;0.0090;17:00;06.03.2019
275;0.3950;0.0070;17:30;06.03.2019
276;0.3950;0.0070;18:00;06.03.2019
277;0.3970;0.0070;18:30;06.03.2019
278;0.3960;0.0070;19:00;06.03.2019
279;0.3950;0.0060;19:30;06.03.2019
280;0.3980;0.0130;20:00;06.03.2019
281;0.3970;0.0070;20:30;06.03.2019
282;0.3970;0.0070;21:00;06.03.2019
283;0.3980;0.0160;21:30;06.03.2019
284;0.3980;0.0110;22:00;06.03.2019
285;0.3970;0.0110;22:30;06.03.2019
286;0.3990;0.0210;23:00;06.03.2019
287;0.3970;0.0130;23:30;06.03.2019
288;0.3970;0.0130;00:00;07.03.2019
289;0.3990;0.0240;00:30;07.03.2019
290;0.3980;0.0130;01:00;07.03.2019
291;0.3980;0.0130;01:30;07.03.2019
292;0.3990;0.0350;02:00;07.03.2019
293;0.3980;0.0160;02:30;07.03.2019
294;0.3990;0.0190;03:00;07.03.2019
295;0.3990;0.0290;03:30;07.03.2019
296;0.3980;0.0150;04:00;07.03.2019
297;0.3990;0.0220;04:30;07.03.2019
298;0.4000;0.0250;05:00;07.03.2019
299;0.3980;0.0120;05:30;07.03.2019
300;0.3990;0.0160;06:00;07.03.2019
301;0.3990;0.0090;06:30;07.03.2019
302;0.3980;0.0040;07:00;07.03.2019
303;0.4000;0.0050;07:30;07.03.2019
304;0.3990;0.0020;08:00;07.03.2019
305;0.3980;0.0010;08:30;07.03.2019
306;0.4010;0.0010;09:00;07.03.2019
307;0.3990;0.0010;09:30;07.03.2019
308;0.3990;0.0040;10:00;07.03.2019
309;0.4010;0.0070;10:30;07.03.2019
310;0.3980;0.0020;11:00;07.03.2019
311;0.4000;0.0090;11:30;07.03.2019
312;0.3990;0.0120;12:00;07.03.2019
313;0.3980;0.0060;12:30;07.03.2019
314;0.4000;0.0100;13:00;07.03.2019
315;0.3980;0.0080;13:30;07.03.2019
316;0.3980;0.0060;14:00;07.03.2019
317;0.4000;0.0140;14:30;07.03.2019
318;0.3980;0.0070;15:00;07.03.2019
319;0.3980;0.0070;15:30;07.03.2019
320;0.3990;0.0130;16:00;07.03.2019
321;0.3980;0.0050;16:30;07.03.2019
322;0.3980;0.0090;17:00;07.03.2019
323;0.3980;0.0050;17:30;07.03.2019
324;0.3970;0.0030;18:00;07.03.2019
325;0.4000;0.0100;18:30;07.03.2019
326;0.3970;0.0030;19:00;07.03.2019
327;0.3980;0.0070;19:30;07.03.2019
328;0.3990;0.0100;20:00;07.03.2019
329;0.3970;0.0070;20:30;07.03.2019
330;0.3980;0.0110;21:00;07.03.2019
331;0.3990;0.0130;21:30;07.03.2019
332;0.3970;0.0090;22:00;07.03.2019
333;0.3990;0.0210;22:30;07.03.2019
334;0.3970;0.0110;23:00;07.03.2019
335;0.3970;0.0150;23:30;07.03.2019
336;0.3980;0.0200;00:00;08.03.2019
337;0.3960;0.0140;00:30;08.03.2019
338;0.3980;0.0250;01:00;08.03.2019
339;0.3970;0.0150;01:30;08.03.2019
340;0.3960;0.0150;02:00;08.03.2019
341;0.3980;0.0380;02:30;08.03.2019
342;0.3960;0.0170;03:00;08.03.2019
343;0.3960;0.0190;03:30;08.03.2019
344;0.3980;0.0360;04:00;08.03.2019
345;0.3950;0.0160;04:30;08.03.2019
346;0.3960;0.0300;05:00;08.03.2019
347;0.3960;0.0260;05:30;08.03.2019
348;0.3950;0.0160;06:00;08.03.2019
349;0.3970;0.0250;06:30;08.03.2019
350;0.3940;0.0120;07:00;08.03.2019
351;0.3950;0.0130;07:30;08.03.2019
352;0.3960;0.0200;08:00;08.03.2019
353;0.3940;0.0110;08:30;08.03.2019
354;0.3950;0.0130;09:00;08.03.2019
355;0.3950;0.0120;09:30;08.03.2019
356;0.3940;0.0080;10:00;08.03.2019
357;0.3950;0.0150;10:30;08.03.2019
358;0.3940;0.0090;11:00;08.03.2019
359;0.3930;0.0070;11:30;08.03.2019
360;0.3950;0.0170;12:00;08.03.2019
361;0.3930;0.0070;12:30;08.03.2019
362;0.3930;0.0080;13:00;08.03.2019
363;0.3940;0.0110;13:30;08.03.2019
364;0.3920;0.0060;14:00;08.03.2019
365;0.3940;0.0110;14:30;08.03.2019
366;0.3930;0.0110;15:00;08.03.2019
367;0.3920;0.0060;15:30;08.03.2019
368;0.3930;0.0130;16:00;08.03.2019
369;0.3920;0.0080;16:30;08.03.2019
370;0.3920;0.0060;17:00;08.03.2019
371;0.3930;0.0150;17:30;08.03.2019
372;0.3920;0.0080;18:00;08.03.2019
373;0.3920;0.0120;18:30;08.03.2019
374;0.3920;0.0120;19:00;08.03.2019
375;0.3910;0.0090;19:30;08.03.2019
376;0.3930;0.0100;20:00;08.03.2019
377;0.3920;0.0130;20:30;08.03.2019
378;0.3910;0.0080;21:00;08.03.2019
379;0.3920;0.0190;21:30;08.03.2019
380;0.3920;0.0090;22:00;08.03.2019
381;0.3910;0.0090;22:30;08.03.2019
382;0.3930;0.0190;23:00;08.03.2019
383;0.3900;0.0110;23:30;08.03.2019
384;0.3920;0.0220;00:00;09.03.2019
385;0.3910;0.0220;00:30;09.03.2019
386;0.3910;0.0140;01:00;09.03.2019
387;0.3920;0.0270;01:30;09.03.2019
388;0.3900;0.0260;02:00;09.03.2019
389;0.3910;0.0210;02:30;09.03.2019
390;0.3920;0.0440;03:00;09.03.2019
391;0.3900;0.0190;03:30;09.03.2019
392;0.3900;0.0280;04:00;09.03.2019
393;0.3910;0.0340;04:30;09.03.2019
394;0.3900;0.0180;05:00;09.03.2019
395;0.3910;0.0340;05:30;09.03.2019
396;0.3900;0.0230;06:00;09.03.2019
397;0.3900;0.0190;06:30;09.03.2019
398;0.3910;0.0290;07:00;09.03.2019
399;0.3890;0.0160;07:30;09.03.2019
400;0.3900;0.0190;08:00;09.03.2019
401;0.3900;0.0180;08:30;09.03.2019
402;0.3900;0.0110;09:00;09.03.2019
403;0.3900;0.0180;09:30;09.03.2019
404;0.3900;0.0090;10:00;09.03.2019
405;0.3890;0.0080;10:30;09.03.2019
406;0.3910;0.0160;11:00;09.03.2019
407;0.3900;0.0060;11:30;09.03.2019
408;0.3900;0.0120;12:00;09.03.2019
409;0.3920;0.0200;12:30;09.03.2019
410;0.3900;0.0080;13:00;09.03.2019
411;0.3910;0.0170;13:30;09.03.2019
412;0.3910;0.0130;14:00;09.03.2019
413;0.3900;0.0090;14:30;09.03.2019
414;0.3930;0.0180;15:00;09.03.2019
415;0.3900;0.0080;15:30;09.03.2019
416;0.3910;0.0110;16:00;09.03.2019
417;0.3920;0.0170;16:30;09.03.2019
418;0.3900;0.0080;17:00;09.03.2019
419;0.3920;0.0150;17:30;09.03.2019
420;0.3920;0.0120;18:00;09.03.2019
421;0.3910;0.0100;18:30;09.03.2019
422;0.3930;0.0150;19:00;09.03.2019
423;0.3900;0.0070;19:30;09.03.2019
424;0.3920;0.0080;20:00;09.03.2019
425;0.3920;0.0150;20:30;09.03.2019
426;0.3910;0.0080;21:00;09.03.2019
427;0.3920;0.0190;21:30;09.03.2019
428;0.3920;0.0120;22:00;09.03.2019
429;0.3920;0.0090;22:30;09.03.2019
430;0.3930;0.0180;23:00;09.03.2019
431;0.3910;0.0100;23:30;09.03.2019
432;0.3910;0.0110;00:00;10.03.2019
433;0.3930;0.0220;00:30;10.03.2019
434;0.3900;0.0110;01:00;10.03.2019
435;0.3920;0.0190;01:30;10.03.2019
436;0.3910;0.0270;02:00;10.03.2019
437;0.3910;0.0170;02:30;10.03.2019
438;0.3920;0.0340;03:00;10.03.2019
439;0.3910;0.0220;03:30;10.03.2019
440;0.3900;0.0190;04:00;10.03.2019
441;0.3920;0.0370;04:30;10.03.2019
442;0.3900;0.0170;05:00;10.03.2019
443;0.3910;0.0280;05:30;10.03.2019
444;0.3910;0.0240;06:00;10.03.2019
445;0.3890;0.0130;06:30;10.03.2019
446;0.3910;0.0260;07:00;10.03.2019
447;0.3890;0.0150;07:30;10.03.2019
448;0.3890;0.0120;08:00;10.03.2019
449;0.3900;0.0220;08:30;10.03.2019
450;0.3890;0.0080;09:00;10.03.2019
451;0.3890;0.0150;09:30;10.03.2019
452;0.3890;0.0150;10:00;10.03.2019
453;0.3880;0.0080;10:30;10.03.2019
454;0.3900;0.0150;11:00;10.03.2019
455;0.3880;0.0060;11:30;10.03.2019
456;0.3880;0.0070;12:00;10.03.2019
457;0.3900;0.0180;12:30;10.03.2019
458;0.3870;0.0080;13:00;10.03.2019
459;0.3880;0.0130;13:30;10.03.2019
460;0.3900;0.0150;14:00;10.03.2019
461;0.3870;0.0080;14:30;10.03.2019
462;0.3890;0.0130;15:00;10.03.2019
463;0.3880;0.0110;15:30;10.03.2019
464;0.3870;0.0080;16:00;10.03.2019
465;0.3900;0.0170;16:30;10.03.2019
466;0.3870;0.0060;17:00;10.03.2019
467;0.3870;0.0110;17:30;10.03.2019
468;0.3890;0.0170;18:00;10.03.2019
469;0.3870;0.0100;18:30;10.03.2019
470;0.3890;0.0130;19:00;10.03.2019
471;0.3880;0.0120;19:30;10.03.2019
472;0.3870;0.0080;20:00;10.03.2019
473;0.3890;0.0180;20:30;10.03.2019
474;0.3870;0.0070;21:00;10.03.2019
475;0.3870;0.0150;21:30;10.03.2019
476;0.3890;0.0190;22:00;10.03.2019
477;0.3870;0.0120;22:30;10.03.2019
478;0.3890;0.0200;23:00;10.03.2019
479;0.3880;0.0200;23:30;10.03.2019
480;0.3860;0.0140;00:00;11.03.2019
481;0.3890;0.0270;00:30;11.03.2019
482;0.3870;0.0110;01:00;11.03.2019
483;0.3870;0.0150;01:30;11.03.2019
484;0.3880;0.0340;02:00;11.03.2019
485;0.3870;0.0180;02:30;11.03.2019
486;0.3870;0.0310;03:00;11.03.2019
487;0.3880;0.0290;03:30;11.03.2019
488;0.3860;0.0170;04:00;11.03.2019
489;0.3890;0.0420;04:30;11.03.2019
490;0.3860;0.0190;05:00;11.03.2019
491;0.3870;0.0270;05:30;11.03.2019
492;0.3870;0.0260;06:00;11.03.2019
493;0.3860;0.0120;06:30;11.03.2019
494;0.3870;0.0150;07:00;11.03.2019
495;0.3870;0.0050;07:30;11.03.2019
496;0.3850;0.0040;08:00;11.03.2019
497;0.3880;0.0070;08:30;11.03.2019
498;0.3860;0.0010;09:00;11.03.2019
499;0.3860;0.0050;09:30;11.03.2019
500;0.4010;0.0210;10:00;11.03.2019
501;1.0670;0.3100;10:30;11.03.2019
502;0.9810;0.2910;11:00;11.03.2019
503;0.9550;0.2860;11:30;11.03.2019
504;0.9540;0.2670;12:00;11.03.2019
505;0.9520;0.2680;12:30;11.03.2019
506;0.9570;0.2660;13:00;11.03.2019
507;0.9660;0.2680;13:30;11.03.2019
508;0.9800;0.2700;14:00;11.03.2019
509;0.9790;0.2700;14:30;11.03.2019
510;0.9820;0.2700;15:00;11.03.2019
511;1.0010;0.2740;15:30;11.03.2019
512;1.0090;0.2750;16:00;11.03.2019
513;1.0080;0.2750;16:30;11.03.2019
514;1.0090;0.2740;17:00;11.03.2019
515;1.0080;0.2740;17:30;11.03.2019
516;1.0090;0.2740;18:00;11.03.2019
517;1.0060;0.2730;18:30;11.03.2019
518;0.9920;0.2680;19:00;11.03.2019
519;0.9690;0.2650;19:30;11.03.2019
520;0.9590;0.2660;20:00;11.03.2019
521;0.9570;0.2680;20:30;11.03.2019
522;0.4180;0.0210;21:00;11.03.2019
523;0.3890;0.0100;21:30;11.03.2019
524;0.3880;0.0150;22:00;11.03.2019
525;0.7430;0.1370;22:30;11.03.2019
526;1.1960;0.2840;23:00;11.03.2019
527;0.6200;0.1070;23:30;11.03.2019
528;0.3880;0.0240;00:00;12.03.2019
529;0.5040;0.0800;00:30;12.03.2019
530;1.0220;0.2630;01:00;12.03.2019
531;0.3890;0.0260;01:30;12.03.2019
532;0.3890;0.0320;02:00;12.03.2019
533;0.4510;0.0690;02:30;12.03.2019
534;1.0890;0.2910;03:00;12.03.2019
535;0.4590;0.0640;03:30;12.03.2019
536;0.3900;0.0380;04:00;12.03.2019
537;0.4170;0.0540;04:30;12.03.2019
538;1.0810;0.2910;05:00;12.03.2019
539;0.4330;0.0520;05:30;12.03.2019
540;0.3910;0.0280;06:00;12.03.2019
541;0.4470;0.0500;06:30;12.03.2019
542;1.0730;0.3080;07:00;12.03.2019
543;0.4480;0.0340;07:30;12.03.2019
544;0.3900;0.0050;08:00;12.03.2019
545;0.4740;0.0470;08:30;12.03.2019
546;1.1370;0.2920;09:00;12.03.2019
547;0.9890;0.2640;09:30;12.03.2019
548;0.9680;0.2610;10:00;12.03.2019
549;0.9670;0.2610;10:30;12.03.2019
550;0.9640;0.2620;11:00;12.03.2019
551;0.9610;0.2630;11:30;12.03.2019
552;0.9610;0.2640;12:00;12.03.2019
553;0.9950;0.2710;12:30;12.03.2019
554;1.0030;0.2720;13:00;12.03.2019
555;1.0070;0.2720;13:30;12.03.2019
556;1.0290;0.2760;14:00;12.03.2019
557;1.0470;0.2790;14:30;12.03.2019
558;1.0450;0.2790;15:00;12.03.2019
559;1.0430;0.2800;15:30;12.03.2019
560;1.0460;0.2800;16:00;12.03.2019
561;1.0360;0.2790;16:30;12.03.2019
562;1.0360;0.2780;17:00;12.03.2019
563;1.0380;0.2760;17:30;12.03.2019
564;1.0360;0.2760;18:00;12.03.2019
565;1.0270;0.2740;18:30;12.03.2019
566;1.0020;0.2670;19:00;12.03.2019
567;0.9970;0.2630;19:30;12.03.2019
568;0.9860;0.2620;20:00;12.03.2019
569;0.9750;0.2620;20:30;12.03.2019
570;0.9660;0.2620;21:00;12.03.2019
571;0.9610;0.2640;21:30;12.03.2019
572;0.7930;0.1960;22:00;12.03.2019
573;0.3920;0.0180;22:30;12.03.2019
574;0.3920;0.0110;23:00;12.03.2019
575;1.0600;0.2920;23:30;12.03.2019
576;0.5920;0.1070;00:00;13.03.2019
577;0.3910;0.0150;00:30;13.03.2019
578;0.6310;0.1210;01:00;13.03.2019
579;0.9210;0.2640;01:30;13.03.2019
580;0.3920;0.0410;02:00;13.03.2019
581;0.3920;0.0410;02:30;13.03.2019
582;0.7740;0.1870;03:00;13.03.2019
583;0.6720;0.1460;03:30;13.03.2019
584;0.3930;0.0430;04:00;13.03.2019
585;0.3920;0.0440;04:30;13.03.2019
586;0.5000;0.0830;05:00;13.03.2019
587;0.6170;0.1330;05:30;13.03.2019
588;0.3930;0.0300;06:00;13.03.2019
589;0.3930;0.0130;06:30;13.03.2019
590;0.3910;0.0060;07:00;13.03.2019
591;0.3930;0.0040;07:30;13.03.2019
592;0.3920;0.0040;08:00;13.03.2019
593;0.3920;0.0030;08:30;13.03.2019
594;0.3910;0.0020;09:00;13.03.2019
595;0.6140;0.1080;09:30;13.03.2019
596;1.0120;0.2410;10:00;13.03.2019
597;0.9770;0.2350;10:30;13.03.2019
598;0.9440;0.2310;11:00;13.03.2019
599;0.9470;0.2330;11:30;13.03.2019
600;0.9560;0.2370;12:00;13.03.2019
601;0.9560;0.2370;12:30;13.03.2019
602;0.9590;0.2370;13:00;13.03.2019
603;0.9680;0.2390;13:30;13.03.2019
604;0.9810;0.2410;14:00;13.03.2019
605;0.9930;0.2430;14:30;13.03.2019
606;1.0020;0.2440;15:00;13.03.2019
