№;P+, кВт;Q+, квар;Время;Дата
607;1.0190;0.2470;15:30;13.03.2019
608;1.0500;0.2520;16:00;13.03.2019
609;1.0570;0.2520;16:30;13.03.2019
610;1.0570;0.2520;17:00;13.03.2019
611;1.0570;0.2500;17:30;13.03.2019
612;1.0560;0.2490;18:00;13.03.2019
613;1.0530;0.2480;18:30;13.03.2019
614;1.0260;0.2410;19:00;13.03.2019
615;1.0170;0.2390;19:30;13.03.2019
616;1.0020;0.2370;20:00;13.03.2019
617;0.9940;0.2380;20:30;13.03.2019
618;0.9740;0.2360;21:00;13.03.2019
619;0.9680;0.2380;21:30;13.03.2019
620;0.9640;0.2380;22:00;13.03.2019
621;0.8610;0.2030;22:30;13.03.2019
622;0.3950;0.0190;23:00;13.03.2019
623;0.3950;0.0180;23:30;13.03.2019
624;1.2700;0.2960;00:00;14.03.2019
625;1.1630;0.2640;00:30;14.03.2019
626;0.9220;0.2230;01:00;14.03.2019
627;0.3950;0.0120;01:30;14.03.2019
628;0.3950;0.0220;02:00;14.03.2019
629;0.3940;0.0240;02:30;14.03.2019
630;0.4960;0.0710;03:00;14.03.2019
631;1.3460;0.3110;03:30;14.03.2019
632;0.9800;0.2430;04:00;14.03.2019
633;0.4710;0.0600;04:30;14.03.2019
634;0.3950;0.0280;05:00;14.03.2019
635;0.3950;0.0270;05:30;14.03.2019
636;0.4790;0.0620;06:00;14.03.2019
637;1.3240;0.3030;06:30;14.03.2019
638;0.9750;0.2270;07:00;14.03.2019
639;0.5060;0.0490;07:30;14.03.2019
640;0.3960;0.0050;08:00;14.03.2019
641;0.9090;0.1850;08:30;14.03.2019
642;1.3840;0.3040;09:00;14.03.2019
643;1.0430;0.2400;09:30;14.03.2019
644;0.9950;0.2360;10:00;14.03.2019
645;1.0210;0.2430;10:30;14.03.2019
646;1.0170;0.2440;11:00;14.03.2019
647;1.0080;0.2430;11:30;14.03.2019
648;1.0000;0.2430;12:00;14.03.2019
649;0.9990;0.2450;12:30;14.03.2019
650;1.0030;0.2450;13:00;14.03.2019
651;1.0290;0.2500;13:30;14.03.2019
652;1.0680;0.2560;14:00;14.03.2019
653;1.0630;0.2550;14:30;14.03.2019
654;1.0750;0.2560;15:00;14.03.2019
655;1.0800;0.2560;15:30;14.03.2019
656;1.0910;0.2590;16:00;14.03.2019
657;1.1100;0.2610;16:30;14.03.2019
658;1.1110;0.2610;17:00;14.03.2019
659;1.1130;0.2590;17:30;14.03.2019
660;1.1080;0.2580;18:00;14.03.2019
661;1.0820;0.2520;18:30;14.03.2019
662;1.0530;0.2450;19:00;14.03.2019
663;1.0420;0.2440;19:30;14.03.2019
664;1.0210;0.2410;20:00;14.03.2019
665;1.0100;0.2420;20:30;14.03.2019
666;0.9990;0.2410;21:00;14.03.2019
667;0.9920;0.2430;21:30;14.03.2019
668;0.9920;0.2450;22:00;14.03.2019
669;0.9800;0.2420;22:30;14.03.2019
670;0.9740;0.2430;23:00;14.03.2019
671;0.9660;0.2370;23:30;14.03.2019
672;0.9570;0.2350;00:00;15.03.2019
673;0.7630;0.1640;00:30;15.03.2019
674;0.3950;0.0240;01:00;15.03.2019
675;0.4320;0.0510;01:30;15.03.2019
676;1.4830;0.3450;02:00;15.03.2019
677;1.0600;0.2570;02:30;15.03.2019
678;0.9580;0.2420;03:00;15.03.2019
679;0.9560;0.2400;03:30;15.03.2019
680;0.4730;0.0650;04:00;15.03.2019
681;0.3940;0.0370;04:30;15.03.2019
682;0.8890;0.1990;05:00;15.03.2019
683;1.3270;0.3030;05:30;15.03.2019
684;0.9760;0.2410;06:00;15.03.2019
685;0.9080;0.2120;06:30;15.03.2019
686;0.3940;0.0130;07:00;15.03.2019
687;0.3940;0.0090;07:30;15.03.2019
688;1.2780;0.2950;08:00;15.03.2019
689;1.2210;0.2700;08:30;15.03.2019
690;0.9870;0.2290;09:00;15.03.2019
691;0.9650;0.2290;09:30;15.03.2019
692;0.9740;0.2340;10:00;15.03.2019
693;0.9670;0.2340;10:30;15.03.2019
694;0.9810;0.2350;11:00;15.03.2019
695;0.9880;0.2400;11:30;15.03.2019
696;0.9580;0.2370;12:00;15.03.2019
697;0.8440;0.1990;12:30;15.03.2019
698;0.9880;0.2420;13:00;15.03.2019
699;1.0000;0.2420;13:30;15.03.2019
700;1.0160;0.2450;14:00;15.03.2019
701;1.0160;0.2440;14:30;15.03.2019
702;1.0120;0.2460;15:00;15.03.2019
703;1.0170;0.2470;15:30;15.03.2019
704;1.0260;0.2470;16:00;15.03.2019
705;1.0270;0.2470;16:30;15.03.2019
706;1.0250;0.2460;17:00;15.03.2019
707;1.0170;0.2410;17:30;15.03.2019
708;0.9990;0.2390;18:00;15.03.2019
709;0.9780;0.2350;18:30;15.03.2019
710;0.9640;0.2340;19:00;15.03.2019
711;0.9610;0.2320;19:30;15.03.2019
712;0.5660;0.0810;20:00;15.03.2019
713;0.3930;0.0150;20:30;15.03.2019
714;0.5590;0.0860;21:00;15.03.2019
715;1.1510;0.3080;21:30;15.03.2019
716;0.6600;0.1420;22:00;15.03.2019
717;0.3930;0.0270;22:30;15.03.2019
718;0.5390;0.0890;23:00;15.03.2019
719;1.0420;0.2760;23:30;15.03.2019
720;0.4040;0.0360;00:00;16.03.2019
721;0.3920;0.0230;00:30;16.03.2019
722;0.7960;0.1830;01:00;16.03.2019
723;0.7510;0.1730;01:30;16.03.2019
724;0.3920;0.0340;02:00;16.03.2019
725;0.4040;0.0480;02:30;16.03.2019
726;1.0400;0.2530;03:00;16.03.2019
727;0.4230;0.0570;03:30;16.03.2019
728;0.3920;0.0430;04:00;16.03.2019
729;0.7870;0.1920;04:30;16.03.2019
730;0.6760;0.1540;05:00;16.03.2019
731;0.3920;0.0360;05:30;16.03.2019
732;0.4890;0.0680;06:00;16.03.2019
733;0.9680;0.2520;06:30;16.03.2019
734;0.3920;0.0320;07:00;16.03.2019
735;0.3910;0.0230;07:30;16.03.2019
736;0.8860;0.2420;08:00;16.03.2019
737;0.5350;0.0870;08:30;16.03.2019
738;0.3920;0.0140;09:00;16.03.2019
739;0.6260;0.1130;09:30;16.03.2019
740;0.8590;0.2110;10:00;16.03.2019
741;0.3800;0.0220;10:30;16.03.2019
742;0.3910;0.0110;11:00;16.03.2019
743;0.3900;0.0100;11:30;16.03.2019
744;0.3900;0.0110;12:00;16.03.2019
745;0.3900;0.0110;12:30;16.03.2019
746;0.3900;0.0090;13:00;16.03.2019
747;0.3890;0.0070;13:30;16.03.2019
748;0.3900;0.0070;14:00;16.03.2019
749;0.3900;0.0090;14:30;16.03.2019
750;0.3890;0.0070;15:00;16.03.2019
751;0.3890;0.0080;15:30;16.03.2019
752;0.4500;0.0490;16:00;16.03.2019
753;0.3890;0.0130;16:30;16.03.2019
754;0.7850;0.1660;17:00;16.03.2019
755;0.8090;0.1850;17:30;16.03.2019
756;0.3900;0.0150;18:00;16.03.2019
757;0.3900;0.0110;18:30;16.03.2019
758;0.3890;0.0090;19:00;16.03.2019
759;0.3890;0.0070;19:30;16.03.2019
760;0.3900;0.0090;20:00;16.03.2019
761;0.3890;0.0120;20:30;16.03.2019
762;0.3890;0.0070;21:00;16.03.2019
763;0.3890;0.0110;21:30;16.03.2019
764;0.3900;0.0130;22:00;16.03.2019
765;0.3890;0.0080;22:30;16.03.2019
766;0.3890;0.0100;23:00;16.03.2019
767;0.3890;0.0110;23:30;16.03.2019
768;0.3900;0.0180;00:00;17.03.2019
769;0.3890;0.0130;00:30;17.03.2019
770;0.3880;0.0120;01:00;17.03.2019
771;0.3890;0.0150;01:30;17.03.2019
772;0.3900;0.0240;02:00;17.03.2019
773;0.3890;0.0220;02:30;17.03.2019
774;0.3890;0.0210;03:00;17.03.2019
775;0.3910;0.0330;03:30;17.03.2019
776;0.3890;0.0240;04:00;17.03.2019
777;0.3890;0.0210;04:30;17.03.2019
778;0.3900;0.0280;05:00;17.03.2019
779;0.3890;0.0250;05:30;17.03.2019
780;0.3890;0.0120;06:00;17.03.2019
781;0.3890;0.0120;06:30;17.03.2019
782;0.3900;0.0140;07:00;17.03.2019
783;0.3890;0.0080;07:30;17.03.2019
784;0.3890;0.0110;08:00;17.03.2019
785;0.3910;0.0100;08:30;17.03.2019
786;0.4340;0.0460;09:00;17.03.2019
787;0.3900;0.0110;09:30;17.03.2019
788;0.3900;0.0070;10:00;17.03.2019
789;0.4000;0.0070;10:30;17.03.2019
790;0.4000;0.0040;11:00;17.03.2019
791;0.4000;0.0050;11:30;17.03.2019
792;0.4020;0.0040;12:00;17.03.2019
793;0.4000;0.0040;12:30;17.03.2019
794;0.4000;0.0040;13:00;17.03.2019
795;0.4020;0.0080;13:30;17.03.2019
796;0.4000;0.0030;14:00;17.03.2019
797;0.4010;0.0040;14:30;17.03.2019
798;0.4020;0.0040;15:00;17.03.2019
799;0.4020;0.0030;15:30;17.03.2019
800;0.4090;0.0020;16:00;17.03.2019
801;0.4100;0.0040;16:30;17.03.2019
802;0.4090;0.0030;17:00;17.03.2019
803;0.4080;0.0030;17:30;17.03.2019
804;0.4110;0.0030;18:00;17.03.2019
805;0.4090;0.0030;18:30;17.03.2019
806;0.4090;0.0040;19:00;17.03.2019
807;0.4110;0.0050;19:30;17.03.2019
808;0.4090;0.0050;20:00;17.03.2019
809;0.4100;0.0040;20:30;17.03.2019
810;0.4110;0.0080;21:00;17.03.2019
811;0.4100;0.0070;21:30;17.03.2019
812;0.4100;0.0060;22:00;17.03.2019
813;0.4110;0.0080;22:30;17.03.2019
814;0.4100;0.0050;23:00;17.03.2019
815;0.4100;0.0050;23:30;17.03.2019
816;0.4110;0.0100;00:00;18.03.2019
817;0.4100;0.0060;00:30;18.03.2019
818;0.4100;0.0080;01:00;18.03.2019
819;0.4110;0.0100;01:30;18.03.2019
820;0.4100;0.0080;02:00;18.03.2019
821;0.4100;0.0110;02:30;18.03.2019
822;0.4120;0.0170;03:00;18.03.2019
823;0.4100;0.0100;03:30;18.03.2019
824;0.4110;0.0150;04:00;18.03.2019
825;0.4110;0.0150;04:30;18.03.2019
826;0.4100;0.0100;05:00;18.03.2019
827;0.4110;0.0150;05:30;18.03.2019
828;0.4110;0.0060;06:00;18.03.2019
829;0.4100;0.0060;06:30;18.03.2019
830;0.4080;0.0050;07:00;18.03.2019
831;0.4030;0.0020;07:30;18.03.2019
832;0.4040;0.0030;08:00;18.03.2019
833;0.4050;0.0030;08:30;18.03.2019
834;0.4030;0.0020;09:00;18.03.2019
835;0.4050;0.0040;09:30;18.03.2019
836;0.4050;0.0060;10:00;18.03.2019
837;0.4030;0.0060;10:30;18.03.2019
838;0.9930;0.2650;11:00;18.03.2019
839;1.0220;0.2860;11:30;18.03.2019
840;0.9970;0.2840;12:00;18.03.2019
841;0.9940;0.2860;12:30;18.03.2019
842;0.9950;0.2830;13:00;18.03.2019
843;1.0160;0.2840;13:30;18.03.2019
844;1.0190;0.2840;14:00;18.03.2019
845;1.0230;0.2850;14:30;18.03.2019
846;1.0310;0.2820;15:00;18.03.2019
847;1.0420;0.2840;15:30;18.03.2019
848;1.0490;0.2850;16:00;18.03.2019
849;1.0490;0.2850;16:30;18.03.2019
850;1.0500;0.2840;17:00;18.03.2019
851;1.0490;0.2820;17:30;18.03.2019
852;1.0500;0.2810;18:00;18.03.2019
853;1.0490;0.2810;18:30;18.03.2019
854;1.0520;0.2830;19:00;18.03.2019
855;1.0270;0.2810;19:30;18.03.2019
856;1.0110;0.2790;20:00;18.03.2019
857;0.9920;0.2800;20:30;18.03.2019
858;0.9930;0.2790;21:00;18.03.2019
859;0.9850;0.2750;21:30;18.03.2019
860;0.6810;0.1350;22:00;18.03.2019
861;0.4100;0.0120;22:30;18.03.2019
862;0.5340;0.0700;23:00;18.03.2019
863;1.5060;0.3460;23:30;18.03.2019
864;1.0350;0.2800;00:00;19.03.2019
865;0.6930;0.1480;00:30;19.03.2019
866;0.4100;0.0210;01:00;19.03.2019
867;0.4150;0.0310;01:30;19.03.2019
868;1.4750;0.3500;02:00;19.03.2019
869;1.0740;0.2900;02:30;19.03.2019
870;0.7270;0.1780;03:00;19.03.2019
871;0.4100;0.0490;03:30;19.03.2019
872;0.4110;0.0480;04:00;19.03.2019
873;1.3620;0.3260;04:30;19.03.2019
874;1.1180;0.2890;05:00;19.03.2019
875;0.7330;0.1780;05:30;19.03.2019
876;0.4100;0.0340;06:00;19.03.2019
877;0.4090;0.0200;06:30;19.03.2019
878;1.3480;0.3190;07:00;19.03.2019
879;1.1280;0.2840;07:30;19.03.2019
880;0.8830;0.2230;08:00;19.03.2019
881;0.4090;0.0040;08:30;19.03.2019
882;0.4090;0.0030;09:00;19.03.2019
883;1.3870;0.3300;09:30;19.03.2019
884;1.1910;0.2950;10:00;19.03.2019
885;0.9750;0.2610;10:30;19.03.2019
886;0.9820;0.2700;11:00;19.03.2019
887;0.9740;0.2710;11:30;19.03.2019
888;0.4310;0.0280;12:00;19.03.2019
889;0.4090;0.0120;12:30;19.03.2019
890;1.1590;0.2650;13:00;19.03.2019
891;1.2860;0.3140;13:30;19.03.2019
892;1.0020;0.2780;14:00;19.03.2019
893;0.9960;0.2770;14:30;19.03.2019
894;0.9950;0.2780;15:00;19.03.2019
895;0.9950;0.2770;15:30;19.03.2019
896;0.9890;0.2770;16:00;19.03.2019
897;1.0030;0.2820;16:30;19.03.2019
898;1.0340;0.2860;17:00;19.03.2019
899;1.0290;0.2830;17:30;19.03.2019
900;1.0010;0.2760;18:00;19.03.2019
901;0.9800;0.2720;18:30;19.03.2019
902;0.9750;0.2680;19:00;19.03.2019
903;0.9740;0.2690;19:30;19.03.2019
904;0.9510;0.2660;20:00;19.03.2019
905;0.9430;0.2650;20:30;19.03.2019
906;0.3870;0.0160;21:00;19.03.2019
907;0.3810;0.0150;21:30;19.03.2019
908;1.1040;0.2510;22:00;19.03.2019
909;1.2500;0.3060;22:30;19.03.2019
910;0.6870;0.1480;23:00;19.03.2019
911;0.4250;0.0190;23:30;19.03.2019
912;0.4260;0.0160;00:00;20.03.2019
913;1.227;0.2880;00:30;20.03.2019
914;1.1620;0.2970;01:00;20.03.2019
915;0.5950;0.1000;01:30;20.03.2019
916;0.4260;0.0340;02:00;20.03.2019
917;0.4260;0.0470;02:30;20.03.2019
918;1.2840;0.3070;03:00;20.03.2019
919;1.1280;0.2950;03:30;20.03.2019
920;0.4940;0.0780;04:00;20.03.2019
921;0.4260;0.0490;04:30;20.03.2019
922;0.4260;0.0480;05:00;20.03.2019
923;1.397;0.3350;05:30;20.03.2019
924;1.0300;0.2730;06:00;20.03.2019
925;0.4260;0.0190;06:30;20.03.2019
926;0.4250;0.0090;07:00;20.03.2019
927;0.5860;0.0800;07:30;20.03.2019
928;1.4800;0.3470;08:00;20.03.2019
929;1.0200;0.2700;08:30;20.03.2019
930;0.5130;0.0440;09:00;20.03.2019
931;0.4200;0.0040;09:30;20.03.2019
932;1.1290;0.2560;10:00;20.03.2019
933;1.307;0.3160;10:30;20.03.2019
934;1.0160;0.2720;11:00;20.03.2019
935;1.0050;0.2710;11:30;20.03.2019
936;0.9950;0.2720;12:00;20.03.2019
937;0.9810;0.2700;12:30;20.03.2019
938;0.9790;0.2690;13:00;20.03.2019
939;0.9810;0.2710;13:30;20.03.2019
940;1.0000;0.2730;14:00;20.03.2019
941;1.0080;0.2750;14:30;20.03.2019
942;1.0150;0.2770;15:00;20.03.2019
943;1.0210;0.2780;15:30;20.03.2019
944;1.0280;0.2790;16:00;20.03.2019
945;1.0250;0.2790;16:30;20.03.2019
946;1.0290;0.2780;17:00;20.03.2019
947;1.0190;0.2760;17:30;20.03.2019
948;1.0020;0.2730;18:00;20.03.2019
949;0.9940;0.2700;18:30;20.03.2019
950;0.9900;0.2690;19:00;20.03.2019
951;0.9830;0.2670;19:30;20.03.2019
952;0.9800;0.2680;20:00;20.03.2019
953;0.9680;0.2710;20:30;20.03.2019
954;0.9550;0.2690;21:00;20.03.2019
955;0.9560;0.2730;21:30;20.03.2019
956;0.5410;0.0850;22:00;20.03.2019
957;0.3940;0.0220;22:30;20.03.2019
958;0.5370;0.0890;23:00;20.03.2019
959;1.446;0.3420;23:30;20.03.2019
960;0.9850;0.2690;00:00;21.03.2019
961;0.4040;0.0350;00:30;21.03.2019
962;0.3930;0.0280;01:00;21.03.2019
963;0.5130;0.0810;01:30;21.03.2019
964;1.4390;0.3410;02:00;21.03.2019
965;0.9540;0.2630;02:30;21.03.2019
966;0.3930;0.0430;03:00;21.03.2019
967;0.3930;0.0410;03:30;21.03.2019
968;0.5060;0.0900;04:00;21.03.2019
969;18264;0.3360;04:30;21.03.2019
970;0.8570;0.2260;05:00;21.03.2019
971;0.3930;0.0470;05:30;21.03.2019
972;0.3920;0.0360;06:00;21.03.2019
973;0.7060;0.1380;06:30;21.03.2019
974;1.3570;0.3190;07:00;21.03.2019
975;0.7770;0.1770;07:30;21.03.2019
976;0.3920;0.0080;08:00;21.03.2019
977;0.3920;0.0050;08:30;21.03.2019
978;1.2330;0.2860;09:00;21.03.2019
979;1.1620;0.2870;09:30;21.03.2019
980;1.0010;0.2640;10:00;21.03.2019
981;0.9770;0.2610;10:30;21.03.2019
982;0.9660;0.2600;11:00;21.03.2019
983;0.9510;0.2590;11:30;21.03.2019
984;0.9490;0.2610;12:00;21.03.2019
985;0.9510;0.2620;12:30;21.03.2019
986;0.9650;0.2640;13:00;21.03.2019
987;0.9650;0.2630;13:30;21.03.2019
988;0.9680;0.2640;14:00;21.03.2019
989;0.9710;0.2640;14:30;21.03.2019
990;0.9770;0.2650;15:00;21.03.2019
991;0.9880;0.2680;15:30;21.03.2019
992;1.0010;0.2690;16:00;21.03.2019
993;0.9990;0.2700;16:30;21.03.2019
994;0.9990;0.2690;17:00;21.03.2019
995;0.9990;0.2690;17:30;21.03.2019
996;0.9880;0.2670;18:00;21.03.2019
997;0.9820;0.2640;18:30;21.03.2019
998;0.9790;0.2610;19:00;21.03.2019
999;0.9710;0.2590;19:30;21.03.2019
1000;0.9650;0.2600;20:00;21.03.2019
1001;0.7860;0.1860;20:30;21.03.2019
1002;0.3920;0.0070;21:00;21.03.2019
1003;0.3920;0.0120;21:30;21.03.2019
1004;1.4130;0.3390;22:00;21.03.2019
1005;1.0820;0.2830;22:30;21.03.2019
1006;0.7050;0.1680;23:00;21.03.2019
1007;0.3920;0.0250;23:30;21.03.2019
1008;0.3910;0.0210;00:00;22.03.2019
1009;1.265;0.2970;00:30;22.03.2019
1010;1.1110;0.2810;01:00;22.03.2019
1011;0.6270;0.1230;01:30;22.03.2019
1012;0.3910;0.0300;02:00;22.03.2019
1013;0.3910;0.0440;02:30;22.03.2019
1014;1.304;0.3100;03:00;22.03.2019
1015;1.0800;0.2830;03:30;22.03.2019
1016;0.5710;0.1200;04:00;22.03.2019
1017;0.3910;0.0460;04:30;22.03.2019
1018;0.3900;0.0480;05:00;22.03.2019
1019;1.292;0.3060;05:30;22.03.2019
1020;1.0820;0.2790;06:00;22.03.2019
1021;0.4890;0.0610;06:30;22.03.2019
1022;0.3890;0.0110;07:00;22.03.2019
1023;0.3900;0.0090;07:30;22.03.2019
1024;0.3880;0.0070;08:00;22.03.2019
1025;1.197;0.3090;08:30;22.03.2019
1026;1.0300;0.2690;09:00;22.03.2019
1027;0.9730;0.2600;09:30;22.03.2019
1028;0.9550;0.2590;10:00;22.03.2019
1029;0.9490;0.2570;10:30;22.03.2019
1030;0.9470;0.2630;11:00;22.03.2019
1031;0.6230;0.1180;11:30;22.03.2019
1032;0.3870;0.0130;12:00;22.03.2019
1033;0.4810;0.0580;12:30;22.03.2019
1034;1.1700;0.2770;13:00;22.03.2019
1035;0.9760;0.2410;13:30;22.03.2019
1036;0.9620;0.2400;14:00;22.03.2019
1037;0.9560;0.2380;14:30;22.03.2019
1038;0.9490;0.2400;15:00;22.03.2019
1039;0.9480;0.2390;15:30;22.03.2019
1040;0.9560;0.2410;16:00;22.03.2019
1041;0.9660;0.2410;16:30;22.03.2019
1042;0.9760;0.2410;17:00;22.03.2019
1043;0.9830;0.2400;17:30;22.03.2019
1044;0.9850;0.2410;18:00;22.03.2019
1045;0.9710;0.2400;18:30;22.03.2019
1046;0.9590;0.2370;19:00;22.03.2019
1047;0.7600;0.1580;19:30;22.03.2019
1048;0.3880;0.0110;20:00;22.03.2019
1049;0.3950;0.0220;20:30;22.03.2019
1050;1.4500;0.3380;21:00;22.03.2019
1051;1.0510;0.2510;21:30;22.03.2019
1052;0.8940;0.2120;22:00;22.03.2019
1053;0.3890;0.0190;22:30;22.03.2019
1054;0.3890;0.0230;23:00;22.03.2019
1055;1.0700;0.2430;23:30;22.03.2019
1056;1.1820;0.2670;00:00;23.03.2019
1057;0.7650;0.1600;00:30;23.03.2019
1058;0.3880;0.0210;01:00;23.03.2019
1059;0.3890;0.0300;01:30;23.03.2019
1060;1.0890;0.2520;02:00;23.03.2019
1061;1.1640;0.2670;02:30;23.03.2019
1062;0.6830;0.1440;03:00;23.03.2019
1063;0.3900;0.0410;03:30;23.03.2019
1064;0.3900;0.0410;04:00;23.03.2019
1065;0.3950;0.0470;04:30;23.03.2019
1066;0.6230;0.1190;05:00;23.03.2019
1067;1.2270;0.2930;05:30;23.03.2019
1068;0.6860;0.1400;06:00;23.03.2019
1069;0.3910;0.0260;06:30;23.03.2019
1070;0.3910;0.0270;07:00;23.03.2019
1071;1.1750;0.2720;07:30;23.03.2019
1072;1.1190;0.2560;08:00;23.03.2019
1073;0.5990;0.0950;08:30;23.03.2019
1074;0.3920;0.0120;09:00;23.03.2019
1075;0.3920;0.0080;09:30;23.03.2019
1076;1.3550;0.3180;10:00;23.03.2019
1077;1.0680;0.2510;10:30;23.03.2019
1078;0.6840;0.1240;11:00;23.03.2019
1079;0.3930;0.0110;11:30;23.03.2019
1080;0.3920;0.0120;12:00;23.03.2019
1081;1.4440;0.3470;12:30;23.03.2019
1082;1.0590;0.2490;13:00;23.03.2019
1083;0.8520;0.1920;13:30;23.03.2019
1084;0.3920;0.0140;14:00;23.03.2019
1085;0.3920;0.0120;14:30;23.03.2019
1086;1.2100;0.2790;15:00;23.03.2019
1087;1.1530;0.2620;15:30;23.03.2019
1088;0.9560;0.2330;16:00;23.03.2019
1089;0.4750;0.0450;16:30;23.03.2019
1090;0.3920;0.0110;17:00;23.03.2019
1091;0.6400;0.1110;17:30;23.03.2019
1092;1.4190;0.3200;18:00;23.03.2019
1093;0.9260;0.2180;18:30;23.03.2019
1094;0.3930;0.0120;19:00;23.03.2019
1095;0.3920;0.0110;19:30;23.03.2019
1096;0.8160;0.1650;20:00;23.03.2019
1097;1.3280;0.3020;20:30;23.03.2019
1098;0.7900;0.1700;21:00;23.03.2019
1099;0.3930;0.0220;21:30;23.03.2019
1100;0.3920;0.0240;22:00;23.03.2019
1101;0.8520;0.1810;22:30;23.03.2019
1102;1.269;0.2860;23:00;23.03.2019
1103;0.6070;0.1050;23:30;23.03.2019
1104;0.3920;0.0200;00:00;24.03.2019
1105;0.3910;0.0150;00:30;24.03.2019
1106;0.8210;0.1680;01:00;24.03.2019
1107;1.276;0.2890;01:30;24.03.2019
1108;0.6100;0.1130;02:00;24.03.2019
1109;0.3910;0.0440;02:30;24.03.2019
1110;0.3910;0.0430;03:00;24.03.2019
1111;0.7620;0.1650;03:30;24.03.2019
1112;1.301;0.3000;04:00;24.03.2019
1113;0.6040;0.1220;04:30;24.03.2019
1114;0.3900;0.0450;05:00;24.03.2019
1115;0.3900;0.0440;05:30;24.03.2019
1116;0.3890;0.0270;06:00;24.03.2019
1117;0.3890;0.0240;06:30;24.03.2019
1118;1.194;0.3180;07:00;24.03.2019
1119;0.6950;0.1510;07:30;24.03.2019
1120;0.3890;0.0200;08:00;24.03.2019
1121;0.3890;0.0170;08:30;24.03.2019
1122;0.6230;0.1090;09:00;24.03.2019
1123;1.372;0.3210;09:30;24.03.2019
1124;0.7230;0.1610;10:00;24.03.2019
1125;0.3880;0.0200;10:30;24.03.2019
1126;0.3890;0.0160;11:00;24.03.2019
1127;0.3870;0.0140;11:30;24.03.2019
1128;0.5160;0.0760;12:00;24.03.2019
1129;1.1750;0.3080;12:30;24.03.2019
1130;0.5650;0.0960;13:00;24.03.2019
1131;0.3870;0.0130;13:30;24.03.2019
1132;0.3880;0.0160;14:00;24.03.2019
1133;0.3870;0.0130;14:30;24.03.2019
1134;0.5020;0.0660;15:00;24.03.2019
1135;1.212;0.3190;15:30;24.03.2019
1136;0.6400;0.1280;16:00;24.03.2019
1137;0.3870;0.0170;16:30;24.03.2019
1138;0.3870;0.0150;17:00;24.03.2019
1139;0.7810;0.1520;17:30;24.03.2019
1140;1.298;0.3100;18:00;24.03.2019
1141;0.6150;0.1150;18:30;24.03.2019
1142;0.3870;0.0120;19:00;24.03.2019
1143;0.3860;0.0150;19:30;24.03.2019
1144;0.4470;0.0470;20:00;24.03.2019
1145;1.1080;0.2600;20:30;24.03.2019
1146;0.4810;0.0500;21:00;24.03.2019
1147;0.3860;0.0190;21:30;24.03.2019
1148;0.3870;0.0210;22:00;24.03.2019
1149;0.4410;0.0520;22:30;24.03.2019
1150;0.4260;0.0500;23:00;24.03.2019
1151;1.214;0.3210;23:30;24.03.2019
1152;0.6030;0.1140;00:00;25.03.2019
1153;0.3870;0.0230;00:30;25.03.2019
1154;0.3870;0.0220;01:00;25.03.2019
1155;0.3860;0.0220;01:30;25.03.2019
1156;0.3860;0.0320;02:00;25.03.2019
1157;1.2040;0.3280;02:30;25.03.2019
1158;0.6290;0.1430;03:00;25.03.2019
1159;0.3870;0.0500;03:30;25.03.2019
1160;0.3880;0.0500;04:00;25.03.2019
1161;0.3870;0.0410;04:30;25.03.2019
1162;0.3860;0.0370;05:00;25.03.2019
1163;0.3870;0.0470;05:30;25.03.2019
1164;0.3870;0.0290;06:00;25.03.2019
1165;0.3860;0.0200;06:30;25.03.2019
1166;0.3850;0.0140;07:00;25.03.2019
1167;0.3860;0.0100;07:30;25.03.2019
1168;0.3870;0.0060;08:00;25.03.2019
1169;0.3860;0.0050;08:30;25.03.2019
1170;0.3850;0.0060;09:00;25.03.2019
1171;0.3860;0.0050;09:30;25.03.2019
1172;0.3860;0.0070;10:00;25.03.2019
1173;0.3860;0.0110;10:30;25.03.2019
1174;0.3840;0.0080;11:00;25.03.2019
1175;0.3860;0.0090;11:30;25.03.2019
1176;0.3850;0.0100;12:00;25.03.2019
1177;0.3840;0.0090;12:30;25.03.2019
1178;0.3840;0.0050;13:00;25.03.2019
1179;0.3860;0.0110;13:30;25.03.2019
1180;0.3830;0.0090;14:00;25.03.2019
1181;0.3840;0.0070;14:30;25.03.2019
1182;0.3840;0.0100;15:00;25.03.2019
1183;0.3840;0.0070;15:30;25.03.2019
1184;0.3720;0.0020;16:00;25.03.2019
1185;0.3760;0.0030;16:30;25.03.2019
1186;0.3850;0.0060;17:00;25.03.2019
1187;0.3830;0.0030;17:30;25.03.2019
1188;0.3840;0.0040;18:00;25.03.2019
1189;0.3850;0.0070;18:30;25.03.2019
1190;0.3830;0.0030;19:00;25.03.2019
1191;0.3840;0.0030;19:30;25.03.2019
1192;0.3850;0.0070;20:00;25.03.2019
1193;0.3840;0.0050;20:30;25.03.2019
1194;0.3840;0.0050;21:00;25.03.2019
1195;0.3860;0.0100;21:30;25.03.2019
1196;0.3840;0.0090;22:00;25.03.2019
1197;0.3850;0.0110;22:30;25.03.2019
1198;0.3860;0.0220;23:00;25.03.2019
1199;0.3840;0.0100;23:30;25.03.2019
1200;0.3840;0.0120;00:00;26.03.2019
1201;0.3860;0.0180;00:30;26.03.2019
1202;0.3830;0.0130;01:00;26.03.2019
1203;0.3850;0.0150;01:30;26.03.2019
1204;0.3850;0.0290;02:00;26.03.2019
1205;0.3840;0.0190;02:30;26.03.2019
