№;P+, кВт;R+, кВар;Время;Дата
1201;0.9170;0.0200;00:30;26.09.2019
1202;0.9070;0.0160;01:00;26.09.2019
1203;0.9370;0.0170;01:30;26.09.2019
1204;0.9410;0.0160;02:00;26.09.2019
1205;0.9390;0.0180;02:30;26.09.2019
1206;0.9380;0.0190;03:00;26.09.2019
1207;0.9160;0.0190;03:30;26.09.2019
1208;0.9460;0.0210;04:00;26.09.2019
1209;0.9330;0.0190;04:30;26.09.2019
1210;0.9260;0.0180;05:00;26.09.2019
1211;0.9570;0.0180;05:30;26.09.2019
1212;0.9360;0.0190;06:00;26.09.2019
1213;0.9070;0.0230;06:30;26.09.2019
1214;0.9080;0.0260;07:00;26.09.2019
1215;0.9540;0.0260;07:30;26.09.2019
1216;0.9940;0.0270;08:00;26.09.2019
1217;1.0760;0.0260;08:30;26.09.2019
1218;1.1560;0.0610;09:00;26.09.2019
1219;1.272;0.0810;09:30;26.09.2019
1220;1.221;0.0690;10:00;26.09.2019
1221;1.251;0.0760;10:30;26.09.2019
1222;1.279;0.1000;11:00;26.09.2019
1223;1.271;0.0940;11:30;26.09.2019
1224;1.248;0.0920;12:00;26.09.2019
1225;1.1610;0.0870;12:30;26.09.2019
1226;1.1870;0.0790;13:00;26.09.2019
1227;1.1690;0.0670;13:30;26.09.2019
1228;1.241;0.0910;14:00;26.09.2019
1229;1.281;0.1020;14:30;26.09.2019
1230;1.269;0.1070;15:00;26.09.2019
1231;1.256;0.0980;15:30;26.09.2019
1232;1.242;0.1000;16:00;26.09.2019
1233;1.1860;0.0930;16:30;26.09.2019
1234;1.1710;0.0940;17:00;26.09.2019
1235;1.1880;0.0850;17:30;26.09.2019
1236;1.1880;0.0900;18:00;26.09.2019
1237;1.1340;0.0820;18:30;26.09.2019
1238;1.0520;0.0690;19:00;26.09.2019
1239;1.0080;0.0510;19:30;26.09.2019
1240;0.9950;0.0560;20:00;26.09.2019
1241;0.9740;0.0520;20:30;26.09.2019
1242;0.9730;0.0500;21:00;26.09.2019
1243;0.9040;0.0470;21:30;26.09.2019
1244;0.9340;0.0400;22:00;26.09.2019
1245;0.9760;0.0430;22:30;26.09.2019
1246;0.9780;0.0440;23:00;26.09.2019
1247;0.9640;0.0450;23:30;26.09.2019
1248;0.9250;0.0460;00:00;27.09.2019
1249;0.9330;0.0460;00:30;27.09.2019
1250;0.9190;0.0470;01:00;27.09.2019
1251;0.9790;0.0420;01:30;27.09.2019
1252;0.9810;0.0430;02:00;27.09.2019
1253;0.9630;0.0410;02:30;27.09.2019
1254;0.9560;0.0430;03:00;27.09.2019
1255;0.9520;0.0400;03:30;27.09.2019
1256;0.9550;0.0420;04:00;27.09.2019
1257;0.9470;0.0420;04:30;27.09.2019
1258;0.9480;0.0330;05:00;27.09.2019
1259;0.9820;0.0360;05:30;27.09.2019
1260;0.9780;0.0310;06:00;27.09.2019
1261;0.9510;0.0350;06:30;27.09.2019
1262;0.9640;0.0450;07:00;27.09.2019
1263;0.9890;0.0340;07:30;27.09.2019
1264;1.0320;0.0360;08:00;27.09.2019
1265;1.1180;0.0480;08:30;27.09.2019
1266;1.1760;0.0690;09:00;27.09.2019
1267;1.261;0.0800;09:30;27.09.2019
1268;1.254;0.0810;10:00;27.09.2019
1269;1.314;0.0950;10:30;27.09.2019
1270;1.324;0.0980;11:00;27.09.2019
1271;1.337;0.1010;11:30;27.09.2019
1272;1.298;0.0920;12:00;27.09.2019
1273;1.263;0.0880;12:30;27.09.2019
1274;1.224;0.0770;13:00;27.09.2019
1275;1.275;0.0770;13:30;27.09.2019
1276;1.304;0.0870;14:00;27.09.2019
1277;1.317;0.0980;14:30;27.09.2019
1278;1.222;0.1120;15:00;27.09.2019
1279;1.367;0.1080;15:30;27.09.2019
1280;1.366;0.1140;16:00;27.09.2019
1281;1.315;0.1160;16:30;27.09.2019
1282;1.333;0.1050;17:00;27.09.2019
1283;1.269;0.1010;17:30;27.09.2019
1284;1.204;0.0950;18:00;27.09.2019
1285;1.094;0.0840;18:30;27.09.2019
1286;1.0940;0.0670;19:00;27.09.2019
1287;1.0780;0.0560;19:30;27.09.2019
1288;1.0320;0.0610;20:00;27.09.2019
1289;1.0170;0.0600;20:30;27.09.2019
1290;1.0140;0.0610;21:00;27.09.2019
1291;1.0030;0.0540;21:30;27.09.2019
1292;0.9740;0.0350;22:00;27.09.2019
1293;0.9530;0.0390;22:30;27.09.2019
1294;0.9110;0.0510;23:00;27.09.2019
1295;0.9140;0.0480;23:30;27.09.2019
1296;0.8970;0.0450;00:00;28.09.2019
1297;0.8670;0.0420;00:30;28.09.2019
1298;0.8780;0.0400;01:00;28.09.2019
1299;0.8940;0.0410;01:30;28.09.2019
1300;0.9400;0.0400;02:00;28.09.2019
1301;0.9020;0.0420;02:30;28.09.2019
1302;0.9060;0.0390;03:00;28.09.2019
1303;0.9120;0.0420;03:30;28.09.2019
1304;0.9040;0.0390;04:00;28.09.2019
1305;0.9080;0.0380;04:30;28.09.2019
1306;0.9080;0.0360;05:00;28.09.2019
1307;0.9360;0.0380;05:30;28.09.2019
1308;0.9020;0.0400;06:00;28.09.2019
1309;0.8960;0.0410;06:30;28.09.2019
1310;0.8470;0.0480;07:00;28.09.2019
1311;0.8560;0.0450;07:30;28.09.2019
1312;0.9120;0.0410;08:00;28.09.2019
1313;1.0150;0.0370;08:30;28.09.2019
1314;1.0540;0.0610;09:00;28.09.2019
1315;1.0610;0.0650;09:30;28.09.2019
1316;1.1190;0.0680;10:00;28.09.2019
1317;1.1330;0.0790;10:30;28.09.2019
1318;1.1440;0.0740;11:00;28.09.2019
1319;1.1340;0.0690;11:30;28.09.2019
1320;1.0950;0.0510;12:00;28.09.2019
1321;1.0640;0.0470;12:30;28.09.2019
1322;1.0630;0.0390;13:00;28.09.2019
1323;1.0910;0.0390;13:30;28.09.2019
1324;1.1110;0.0620;14:00;28.09.2019
1325;1.1500;0.0680;14:30;28.09.2019
1326;1.1360;0.0690;15:00;28.09.2019
1327;1.1210;0.0690;15:30;28.09.2019
1328;1.1050;0.0680;16:00;28.09.2019
1329;1.0960;0.0620;16:30;28.09.2019
1330;1.0820;0.0590;17:00;28.09.2019
1331;1.0990;0.0650;17:30;28.09.2019
1332;1.0640;0.0610;18:00;28.09.2019
1333;1.0310;0.0490;18:30;28.09.2019
1334;0.9550;0.0380;19:00;28.09.2019
1335;0.9040;0.0220;19:30;28.09.2019
1336;0.8780;0.0180;20:00;28.09.2019
1337;0.8830;0.0160;20:30;28.09.2019
1338;0.8860;0.0250;21:00;28.09.2019
1339;0.9140;0.0200;21:30;28.09.2019
1340;0.8910;0.0200;22:00;28.09.2019
1341;0.8950;0.0220;22:30;28.09.2019
1342;0.8660;0.0360;23:00;28.09.2019
1343;0.8880;0.0320;23:30;28.09.2019
1344;0.8680;0.0270;00:00;29.09.2019
1345;0.8430;0.0350;00:30;29.09.2019
1346;0.8700;0.0360;01:00;29.09.2019
1347;0.9290;0.0260;01:30;29.09.2019
1348;0.9530;0.0270;02:00;29.09.2019
1349;0.8870;0.0420;02:30;29.09.2019
1350;0.9000;0.0370;03:00;29.09.2019
1351;0.9180;0.0270;03:30;29.09.2019
1352;0.9220;0.0310;04:00;29.09.2019
1353;0.9090;0.0320;04:30;29.09.2019
1354;0.8600;0.0250;05:00;29.09.2019
1355;0.8910;0.0230;05:30;29.09.2019
1356;0.8610;0.0280;06:00;29.09.2019
1357;0.8550;0.0310;06:30;29.09.2019
1358;0.8710;0.0360;07:00;29.09.2019
1359;0.8840;0.0260;07:30;29.09.2019
1360;0.8950;0.0270;08:00;29.09.2019
1361;0.8880;0.0300;08:30;29.09.2019
1362;0.9540;0.0230;09:00;29.09.2019
1363;1.0180;0.0440;09:30;29.09.2019
1364;0.9740;0.0470;10:00;29.09.2019
1365;1.0410;0.0600;10:30;29.09.2019
1366;1.0160;0.0530;11:00;29.09.2019
1367;1.0240;0.0590;11:30;29.09.2019
1368;0.9890;0.0390;12:00;29.09.2019
1369;0.9570;0.0290;12:30;29.09.2019
1370;0.9610;0.0260;13:00;29.09.2019
1371;1.0070;0.0450;13:30;29.09.2019
1372;1.0470;0.0570;14:00;29.09.2019
1373;1.0680;0.0570;14:30;29.09.2019
1374;1.0540;0.0540;15:00;29.09.2019
1375;1.0460;0.0590;15:30;29.09.2019
1376;1.0200;0.0570;16:00;29.09.2019
1377;1.0220;0.0590;16:30;29.09.2019
1378;1.0070;0.0550;17:00;29.09.2019
1379;0.9910;0.0540;17:30;29.09.2019
1380;0.9630;0.0410;18:00;29.09.2019
1381;0.9220;0.0350;18:30;29.09.2019
1382;0.9000;0.0170;19:00;29.09.2019
1383;0.8960;0.0160;19:30;29.09.2019
1384;0.9010;0.0260;20:00;29.09.2019
1385;0.9000;0.0330;20:30;29.09.2019
1386;0.9140;0.0300;21:00;29.09.2019
1387;0.9520;0.0240;21:30;29.09.2019
1388;0.9460;0.0340;22:00;29.09.2019
1389;0.9300;0.0410;22:30;29.09.2019
1390;0.9090;0.0440;23:00;29.09.2019
1391;0.8950;0.0420;23:30;29.09.2019
1392;0.8780;0.0320;00:00;30.09.2019
1393;0.8660;0.0410;00:30;30.09.2019
1394;0.8710;0.0400;01:00;30.09.2019
1395;0.9100;0.0340;01:30;30.09.2019
1396;0.9190;0.0410;02:00;30.09.2019
1397;0.8890;0.0470;02:30;30.09.2019
1398;0.8880;0.0410;03:00;30.09.2019
1399;0.8790;0.0410;03:30;30.09.2019
1400;0.8860;0.0450;04:00;30.09.2019
1401;0.8870;0.0470;04:30;30.09.2019
1402;0.8900;0.0400;05:00;30.09.2019
1403;0.8750;0.0390;05:30;30.09.2019
1404;0.8700;0.0400;06:00;30.09.2019
1405;0.8650;0.0360;06:30;30.09.2019
1406;0.8680;0.0350;07:00;30.09.2019
1407;0.9280;0.0330;07:30;30.09.2019
1408;1.0010;0.0400;08:00;30.09.2019
1409;1.0810;0.0230;08:30;30.09.2019
1410;1.1750;0.0470;09:00;30.09.2019
1411;1.234;0.0750;09:30;30.09.2019
1412;1.261;0.0740;10:00;30.09.2019
1413;1.276;0.0900;10:30;30.09.2019
1414;1.299;0.0890;11:00;30.09.2019
1415;1.222;0.0700;11:30;30.09.2019
1416;1.212;0.0890;12:00;30.09.2019
1417;1.1800;0.0690;12:30;30.09.2019
1418;1.1860;0.0580;13:00;30.09.2019
1419;1.207;0.0710;13:30;30.09.2019
1420;1.1790;0.0750;14:00;30.09.2019
1421;1.219;0.0920;14:30;30.09.2019
1422;1.242;0.0980;15:00;30.09.2019
1423;1.286;0.1000;15:30;30.09.2019
1424;1.255;0.0950;16:00;30.09.2019
1425;1.251;0.0880;16:30;30.09.2019
1426;1.242;0.0950;17:00;30.09.2019
1427;1.233;0.0940;17:30;30.09.2019
1428;1.196;0.0800;18:00;30.09.2019
1429;1.1050;0.0540;18:30;30.09.2019
1430;1.0210;0.0220;19:00;30.09.2019
1431;1.0460;0.0270;19:30;30.09.2019
1432;1.0190;0.0300;20:00;30.09.2019
1433;1.0210;0.0280;20:30;30.09.2019
1434;0.9860;0.0340;21:00;30.09.2019
1435;0.9620;0.0360;21:30;30.09.2019
1436;0.9490;0.0120;22:00;30.09.2019
1437;0.9060;0.0280;22:30;30.09.2019
1438;0.8730;0.0400;23:00;30.09.2019
1439;0.8660;0.0440;23:30;30.09.2019
1440;0.8520;0.0380;00:00;01.10.2019
