№;P+, кВт;R+, кВар;Время;Дата
601;0.7230;0.0800;12:30;13.09.2019
602;0.7370;0.0710;13:00;13.09.2019
603;0.7330;0.0780;13:30;13.09.2019
604;0.7490;0.0780;14:00;13.09.2019
605;0.7310;0.0850;14:30;13.09.2019
606;0.7660;0.0960;15:00;13.09.2019
607;0.7640;0.0980;15:30;13.09.2019
608;0.7680;0.0930;16:00;13.09.2019
609;0.7550;0.0900;16:30;13.09.2019
610;0.7380;0.0860;17:00;13.09.2019
611;0.7000;0.0770;17:30;13.09.2019
612;0.6960;0.0770;18:00;13.09.2019
613;0.6360;0.0520;18:30;13.09.2019
614;0.6200;0.0430;19:00;13.09.2019
615;0.6140;0.0420;19:30;13.09.2019
616;0.5730;0.0590;20:00;13.09.2019
617;0.6080;0.0680;20:30;13.09.2019
618;0.5810;0.0610;21:00;13.09.2019
619;0.6270;0.0690;21:30;13.09.2019
620;0.5990;0.0540;22:00;13.09.2019
621;0.6220;0.0670;22:30;13.09.2019
622;0.5890;0.0610;23:00;13.09.2019
623;0.6090;0.0660;23:30;13.09.2019
624;0.5850;0.0650;00:00;14.09.2019
625;0.5360;0.0530;00:30;14.09.2019
626;0.5370;0.0490;01:00;14.09.2019
627;0.5590;0.0570;01:30;14.09.2019
628;0.5780;0.0560;02:00;14.09.2019
629;0.5790;0.0530;02:30;14.09.2019
630;0.5670;0.0540;03:00;14.09.2019
631;0.5710;0.0570;03:30;14.09.2019
632;0.5670;0.0560;04:00;14.09.2019
633;0.5500;0.0520;04:30;14.09.2019
634;0.5480;0.0510;05:00;14.09.2019
635;0.5760;0.0540;05:30;14.09.2019
636;0.5480;0.0540;06:00;14.09.2019
637;0.5190;0.0490;06:30;14.09.2019
638;0.4870;0.0490;07:00;14.09.2019
639;0.5050;0.0480;07:30;14.09.2019
640;0.5460;0.0510;08:00;14.09.2019
641;0.6200;0.0550;08:30;14.09.2019
642;0.6250;0.0610;09:00;14.09.2019
643;0.6470;0.0650;09:30;14.09.2019
644;0.6740;0.0710;10:00;14.09.2019
645;0.6960;0.0740;10:30;14.09.2019
646;0.7030;0.0740;11:00;14.09.2019
647;0.7170;0.0780;11:30;14.09.2019
648;0.7050;0.0780;12:00;14.09.2019
649;0.6920;0.0650;12:30;14.09.2019
650;0.6640;0.0570;13:00;14.09.2019
651;0.7040;0.0640;13:30;14.09.2019
652;0.7250;0.0750;14:00;14.09.2019
653;0.7370;0.0810;14:30;14.09.2019
654;0.7280;0.0810;15:00;14.09.2019
655;0.7250;0.0810;15:30;14.09.2019
656;0.7090;0.0790;16:00;14.09.2019
657;0.7330;0.0860;16:30;14.09.2019
658;0.7250;0.0840;17:00;14.09.2019
659;0.6680;0.0710;17:30;14.09.2019
660;0.6340;0.0670;18:00;14.09.2019
661;0.6180;0.0630;18:30;14.09.2019
662;0.5720;0.0510;19:00;14.09.2019
663;0.5630;0.0470;19:30;14.09.2019
664;0.5480;0.0480;20:00;14.09.2019
665;0.5400;0.0500;20:30;14.09.2019
666;0.5370;0.0500;21:00;14.09.2019
667;0.5570;0.0530;21:30;14.09.2019
668;0.5810;0.0580;22:00;14.09.2019
669;0.6040;0.0570;22:30;14.09.2019
670;0.5830;0.0610;23:00;14.09.2019
671;0.5720;0.0540;23:30;14.09.2019
672;0.5550;0.0490;00:00;15.09.2019
673;0.5560;0.0530;00:30;15.09.2019
674;0.5550;0.0520;01:00;15.09.2019
675;0.5980;0.0620;01:30;15.09.2019
676;0.5930;0.0510;02:00;15.09.2019
677;0.5880;0.0550;02:30;15.09.2019
678;0.5970;0.0570;03:00;15.09.2019
679;0.6160;0.0610;03:30;15.09.2019
680;0.5990;0.0560;04:00;15.09.2019
681;0.6130;0.0590;04:30;15.09.2019
682;0.6320;0.0640;05:00;15.09.2019
683;0.5750;0.0560;05:30;15.09.2019
684;0.5710;0.0560;06:00;15.09.2019
685;0.6140;0.0560;06:30;15.09.2019
686;0.5840;0.0530;07:00;15.09.2019
687;0.5450;0.0510;07:30;15.09.2019
688;0.5210;0.0490;08:00;15.09.2019
689;0.5420;0.0500;08:30;15.09.2019
690;0.5640;0.0520;09:00;15.09.2019
691;0.6220;0.0600;09:30;15.09.2019
692;0.6700;0.0620;10:00;15.09.2019
693;0.6400;0.0560;10:30;15.09.2019
694;0.6350;0.0620;11:00;15.09.2019
695;0.6400;0.0600;11:30;15.09.2019
696;0.6560;0.0570;12:00;15.09.2019
697;0.5990;0.0500;12:30;15.09.2019
698;0.5880;0.0480;13:00;15.09.2019
699;0.6330;0.0500;13:30;15.09.2019
700;0.6310;0.0520;14:00;15.09.2019
701;0.6380;0.0600;14:30;15.09.2019
702;0.6440;0.0600;15:00;15.09.2019
703;0.6430;0.0590;15:30;15.09.2019
704;0.6090;0.0570;16:00;15.09.2019
705;0.5810;0.0570;16:30;15.09.2019
706;0.5970;0.0540;17:00;15.09.2019
707;0.5640;0.0520;17:30;15.09.2019
708;0.5400;0.0450;18:00;15.09.2019
709;0.5110;0.0450;18:30;15.09.2019
710;0.5140;0.0350;19:00;15.09.2019
711;0.5140;0.0270;19:30;15.09.2019
712;0.4990;0.0340;20:00;15.09.2019
713;0.5160;0.0400;20:30;15.09.2019
714;0.5310;0.0280;21:00;15.09.2019
715;0.5550;0.0310;21:30;15.09.2019
716;0.5850;0.0290;22:00;15.09.2019
717;0.5550;0.0420;22:30;15.09.2019
718;0.5630;0.0450;23:00;15.09.2019
719;0.5350;0.0470;23:30;15.09.2019
720;0.5350;0.0500;00:00;16.09.2019
721;0.5200;0.0480;00:30;16.09.2019
722;0.5300;0.0500;01:00;16.09.2019
723;0.5520;0.0500;01:30;16.09.2019
724;0.5610;0.0490;02:00;16.09.2019
725;0.5330;0.0510;02:30;16.09.2019
726;0.5420;0.0510;03:00;16.09.2019
727;0.5450;0.0510;03:30;16.09.2019
728;0.5450;0.0520;04:00;16.09.2019
729;0.5400;0.0510;04:30;16.09.2019
730;0.5670;0.0520;05:00;16.09.2019
731;0.5580;0.0520;05:30;16.09.2019
732;0.5400;0.0520;06:00;16.09.2019
733;0.5280;0.0530;06:30;16.09.2019
734;0.5080;0.0500;07:00;16.09.2019
735;0.5380;0.0480;07:30;16.09.2019
736;0.5880;0.0340;08:00;16.09.2019
737;0.6520;0.0400;08:30;16.09.2019
738;0.7020;0.0440;09:00;16.09.2019
739;0.7240;0.0510;09:30;16.09.2019
740;0.8070;0.0700;10:00;16.09.2019
741;0.8500;0.0810;10:30;16.09.2019
742;0.8690;0.0870;11:00;16.09.2019
743;0.8860;0.0980;11:30;16.09.2019
744;0.8760;0.0860;12:00;16.09.2019
745;0.8300;0.0780;12:30;16.09.2019
746;0.8510;0.0830;13:00;16.09.2019
747;0.8500;0.0840;13:30;16.09.2019
748;0.8890;0.0960;14:00;16.09.2019
749;0.8980;0.0950;14:30;16.09.2019
750;0.8860;0.0950;15:00;16.09.2019
751;0.9160;0.1040;15:30;16.09.2019
752;0.8780;0.0990;16:00;16.09.2019
753;0.8660;0.0950;16:30;16.09.2019
754;0.8340;0.0950;17:00;16.09.2019
755;0.8620;0.0910;17:30;16.09.2019
756;0.8460;0.0980;18:00;16.09.2019
757;0.7640;0.0760;18:30;16.09.2019
758;0.6940;0.0430;19:00;16.09.2019
759;0.6490;0.0390;19:30;16.09.2019
760;0.6400;0.0410;20:00;16.09.2019
761;0.6640;0.0520;20:30;16.09.2019
762;0.6450;0.0620;21:00;16.09.2019
763;0.6390;0.0590;21:30;16.09.2019
764;0.6430;0.0600;22:00;16.09.2019
765;0.6330;0.0590;22:30;16.09.2019
766;0.5980;0.0530;23:00;16.09.2019
767;0.6430;0.0570;23:30;16.09.2019
768;0.6560;0.0620;00:00;17.09.2019
769;0.6210;0.0560;00:30;17.09.2019
770;0.6170;0.0560;01:00;17.09.2019
771;0.6430;0.0550;01:30;17.09.2019
772;0.6410;0.0550;02:00;17.09.2019
773;0.6140;0.0540;02:30;17.09.2019
774;0.6490;0.0610;03:00;17.09.2019
775;0.6360;0.0510;03:30;17.09.2019
776;0.6210;0.0500;04:00;17.09.2019
777;0.6340;0.0530;04:30;17.09.2019
778;0.6450;0.0540;05:00;17.09.2019
779;0.6550;0.0540;05:30;17.09.2019
780;0.6530;0.0540;06:00;17.09.2019
781;0.6340;0.0550;06:30;17.09.2019
782;0.5950;0.0520;07:00;17.09.2019
783;0.6100;0.0470;07:30;17.09.2019
784;0.6580;0.0430;08:00;17.09.2019
785;0.7170;0.0370;08:30;17.09.2019
786;0.8030;0.0640;09:00;17.09.2019
787;0.8650;0.0740;09:30;17.09.2019
788;0.9060;0.0910;10:00;17.09.2019
789;0.8990;0.0910;10:30;17.09.2019
790;0.9080;0.0850;11:00;17.09.2019
791;0.9370;0.0890;11:30;17.09.2019
792;0.8800;0.0890;12:00;17.09.2019
793;0.8400;0.0830;12:30;17.09.2019
794;0.8660;0.0790;13:00;17.09.2019
795;0.8550;0.0780;13:30;17.09.2019
796;0.8620;0.0840;14:00;17.09.2019
797;0.9060;0.0970;14:30;17.09.2019
798;0.9070;0.1020;15:00;17.09.2019
799;0.9260;0.1030;15:30;17.09.2019
800;0.9250;0.1010;16:00;17.09.2019
801;0.9060;0.0950;16:30;17.09.2019
802;0.8860;0.0850;17:00;17.09.2019
803;0.8640;0.0800;17:30;17.09.2019
804;0.8490;0.0740;18:00;17.09.2019
805;0.7870;0.0710;18:30;17.09.2019
806;0.7320;0.0650;19:00;17.09.2019
807;0.7060;0.0430;19:30;17.09.2019
808;0.6820;0.0580;20:00;17.09.2019
809;0.7200;0.0570;20:30;17.09.2019
810;0.7170;0.0510;21:00;17.09.2019
811;0.7580;0.0720;21:30;17.09.2019
812;0.7320;0.0700;22:00;17.09.2019
813;0.7270;0.0700;22:30;17.09.2019
814;0.6710;0.0590;23:00;17.09.2019
815;0.6740;0.0580;23:30;17.09.2019
816;0.6800;0.0590;00:00;18.09.2019
817;0.6720;0.0560;00:30;18.09.2019
818;0.6600;0.0480;01:00;18.09.2019
819;0.6900;0.0490;01:30;18.09.2019
820;0.6620;0.0480;02:00;18.09.2019
821;0.6740;0.0530;02:30;18.09.2019
822;0.6530;0.0510;03:00;18.09.2019
823;0.6240;0.0500;03:30;18.09.2019
824;0.6280;0.0520;04:00;18.09.2019
825;0.6260;0.0520;04:30;18.09.2019
826;0.6230;0.0510;05:00;18.09.2019
827;0.6690;0.0520;05:30;18.09.2019
828;0.6860;0.0570;06:00;18.09.2019
829;0.6420;0.0520;06:30;18.09.2019
830;0.6010;0.0330;07:00;18.09.2019
831;0.6430;0.0380;07:30;18.09.2019
832;0.7020;0.0450;08:00;18.09.2019
833;0.7410;0.0240;08:30;18.09.2019
834;0.8560;0.0750;09:00;18.09.2019
835;0.9220;0.0780;09:30;18.09.2019
836;0.9030;0.0850;10:00;18.09.2019
837;0.8970;0.0780;10:30;18.09.2019
838;0.9050;0.0820;11:00;18.09.2019
839;0.9710;0.1060;11:30;18.09.2019
840;0.9420;0.0960;12:00;18.09.2019
841;0.8300;0.0640;12:30;18.09.2019
842;0.8440;0.0740;13:00;18.09.2019
843;0.8590;0.0800;13:30;18.09.2019
844;0.8730;0.0870;14:00;18.09.2019
845;0.9260;0.0880;14:30;18.09.2019
846;0.9140;0.0900;15:00;18.09.2019
847;0.9140;0.0900;15:30;18.09.2019
848;0.9480;0.0950;16:00;18.09.2019
849;0.9560;0.0950;16:30;18.09.2019
850;0.9290;0.0980;17:00;18.09.2019
851;0.9170;0.0890;17:30;18.09.2019
852;0.8650;0.0750;18:00;18.09.2019
853;0.7980;0.0610;18:30;18.09.2019
854;0.7480;0.0350;19:00;18.09.2019
855;0.7140;0.0290;19:30;18.09.2019
856;0.6780;0.0240;20:00;18.09.2019
857;0.6920;0.0390;20:30;18.09.2019
858;0.6900;0.0300;21:00;18.09.2019
859;0.7010;0.0500;21:30;18.09.2019
860;0.6600;0.0550;22:00;18.09.2019
861;0.6710;0.0470;22:30;18.09.2019
862;0.6690;0.0550;23:00;18.09.2019
863;0.6640;0.0510;23:30;18.09.2019
864;0.6260;0.0480;00:00;19.09.2019
865;0.6060;0.0450;00:30;19.09.2019
866;0.5980;0.0480;01:00;19.09.2019
867;0.6180;0.0500;01:30;19.09.2019
868;0.6500;0.0530;02:00;19.09.2019
869;0.6910;0.0510;02:30;19.09.2019
870;0.6620;0.0470;03:00;19.09.2019
871;0.6440;0.0490;03:30;19.09.2019
872;0.6480;0.0440;04:00;19.09.2019
873;0.6540;0.0470;04:30;19.09.2019
874;0.6700;0.0490;05:00;19.09.2019
875;0.7100;0.0500;05:30;19.09.2019
876;0.6810;0.0560;06:00;19.09.2019
877;0.6580;0.0480;06:30;19.09.2019
878;0.6130;0.0440;07:00;19.09.2019
879;0.6340;0.0430;07:30;19.09.2019
880;0.6830;0.0310;08:00;19.09.2019
881;0.7700;0.0650;08:30;19.09.2019
882;0.8480;0.0640;09:00;19.09.2019
883;0.9150;0.0820;09:30;19.09.2019
884;0.9350;0.0820;10:00;19.09.2019
885;0.9830;0.0890;10:30;19.09.2019
886;0.9730;0.0790;11:00;19.09.2019
887;0.9930;0.0950;11:30;19.09.2019
888;0.9930;0.0890;12:00;19.09.2019
889;0.9460;0.0760;12:30;19.09.2019
890;0.9430;0.0730;13:00;19.09.2019
891;0.9790;0.0900;13:30;19.09.2019
892;0.9670;0.0750;14:00;19.09.2019
893;0.9750;0.0860;14:30;19.09.2019
894;0.9930;0.0950;15:00;19.09.2019
895;0.9630;0.0990;15:30;19.09.2019
896;0.9740;0.0980;16:00;19.09.2019
897;0.9630;0.0900;16:30;19.09.2019
898;0.9110;0.0930;17:00;19.09.2019
899;0.8940;0.0880;17:30;19.09.2019
900;0.8800;0.0890;18:00;19.09.2019
901;0.8230;0.0700;18:30;19.09.2019
902;0.7460;0.0550;19:00;19.09.2019
903;0.7010;0.0470;19:30;19.09.2019
904;0.6800;0.0480;20:00;19.09.2019
905;0.6740;0.0460;20:30;19.09.2019
906;0.6920;0.0420;21:00;19.09.2019
907;0.6760;0.0440;21:30;19.09.2019
908;0.6570;0.0430;22:00;19.09.2019
909;0.6510;0.0520;22:30;19.09.2019
910;0.6350;0.0480;23:00;19.09.2019
911;0.6330;0.0510;23:30;19.09.2019
912;0.6030;0.0470;00:00;20.09.2019
913;0.6070;0.0450;00:30;20.09.2019
914;0.6070;0.0470;01:00;20.09.2019
915;0.6430;0.0420;01:30;20.09.2019
916;0.6870;0.0430;02:00;20.09.2019
917;0.6780;0.0500;02:30;20.09.2019
918;0.6800;0.0470;03:00;20.09.2019
919;0.6630;0.0500;03:30;20.09.2019
920;0.6590;0.0490;04:00;20.09.2019
921;0.6720;0.0500;04:30;20.09.2019
922;0.6430;0.0500;05:00;20.09.2019
923;0.6680;0.0510;05:30;20.09.2019
924;0.6300;0.0540;06:00;20.09.2019
925;0.6190;0.0550;06:30;20.09.2019
926;0.6010;0.0550;07:00;20.09.2019
927;0.6240;0.0490;07:30;20.09.2019
928;0.6970;0.0370;08:00;20.09.2019
929;0.7650;0.0410;08:30;20.09.2019
930;0.8610;0.0710;09:00;20.09.2019
931;0.9000;0.0850;09:30;20.09.2019
932;0.9080;0.0940;10:00;20.09.2019
933;1.0030;0.1150;10:30;20.09.2019
934;1.0460;0.1120;11:00;20.09.2019
935;1.0010;0.1090;11:30;20.09.2019
936;0.9640;0.1040;12:00;20.09.2019
937;0.8670;0.0870;12:30;20.09.2019
938;0.8830;0.0760;13:00;20.09.2019
939;0.9280;0.0810;13:30;20.09.2019
940;0.9600;0.0860;14:00;20.09.2019
941;1.0150;0.0980;14:30;20.09.2019
942;1.0270;0.1080;15:00;20.09.2019
943;1.0110;0.1090;15:30;20.09.2019
944;0.9960;0.1040;16:00;20.09.2019
945;0.9840;0.0980;16:30;20.09.2019
946;0.9690;0.0950;17:00;20.09.2019
947;1.0100;0.0990;17:30;20.09.2019
948;0.9590;0.0980;18:00;20.09.2019
949;0.8470;0.0780;18:30;20.09.2019
950;0.7960;0.0610;19:00;20.09.2019
951;0.7340;0.0520;19:30;20.09.2019
952;0.7060;0.0490;20:00;20.09.2019
953;0.6850;0.0530;20:30;20.09.2019
954;0.7030;0.0560;21:00;20.09.2019
955;0.7180;0.0590;21:30;20.09.2019
956;0.7060;0.0630;22:00;20.09.2019
957;0.6940;0.0550;22:30;20.09.2019
958;0.6760;0.0540;23:00;20.09.2019
959;0.6570;0.0540;23:30;20.09.2019
960;0.6280;0.0510;00:00;21.09.2019
961;0.6190;0.0480;00:30;21.09.2019
962;0.6510;0.0530;01:00;21.09.2019
963;0.6540;0.0520;01:30;21.09.2019
964;0.7320;0.0620;02:00;21.09.2019
965;0.7210;0.0590;02:30;21.09.2019
966;0.7260;0.0630;03:00;21.09.2019
967;0.6720;0.0540;03:30;21.09.2019
968;0.6750;0.0520;04:00;21.09.2019
969;0.6660;0.0520;04:30;21.09.2019
970;0.6560;0.0510;05:00;21.09.2019
971;0.7090;0.0540;05:30;21.09.2019
972;0.6880;0.0550;06:00;21.09.2019
973;0.6530;0.0550;06:30;21.09.2019
974;0.6250;0.0550;07:00;21.09.2019
975;0.6630;0.0550;07:30;21.09.2019
976;0.7330;0.0520;08:00;21.09.2019
977;0.7840;0.0550;08:30;21.09.2019
978;0.8500;0.0720;09:00;21.09.2019
979;0.8790;0.0780;09:30;21.09.2019
980;0.8710;0.0680;10:00;21.09.2019
981;0.8980;0.0830;10:30;21.09.2019
982;0.9070;0.0790;11:00;21.09.2019
983;0.9190;0.0860;11:30;21.09.2019
984;0.8840;0.0810;12:00;21.09.2019
985;0.8410;0.0710;12:30;21.09.2019
986;0.8300;0.0640;13:00;21.09.2019
987;0.8270;0.0620;13:30;21.09.2019
988;0.8640;0.0700;14:00;21.09.2019
989;0.8750;0.0730;14:30;21.09.2019
990;0.9190;0.0760;15:00;21.09.2019
991;0.8970;0.0790;15:30;21.09.2019
992;0.8850;0.0710;16:00;21.09.2019
993;0.8720;0.0690;16:30;21.09.2019
994;0.8630;0.0710;17:00;21.09.2019
995;0.8220;0.0640;17:30;21.09.2019
996;0.7900;0.0630;18:00;21.09.2019
997;0.7830;0.0460;18:30;21.09.2019
998;0.7170;0.0480;19:00;21.09.2019
999;0.6840;0.0360;19:30;21.09.2019
1000;0.6580;0.0360;20:00;21.09.2019
1001;0.6810;0.0340;20:30;21.09.2019
1002;0.6880;0.0490;21:00;21.09.2019
1003;0.6870;0.0500;21:30;21.09.2019
1004;0.6660;0.0470;22:00;21.09.2019
1005;0.6560;0.0480;22:30;21.09.2019
1006;0.6490;0.0490;23:00;21.09.2019
1007;0.6390;0.0500;23:30;21.09.2019
1008;0.6110;0.0490;00:00;22.09.2019
1009;0.6290;0.0480;00:30;22.09.2019
1010;0.6410;0.0480;01:00;22.09.2019
1011;0.6870;0.0500;01:30;22.09.2019
1012;0.6890;0.0480;02:00;22.09.2019
1013;0.6560;0.0500;02:30;22.09.2019
1014;0.6540;0.0500;03:00;22.09.2019
1015;0.6400;0.0490;03:30;22.09.2019
1016;0.6560;0.0510;04:00;22.09.2019
1017;0.6440;0.0480;04:30;22.09.2019
1018;0.6610;0.0490;05:00;22.09.2019
1019;0.6780;0.0510;05:30;22.09.2019
1020;0.6550;0.0520;06:00;22.09.2019
1021;0.6360;0.0540;06:30;22.09.2019
1022;0.6210;0.0510;07:00;22.09.2019
1023;0.6280;0.0520;07:30;22.09.2019
1024;0.6180;0.0480;08:00;22.09.2019
1025;0.6290;0.0450;08:30;22.09.2019
1026;0.6840;0.0420;09:00;22.09.2019
1027;0.7700;0.0440;09:30;22.09.2019
1028;0.7880;0.0470;10:00;22.09.2019
1029;0.7970;0.0530;10:30;22.09.2019
1030;0.8210;0.0610;11:00;22.09.2019
1031;0.8150;0.0580;11:30;22.09.2019
1032;0.7700;0.0540;12:00;22.09.2019
1033;0.7450;0.0490;12:30;22.09.2019
1034;0.7380;0.0480;13:00;22.09.2019
1035;0.7950;0.0540;13:30;22.09.2019
1036;0.8190;0.0590;14:00;22.09.2019
1037;0.7970;0.0560;14:30;22.09.2019
1038;0.7990;0.0590;15:00;22.09.2019
1039;0.8060;0.0610;15:30;22.09.2019
1040;0.7890;0.0600;16:00;22.09.2019
1041;0.7780;0.0580;16:30;22.09.2019
1042;0.7550;0.0560;17:00;22.09.2019
1043;0.7300;0.0530;17:30;22.09.2019
1044;0.7070;0.0490;18:00;22.09.2019
1045;0.6370;0.0460;18:30;22.09.2019
1046;0.6310;0.0470;19:00;22.09.2019
1047;0.6300;0.0460;19:30;22.09.2019
1048;0.6190;0.0460;20:00;22.09.2019
1049;0.5520;0.0370;20:30;22.09.2019
1050;0.1930;0;21:00;22.09.2019
1051;0.1940;0;21:30;22.09.2019
1052;0.1920;0;22:00;22.09.2019
1053;0.5250;0.0350;22:30;22.09.2019
1054;0.7000;0.0460;23:00;22.09.2019
1055;0.6770;0.0470;23:30;22.09.2019
1056;0.6470;0.0470;00:00;23.09.2019
1057;0.6360;0.0490;00:30;23.09.2019
1058;0.6410;0.0490;01:00;23.09.2019
1059;0.6700;0.0450;01:30;23.09.2019
1060;0.6430;0.0460;02:00;23.09.2019
1061;0.6140;0.0480;02:30;23.09.2019
1062;0.6550;0.0480;03:00;23.09.2019
1063;0.6540;0.0470;03:30;23.09.2019
1064;0.6540;0.0460;04:00;23.09.2019
1065;0.6560;0.0490;04:30;23.09.2019
1066;0.6550;0.0470;05:00;23.09.2019
1067;0.6740;0.0500;05:30;23.09.2019
1068;0.6350;0.0520;06:00;23.09.2019
1069;0.6560;0.0510;06:30;23.09.2019
1070;0.6500;0.0500;07:00;23.09.2019
1071;0.6830;0.0400;07:30;23.09.2019
1072;0.7140;0.0290;08:00;23.09.2019
1073;0.8170;0.0290;08:30;23.09.2019
1074;0.9490;0.0560;09:00;23.09.2019
1075;0.9860;0.0710;09:30;23.09.2019
1076;1.0570;0.0740;10:00;23.09.2019
1077;1.0890;0.0840;10:30;23.09.2019
1078;1.0770;0.0810;11:00;23.09.2019
1079;1.1070;0.0950;11:30;23.09.2019
1080;1.0930;0.0860;12:00;23.09.2019
1081;1.0390;0.0630;12:30;23.09.2019
1082;1.0510;0.0580;13:00;23.09.2019
1083;1.0190;0.0310;13:30;23.09.2019
1084;1.0690;0.0300;14:00;23.09.2019
1085;1.0740;0.0430;14:30;23.09.2019
1086;1.0680;0.0470;15:00;23.09.2019
1087;1.0620;0.0560;15:30;23.09.2019
1088;1.0690;0.0840;16:00;23.09.2019
1089;1.0210;0.0780;16:30;23.09.2019
1090;1.0880;0.0880;17:00;23.09.2019
1091;1.1000;0.0850;17:30;23.09.2019
1092;1.0450;0.0800;18:00;23.09.2019
1093;0.9680;0.0550;18:30;23.09.2019
1094;0.8890;0.0160;19:00;23.09.2019
1095;0.8370;0.0110;19:30;23.09.2019
1096;0.8360;0.0090;20:00;23.09.2019
1097;0.8480;0.0130;20:30;23.09.2019
1098;0.8490;0.0240;21:00;23.09.2019
1099;0.8070;0.0350;21:30;23.09.2019
1100;0.8080;0.0310;22:00;23.09.2019
1101;0.7990;0.0430;22:30;23.09.2019
1102;0.8010;0.0380;23:00;23.09.2019
1103;0.8050;0.0400;23:30;23.09.2019
1104;0.7910;0.0400;00:00;24.09.2019
1105;0.7770;0.0330;00:30;24.09.2019
1106;0.7660;0.0370;01:00;24.09.2019
1107;0.8010;0.0270;01:30;24.09.2019
1108;0.8190;0.0370;02:00;24.09.2019
1109;0.8090;0.0380;02:30;24.09.2019
1110;0.8190;0.0280;03:00;24.09.2019
1111;0.7940;0.0330;03:30;24.09.2019
1112;0.8230;0.0360;04:00;24.09.2019
1113;0.8070;0.0430;04:30;24.09.2019
1114;0.7950;0.0390;05:00;24.09.2019
1115;0.8430;0.0390;05:30;24.09.2019
1116;0.8270;0.0330;06:00;24.09.2019
1117;0.7730;0.0310;06:30;24.09.2019
1118;0.7620;0.0280;07:00;24.09.2019
1119;0.8150;0.0150;07:30;24.09.2019
1120;0.8630;0.0080;08:00;24.09.2019
1121;0.9460;0.0170;08:30;24.09.2019
1122;1.0570;0.0420;09:00;24.09.2019
1123;1.1260;0.0480;09:30;24.09.2019
1124;1.2010;0.0570;10:00;24.09.2019
1125;1.2510;0.0950;10:30;24.09.2019
1126;1.2420;0.0930;11:00;24.09.2019
1127;1.2520;0.0960;11:30;24.09.2019
1128;1.2340;0.0890;12:00;24.09.2019
1129;1.1830;0.0780;12:30;24.09.2019
1130;1.0470;0.0560;13:00;24.09.2019
1131;1.0160;0.0450;13:30;24.09.2019
1132;0.8620;0.0210;14:00;24.09.2019
1133;0.8550;0.0360;14:30;24.09.2019
1134;0.8700;0.0430;15:00;24.09.2019
1135;0.8550;0.0410;15:30;24.09.2019
1136;0.9630;0.0520;16:00;24.09.2019
1137;1.0560;0.0430;16:30;24.09.2019
1138;1.1080;0.0800;17:00;24.09.2019
1139;1.0800;0.0670;17:30;24.09.2019
1140;1.1110;0.0760;18:00;24.09.2019
1141;1.1240;0.0660;18:30;24.09.2019
1142;1.0160;0.0420;19:00;24.09.2019
1143;0.9700;0.0320;19:30;24.09.2019
1144;0.9560;0.0270;20:00;24.09.2019
1145;0.9350;0.0340;20:30;24.09.2019
1146;0.9060;0.0270;21:00;24.09.2019
1147;0.9350;0.0240;21:30;24.09.2019
1148;0.9420;0.0260;22:00;24.09.2019
1149;0.8990;0.0340;22:30;24.09.2019
1150;0.8870;0.0340;23:00;24.09.2019
1151;0.8950;0.0290;23:30;24.09.2019
1152;0.8570;0.0220;00:00;25.09.2019
1153;0.8310;0.0150;00:30;25.09.2019
1154;0.8340;0.0150;01:00;25.09.2019
1155;0.8610;0.0190;01:30;25.09.2019
1156;0.8720;0.0180;02:00;25.09.2019
1157;0.8600;0.0310;02:30;25.09.2019
1158;0.8580;0.0250;03:00;25.09.2019
1159;0.8600;0.0240;03:30;25.09.2019
1160;0.8480;0.0410;04:00;25.09.2019
1161;0.8620;0.0310;04:30;25.09.2019
1162;0.8470;0.0240;05:00;25.09.2019
1163;0.8860;0.0330;05:30;25.09.2019
1164;0.8840;0.0330;06:00;25.09.2019
1165;0.8350;0.0160;06:30;25.09.2019
1166;0.8110;0.0080;07:00;25.09.2019
1167;0.8420;0.0050;07:30;25.09.2019
1168;0.9580;0.0380;08:00;25.09.2019
1169;1.0810;0.0290;08:30;25.09.2019
1170;1.1660;0.0530;09:00;25.09.2019
1171;1.251;0.0790;09:30;25.09.2019
1172;1.241;0.0910;10:00;25.09.2019
1173;1.261;0.0860;10:30;25.09.2019
1174;1.261;0.0920;11:00;25.09.2019
1175;1.256;0.0860;11:30;25.09.2019
1176;1.227;0.0690;12:00;25.09.2019
1177;1.1730;0.0490;12:30;25.09.2019
1178;1.1550;0.0360;13:00;25.09.2019
1179;1.231;0.0320;13:30;25.09.2019
1180;1.251;0.0700;14:00;25.09.2019
1181;1.256;0.0710;14:30;25.09.2019
1182;1.268;0.0880;15:00;25.09.2019
1183;1.267;0.0740;15:30;25.09.2019
1184;1.234;0.1040;16:00;25.09.2019
1185;1.258;0.0810;16:30;25.09.2019
1186;1.219;0.0660;17:00;25.09.2019
1187;1.261;0.0780;17:30;25.09.2019
1188;1.216;0.0860;18:00;25.09.2019
1189;1.1610;0.0740;18:30;25.09.2019
1190;1.0660;0.0260;19:00;25.09.2019
1191;1.0690;0.0220;19:30;25.09.2019
1192;1.0620;0.0270;20:00;25.09.2019
1193;1.0660;0.0300;20:30;25.09.2019
1194;1.0210;0.0290;21:00;25.09.2019
1195;1.0550;0.0300;21:30;25.09.2019
1196;1.0240;0.0230;22:00;25.09.2019
1197;1.0010;0.0220;22:30;25.09.2019
1198;0.9850;0.0190;23:00;25.09.2019
1199;0.9670;0.0180;23:30;25.09.2019
1200;0.9290;0.0220;00:00;26.09.2019
