№;P+, кВт;Время;Дата
774;0.1780;03:00;17.03.2019
775;0.1760;03:30;17.03.2019
776;0.1780;04:00;17.03.2019
777;0.1830;04:30;17.03.2019
778;0.1790;05:00;17.03.2019
779;0.1780;05:30;17.03.2019
780;0.1780;06:00;17.03.2019
781;0.1760;06:30;17.03.2019
782;0.1770;07:00;17.03.2019
783;0.1790;07:30;17.03.2019
784;0.2120;08:00;17.03.2019
785;0.2650;08:30;17.03.2019
786;0.2490;09:00;17.03.2019
787;0.2170;09:30;17.03.2019
788;0.2100;10:00;17.03.2019
789;0.2180;10:30;17.03.2019
790;0.2210;11:00;17.03.2019
791;0.2410;11:30;17.03.2019
792;0.2210;12:00;17.03.2019
793;0.2630;12:30;17.03.2019
794;0.2290;13:00;17.03.2019
795;0.2360;13:30;17.03.2019
796;0.2350;14:00;17.03.2019
797;0.2380;14:30;17.03.2019
798;0.2540;15:00;17.03.2019
799;0.2490;15:30;17.03.2019
800;0.2330;16:00;17.03.2019
801;0.2570;16:30;17.03.2019
802;0.2140;17:00;17.03.2019
803;0.2490;17:30;17.03.2019
804;0.2450;18:00;17.03.2019
805;0.2380;18:30;17.03.2019
806;0.2350;19:00;17.03.2019
807;0.2510;19:30;17.03.2019
808;0.2340;20:00;17.03.2019
809;0.2370;20:30;17.03.2019
810;0.2340;21:00;17.03.2019
811;0.2160;21:30;17.03.2019
812;0.2230;22:00;17.03.2019
813;0.2240;22:30;17.03.2019
814;0.2220;23:00;17.03.2019
815;0.2180;23:30;17.03.2019
816;0.2190;00:00;18.03.2019
817;0.1840;00:30;18.03.2019
818;0.1830;01:00;18.03.2019
819;0.1880;01:30;18.03.2019
820;0.1870;02:00;18.03.2019
821;0.1880;02:30;18.03.2019
822;0.1850;03:00;18.03.2019
823;0.1850;03:30;18.03.2019
824;0.1850;04:00;18.03.2019
825;0.1850;04:30;18.03.2019
826;0.1850;05:00;18.03.2019
827;0.1830;05:30;18.03.2019
828;0.1850;06:00;18.03.2019
829;0.2750;06:30;18.03.2019
830;0.3990;07:00;18.03.2019
831;0.4830;07:30;18.03.2019
832;0.4610;08:00;18.03.2019
833;0.4280;08:30;18.03.2019
834;0.4980;09:00;18.03.2019
835;0.5230;09:30;18.03.2019
836;0.4520;10:00;18.03.2019
837;0.5370;10:30;18.03.2019
838;0.5370;11:00;18.03.2019
839;0.4870;11:30;18.03.2019
840;0.5110;12:00;18.03.2019
841;0.5090;12:30;18.03.2019
842;0.5330;13:00;18.03.2019
843;0.5440;13:30;18.03.2019
844;0.4970;14:00;18.03.2019
845;0.4730;14:30;18.03.2019
846;0.4940;15:00;18.03.2019
847;0.4480;15:30;18.03.2019
848;0.3530;16:00;18.03.2019
849;0.3930;16:30;18.03.2019
850;0.3540;17:00;18.03.2019
851;0.3460;17:30;18.03.2019
852;0.3090;18:00;18.03.2019
853;0.2800;18:30;18.03.2019
854;0.2810;19:00;18.03.2019
855;0.2770;19:30;18.03.2019
856;0.2940;20:00;18.03.2019
857;0.2900;20:30;18.03.2019
858;0.2730;21:00;18.03.2019
859;0.2830;21:30;18.03.2019
860;0.2490;22:00;18.03.2019
861;0.2590;22:30;18.03.2019
862;0.2400;23:00;18.03.2019
863;0.2230;23:30;18.03.2019
864;0.2410;00:00;19.03.2019
865;0.1980;00:30;19.03.2019
866;0.1960;01:00;19.03.2019
867;0.1960;01:30;19.03.2019
868;0.1940;02:00;19.03.2019
869;0.1970;02:30;19.03.2019
870;0.1960;03:00;19.03.2019
871;0.1950;03:30;19.03.2019
872;0.1930;04:00;19.03.2019
873;0.1910;04:30;19.03.2019
874;0.1910;05:00;19.03.2019
875;0.1900;05:30;19.03.2019
876;0.1860;06:00;19.03.2019
877;0.2990;06:30;19.03.2019
878;0.4810;07:00;19.03.2019
879;0.5000;07:30;19.03.2019
880;0.4520;08:00;19.03.2019
881;0.4590;08:30;19.03.2019
882;0.5190;09:00;19.03.2019
883;0.5870;09:30;19.03.2019
884;0.5440;10:00;19.03.2019
885;0.4850;10:30;19.03.2019
886;0.5640;11:00;19.03.2019
887;0.5240;11:30;19.03.2019
888;0.4490;12:00;19.03.2019
889;0.4800;12:30;19.03.2019
890;0.5030;13:00;19.03.2019
891;0.5300;13:30;19.03.2019
892;0.5000;14:00;19.03.2019
893;0.4660;14:30;19.03.2019
894;0.4780;15:00;19.03.2019
895;0.4320;15:30;19.03.2019
896;0.3860;16:00;19.03.2019
897;0.3560;16:30;19.03.2019
898;0.3390;17:00;19.03.2019
899;0.3190;17:30;19.03.2019
900;0.2570;18:00;19.03.2019
901;0.2780;18:30;19.03.2019
902;0.2820;19:00;19.03.2019
903;0.2770;19:30;19.03.2019
904;0.2710;20:00;19.03.2019
905;0.2650;20:30;19.03.2019
906;0.2770;21:00;19.03.2019
907;0.2630;21:30;19.03.2019
908;0.2610;22:00;19.03.2019
909;0.2450;22:30;19.03.2019
910;0.2350;23:00;19.03.2019
911;0.2310;23:30;19.03.2019
912;0.2180;00:00;20.03.2019
913;0.2160;00:30;20.03.2019
914;0.2000;01:00;20.03.2019
915;0.2040;01:30;20.03.2019
916;0.1870;02:00;20.03.2019
917;0.1840;02:30;20.03.2019
918;0.1850;03:00;20.03.2019
919;0.1860;03:30;20.03.2019
920;0.1810;04:00;20.03.2019
921;0.1840;04:30;20.03.2019
922;0.1840;05:00;20.03.2019
923;0.1820;05:30;20.03.2019
924;0.1800;06:00;20.03.2019
925;0.2550;06:30;20.03.2019
926;0.4340;07:00;20.03.2019
927;0.5180;07:30;20.03.2019
928;0.4810;08:00;20.03.2019
929;0.4290;08:30;20.03.2019
930;0.5020;09:00;20.03.2019
931;0.5330;09:30;20.03.2019
932;0.5590;10:00;20.03.2019
933;0.5230;10:30;20.03.2019
934;0.4970;11:00;20.03.2019
935;0.5380;11:30;20.03.2019
936;0.4580;12:00;20.03.2019
937;0.5010;12:30;20.03.2019
938;0.5400;13:00;20.03.2019
939;0.5290;13:30;20.03.2019
940;0.5270;14:00;20.03.2019
941;0.5040;14:30;20.03.2019
942;0.4630;15:00;20.03.2019
943;0.4590;15:30;20.03.2019
944;0.4380;16:00;20.03.2019
945;0.3610;16:30;20.03.2019
946;0.3330;17:00;20.03.2019
947;0.3180;17:30;20.03.2019
948;0.2840;18:00;20.03.2019
949;0.2740;18:30;20.03.2019
950;0.2770;19:00;20.03.2019
951;0.2930;19:30;20.03.2019
952;0.2680;20:00;20.03.2019
953;0.2840;20:30;20.03.2019
954;0.2550;21:00;20.03.2019
955;0.2780;21:30;20.03.2019
956;0.2440;22:00;20.03.2019
957;0.2380;22:30;20.03.2019
958;0.2310;23:00;20.03.2019
959;0.2220;23:30;20.03.2019
960;0.2140;00:00;21.03.2019
961;0.1920;00:30;21.03.2019
962;0.1860;01:00;21.03.2019
963;0.1890;01:30;21.03.2019
964;0.1820;02:00;21.03.2019
965;0.1830;02:30;21.03.2019
966;0.1800;03:00;21.03.2019
967;0.1830;03:30;21.03.2019
968;0.1800;04:00;21.03.2019
969;0.1870;04:30;21.03.2019
970;0.1790;05:00;21.03.2019
971;0.1790;05:30;21.03.2019
972;0.1760;06:00;21.03.2019
973;0.2080;06:30;21.03.2019
974;0.5120;07:00;21.03.2019
975;0.5560;07:30;21.03.2019
976;0.5150;08:00;21.03.2019
977;0.4640;08:30;21.03.2019
978;0.4870;09:00;21.03.2019
979;0.5070;09:30;21.03.2019
980;0.5730;10:00;21.03.2019
981;0.5430;10:30;21.03.2019
982;0.5290;11:00;21.03.2019
983;0.5240;11:30;21.03.2019
984;0.4630;12:00;21.03.2019
985;0.5040;12:30;21.03.2019
986;0.5690;13:00;21.03.2019
987;0.5620;13:30;21.03.2019
988;0.5110;14:00;21.03.2019
989;0.5080;14:30;21.03.2019
990;0.4830;15:00;21.03.2019
991;0.4500;15:30;21.03.2019
992;0.3490;16:00;21.03.2019
993;0.3400;16:30;21.03.2019
994;0.2870;17:00;21.03.2019
995;0.3070;17:30;21.03.2019
996;0.3070;18:00;21.03.2019
997;0.3170;18:30;21.03.2019
998;0.2750;19:00;21.03.2019
999;0.2690;19:30;21.03.2019
1000;0.2700;20:00;21.03.2019
1001;0.2530;20:30;21.03.2019
1002;0.2670;21:00;21.03.2019
1003;0.2710;21:30;21.03.2019
1004;0.2430;22:00;21.03.2019
1005;0.2350;22:30;21.03.2019
1006;0.2460;23:00;21.03.2019
1007;0.2270;23:30;21.03.2019
1008;0.2160;00:00;22.03.2019
1009;0.2000;00:30;22.03.2019
1010;0.1910;01:00;22.03.2019
1011;0.1870;01:30;22.03.2019
1012;0.1870;02:00;22.03.2019
1013;0.1840;02:30;22.03.2019
1014;0.1840;03:00;22.03.2019
1015;0.1870;03:30;22.03.2019
1016;0.1840;04:00;22.03.2019
1017;0.1810;04:30;22.03.2019
1018;0.1840;05:00;22.03.2019
1019;0.1800;05:30;22.03.2019
1020;0.1790;06:00;22.03.2019
1021;0.2700;06:30;22.03.2019
1022;0.4710;07:00;22.03.2019
1023;0.5200;07:30;22.03.2019
1024;0.4700;08:00;22.03.2019
1025;0.4820;08:30;22.03.2019
1026;0.4830;09:00;22.03.2019
1027;0.5410;09:30;22.03.2019
1028;0.5510;10:00;22.03.2019
1029;0.5360;10:30;22.03.2019
1030;0.5380;11:00;22.03.2019
1031;0.5370;11:30;22.03.2019
1032;0.4630;12:00;22.03.2019
1033;0.5040;12:30;22.03.2019
1034;0.5420;13:00;22.03.2019
1035;0.5440;13:30;22.03.2019
1036;0.5580;14:00;22.03.2019
1037;0.4710;14:30;22.03.2019
1038;0.4500;15:00;22.03.2019
1039;0.3910;15:30;22.03.2019
1040;0.3500;16:00;22.03.2019
1041;0.3260;16:30;22.03.2019
1042;0.3500;17:00;22.03.2019
1043;0.2980;17:30;22.03.2019
1044;0.2900;18:00;22.03.2019
1045;0.2800;18:30;22.03.2019
1046;0.2840;19:00;22.03.2019
1047;0.2660;19:30;22.03.2019
1048;0.2590;20:00;22.03.2019
1049;0.2540;20:30;22.03.2019
1050;0.2410;21:00;22.03.2019
1051;0.2230;21:30;22.03.2019
1052;0.2330;22:00;22.03.2019
1053;0.2690;22:30;22.03.2019
1054;0.2100;23:00;22.03.2019
1055;0.2050;23:30;22.03.2019
1056;0.2260;00:00;23.03.2019
1057;0.2020;00:30;23.03.2019
1058;0.1880;01:00;23.03.2019
1059;0.2010;01:30;23.03.2019
1060;0.1880;02:00;23.03.2019
1061;0.1780;02:30;23.03.2019
1062;0.1800;03:00;23.03.2019
1063;0.1840;03:30;23.03.2019
1064;0.1770;04:00;23.03.2019
1065;0.1760;04:30;23.03.2019
1066;0.1790;05:00;23.03.2019
1067;0.1790;05:30;23.03.2019
1068;0.1770;06:00;23.03.2019
1069;0.1790;06:30;23.03.2019
1070;0.1760;07:00;23.03.2019
1071;0.1770;07:30;23.03.2019
1072;0.1790;08:00;23.03.2019
1073;0.2420;08:30;23.03.2019
1074;0.2700;09:00;23.03.2019
1075;0.2610;09:30;23.03.2019
1076;0.2360;10:00;23.03.2019
1077;0.2150;10:30;23.03.2019
1078;0.2130;11:00;23.03.2019
1079;0.2390;11:30;23.03.2019
1080;0.2150;12:00;23.03.2019
1081;0.2440;12:30;23.03.2019
1082;0.2380;13:00;23.03.2019
1083;0.2500;13:30;23.03.2019
1084;0.2290;14:00;23.03.2019
1085;0.2420;14:30;23.03.2019
1086;0.2320;15:00;23.03.2019
1087;0.2140;15:30;23.03.2019
1088;0.2460;16:00;23.03.2019
1089;0.2260;16:30;23.03.2019
1090;0.2240;17:00;23.03.2019
1091;0.2200;17:30;23.03.2019
1092;0.2140;18:00;23.03.2019
1093;0.2310;18:30;23.03.2019
1094;0.2380;19:00;23.03.2019
1095;0.2520;19:30;23.03.2019
1096;0.2480;20:00;23.03.2019
1097;0.2270;20:30;23.03.2019
1098;0.2280;21:00;23.03.2019
1099;0.2240;21:30;23.03.2019
1100;0.2120;22:00;23.03.2019
1101;0.2100;22:30;23.03.2019
1102;0.2020;23:00;23.03.2019
1103;0.2160;23:30;23.03.2019
1104;0.2030;00:00;24.03.2019
1105;0.1850;00:30;24.03.2019
1106;0.1990;01:00;24.03.2019
1107;0.2000;01:30;24.03.2019
1108;0.1810;02:00;24.03.2019
1109;0.1820;02:30;24.03.2019
1110;0.1780;03:00;24.03.2019
1111;0.1770;03:30;24.03.2019
1112;0.1750;04:00;24.03.2019
1113;0.1760;04:30;24.03.2019
1114;0.1780;05:00;24.03.2019
1115;0.1760;05:30;24.03.2019
1116;0.1730;06:00;24.03.2019
1117;0.1730;06:30;24.03.2019
1118;0.1730;07:00;24.03.2019
1119;0.1710;07:30;24.03.2019
1120;0.1750;08:00;24.03.2019
1121;0.1740;08:30;24.03.2019
1122;0.2650;09:00;24.03.2019
1123;0.2680;09:30;24.03.2019
1124;0.2470;10:00;24.03.2019
1125;0.2150;10:30;24.03.2019
1126;0.2290;11:00;24.03.2019
1127;0.2120;11:30;24.03.2019
1128;0.2260;12:00;24.03.2019
1129;0.2280;12:30;24.03.2019
1130;0.2360;13:00;24.03.2019
1131;0.2390;13:30;24.03.2019
1132;0.2540;14:00;24.03.2019
1133;0.2330;14:30;24.03.2019
1134;0.2440;15:00;24.03.2019
1135;0.2380;15:30;24.03.2019
1136;0.2430;16:00;24.03.2019
1137;0.2500;16:30;24.03.2019
1138;0.2300;17:00;24.03.2019
1139;0.2350;17:30;24.03.2019
1140;0.2370;18:00;24.03.2019
1141;0.2300;18:30;24.03.2019
1142;0.2300;19:00;24.03.2019
1143;0.2330;19:30;24.03.2019
1144;0.2300;20:00;24.03.2019
1145;0.2240;20:30;24.03.2019
1146;0.2250;21:00;24.03.2019
1147;0.2340;21:30;24.03.2019
1148;0.2450;22:00;24.03.2019
1149;0.2370;22:30;24.03.2019
1150;0.2230;23:00;24.03.2019
1151;0.2210;23:30;24.03.2019
1152;0.2070;00:00;25.03.2019
1153;0.2000;00:30;25.03.2019
1154;0.1910;01:00;25.03.2019
1155;0.1840;01:30;25.03.2019
1156;0.1800;02:00;25.03.2019
1157;0.1780;02:30;25.03.2019
1158;0.1770;03:00;25.03.2019
1159;0.1810;03:30;25.03.2019
1160;0.1810;04:00;25.03.2019
1161;0.1760;04:30;25.03.2019
1162;0.1770;05:00;25.03.2019
1163;0.1820;05:30;25.03.2019
1164;0.1750;06:00;25.03.2019
1165;0.1840;06:30;25.03.2019
1166;0.4890;07:00;25.03.2019
1167;0.5260;07:30;25.03.2019
1168;0.4900;08:00;25.03.2019
1169;0.4680;08:30;25.03.2019
1170;0.4970;09:00;25.03.2019
1171;0.4940;09:30;25.03.2019
1172;0.5250;10:00;25.03.2019
1173;0.5270;10:30;25.03.2019
1174;0.4990;11:00;25.03.2019
1175;0.4950;11:30;25.03.2019
1176;0.4750;12:00;25.03.2019
1177;0.5260;12:30;25.03.2019
1178;0.5510;13:00;25.03.2019
1179;0.5200;13:30;25.03.2019
1180;0.4880;14:00;25.03.2019
1181;0.5000;14:30;25.03.2019
1182;0.4710;15:00;25.03.2019
1183;0.4870;15:30;25.03.2019
1184;0.4550;16:00;25.03.2019
1185;0.3810;16:30;25.03.2019
1186;0.3690;17:00;25.03.2019
1187;0.3150;17:30;25.03.2019
1188;0.2990;18:00;25.03.2019
1189;0.2900;18:30;25.03.2019
1190;0.2860;19:00;25.03.2019
1191;0.2860;19:30;25.03.2019
1192;0.2880;20:00;25.03.2019
1193;0.2670;20:30;25.03.2019
1194;0.2740;21:00;25.03.2019
1195;0.2840;21:30;25.03.2019
1196;0.2540;22:00;25.03.2019
1197;0.2430;22:30;25.03.2019
1198;0.2350;23:00;25.03.2019
1199;0.2370;23:30;25.03.2019
1200;0.2190;00:00;26.03.2019
1201;0.1980;00:30;26.03.2019
1202;0.2110;01:00;26.03.2019
1203;0.2030;01:30;26.03.2019
1204;0.1850;02:00;26.03.2019
1205;0.1840;02:30;26.03.2019
1206;0.1830;03:00;26.03.2019
1207;0.1830;03:30;26.03.2019
1208;0.1820;04:00;26.03.2019
1209;0.1810;04:30;26.03.2019
1210;0.1830;05:00;26.03.2019
1211;0.1830;05:30;26.03.2019
1212;0.2200;06:00;26.03.2019
1213;0.3120;06:30;26.03.2019
1214;0.4520;07:00;26.03.2019
1215;0.4460;07:30;26.03.2019
1216;0.4360;08:00;26.03.2019
1217;0.4560;08:30;26.03.2019
1218;0.5210;09:00;26.03.2019
1219;0.5830;09:30;26.03.2019
1220;0.5330;10:00;26.03.2019
1221;0.5620;10:30;26.03.2019
1222;0.5100;11:00;26.03.2019
1223;0.5020;11:30;26.03.2019
1224;0.4930;12:00;26.03.2019
1225;0.5330;12:30;26.03.2019
1226;0.5250;13:00;26.03.2019
1227;0.5310;13:30;26.03.2019
1228;0.5220;14:00;26.03.2019
1229;0.5170;14:30;26.03.2019
1230;0.4880;15:00;26.03.2019
1231;0.4660;15:30;26.03.2019
1232;0.3940;16:00;26.03.2019
1233;0.3710;16:30;26.03.2019
1234;0.3420;17:00;26.03.2019
1235;0.2880;17:30;26.03.2019
1236;0.2700;18:00;26.03.2019
1237;0.2780;18:30;26.03.2019
1238;0.2620;19:00;26.03.2019
1239;0.2690;19:30;26.03.2019
1240;0.2550;20:00;26.03.2019
1241;0.2680;20:30;26.03.2019
1242;0.2630;21:00;26.03.2019
1243;0.2610;21:30;26.03.2019
1244;0.2540;22:00;26.03.2019
1245;0.2480;22:30;26.03.2019
1246;0.2280;23:00;26.03.2019
1247;0.2230;23:30;26.03.2019
1248;0.2240;00:00;27.03.2019
1249;0.1920;00:30;27.03.2019
1250;0.1900;01:00;27.03.2019
1251;0.1880;01:30;27.03.2019
1252;0.1810;02:00;27.03.2019
1253;0.1810;02:30;27.03.2019
1254;0.1820;03:00;27.03.2019
1255;0.1820;03:30;27.03.2019
1256;0.1880;04:00;27.03.2019
1257;0.1810;04:30;27.03.2019
1258;0.1800;05:00;27.03.2019
1259;0.1810;05:30;27.03.2019
1260;0.1950;06:00;27.03.2019
1261;0.2650;06:30;27.03.2019
1262;0.4470;07:00;27.03.2019
1263;0.4960;07:30;27.03.2019
1264;0.4540;08:00;27.03.2019
1265;0.4780;08:30;27.03.2019
1266;0.4770;09:00;27.03.2019
1267;0.5180;09:30;27.03.2019
1268;0.5360;10:00;27.03.2019
1269;0.5060;10:30;27.03.2019
1270;0.5460;11:00;27.03.2019
1271;0.5510;11:30;27.03.2019
1272;0.4850;12:00;27.03.2019
1273;0.5250;12:30;27.03.2019
1274;0.5320;13:00;27.03.2019
1275;0.5160;13:30;27.03.2019
1276;0.5410;14:00;27.03.2019
1277;0.5620;14:30;27.03.2019
1278;0.4600;15:00;27.03.2019
1279;0.3870;15:30;27.03.2019
1280;0.3700;16:00;27.03.2019
1281;0.3360;16:30;27.03.2019
1282;0.3130;17:00;27.03.2019
1283;0.2930;17:30;27.03.2019
1284;0.2740;18:00;27.03.2019
1285;0.2700;18:30;27.03.2019
1286;0.2720;19:00;27.03.2019
1287;0.2650;19:30;27.03.2019
1288;0.2530;20:00;27.03.2019
1289;0.2510;20:30;27.03.2019
1290;0.2690;21:00;27.03.2019
1291;0.2590;21:30;27.03.2019
1292;0.2590;22:00;27.03.2019
1293;0.2470;22:30;27.03.2019
1294;0.2390;23:00;27.03.2019
1295;0.2240;23:30;27.03.2019
1296;0.2350;00:00;28.03.2019
1297;0.1980;00:30;28.03.2019
1298;0.1940;01:00;28.03.2019
1299;0.1910;01:30;28.03.2019
1300;0.1920;02:00;28.03.2019
1301;0.1900;02:30;28.03.2019
1302;0.1880;03:00;28.03.2019
1303;0.1850;03:30;28.03.2019
1304;0.1850;04:00;28.03.2019
1305;0.1820;04:30;28.03.2019
1306;0.1800;05:00;28.03.2019
1307;0.1830;05:30;28.03.2019
1308;0.1870;06:00;28.03.2019
1309;0.2330;06:30;28.03.2019
1310;0.4510;07:00;28.03.2019
1311;0.5520;07:30;28.03.2019
1312;0.4980;08:00;28.03.2019
1313;0.4310;08:30;28.03.2019
1314;0.4700;09:00;28.03.2019
1315;0.5460;09:30;28.03.2019
1316;0.5280;10:00;28.03.2019
1317;0.5030;10:30;28.03.2019
1318;0.4810;11:00;28.03.2019
1319;0.4870;11:30;28.03.2019
1320;0.4700;12:00;28.03.2019
1321;0.5420;12:30;28.03.2019
1322;0.5240;13:00;28.03.2019
1323;0.5460;13:30;28.03.2019
1324;0.5380;14:00;28.03.2019
1325;0.5120;14:30;28.03.2019
1326;0.5190;15:00;28.03.2019
1327;0.4590;15:30;28.03.2019
1328;0.4040;16:00;28.03.2019
1329;0.3500;16:30;28.03.2019
1330;0.3630;17:00;28.03.2019
1331;0.3150;17:30;28.03.2019
1332;0.2960;18:00;28.03.2019
1333;0.2800;18:30;28.03.2019
1334;0.2730;19:00;28.03.2019
1335;0.2560;19:30;28.03.2019
1336;0.2500;20:00;28.03.2019
1337;0.2720;20:30;28.03.2019
1338;0.2500;21:00;28.03.2019
1339;0.2620;21:30;28.03.2019
1340;0.2500;22:00;28.03.2019
1341;0.2390;22:30;28.03.2019
1342;0.2220;23:00;28.03.2019
1343;0.2290;23:30;28.03.2019
1344;0.1880;00:00;29.03.2019
1345;0.1840;00:30;29.03.2019
1346;0.1860;01:00;29.03.2019
1347;0.1850;01:30;29.03.2019
1348;0.1870;02:00;29.03.2019
1349;0.1830;02:30;29.03.2019
1350;0.1820;03:00;29.03.2019
1351;0.1800;03:30;29.03.2019
1352;0.1820;04:00;29.03.2019
1353;0.1800;04:30;29.03.2019
1354;0.1770;05:00;29.03.2019
1355;0.1780;05:30;29.03.2019
1356;0.1800;06:00;29.03.2019
1357;0.2050;06:30;29.03.2019
1358;0.5000;07:00;29.03.2019
1359;0.5620;07:30;29.03.2019
1360;0.5130;08:00;29.03.2019
1361;0.4620;08:30;29.03.2019
1362;0.4410;09:00;29.03.2019
1363;0.5430;09:30;29.03.2019
1364;0.4770;10:00;29.03.2019
1365;0.5070;10:30;29.03.2019
1366;0.5040;11:00;29.03.2019
1367;0.5090;11:30;29.03.2019
1368;0.4980;12:00;29.03.2019
1369;0.4990;12:30;29.03.2019
1370;0.5180;13:00;29.03.2019
1371;0.5550;13:30;29.03.2019
1372;0.5540;14:00;29.03.2019
1373;0.5010;14:30;29.03.2019
1374;0.4460;15:00;29.03.2019
1375;0.4320;15:30;29.03.2019
1376;0.3630;16:00;29.03.2019
1377;0.3420;16:30;29.03.2019
1378;0.3440;17:00;29.03.2019
1379;0.3110;17:30;29.03.2019
1380;0.2870;18:00;29.03.2019
1381;0.2670;18:30;29.03.2019
1382;0.2570;19:00;29.03.2019
1383;0.2540;19:30;29.03.2019
1384;0.2650;20:00;29.03.2019
1385;0.2320;20:30;29.03.2019
1386;0.2370;21:00;29.03.2019
1387;0.2510;21:30;29.03.2019
1388;0.2460;22:00;29.03.2019
1389;0.2580;22:30;29.03.2019
1390;0.2320;23:00;29.03.2019
1391;0.2150;23:30;29.03.2019
1392;0.2020;00:00;30.03.2019
1393;0.2050;00:30;30.03.2019
1394;0.1980;01:00;30.03.2019
1395;0.1980;01:30;30.03.2019
1396;0.1990;02:00;30.03.2019
1397;0.1990;02:30;30.03.2019
1398;0.1960;03:00;30.03.2019
1399;0.1930;03:30;30.03.2019
1400;0.1910;04:00;30.03.2019
1401;0.1950;04:30;30.03.2019
1402;0.1950;05:00;30.03.2019
1403;0.1930;05:30;30.03.2019
1404;0.1900;06:00;30.03.2019
1405;0.1920;06:30;30.03.2019
1406;0.1910;07:00;30.03.2019
1407;0.1940;07:30;30.03.2019
1408;0.2100;08:00;30.03.2019
1409;0.2770;08:30;30.03.2019
1410;0.2560;09:00;30.03.2019
1411;0.2410;09:30;30.03.2019
1412;0.2180;10:00;30.03.2019
1413;0.2170;10:30;30.03.2019
1414;0.2250;11:00;30.03.2019
1415;0.2300;11:30;30.03.2019
1416;0.2380;12:00;30.03.2019
1417;0.2480;12:30;30.03.2019
1418;0.2360;13:00;30.03.2019
1419;0.2410;13:30;30.03.2019
1420;0.2420;14:00;30.03.2019
1421;0.2530;14:30;30.03.2019
1422;0.2450;15:00;30.03.2019
1423;0.2140;15:30;30.03.2019
1424;0.2480;16:00;30.03.2019
1425;0.2720;16:30;30.03.2019
1426;0.2250;17:00;30.03.2019
1427;0.2420;17:30;30.03.2019
1428;0.2290;18:00;30.03.2019
1429;0.2270;18:30;30.03.2019
1430;0.2360;19:00;30.03.2019
1431;0.2320;19:30;30.03.2019
1432;0.2330;20:00;30.03.2019
1433;0.2390;20:30;30.03.2019
1434;0.2050;21:00;30.03.2019
1435;0.2260;21:30;30.03.2019
1436;0.2150;22:00;30.03.2019
1437;0.2100;22:30;30.03.2019
1438;0.2260;23:00;30.03.2019
1439;0.2030;23:30;30.03.2019
1440;0.2140;00:00;31.03.2019
1441;0.1900;00:30;31.03.2019
1442;0.1890;01:00;31.03.2019
1443;0.1940;01:30;31.03.2019
1444;0.1920;02:00;31.03.2019
1445;0.1890;02:30;31.03.2019
1446;0.1880;03:00;31.03.2019
1447;0.1890;03:30;31.03.2019
1448;0.1830;04:00;31.03.2019
1449;0.1870;04:30;31.03.2019
1450;0.1870;05:00;31.03.2019
1451;0.1860;05:30;31.03.2019
1452;0.1870;06:00;31.03.2019
1453;0.1860;06:30;31.03.2019
1454;0.2790;07:00;31.03.2019
1455;0.2660;07:30;31.03.2019
1456;0.2310;08:00;31.03.2019
1457;0.1970;08:30;31.03.2019
1458;0.2040;09:00;31.03.2019
1459;0.2040;09:30;31.03.2019
1460;0.2340;10:00;31.03.2019
1461;0.2290;10:30;31.03.2019
1462;0.2280;11:00;31.03.2019
1463;0.2180;11:30;31.03.2019
1464;0.2260;12:00;31.03.2019
1465;0.2430;12:30;31.03.2019
1466;0.2470;13:00;31.03.2019
1467;0.2450;13:30;31.03.2019
1468;0.2280;14:00;31.03.2019
1469;0.2440;14:30;31.03.2019
1470;0.2460;15:00;31.03.2019
1471;0.2060;15:30;31.03.2019
1472;0.2570;16:00;31.03.2019
1473;0.2520;16:30;31.03.2019
1474;0.2220;17:00;31.03.2019
1475;0.2400;17:30;31.03.2019
1476;0.2360;18:00;31.03.2019
1477;0.2150;18:30;31.03.2019
1478;0.2430;19:00;31.03.2019
1479;0.2370;19:30;31.03.2019
1480;0.2300;20:00;31.03.2019
1481;0.2380;20:30;31.03.2019
1482;0.2350;21:00;31.03.2019
1483;0.2340;21:30;31.03.2019
1484;0.2280;22:00;31.03.2019
1485;0.2230;22:30;31.03.2019
1486;0.2070;23:00;31.03.2019
1487;0.2010;23:30;31.03.2019
1488;0.2000;00:00;01.04.2019
