n;P+;R+;Time;Date
1;0,07;0,031;00:00;25.03.2019
2;0,07;0,03;00:30;25.03.2019
3;0,071;0,031;01:00;25.03.2019
4;0,072;0,031;01:30;25.03.2019
5;0,07;0,031;02:00;25.03.2019
6;0,07;0,03;02:30;25.03.2019
7;0,07;0,031;03:00;25.03.2019
8;0,071;0,031;03:30;25.03.2019
9;0,07;0,03;04:00;25.03.2019
10;0,07;0,031;04:30;25.03.2019
11;0,075;0,031;05:00;25.03.2019
12;0,071;0,03;05:30;25.03.2019
13;0,071;0,03;06:00;25.03.2019
14;0,073;0,03;06:30;25.03.2019
15;0,07;0,03;07:00;25.03.2019
16;0,072;0,03;07:30;25.03.2019
17;0,073;0,03;08:00;25.03.2019
18;0,083;0,03;08:30;25.03.2019
19;0,088;0,03;09:00;25.03.2019
20;0,082;0,033;09:30;25.03.2019
21;0,087;0,035;10:00;25.03.2019
22;0,088;0,037;10:30;25.03.2019
23;0,087;0,038;11:00;25.03.2019
24;0,095;0,037;11:30;25.03.2019
25;0,084;0,039;12:00;25.03.2019
26;0,087;0,034;12:30;25.03.2019
27;0,084;0,036;13:00;25.03.2019
28;0,083;0,028;13:30;25.03.2019
29;0,081;0,034;14:00;25.03.2019
30;0,079;0,033;14:30;25.03.2019
31;0,08;0,038;15:00;25.03.2019
32;0,082;0,039;15:30;25.03.2019
33;0,081;0,038;16:00;25.03.2019
34;0,08;0,037;16:30;25.03.2019
35;0,081;0,033;17:00;25.03.2019
36;0,082;0,036;17:30;25.03.2019
37;0,078;0,036;18:00;25.03.2019
38;0,083;0,035;18:30;25.03.2019
39;0,077;0,035;19:00;25.03.2019
40;0,076;0,031;19:30;25.03.2019
41;0,082;0,031;20:00;25.03.2019
42;0,073;0,032;20:30;25.03.2019
43;0,071;0,03;21:00;25.03.2019
44;0,07;0,03;21:30;25.03.2019
45;0,076;0,03;22:00;25.03.2019
46;0,071;0,03;22:30;25.03.2019
47;0,071;0,029;23:00;25.03.2019
48;0,07;0,03;23:30;25.03.2019
49;0,071;0,028;00:00;26.03.2019
50;0,07;0,03;00:30;26.03.2019
51;0,069;0,03;01:00;26.03.2019
52;0,07;0,03;01:30;26.03.2019
53;0,069;0,031;02:00;26.03.2019
54;0,071;0,029;02:30;26.03.2019
55;0,069;0,03;03:00;26.03.2019
56;0,069;0,03;03:30;26.03.2019
57;0,069;0,03;04:00;26.03.2019
58;0,07;0,03;04:30;26.03.2019
59;0,072;0,03;05:00;26.03.2019
60;0,077;0,03;05:30;26.03.2019
61;0,069;0,03;06:00;26.03.2019
62;0,07;0,029;06:30;26.03.2019
63;0,07;0,03;07:00;26.03.2019
64;0,07;0,03;07:30;26.03.2019
65;0,07;0,029;08:00;26.03.2019
66;0,07;0,03;08:30;26.03.2019
67;0,074;0,029;09:00;26.03.2019
68;0,071;0,029;09:30;26.03.2019
69;0,07;0,03;10:00;26.03.2019
70;0,071;0,03;10:30;26.03.2019
71;0,068;0,03;11:00;26.03.2019
72;0,069;0,029;11:30;26.03.2019
73;0,069;0,03;12:00;26.03.2019
74;0,072;0,031;12:30;26.03.2019
75;0,076;0,029;13:00;26.03.2019
76;0,074;0,03;13:30;26.03.2019
77;0,069;0,028;14:00;26.03.2019
78;0,073;0,032;14:30;26.03.2019
79;0,068;0,031;15:00;26.03.2019
80;0,074;0,031;15:30;26.03.2019
81;0,069;0,031;16:00;26.03.2019
82;0,073;0,029;16:30;26.03.2019
83;0,07;0,03;17:00;26.03.2019
84;0,071;0,03;17:30;26.03.2019
85;0,071;0,029;18:00;26.03.2019
86;0,078;0,03;18:30;26.03.2019
87;0,072;0,029;19:00;26.03.2019
88;0,076;0,029;19:30;26.03.2019
89;0,081;0,029;20:00;26.03.2019
90;0,082;0,028;20:30;26.03.2019
91;0,08;0,029;21:00;26.03.2019
92;0,072;0,029;21:30;26.03.2019
93;0,069;0,029;22:00;26.03.2019
94;0,069;0,029;22:30;26.03.2019
95;0,069;0,029;23:00;26.03.2019
96;0,07;0,029;23:30;26.03.2019
97;0,069;0,029;00:00;27.03.2019
98;0,07;0,029;00:30;27.03.2019
99;0,071;0,029;01:00;27.03.2019
100;0,069;0,029;01:30;27.03.2019
101;0,07;0,03;02:00;27.03.2019
102;0,069;0,029;02:30;27.03.2019
103;0,069;0,03;03:00;27.03.2019
104;0,07;0,029;03:30;27.03.2019
105;0,073;0,03;04:00;27.03.2019
106;0,069;0,029;04:30;27.03.2019
107;0,07;0,029;05:00;27.03.2019
108;0,069;0,03;05:30;27.03.2019
109;0,069;0,029;06:00;27.03.2019
110;0,069;0,029;06:30;27.03.2019
111;0,069;0,029;07:00;27.03.2019
112;0,069;0,03;07:30;27.03.2019
113;0,072;0,029;08:00;27.03.2019
114;0,072;0,03;08:30;27.03.2019
115;0,069;0,029;09:00;27.03.2019
116;0,07;0,029;09:30;27.03.2019
117;0,069;0,029;10:00;27.03.2019
118;0,069;0,029;10:30;27.03.2019
119;0,07;0,029;11:00;27.03.2019
120;0,07;0,03;11:30;27.03.2019
121;0,071;0,029;12:00;27.03.2019
122;0,076;0,029;12:30;27.03.2019
123;0,074;0,026;13:00;27.03.2019
124;0,073;0,03;13:30;27.03.2019
125;0,075;0,03;14:00;27.03.2019
126;0,072;0,029;14:30;27.03.2019
127;0,071;0,031;15:00;27.03.2019
128;0,077;0,03;15:30;27.03.2019
129;0,077;0,029;16:00;27.03.2019
130;0,073;0,03;16:30;27.03.2019
131;0,072;0,03;17:00;27.03.2019
132;0,075;0,03;17:30;27.03.2019
133;0,069;0,03;18:00;27.03.2019
134;0,078;0,03;18:30;27.03.2019
135;0,081;0,03;19:00;27.03.2019
136;0,076;0,029;19:30;27.03.2019
137;0,071;0,03;20:00;27.03.2019
138;0,076;0,03;20:30;27.03.2019
139;0,07;0,03;21:00;27.03.2019
140;0,07;0,03;21:30;27.03.2019
141;0,071;0,029;22:00;27.03.2019
142;0,079;0,03;22:30;27.03.2019
143;0,069;0,029;23:00;27.03.2019
144;0,069;0,03;23:30;27.03.2019
145;0,071;0,029;00:00;28.03.2019
146;0,069;0,029;00:30;28.03.2019
147;0,07;0,03;01:00;28.03.2019
148;0,07;0,029;01:30;28.03.2019
149;0,07;0,03;02:00;28.03.2019
150;0,07;0,03;02:30;28.03.2019
151;0,07;0,029;03:00;28.03.2019
152;0,07;0,03;03:30;28.03.2019
153;0,069;0,03;04:00;28.03.2019
154;0,07;0,03;04:30;28.03.2019
155;0,074;0,03;05:00;28.03.2019
156;0,07;0,029;05:30;28.03.2019
157;0,074;0,03;06:00;28.03.2019
158;0,071;0,029;06:30;28.03.2019
159;0,07;0,029;07:00;28.03.2019
160;0,069;0,029;07:30;28.03.2019
161;0,074;0,029;08:00;28.03.2019
162;0,071;0,03;08:30;28.03.2019
163;0,075;0,03;09:00;28.03.2019
164;0,085;0,034;09:30;28.03.2019
