№;P+, кВт;R+, кВар;Время;Дата
606;0.5500;0.0900;15:00;13.09.2019
607;0.5520;0.0900;15:30;13.09.2019
608;0.5560;0.0910;16:00;13.09.2019
609;0.5470;0.0910;16:30;13.09.2019
610;0.5440;0.0900;17:00;13.09.2019
611;0.5530;0.0890;17:30;13.09.2019
612;0.5480;0.0900;18:00;13.09.2019
613;0.5340;0.0900;18:30;13.09.2019
614;0.5330;0.0890;19:00;13.09.2019
615;0.5490;0.0890;19:30;13.09.2019
616;0.5370;0.0880;20:00;13.09.2019
617;0.5270;0.0870;20:30;13.09.2019
618;0.5060;0.0900;21:00;13.09.2019
619;0.3820;0.0920;21:30;13.09.2019
620;0.3710;0.0920;22:00;13.09.2019
621;0.3720;0.0940;22:30;13.09.2019
622;0.3710;0.0880;23:00;13.09.2019
623;0.3690;0.0910;23:30;13.09.2019
624;0.3680;0.0910;00:00;13.09.2019
625;0.3680;0.0940;00:30;14.09.2019
626;0.3690;0.0960;01:00;14.09.2019
627;0.3670;0.0940;01:30;14.09.2019
628;0.3680;0.0960;02:00;14.09.2019
629;0.3670;0.0850;02:30;14.09.2019
630;0.3690;0.0790;03:00;14.09.2019
631;0.3690;0.0820;03:30;14.09.2019
632;0.3680;0.0800;04:00;14.09.2019
633;0.3640;0.0760;04:30;14.09.2019
634;0.3650;0.0760;05:00;14.09.2019
635;0.3700;0.0680;05:30;14.09.2019
636;0.3750;0.0780;06:00;14.09.2019
637;0.3800;0.0910;06:30;14.09.2019
638;0.3590;0.0880;07:00;14.09.2019
639;0.3540;0.0890;07:30;14.09.2019
640;0.3560;0.0950;08:00;14.09.2019
641;0.3490;0.0930;08:30;14.09.2019
642;0.4270;0.0970;09:00;14.09.2019
643;0.4910;0.0940;09:30;14.09.2019
644;0.4980;0.0920;10:00;14.09.2019
645;0.5010;0.0940;10:30;14.09.2019
646;0.5150;0.0910;11:00;14.09.2019
647;0.5140;0.0920;11:30;14.09.2019
648;0.5280;0.0900;12:00;14.09.2019
649;0.5290;0.0910;12:30;14.09.2019
650;0.5270;0.0900;13:00;14.09.2019
651;0.5280;0.0900;13:30;14.09.2019
652;0.5320;0.0900;14:00;14.09.2019
653;0.5290;0.0900;14:30;14.09.2019
654;0.5330;0.0910;15:00;14.09.2019
655;0.5280;0.0900;15:30;14.09.2019
656;0.5240;0.0890;16:00;14.09.2019
657;0.5210;0.0910;16:30;14.09.2019
658;0.5150;0.0910;17:00;14.09.2019
659;0.5090;0.0910;17:30;14.09.2019
660;0.4000;0.0950;18:00;14.09.2019
661;0.3740;0.0980;18:30;14.09.2019
662;0.3740;0.0960;19:00;14.09.2019
663;0.3980;0.0950;19:30;14.09.2019
664;0.3960;0.0950;20:00;14.09.2019
665;0.3940;0.0950;20:30;14.09.2019
666;0.3920;0.0950;21:00;14.09.2019
667;0.3890;0.0950;21:30;14.09.2019
668;0.3900;0.0950;22:00;14.09.2019
669;0.3950;0.0940;22:30;14.09.2019
670;0.3890;0.0960;23:00;14.09.2019
671;0.3890;0.0950;23:30;14.09.2019
672;0.3830;0.0950;00:00;14.09.2019
673;0.3630;0.0940;00:30;15.09.2019
674;0.3620;0.0920;01:00;15.09.2019
675;0.3620;0.0980;01:30;15.09.2019
676;0.3620;0.0970;02:00;15.09.2019
677;0.3630;0.0870;02:30;15.09.2019
678;0.3610;0.0870;03:00;15.09.2019
679;0.3630;0.0880;03:30;15.09.2019
680;0.3620;0.0870;04:00;15.09.2019
681;0.3630;0.0890;04:30;15.09.2019
682;0.3630;0.0850;05:00;15.09.2019
683;0.3660;0.0800;05:30;15.09.2019
684;0.3710;0.0820;06:00;15.09.2019
685;0.3770;0.0880;06:30;15.09.2019
686;0.3800;0.0970;07:00;15.09.2019
687;0.3760;0.0940;07:30;15.09.2019
688;0.3710;0.0960;08:00;15.09.2019
689;0.3710;0.0990;08:30;15.09.2019
690;0.3660;0.0990;09:00;15.09.2019
691;0.3730;0.0990;09:30;15.09.2019
692;0.3710;0.0980;10:00;15.09.2019
693;0.3760;0.0980;10:30;15.09.2019
694;0.3720;0.0970;11:00;15.09.2019
695;0.3750;0.0980;11:30;15.09.2019
696;0.3800;0.0980;12:00;15.09.2019
697;0.3880;0.0970;12:30;15.09.2019
698;0.3920;0.0970;13:00;15.09.2019
699;0.3900;0.0960;13:30;15.09.2019
700;0.3900;0.0970;14:00;15.09.2019
701;0.3920;0.0980;14:30;15.09.2019
702;0.3840;0.0960;15:00;15.09.2019
703;0.3880;0.0970;15:30;15.09.2019
704;0.3910;0.0970;16:00;15.09.2019
705;0.3860;0.0980;16:30;15.09.2019
706;0.3910;0.0970;17:00;15.09.2019
707;0.3840;0.0960;17:30;15.09.2019
708;0.3870;0.0970;18:00;15.09.2019
709;0.3910;0.0970;18:30;15.09.2019
710;0.3910;0.0960;19:00;15.09.2019
711;0.4050;0.0950;19:30;15.09.2019
712;0.4050;0.0940;20:00;15.09.2019
713;0.4080;0.0950;20:30;15.09.2019
714;0.4050;0.0950;21:00;15.09.2019
715;0.4040;0.0950;21:30;15.09.2019
716;0.4040;0.0940;22:00;15.09.2019
717;0.4050;0.0960;22:30;15.09.2019
718;0.4060;0.0960;23:00;15.09.2019
719;0.4100;0.0970;23:30;15.09.2019
720;0.4070;0.0960;00:00;15.09.2019
721;0.4040;0.0980;00:30;16.09.2019
722;0.4050;0.0990;01:00;16.09.2019
723;0.4070;0.0980;01:30;16.09.2019
724;0.4060;0.0990;02:00;16.09.2019
725;0.4080;0.0970;02:30;16.09.2019
726;0.4050;0.0960;03:00;16.09.2019
727;0.4080;0.0950;03:30;16.09.2019
728;0.4080;0.0950;04:00;16.09.2019
729;0.4050;0.0930;04:30;16.09.2019
730;0.4060;0.0910;05:00;16.09.2019
731;0.4110;0.0890;05:30;16.09.2019
732;0.4170;0.0860;06:00;16.09.2019
733;0.4200;0.0930;06:30;16.09.2019
734;0.4030;0.0950;07:00;16.09.2019
735;0.4010;0.0940;07:30;16.09.2019
736;0.4020;0.1000;08:00;16.09.2019
737;0.5040;0.0930;08:30;16.09.2019
738;0.5330;0.0910;09:00;16.09.2019
739;0.5340;0.0900;09:30;16.09.2019
740;0.5560;0.0890;10:00;16.09.2019
741;0.5570;0.0880;10:30;16.09.2019
742;0.5720;0.0870;11:00;16.09.2019
743;0.5800;0.0870;11:30;16.09.2019
744;0.5730;0.0880;12:00;16.09.2019
745;0.5570;0.0870;12:30;16.09.2019
746;0.5650;0.0870;13:00;16.09.2019
747;0.5670;0.0860;13:30;16.09.2019
748;0.5710;0.0870;14:00;16.09.2019
749;0.5690;0.0860;14:30;16.09.2019
750;0.5680;0.0870;15:00;16.09.2019
751;0.5670;0.0870;15:30;16.09.2019
752;0.5540;0.0880;16:00;16.09.2019
753;0.5590;0.0880;16:30;16.09.2019
754;0.5520;0.0880;17:00;16.09.2019
755;0.5570;0.0890;17:30;16.09.2019
756;0.5560;0.0900;18:00;16.09.2019
757;0.5580;0.0890;18:30;16.09.2019
758;0.5460;0.0890;19:00;16.09.2019
759;0.5610;0.0890;19:30;16.09.2019
760;0.5510;0.0870;20:00;16.09.2019
761;0.5370;0.0870;20:30;16.09.2019
762;0.5040;0.0890;21:00;16.09.2019
763;0.4320;0.0880;21:30;16.09.2019
764;0.3690;0.0840;22:00;16.09.2019
765;0.3670;0.0860;22:30;16.09.2019
766;0.3630;0.0800;23:00;16.09.2019
767;0.3630;0.0740;23:30;16.09.2019
768;0.3640;0.0710;00:00;16.09.2019
769;0.3620;0.0770;00:30;17.09.2019
770;0.3610;0.0740;01:00;17.09.2019
771;0.3590;0.0750;01:30;17.09.2019
772;0.3590;0.0880;02:00;17.09.2019
773;0.3610;0.0550;02:30;17.09.2019
774;0.3580;0.0470;03:00;17.09.2019
775;0.3560;0.0400;03:30;17.09.2019
776;0.3590;0.0540;04:00;17.09.2019
777;0.3600;0.0660;04:30;17.09.2019
778;0.3580;0.0670;05:00;17.09.2019
779;0.3650;0.0690;05:30;17.09.2019
780;0.3700;0.0740;06:00;17.09.2019
781;0.3730;0.0840;06:30;17.09.2019
782;0.3550;0.0740;07:00;17.09.2019
783;0.3610;0.0820;07:30;17.09.2019
784;0.3500;0.0880;08:00;17.09.2019
785;0.4040;0.0940;08:30;17.09.2019
786;0.4900;0.0940;09:00;17.09.2019
787;0.5000;0.0940;09:30;17.09.2019
788;0.5150;0.0920;10:00;17.09.2019
789;0.5160;0.0910;10:30;17.09.2019
790;0.5130;0.0900;11:00;17.09.2019
791;0.5210;0.0900;11:30;17.09.2019
792;0.5300;0.0900;12:00;17.09.2019
793;0.5540;0.0880;12:30;17.09.2019
794;0.5420;0.0880;13:00;17.09.2019
795;0.5370;0.0890;13:30;17.09.2019
796;0.5330;0.0890;14:00;17.09.2019
797;0.5400;0.0880;14:30;17.09.2019
798;0.5320;0.0890;15:00;17.09.2019
799;0.5410;0.0880;15:30;17.09.2019
800;0.5510;0.0890;16:00;17.09.2019
801;0.5370;0.0890;16:30;17.09.2019
802;0.5370;0.0890;17:00;17.09.2019
803;0.5400;0.0880;17:30;17.09.2019
804;0.5420;0.0880;18:00;17.09.2019
805;0.5340;0.0880;18:30;17.09.2019
806;0.5310;0.0870;19:00;17.09.2019
807;0.5410;0.0870;19:30;17.09.2019
808;0.5430;0.0850;20:00;17.09.2019
809;0.5380;0.0860;20:30;17.09.2019
810;0.5260;0.0860;21:00;17.09.2019
811;0.4820;0.0880;21:30;17.09.2019
812;0.3820;0.0910;22:00;17.09.2019
813;0.3690;0.0920;22:30;17.09.2019
814;0.3670;0.0920;23:00;17.09.2019
815;0.3680;0.0950;23:30;17.09.2019
816;0.3660;0.0950;00:00;17.09.2019
817;0.3670;0.0950;00:30;18.09.2019
818;0.3660;0.0930;01:00;18.09.2019
819;0.3710;0.0930;01:30;18.09.2019
820;0.3650;0.0970;02:00;18.09.2019
821;0.3670;0.0800;02:30;18.09.2019
822;0.3610;0.0770;03:00;18.09.2019
823;0.3610;0.0740;03:30;18.09.2019
824;0.3590;0.0740;04:00;18.09.2019
825;0.3600;0.0750;04:30;18.09.2019
826;0.3600;0.0750;05:00;18.09.2019
827;0.3660;0.0760;05:30;18.09.2019
828;0.3710;0.0750;06:00;18.09.2019
829;0.3730;0.0870;06:30;18.09.2019
830;0.3520;0.0720;07:00;18.09.2019
831;0.3530;0.0800;07:30;18.09.2019
832;0.3480;0.0890;08:00;18.09.2019
833;0.3920;0.0930;08:30;18.09.2019
834;0.4760;0.0950;09:00;18.09.2019
835;0.4800;0.0940;09:30;18.09.2019
836;0.4800;0.0940;10:00;18.09.2019
837;0.4970;0.0920;10:30;18.09.2019
838;0.5040;0.0910;11:00;18.09.2019
839;0.4970;0.0900;11:30;18.09.2019
840;0.5120;0.0880;12:00;18.09.2019
841;0.5160;0.0870;12:30;18.09.2019
842;0.5110;0.0880;13:00;18.09.2019
843;0.5080;0.0890;13:30;18.09.2019
844;0.5140;0.0870;14:00;18.09.2019
845;0.5150;0.0870;14:30;18.09.2019
846;0.5180;0.0870;15:00;18.09.2019
847;0.5160;0.0880;15:30;18.09.2019
848;0.5210;0.0870;16:00;18.09.2019
849;0.5290;0.0870;16:30;18.09.2019
850;0.5300;0.0870;17:00;18.09.2019
851;0.5340;0.0880;17:30;18.09.2019
852;0.5340;0.0870;18:00;18.09.2019
853;0.5250;0.0880;18:30;18.09.2019
854;0.5260;0.0880;19:00;18.09.2019
855;0.5310;0.0870;19:30;18.09.2019
856;0.5200;0.0870;20:00;18.09.2019
857;0.5130;0.0880;20:30;18.09.2019
858;0.4910;0.0890;21:00;18.09.2019
859;0.4660;0.0900;21:30;18.09.2019
860;0.3520;0.0770;22:00;18.09.2019
861;0.3490;0.0810;22:30;18.09.2019
862;0.3460;0.0710;23:00;18.09.2019
863;0.3450;0.0700;23:30;18.09.2019
864;0.3460;0.0740;00:00;18.09.2019
865;0.3470;0.0760;00:30;19.09.2019
866;0.3460;0.0760;01:00;19.09.2019
867;0.3470;0.0880;01:30;19.09.2019
868;0.3460;0.0940;02:00;19.09.2019
869;0.3460;0.0850;02:30;19.09.2019
870;0.3460;0.0800;03:00;19.09.2019
871;0.3470;0.0840;03:30;19.09.2019
872;0.3460;0.0820;04:00;19.09.2019
873;0.3460;0.0700;04:30;19.09.2019
874;0.3450;0.0580;05:00;19.09.2019
875;0.3510;0.0520;05:30;19.09.2019
876;0.3560;0.0500;06:00;19.09.2019
877;0.3610;0.0460;06:30;19.09.2019
878;0.3440;0.0520;07:00;19.09.2019
879;0.3420;0.0570;07:30;19.09.2019
880;0.3450;0.0700;08:00;19.09.2019
881;0.4010;0.0830;08:30;19.09.2019
882;0.4580;0.0910;09:00;19.09.2019
883;0.4680;0.0920;09:30;19.09.2019
884;0.4830;0.0900;10:00;19.09.2019
885;0.4870;0.0890;10:30;19.09.2019
886;0.4900;0.0890;11:00;19.09.2019
887;0.5050;0.0870;11:30;19.09.2019
888;0.5240;0.0850;12:00;19.09.2019
889;0.5190;0.0860;12:30;19.09.2019
890;0.5240;0.0860;13:00;19.09.2019
891;0.5160;0.0860;13:30;19.09.2019
892;0.5180;0.0860;14:00;19.09.2019
893;0.5230;0.0850;14:30;19.09.2019
894;0.5210;0.0860;15:00;19.09.2019
895;0.5280;0.0860;15:30;19.09.2019
896;0.5260;0.0860;16:00;19.09.2019
897;0.5160;0.0860;16:30;19.09.2019
898;0.5000;0.0870;17:00;19.09.2019
899;0.5070;0.0870;17:30;19.09.2019
900;0.5020;0.0880;18:00;19.09.2019
901;0.5000;0.0880;18:30;19.09.2019
902;0.5040;0.0870;19:00;19.09.2019
903;0.5140;0.0850;19:30;19.09.2019
904;0.5100;0.0850;20:00;19.09.2019
905;0.5010;0.0860;20:30;19.09.2019
906;0.4850;0.0860;21:00;19.09.2019
907;0.4730;0.0860;21:30;19.09.2019
908;0.3510;0.0690;22:00;19.09.2019
909;0.3390;0.0590;22:30;19.09.2019
910;0.3390;0.0610;23:00;19.09.2019
911;0.3390;0.0580;23:30;19.09.2019
912;0.3360;0.0590;00:00;19.09.2019
913;0.3360;0.0520;00:30;20.09.2019
914;0.3370;0.0640;01:00;20.09.2019
915;0.3330;0.0630;01:30;20.09.2019
916;0.3340;0.0750;02:00;20.09.2019
917;0.3370;0.0510;02:30;20.09.2019
918;0.3370;0.0560;03:00;20.09.2019
919;0.3360;0.0550;03:30;20.09.2019
920;0.3360;0.0350;04:00;20.09.2019
921;0.3350;0.0280;04:30;20.09.2019
922;0.3360;0.0250;05:00;20.09.2019
923;0.3420;0.0200;05:30;20.09.2019
924;0.3500;0.0260;06:00;20.09.2019
925;0.3510;0.0410;06:30;20.09.2019
926;0.3350;0.0350;07:00;20.09.2019
927;0.3300;0.0490;07:30;20.09.2019
928;0.3260;0.0520;08:00;20.09.2019
929;0.4140;0.0850;08:30;20.09.2019
930;0.4540;0.0900;09:00;20.09.2019
931;0.4740;0.0900;09:30;20.09.2019
932;0.4840;0.0900;10:00;20.09.2019
933;0.5000;0.0880;10:30;20.09.2019
934;0.4980;0.0870;11:00;20.09.2019
935;0.5080;0.0870;11:30;20.09.2019
936;0.4900;0.0880;12:00;20.09.2019
937;0.4970;0.0870;12:30;20.09.2019
938;0.5010;0.0860;13:00;20.09.2019
939;0.5060;0.0860;13:30;20.09.2019
940;0.5030;0.0860;14:00;20.09.2019
941;0.5040;0.0860;14:30;20.09.2019
942;0.5120;0.0850;15:00;20.09.2019
943;0.5040;0.0860;15:30;20.09.2019
944;0.5100;0.0860;16:00;20.09.2019
945;0.5080;0.0870;16:30;20.09.2019
946;0.5090;0.0870;17:00;20.09.2019
947;0.5040;0.0870;17:30;20.09.2019
948;0.5000;0.0890;18:00;20.09.2019
949;0.5050;0.0880;18:30;20.09.2019
950;0.5060;0.0880;19:00;20.09.2019
951;0.5140;0.0890;19:30;20.09.2019
952;0.5090;0.0880;20:00;20.09.2019
953;0.5010;0.0880;20:30;20.09.2019
954;0.4790;0.0890;21:00;20.09.2019
955;0.4670;0.0890;21:30;20.09.2019
956;0.3750;0.0790;22:00;20.09.2019
957;0.3410;0.0610;22:30;20.09.2019
958;0.3390;0.0530;23:00;20.09.2019
959;0.3370;0.0640;23:30;20.09.2019
960;0.3370;0.0590;00:00;20.09.2019
961;0.3380;0.0640;00:30;21.09.2019
962;0.3370;0.0660;01:00;21.09.2019
963;0.3370;0.0660;01:30;21.09.2019
964;0.3360;0.0760;02:00;21.09.2019
965;0.3360;0.0690;02:30;21.09.2019
966;0.3370;0.0870;03:00;21.09.2019
967;0.3390;0.0860;03:30;21.09.2019
968;0.3360;0.0690;04:00;21.09.2019
969;0.3360;0.0720;04:30;21.09.2019
970;0.3360;0.0560;05:00;21.09.2019
971;0.3410;0.0500;05:30;21.09.2019
972;0.3490;0.0480;06:00;21.09.2019
973;0.3500;0.0610;06:30;21.09.2019
974;0.3350;0.0600;07:00;21.09.2019
975;0.3300;0.0590;07:30;21.09.2019
976;0.3250;0.0600;08:00;21.09.2019
977;0.3200;0.0680;08:30;21.09.2019
978;0.3850;0.0850;09:00;21.09.2019
979;0.4370;0.0920;09:30;21.09.2019
980;0.4480;0.0930;10:00;21.09.2019
981;0.4500;0.0930;10:30;21.09.2019
982;0.4510;0.0920;11:00;21.09.2019
983;0.4560;0.0910;11:30;21.09.2019
984;0.4550;0.0920;12:00;21.09.2019
985;0.4580;0.0910;12:30;21.09.2019
986;0.4660;0.0900;13:00;21.09.2019
987;0.4730;0.0890;13:30;21.09.2019
988;0.4680;0.0910;14:00;21.09.2019
989;0.4660;0.0910;14:30;21.09.2019
990;0.4690;0.0900;15:00;21.09.2019
991;0.4660;0.0900;15:30;21.09.2019
992;0.4730;0.0910;16:00;21.09.2019
993;0.4700;0.0900;16:30;21.09.2019
994;0.4750;0.0890;17:00;21.09.2019
995;0.4610;0.0910;17:30;21.09.2019
996;0.4520;0.0890;18:00;21.09.2019
997;0.4420;0.0910;18:30;21.09.2019
998;0.3660;0.0750;19:00;21.09.2019
999;0.3530;0.0770;19:30;21.09.2019
1000;0.3430;0.0730;20:00;21.09.2019
1001;0.3420;0.0680;20:30;21.09.2019
1002;0.3410;0.0710;21:00;21.09.2019
1003;0.3420;0.0690;21:30;21.09.2019
1004;0.3420;0.0680;22:00;21.09.2019
1005;0.3420;0.0540;22:30;21.09.2019
1006;0.3410;0.0540;23:00;21.09.2019
1007;0.3400;0.0580;23:30;21.09.2019
1008;0.3410;0.0480;00:00;21.09.2019
1009;0.3400;0.0550;00:30;22.09.2019
1010;0.3390;0.0650;01:00;22.09.2019
1011;0.3410;0.0760;01:30;22.09.2019
1012;0.3410;0.0890;02:00;22.09.2019
1013;0.3420;0.0780;02:30;22.09.2019
1014;0.3410;0.0810;03:00;22.09.2019
1015;0.3410;0.0750;03:30;22.09.2019
1016;0.3400;0.0660;04:00;22.09.2019
1017;0.3400;0.0490;04:30;22.09.2019
1018;0.3410;0.0440;05:00;22.09.2019
1019;0.3450;0.0410;05:30;22.09.2019
1020;0.3500;0.0340;06:00;22.09.2019
1021;0.3540;0.0720;06:30;22.09.2019
1022;0.3380;0.0670;07:00;22.09.2019
1023;0.3340;0.0730;07:30;22.09.2019
1024;0.3310;0.0720;08:00;22.09.2019
1025;0.3250;0.0730;08:30;22.09.2019
1026;0.3350;0.0740;09:00;22.09.2019
1027;0.3250;0.0590;09:30;22.09.2019
1028;0.3400;0.0780;10:00;22.09.2019
1029;0.3410;0.0760;10:30;22.09.2019
1030;0.3380;0.0720;11:00;22.09.2019
1031;0.3410;0.0830;11:30;22.09.2019
1032;0.3440;0.0840;12:00;22.09.2019
1033;0.3540;0.0830;12:30;22.09.2019
1034;0.3600;0.0830;13:00;22.09.2019
1035;0.3790;0.0910;13:30;22.09.2019
1036;0.3770;0.0860;14:00;22.09.2019
1037;0.3550;0.0800;14:30;22.09.2019
1038;0.3520;0.0780;15:00;22.09.2019
1039;0.3480;0.0840;15:30;22.09.2019
1040;0.3440;0.0760;16:00;22.09.2019
1041;0.3460;0.0760;16:30;22.09.2019
1042;0.3570;0.0800;17:00;22.09.2019
1043;0.3540;0.0790;17:30;22.09.2019
1044;0.1930;0.0190;18:00;22.09.2019
1045;0.1300;0.0030;18:30;22.09.2019
1046;0.1290;0.0030;19:00;22.09.2019
1047;0.1290;0.0040;19:30;22.09.2019
1048;0.1300;0.0040;20:00;22.09.2019
1049;0.1370;0.0050;20:30;22.09.2019
1050;0.3310;0.0670;21:00;22.09.2019
1051;0.3200;0.0640;21:30;22.09.2019
1052;0.3160;0.0590;22:00;22.09.2019
1053;0.3160;0.0520;22:30;22.09.2019
1054;0.3130;0.0480;23:00;22.09.2019
1055;0.3180;0.0420;23:30;22.09.2019
1056;0.3200;0.0530;00:00;22.09.2019
1057;0.3100;0.0620;00:30;23.09.2019
1058;0.3070;0.0640;01:00;23.09.2019
1059;0.3100;0.0780;01:30;23.09.2019
1060;0.3080;0.0800;02:00;23.09.2019
1061;0.3090;0.0470;02:30;23.09.2019
1062;0.2980;0.0440;03:00;23.09.2019
1063;0.3000;0.0420;03:30;23.09.2019
1064;0.2960;0.0270;04:00;23.09.2019
1065;0.2990;0.0090;04:30;23.09.2019
1066;0.2940;0.0090;05:00;23.09.2019
1067;0.3040;0.0110;05:30;23.09.2019
1068;0.3020;0.0120;06:00;23.09.2019
1069;0.3100;0.0160;06:30;23.09.2019
1070;0.2870;0.0210;07:00;23.09.2019
1071;0.2910;0.0350;07:30;23.09.2019
1072;0.2830;0.0460;08:00;23.09.2019
1073;0.3780;0.0830;08:30;23.09.2019
1074;0.4210;0.0940;09:00;23.09.2019
1075;0.4630;0.0940;09:30;23.09.2019
1076;0.4710;0.0930;10:00;23.09.2019
1077;0.4740;0.0930;10:30;23.09.2019
1078;0.4790;0.0920;11:00;23.09.2019
1079;0.5170;0.0900;11:30;23.09.2019
1080;0.5300;0.0890;12:00;23.09.2019
1081;0.5340;0.0880;12:30;23.09.2019
1082;0.5530;0.0870;13:00;23.09.2019
1083;0.5460;0.0870;13:30;23.09.2019
1084;0.5640;0.0870;14:00;23.09.2019
1085;0.5680;0.0870;14:30;23.09.2019
1086;0.5570;0.0880;15:00;23.09.2019
1087;0.5610;0.0880;15:30;23.09.2019
1088;0.5680;0.0880;16:00;23.09.2019
1089;0.5380;0.0890;16:30;23.09.2019
1090;0.5010;0.0900;17:00;23.09.2019
1091;0.5040;0.0880;17:30;23.09.2019
1092;0.5090;0.0900;18:00;23.09.2019
1093;0.5390;0.0890;18:30;23.09.2019
1094;0.5060;0.0900;19:00;23.09.2019
1095;0.5050;0.0880;19:30;23.09.2019
1096;0.5080;0.0870;20:00;23.09.2019
1097;0.4880;0.0820;20:30;23.09.2019
1098;0.4480;0.0740;21:00;23.09.2019
1099;0.3580;0.0310;21:30;23.09.2019
1100;0.3210;0.0170;22:00;23.09.2019
1101;0.3210;0.0230;22:30;23.09.2019
1102;0.3220;0.0170;23:00;23.09.2019
1103;0.3180;0.0240;23:30;23.09.2019
1104;0.3170;0.0190;00:00;23.09.2019
1105;0.3190;0.0190;00:30;24.09.2019
1106;0.3190;0.0270;01:00;24.09.2019
1107;0.3190;0.0210;01:30;24.09.2019
1108;0.3170;0.0330;02:00;24.09.2019
1109;0.3200;0.0120;02:30;24.09.2019
1110;0.3190;0.0050;03:00;24.09.2019
1111;0.3200;0.0130;03:30;24.09.2019
1112;0.3180;0.0070;04:00;24.09.2019
1113;0.3170;0.0060;04:30;24.09.2019
1114;0.3170;0.0000;05:00;24.09.2019
1115;0.3240;0.0040;05:30;24.09.2019
1116;0.3260;0.0040;06:00;24.09.2019
1117;0.3310;0.0090;06:30;24.09.2019
1118;0.3130;0.0140;07:00;24.09.2019
1119;0.3100;0.0210;07:30;24.09.2019
1120;0.3120;0.0360;08:00;24.09.2019
1121;0.4200;0.0850;08:30;24.09.2019
1122;0.4420;0.0930;09:00;24.09.2019
1123;0.4700;0.0920;09:30;24.09.2019
1124;0.5310;0.0880;10:00;24.09.2019
1125;0.5470;0.0860;10:30;24.09.2019
1126;0.5280;0.0870;11:00;24.09.2019
1127;0.5320;0.0860;11:30;24.09.2019
1128;0.5610;0.0850;12:00;24.09.2019
1129;0.5500;0.0850;12:30;24.09.2019
1130;0.5350;0.0850;13:00;24.09.2019
1131;0.5110;0.0880;13:30;24.09.2019
1132;0.5080;0.0880;14:00;24.09.2019
1133;0.5380;0.0870;14:30;24.09.2019
1134;0.5460;0.0850;15:00;24.09.2019
1135;0.6020;0.0830;15:30;24.09.2019
1136;0.5750;0.0850;16:00;24.09.2019
1137;0.5820;0.0870;16:30;24.09.2019
1138;0.5850;0.0870;17:00;24.09.2019
1139;0.5900;0.0870;17:30;24.09.2019
1140;0.5880;0.0860;18:00;24.09.2019
1141;0.5700;0.0870;18:30;24.09.2019
1142;0.5540;0.0870;19:00;24.09.2019
1143;0.5580;0.0850;19:30;24.09.2019
1144;0.5540;0.0870;20:00;24.09.2019
1145;0.4980;0.0890;20:30;24.09.2019
1146;0.4620;0.0890;21:00;24.09.2019
1147;0.4530;0.0900;21:30;24.09.2019
1148;0.3350;0.0540;22:00;24.09.2019
1149;0.3130;0.0360;22:30;24.09.2019
1150;0.3120;0.0380;23:00;24.09.2019
1151;0.3130;0.0330;23:30;24.09.2019
1152;0.3120;0.0370;00:00;24.09.2019
1153;0.3120;0.0360;00:30;25.09.2019
1154;0.3120;0.0420;01:00;25.09.2019
1155;0.3130;0.0570;01:30;25.09.2019
1156;0.3140;0.0490;02:00;25.09.2019
1157;0.3120;0.0360;02:30;25.09.2019
1158;0.3130;0.0230;03:00;25.09.2019
1159;0.3120;0.0360;03:30;25.09.2019
1160;0.3140;0.0250;04:00;25.09.2019
1161;0.3130;0.0150;04:30;25.09.2019
1162;0.3110;0.0030;05:00;25.09.2019
1163;0.3140;0.0070;05:30;25.09.2019
1164;0.3180;0.0150;06:00;25.09.2019
1165;0.3240;0.0200;06:30;25.09.2019
1166;0.3080;0.0230;07:00;25.09.2019
1167;0.3050;0.0310;07:30;25.09.2019
1168;0.3020;0.0460;08:00;25.09.2019
1169;0.3690;0.0750;08:30;25.09.2019
1170;0.4220;0.0950;09:00;25.09.2019
1171;0.4380;0.0930;09:30;25.09.2019
1172;0.4730;0.0930;10:00;25.09.2019
1173;0.4820;0.0910;10:30;25.09.2019
1174;0.5010;0.0890;11:00;25.09.2019
1175;0.5100;0.0890;11:30;25.09.2019
1176;0.5380;0.0870;12:00;25.09.2019
1177;0.5360;0.0860;12:30;25.09.2019
1178;0.5960;0.0840;13:00;25.09.2019
1179;0.6140;0.0820;13:30;25.09.2019
1180;0.5970;0.0840;14:00;25.09.2019
1181;0.5880;0.0830;14:30;25.09.2019
1182;0.5980;0.0830;15:00;25.09.2019
1183;0.6190;0.0810;15:30;25.09.2019
1184;0.6100;0.0820;16:00;25.09.2019
1185;0.6210;0.0830;16:30;25.09.2019
1186;0.6110;0.0840;17:00;25.09.2019
1187;0.5960;0.0850;17:30;25.09.2019
1188;0.5860;0.0860;18:00;25.09.2019
1189;0.5900;0.0850;18:30;25.09.2019
1190;0.5810;0.0850;19:00;25.09.2019
1191;0.6210;0.0830;19:30;25.09.2019
1192;0.6170;0.0820;20:00;25.09.2019
1193;0.5770;0.0840;20:30;25.09.2019
1194;0.5540;0.0840;21:00;25.09.2019
1195;0.4870;0.0730;21:30;25.09.2019
1196;0.4210;0.0680;22:00;25.09.2019
1197;0.4210;0.0560;22:30;25.09.2019
1198;0.4190;0.0510;23:00;25.09.2019
1199;0.4200;0.0580;23:30;25.09.2019
1200;0.4180;0.0620;00:00;25.09.2019
1201;0.4170;0.0660;00:30;26.09.2019
1202;0.4210;0.0730;01:00;26.09.2019
1203;0.4170;0.0790;01:30;26.09.2019
