№;P+, кВт;R+, кВар;Время;Дата
1204;0.3850;0.0760;02:00;26.09.2019
1205;0.3860;0.0720;02:30;26.09.2019
1206;0.3910;0.0800;03:00;26.09.2019
1207;0.3910;0.0850;03:30;26.09.2019
1208;0.3940;0.0710;04:00;26.09.2019
1209;0.3880;0.0620;04:30;26.09.2019
1210;0.3860;0.0410;05:00;26.09.2019
1211;0.3910;0.0300;05:30;26.09.2019
1212;0.4060;0.0280;06:00;26.09.2019
1213;0.4110;0.0240;06:30;26.09.2019
1214;0.3970;0.0210;07:00;26.09.2019
1215;0.3950;0.0290;07:30;26.09.2019
1216;0.3900;0.0440;08:00;26.09.2019
1217;0.4450;0.0710;08:30;26.09.2019
1218;0.5070;0.0890;09:00;26.09.2019
1219;0.5550;0.0860;09:30;26.09.2019
1220;0.5810;0.0840;10:00;26.09.2019
1221;0.5890;0.0820;10:30;26.09.2019
1222;0.5930;0.0810;11:00;26.09.2019
1223;0.5900;0.0820;11:30;26.09.2019
1224;0.6030;0.0800;12:00;26.09.2019
1225;0.6120;0.0810;12:30;26.09.2019
1226;0.5990;0.0800;13:00;26.09.2019
1227;0.6110;0.0790;13:30;26.09.2019
1228;0.6050;0.0810;14:00;26.09.2019
1229;0.6330;0.0790;14:30;26.09.2019
1230;0.6100;0.0800;15:00;26.09.2019
1231;0.5900;0.0810;15:30;26.09.2019
1232;0.6000;0.0810;16:00;26.09.2019
1233;0.6130;0.0800;16:30;26.09.2019
1234;0.6360;0.0800;17:00;26.09.2019
1235;0.6310;0.0810;17:30;26.09.2019
1236;0.6270;0.0810;18:00;26.09.2019
1237;0.6250;0.0820;18:30;26.09.2019
1238;0.6190;0.0820;19:00;26.09.2019
1239;0.6310;0.0810;19:30;26.09.2019
1240;0.6170;0.0810;20:00;26.09.2019
1241;0.6040;0.0820;20:30;26.09.2019
1242;0.5830;0.0810;21:00;26.09.2019
1243;0.5470;0.0800;21:30;26.09.2019
1244;0.4200;0.0720;22:00;26.09.2019
1245;0.3940;0.0470;22:30;26.09.2019
1246;0.2280;0.0190;23:00;26.09.2019
1247;0.1150;0.0000;23:30;26.09.2019
1248;0.1140;0.0000;00:00;26.09.2019
1249;0.1150;0.0000;00:30;27.09.2019
1250;0.1140;0.0000;01:00;27.09.2019
1251;0.1140;0.0000;01:30;27.09.2019
1252;0.1140;0.0000;02:00;27.09.2019
1253;0.1140;0.0000;02:30;27.09.2019
1254;0.3120;0.0430;03:00;27.09.2019
1255;0.3910;0.0620;03:30;27.09.2019
1256;0.3920;0.0520;04:00;27.09.2019
1257;0.3910;0.0370;04:30;27.09.2019
1258;0.3900;0.0280;05:00;27.09.2019
1259;0.3860;0.0130;05:30;27.09.2019
1260;0.3820;0.0120;06:00;27.09.2019
1261;0.4560;0.0280;06:30;27.09.2019
1262;0.4100;0.0210;07:00;27.09.2019
1263;0.3980;0.0290;07:30;27.09.2019
1264;0.4250;0.0520;08:00;27.09.2019
1265;0.4660;0.0710;08:30;27.09.2019
1266;0.5340;0.0870;09:00;27.09.2019
1267;0.5710;0.0850;09:30;27.09.2019
1268;0.5600;0.0850;10:00;27.09.2019
1269;0.5980;0.0840;10:30;27.09.2019
1270;0.5830;0.0840;11:00;27.09.2019
1271;0.6090;0.0830;11:30;27.09.2019
1272;0.5990;0.0820;12:00;27.09.2019
1273;0.5860;0.0830;12:30;27.09.2019
1274;0.5910;0.0820;13:00;27.09.2019
1275;0.6150;0.0810;13:30;27.09.2019
1276;0.5930;0.0830;14:00;27.09.2019
1277;0.5990;0.0820;14:30;27.09.2019
1278;0.5950;0.0830;15:00;27.09.2019
1279;0.5880;0.0820;15:30;27.09.2019
1280;0.5840;0.0830;16:00;27.09.2019
1281;0.6090;0.0820;16:30;27.09.2019
1282;0.6140;0.0820;17:00;27.09.2019
1283;0.6190;0.0810;17:30;27.09.2019
1284;0.6080;0.0850;18:00;27.09.2019
1285;0.6200;0.0830;18:30;27.09.2019
1286;0.5960;0.0850;19:00;27.09.2019
1287;0.6090;0.0830;19:30;27.09.2019
1288;0.6220;0.0840;20:00;27.09.2019
1289;0.5920;0.0840;20:30;27.09.2019
1290;0.5810;0.0840;21:00;27.09.2019
1291;0.4960;0.0770;21:30;27.09.2019
1292;0.3820;0.0650;22:00;27.09.2019
1293;0.3810;0.0620;22:30;27.09.2019
1294;0.3870;0.0580;23:00;27.09.2019
1295;0.3820;0.0630;23:30;27.09.2019
1296;0.3870;0.0640;00:00;27.09.2019
1297;0.3840;0.0640;00:30;28.09.2019
1298;0.3790;0.0600;01:00;28.09.2019
1299;0.3850;0.0680;01:30;28.09.2019
1300;0.3820;0.0870;02:00;28.09.2019
1301;0.3800;0.0850;02:30;28.09.2019
1302;0.3860;0.0870;03:00;28.09.2019
1303;0.3540;0.0670;03:30;28.09.2019
1304;0.3530;0.0610;04:00;28.09.2019
1305;0.3600;0.0510;04:30;28.09.2019
1306;0.3540;0.0380;05:00;28.09.2019
1307;0.3530;0.0210;05:30;28.09.2019
1308;0.3610;0.0250;06:00;28.09.2019
1309;0.3760;0.0240;06:30;28.09.2019
1310;0.3490;0.0660;07:00;28.09.2019
1311;0.3510;0.0840;07:30;28.09.2019
1312;0.3470;0.0860;08:00;28.09.2019
1313;0.3490;0.0900;08:30;28.09.2019
1314;0.4170;0.0960;09:00;28.09.2019
1315;0.4750;0.0960;09:30;28.09.2019
1316;0.4930;0.0950;10:00;28.09.2019
1317;0.5000;0.0940;10:30;28.09.2019
1318;0.5020;0.0930;11:00;28.09.2019
1319;0.5000;0.0920;11:30;28.09.2019
1320;0.5010;0.0930;12:00;28.09.2019
1321;0.5000;0.0930;12:30;28.09.2019
1322;0.5100;0.0920;13:00;28.09.2019
1323;0.5140;0.0900;13:30;28.09.2019
1324;0.5100;0.0910;14:00;28.09.2019
1325;0.5140;0.0920;14:30;28.09.2019
1326;0.5070;0.0910;15:00;28.09.2019
1327;0.5110;0.0910;15:30;28.09.2019
1328;0.5210;0.0890;16:00;28.09.2019
1329;0.5170;0.0900;16:30;28.09.2019
1330;0.5180;0.0900;17:00;28.09.2019
1331;0.5030;0.0920;17:30;28.09.2019
1332;0.4890;0.0930;18:00;28.09.2019
1333;0.4680;0.0940;18:30;28.09.2019
1334;0.3570;0.0950;19:00;28.09.2019
1335;0.3700;0.0960;19:30;28.09.2019
1336;0.3740;0.0650;20:00;28.09.2019
1337;0.3760;0.0680;20:30;28.09.2019
1338;0.3710;0.0620;21:00;28.09.2019
1339;0.3670;0.0620;21:30;28.09.2019
1340;0.3730;0.0540;22:00;28.09.2019
1341;0.3660;0.0550;22:30;28.09.2019
1342;0.3670;0.0490;23:00;28.09.2019
1343;0.3660;0.0440;23:30;28.09.2019
1344;0.3740;0.0610;00:00;28.09.2019
1345;0.3650;0.0460;00:30;29.09.2019
1346;0.3710;0.0440;01:00;29.09.2019
1347;0.3660;0.0450;01:30;29.09.2019
1348;0.3670;0.0460;02:00;29.09.2019
1349;0.3740;0.0410;02:30;29.09.2019
1350;0.3680;0.0310;03:00;29.09.2019
1351;0.3660;0.0300;03:30;29.09.2019
1352;0.3700;0.0350;04:00;29.09.2019
1353;0.3660;0.0240;04:30;29.09.2019
1354;0.3670;0.0230;05:00;29.09.2019
1355;0.3750;0.0260;05:30;29.09.2019
1356;0.3790;0.0310;06:00;29.09.2019
1357;0.3800;0.0430;06:30;29.09.2019
1358;0.3660;0.0270;07:00;29.09.2019
1359;0.3650;0.0270;07:30;29.09.2019
1360;0.3630;0.0400;08:00;29.09.2019
1361;0.3540;0.0460;08:30;29.09.2019
1362;0.3520;0.0470;09:00;29.09.2019
1363;0.3590;0.0480;09:30;29.09.2019
1364;0.3550;0.0550;10:00;29.09.2019
1365;0.3540;0.0520;10:30;29.09.2019
1366;0.3650;0.0660;11:00;29.09.2019
1367;0.3610;0.0600;11:30;29.09.2019
1368;0.3580;0.0600;12:00;29.09.2019
1369;0.3590;0.0580;12:30;29.09.2019
1370;0.3660;0.0680;13:00;29.09.2019
1371;0.3110;0.0320;13:30;29.09.2019
1372;0.1730;0.0060;14:00;29.09.2019
1373;0.1290;0.0010;14:30;29.09.2019
1374;0.1220;0.0000;15:00;29.09.2019
1375;0.1240;0.0010;15:30;29.09.2019
1376;0.1340;0.0010;16:00;29.09.2019
1377;0.1340;0.0010;16:30;29.09.2019
1378;0.3050;0.0250;17:00;29.09.2019
1379;0.2990;0.0240;17:30;29.09.2019
1380;0.2970;0.0210;18:00;29.09.2019
1381;0.3030;0.0250;18:30;29.09.2019
1382;0.2980;0.0290;19:00;29.09.2019
1383;0.2990;0.0250;19:30;29.09.2019
1384;0.3020;0.0270;20:00;29.09.2019
1385;0.2960;0.0220;20:30;29.09.2019
1386;0.3020;0.0260;21:00;29.09.2019
1387;0.2960;0.0230;21:30;29.09.2019
1388;0.2990;0.0220;22:00;29.09.2019
1389;0.3050;0.0230;22:30;29.09.2019
1390;0.2980;0.0150;23:00;29.09.2019
1391;0.3030;0.0190;23:30;29.09.2019
1392;0.2970;0.0190;00:00;29.09.2019
1393;0.2980;0.0310;00:30;30.09.2019
1394;0.3050;0.0360;01:00;30.09.2019
1395;0.2970;0.0270;01:30;30.09.2019
1396;0.2980;0.0330;02:00;30.09.2019
1397;0.3170;0.0240;02:30;30.09.2019
1398;0.3570;0.0450;03:00;30.09.2019
1399;0.3460;0.0360;03:30;30.09.2019
1400;0.3530;0.0420;04:00;30.09.2019
1401;0.3460;0.0330;04:30;30.09.2019
1402;0.3510;0.0330;05:00;30.09.2019
1403;0.3480;0.0250;05:30;30.09.2019
1404;0.3580;0.0390;06:00;30.09.2019
1405;0.3570;0.0430;06:30;30.09.2019
1406;0.3650;0.0460;07:00;30.09.2019
1407;0.3540;0.0550;07:30;30.09.2019
1408;0.3530;0.0650;08:00;30.09.2019
1409;0.4080;0.0830;08:30;30.09.2019
1410;0.4610;0.0910;09:00;30.09.2019
1411;0.4700;0.0890;09:30;30.09.2019
1412;0.4870;0.0890;10:00;30.09.2019
1413;0.4990;0.0890;10:30;30.09.2019
1414;0.5030;0.0870;11:00;30.09.2019
1415;0.4980;0.0890;11:30;30.09.2019
1416;0.5020;0.0900;12:00;30.09.2019
1417;0.5050;0.0880;12:30;30.09.2019
1418;0.5040;0.0880;13:00;30.09.2019
1419;0.5110;0.0880;13:30;30.09.2019
1420;0.5330;0.0850;14:00;30.09.2019
1421;0.5080;0.0880;14:30;30.09.2019
1422;0.5310;0.0860;15:00;30.09.2019
1423;0.5280;0.0860;15:30;30.09.2019
1424;0.5220;0.0870;16:00;30.09.2019
1425;0.5110;0.0880;16:30;30.09.2019
1426;0.5310;0.0860;17:00;30.09.2019
1427;0.5390;0.0870;17:30;30.09.2019
1428;0.5280;0.0860;18:00;30.09.2019
1429;0.5250;0.0860;18:30;30.09.2019
1430;0.5150;0.0860;19:00;30.09.2019
1431;0.5180;0.0830;19:30;30.09.2019
1432;0.5140;0.0830;20:00;30.09.2019
1433;0.5060;0.0820;20:30;30.09.2019
1434;0.4900;0.0810;21:00;30.09.2019
1435;0.4600;0.0800;21:30;30.09.2019
1436;0.3550;0.0350;22:00;30.09.2019
1437;0.3420;0.0260;22:30;30.09.2019
1438;0.3460;0.0330;23:00;30.09.2019
1439;0.3450;0.0290;23:30;30.09.2019
1440;0.3410;0.0230;00:00;30.09.2019
