n;P+;R+;Time;Date
1;0;0;00:30;01.12.2019
2;0;0,001;01:00;01.12.2019
3;0;0,001;01:30;01.12.2019
4;0;0,001;02:00;01.12.2019
5;0;0,001;02:30;01.12.2019
6;0,001;0;03:00;01.12.2019
7;0;0,001;03:30;01.12.2019
8;0;0,001;04:00;01.12.2019
9;0;0,001;04:30;01.12.2019
10;0;0,001;05:00;01.12.2019
11;0;0;05:30;01.12.2019
12;0;0,001;06:00;01.12.2019
13;0,001;0,001;06:30;01.12.2019
14;0;0,001;07:00;01.12.2019
15;0;0;07:30;01.12.2019
16;0;0,001;08:00;01.12.2019
17;0;0,001;08:30;01.12.2019
18;0;0,001;09:00;01.12.2019
19;0;0,001;09:30;01.12.2019
20;0;0;10:00;01.12.2019
21;0,001;0,001;10:30;01.12.2019
22;0;0,001;11:00;01.12.2019
23;0;0,001;11:30;01.12.2019
24;0;0,001;12:00;01.12.2019
25;0;0;12:30;01.12.2019
26;0;0,001;13:00;01.12.2019
27;0;0,001;13:30;01.12.2019
28;0;0,001;14:00;01.12.2019
29;0,001;0;14:30;01.12.2019
30;0;0,001;15:00;01.12.2019
31;0;0,001;15:30;01.12.2019
32;0;0,001;16:00;01.12.2019
33;0;0;16:30;01.12.2019
34;0;0,001;17:00;01.12.2019
35;0;0,001;17:30;01.12.2019
36;0;0,001;18:00;01.12.2019
37;0,001;0,001;18:30;01.12.2019
38;0;0;19:00;01.12.2019
39;0;0,001;19:30;01.12.2019
40;0;0,001;20:00;01.12.2019
41;0;0,001;20:30;01.12.2019
42;0;0;21:00;01.12.2019
43;0;0,001;21:30;01.12.2019
44;0;0,001;22:00;01.12.2019
45;0,001;0,001;22:30;01.12.2019
46;0;0,001;23:00;01.12.2019
47;0;0,001;23:30;01.12.2019
48;0;0;00:00;01.12.2019
49;0;0,001;00:30;02.12.2019
50;0;0,001;01:00;02.12.2019
51;0;0,001;01:30;02.12.2019
52;0;0,001;02:00;02.12.2019
53;0,001;0;02:30;02.12.2019
54;0;0,001;03:00;02.12.2019
55;0;0,001;03:30;02.12.2019
56;0;0,001;04:00;02.12.2019
57;0;0,001;04:30;02.12.2019
58;0;0,001;05:00;02.12.2019
59;0;0;05:30;02.12.2019
60;0;0,001;06:00;02.12.2019
61;0,001;0,001;06:30;02.12.2019
62;0;0,001;07:00;02.12.2019
63;0;0,001;07:30;02.12.2019
64;0;0,001;08:00;02.12.2019
65;0;0;08:30;02.12.2019
66;0;0,001;09:00;02.12.2019
67;0;0,001;09:30;02.12.2019
