n;P+;R+;Time;Date
1;0,0159397;0,0017663;00:30;25.06.2020
2;0,0156957;0,0014486;01:00;25.06.2020
3;0,0154323;0,0012673;01:30;25.06.2020
4;0,0157362;0,0013991;02:00;25.06.2020
5;0,015639;0,0015143;02:30;25.06.2020
6;0,0155039;0,0013385;03:00;25.06.2020
7;0,0155393;0,0014538;03:30;25.06.2020
8;0,0153084;0,0014021;04:00;25.06.2020
9;0,0152068;0,001556;04:30;25.06.2020
10;0,0151042;0,0014675;05:00;25.06.2020
11;0,0151577;0,0013262;05:30;25.06.2020
12;0,0153056;0,0014478;06:00;25.06.2020
13;0,0148019;0,0012644;06:30;25.06.2020
14;0,015015;0,0010902;07:00;25.06.2020
15;0,0153779;0,0009472;07:30;25.06.2020
16;0,0171267;0,0007659;08:00;25.06.2020
17;0,01891;0,0005896;08:30;25.06.2020
18;0,0220048;0,0005147;09:00;25.06.2020
19;0,0244537;0,0007006;09:30;25.06.2020
20;0,0255497;0,0007337;10:00;25.06.2020
21;0,0258049;0,0006695;10:30;25.06.2020
22;0,0259243;0,0006093;11:00;25.06.2020
23;0,0264161;0,0006804;11:30;25.06.2020
24;0,0266869;0,0009118;12:00;25.06.2020
25;0,0275916;0,0012419;12:30;25.06.2020
26;0,0282908;0,0013868;13:00;25.06.2020
27;0,0283581;0,001673;13:30;25.06.2020
28;0,0285537;0,0019683;14:00;25.06.2020
29;0,0289108;0,0019105;14:30;25.06.2020
30;0,0285333;0,001902;15:00;25.06.2020
31;0,0289235;0,0020704;15:30;25.06.2020
32;0,0286507;0,0019689;16:00;25.06.2020
33;0,028686;0,0020134;16:30;25.06.2020
34;0,0287585;0,0022368;17:00;25.06.2020
35;0,0284674;0,0024955;17:30;25.06.2020
36;0,0275587;0,0027157;18:00;25.06.2020
37;0,0249126;0,0028721;18:30;25.06.2020
38;0,0229222;0,0024263;19:00;25.06.2020
39;0,0214746;0,0021736;19:30;25.06.2020
40;0,0209775;0,0022695;20:00;25.06.2020
41;0,0190247;0,0021388;20:30;25.06.2020
42;0,0191176;0,0020832;21:00;25.06.2020
43;0,0182088;0,0019863;21:30;25.06.2020
44;0,0183681;0,0020864;22:00;25.06.2020
45;0,0173241;0,0019883;22:30;25.06.2020
46;0,0168808;0,0018481;23:00;25.06.2020
47;0,0166014;0,0016204;23:30;25.06.2020
48;0,0163506;0,0016193;00:00;25.06.2020
49;0,016126;0,0019161;00:30;26.06.2020
50;0,0158673;0,0019944;01:00;26.06.2020
51;0,0160675;0,0018845;01:30;26.06.2020
52;0,0159302;0,0013263;02:00;26.06.2020
53;0,0152473;0,001231;02:30;26.06.2020
54;0,0150205;0,0012142;03:00;26.06.2020
55;0,0150359;0,001171;03:30;26.06.2020
56;0,0151477;0,0012866;04:00;26.06.2020
57;0,0150398;0,0012851;04:30;26.06.2020
58;0,0147158;0,0011236;05:00;26.06.2020
59;0,0149655;0,0011916;05:30;26.06.2020
60;0,0145951;0,0010234;06:00;26.06.2020
61;0,0149131;0,001148;06:30;26.06.2020
62;0,015107;0,0010433;07:00;26.06.2020
63;0,01562;0,0007667;07:30;26.06.2020
64;0,017491;0,0006232;08:00;26.06.2020
65;0,0193465;0,0007138;08:30;26.06.2020
66;0,0220343;0,0009314;09:00;26.06.2020
67;0,0244551;0,0007163;09:30;26.06.2020
;0,0251971;0,0008834;10:00;26.06.2020
;0,0252691;0,0009041;10:30;26.06.2020
;0,0260763;0,0013873;11:00;26.06.2020
;0,0267735;0,0015953;11:30;26.06.2020
;0,0280563;0,0018969;12:00;26.06.2020
;0,0280812;0,0020687;12:30;26.06.2020
;0,0278637;0,0020804;13:00;26.06.2020
;0,0286683;0,0021898;13:30;26.06.2020
;0,0289152;0,0021286;14:00;26.06.2020
;0,0285069;0,0019827;14:30;26.06.2020
;0,0282434;0,0017595;15:00;26.06.2020
;0,0293192;0,0023787;15:30;26.06.2020
;0,0286903;0,00215;16:00;26.06.2020
;0,0286572;0,0022918;16:30;26.06.2020
;0,02829;0,0024184;17:00;26.06.2020
;0,0256652;0,0025759;17:30;26.06.2020
;0,0246234;0,0029649;18:00;26.06.2020
;0,021998;0,0029293;18:30;26.06.2020
;0,020914;0,0024539;19:00;26.06.2020
;0,0195097;0,0023914;19:30;26.06.2020
;0,0187792;0,0022784;20:00;26.06.2020
;0,0173651;0,0016609;20:30;26.06.2020
;0,0168664;0,0016313;21:00;26.06.2020
;0,0169053;0,0016945;21:30;26.06.2020
;0,016325;0,0017049;22:00;26.06.2020
;0,0164164;0,0018881;22:30;26.06.2020
;0,0157718;0,0017961;23:00;26.06.2020
;0,0157754;0,0014432;23:30;26.06.2020
;0,0157945;0,0016402;00:00;26.06.2020
;0,0152731;0,0018587;00:30;27.06.2020
;0,0151902;0,0018367;01:00;27.06.2020
;0,0154237;0,0019601;01:30;27.06.2020
;0,015074;0,0017557;02:00;27.06.2020
;0,0150025;0,0013088;02:30;27.06.2020
;0,0148614;0,0012584;03:00;27.06.2020
;0,0145987;0,0010844;03:30;27.06.2020
;0,0147158;0,0012951;04:00;27.06.2020
;0,0144328;0,0013393;04:30;27.06.2020
;0,0141421;0,001368;05:00;27.06.2020
;0,0141269;0,0012711;05:30;27.06.2020
;0,0139455;0,0012818;06:00;27.06.2020
;0,0140437;0,0011225;06:30;27.06.2020
;0,0143676;0,0012239;07:00;27.06.2020
;0,0146026;0,0011308;07:30;27.06.2020
;0,014735;0,0009551;08:00;27.06.2020
;0,0143148;0,000676;08:30;27.06.2020
;0,0153098;0,000921;09:00;27.06.2020
;0,015471;0,0011124;09:30;27.06.2020
;0,0156015;0,0013534;10:00;27.06.2020
;0,0153656;0,0010515;10:30;27.06.2020
;0,0162214;0,0018853;11:00;27.06.2020
;0,0164327;0,001771;11:30;27.06.2020
;0,0162247;0,0016455;12:00;27.06.2020
;0,0165465;0,0020286;12:30;27.06.2020
;0,016734;0,0020316;13:00;27.06.2020
;0,0170971;0,0022438;13:30;27.06.2020
;0,0170035;0,0022786;14:00;27.06.2020
;0,0172754;0,00235;14:30;27.06.2020
;0,0171124;0,0023008;15:00;27.06.2020
;0,0169982;0,0023226;15:30;27.06.2020
;0,0166996;0,0023212;16:00;27.06.2020
;0,0168197;0,0023769;16:30;27.06.2020
;0,0166149;0,0023212;17:00;27.06.2020
;0,0168113;0,0023257;17:30;27.06.2020
;0,0165612;0,0025411;18:00;27.06.2020
;0,0162171;0,0023306;18:30;27.06.2020
;0,0164305;0,002315;19:00;27.06.2020
;0,0164139;0,0023563;19:30;27.06.2020
;0,0162606;0,0022967;20:00;27.06.2020
;0,0157327;0,0021308;20:30;27.06.2020
;0,0163644;0,0020849;21:00;27.06.2020
;0,0153411;0,0018458;21:30;27.06.2020
;0,014821;0,0017245;22:00;27.06.2020
;0,014979;0,0019759;22:30;27.06.2020
;0,014763;0,0014119;23:00;27.06.2020
;0,014756;0,0014264;23:30;27.06.2020
;0,0144404;0,0016803;00:00;27.06.2020
;0,0146477;0,0015566;00:30;28.06.2020
;0,0146212;0,0011445;01:00;28.06.2020
;0,0146564;0,0010981;01:30;28.06.2020
;0,0143314;0,0011746;02:00;28.06.2020
;0,0146094;0,0013318;02:30;28.06.2020
;0,0145339;0,0012784;03:00;28.06.2020
;0,0142556;0,0012685;03:30;28.06.2020
;0,0142934;0,0013502;04:00;28.06.2020
;0,0142538;0,0014273;04:30;28.06.2020
;0,0139003;0,0012891;05:00;28.06.2020
;0,0139018;0,0013631;05:30;28.06.2020
;0,0136963;0,0012684;06:00;28.06.2020
;0,0139476;0,0012283;06:30;28.06.2020
;0,0120812;0,0009684;07:00;28.06.2020
;0,0047823;0,0001468;07:30;28.06.2020
;0,005318;0,0004542;08:00;28.06.2020
;0,0055822;0,0005908;08:30;28.06.2020
;0,0058564;0,0007243;09:00;28.06.2020
;0,0059722;0,0007505;09:30;28.06.2020
;0,0060257;0,000758;10:00;28.06.2020
;0,0065601;0,0009958;10:30;28.06.2020
;0,0062545;0,0010093;11:00;28.06.2020
;0,0065317;0,0011253;11:30;28.06.2020
;0,007099;0,0013621;12:00;28.06.2020
;0,0073758;0,0016238;12:30;28.06.2020
;0,0074432;0,001821;13:00;28.06.2020
;0,0074873;0,0018213;13:30;28.06.2020
;0,0073626;0,001827;14:00;28.06.2020
;0,0073992;0,0018058;14:30;28.06.2020
;0,0078482;0,001995;15:00;28.06.2020
;0,0077396;0,001948;15:30;28.06.2020
;0,0074514;0,0018584;16:00;28.06.2020
;0,0073305;0,0018133;16:30;28.06.2020
;0,0076651;0,0019789;17:00;28.06.2020
;0,0073702;0,0017869;17:30;28.06.2020
;0,0072653;0,0017877;18:00;28.06.2020
;0,0068673;0,0014982;18:30;28.06.2020
;0,0074094;0,0018342;19:00;28.06.2020
;0,0067382;0,0015637;19:30;28.06.2020
;0,00673;0,0016756;20:00;28.06.2020
;0,0062992;0,001265;20:30;28.06.2020
;0,0063629;0,0012696;21:00;28.06.2020
;0,0058388;0,0008555;21:30;28.06.2020
