n;P+;R+;Time;Date
;0,558;0,00;00:30;28.04.2020
;0,5585;0,00;01:00;28.04.2020
;0,5595;0,00;01:30;28.04.2020
;0,56;0,00;02:00;28.04.2020
;0,56;0,00;02:30;28.04.2020
;0,56;0,00;03:00;28.04.2020
;0,5605;0,00;03:30;28.04.2020
;0,56;0,00;04:00;28.04.2020
;0,5315;0,00;04:30;28.04.2020
;0,00;0,00;05:00;28.04.2020
;0,00;0,00;05:30;28.04.2020
;0,00;0,00;06:00;28.04.2020
;0,00;0,00;06:30;28.04.2020
;0,00;0,00;07:00;28.04.2020
;0,00;0,00;07:30;28.04.2020
;0,00;0,00;08:00;28.04.2020
;0,00;0,00;08:30;28.04.2020
;0,00;0,00;09:00;28.04.2020
;0,00;0,00;09:30;28.04.2020
;0,00;0,00;10:00;28.04.2020
;0,00;0,00;10:30;28.04.2020
;0,00;0,00;11:00;28.04.2020
;0,00;0,00;11:30;28.04.2020
;0,00;0,00;12:00;28.04.2020
;0,00;0,00;12:30;28.04.2020
;0,00;0,00;13:00;28.04.2020
;0,00;0,00;13:30;28.04.2020
;0,00;0,00;14:00;28.04.2020
;0,00;0,00;14:30;28.04.2020
;0,00;0,00;15:00;28.04.2020
;0,00;0,00;15:30;28.04.2020
;0,00;0,00;16:00;28.04.2020
;0,00;0,00;16:30;28.04.2020
;0,00;0,00;17:00;28.04.2020
;0,00;0,00;17:30;28.04.2020
;0,00;0,00;18:00;28.04.2020
;0,00;0,00;18:30;28.04.2020
;0,00;0,00;19:00;28.04.2020
;0,00;0,00;19:30;28.04.2020
;0,53;0,00;20:00;28.04.2020
;0,94;0,00;20:30;28.04.2020
;0,94;0,00;21:00;28.04.2020
;0,94;0,00;21:30;28.04.2020
;0,94;0,00;22:00;28.04.2020
;0,94;0,00;22:30;28.04.2020
;0,94;0,00;23:00;28.04.2020
;0,94;0,00;23:30;28.04.2020
;0,94;0,00;00:00;28.04.2020
;0,94;0,00;00:30;29.04.2020
;0,94;0,00;01:00;29.04.2020
;0,94;0,00;01:30;29.04.2020
;0,94;0,00;02:00;29.04.2020
;0,94;0,00;02:30;29.04.2020
;0,94;0,00;03:00;29.04.2020
;0,94;0,00;03:30;29.04.2020
;0,94;0,00;04:00;29.04.2020
;0,55;0,00;04:30;29.04.2020
;0,5;0,00;05:00;29.04.2020
;0,00;0,00;05:30;29.04.2020
;0,00;0,00;06:00;29.04.2020
;0,00;0,00;06:30;29.04.2020
;0,00;0,00;07:00;29.04.2020
;0,00;0,00;07:30;29.04.2020
;0,00;0,00;08:00;29.04.2020
;0,00;0,00;08:30;29.04.2020
;0,00;0,00;09:00;29.04.2020
;0,00;0,00;09:30;29.04.2020
;0,00;0,00;10:00;29.04.2020
;0,00;0,00;10:30;29.04.2020
;0,00;0,00;11:00;29.04.2020
;0,00;0,00;11:30;29.04.2020
;0,00;0,00;12:00;29.04.2020
;0,00;0,00;12:30;29.04.2020
;0,00;0,00;13:00;29.04.2020
;0,00;0,00;13:30;29.04.2020
;0,00;0,00;14:00;29.04.2020
;0,00;0,00;14:30;29.04.2020
;0,00;0,00;15:00;29.04.2020
;0,00;0,00;15:30;29.04.2020
;0,00;0,00;16:00;29.04.2020
;0,00;0,00;16:30;29.04.2020
;0,00;0,00;17:00;29.04.2020
;0,00;0,00;17:30;29.04.2020
;0,00;0,00;18:00;29.04.2020
;0,00;0,00;18:30;29.04.2020
;0,00;0,00;19:00;29.04.2020
;0,00;0,00;19:30;29.04.2020
;0,53;0,00;20:00;29.04.2020
;0,95;0,00;20:30;29.04.2020
;0,95;0,00;21:00;29.04.2020
;0,94;0,00;21:30;29.04.2020
;0,94;0,00;22:00;29.04.2020
;0,94;0,00;22:30;29.04.2020
;0,94;0,00;23:00;29.04.2020
;0,94;0,00;23:30;29.04.2020
;0,94;0,00;00:00;29.04.2020
;0,94;0,00;00:30;30.04.2020
;0,94;0,00;01:00;30.04.2020
;0,94;0,00;01:30;30.04.2020
