n;P+;R+;Time;Date
1;0,066;0,000;00:30;01.12.2019
2;0,066;0,000;01:00;01.12.2019
3;0,066;0,000;01:30;01.12.2019
4;0,065;0,000;02:00;01.12.2019
5;0,066;0,000;02:30;01.12.2019
6;0,066;0,000;03:00;01.12.2019
7;0,066;0,000;03:30;01.12.2019
8;0,065;0,000;04:00;01.12.2019
9;0,064;0,000;04:30;01.12.2019
10;0,065;0,000;05:00;01.12.2019
11;0,065;0,000;05:30;01.12.2019
12;0,065;0,000;06:00;01.12.2019
13;0,066;0,000;06:30;01.12.2019
14;0,066;0,000;07:00;01.12.2019
15;0,066;0,000;07:30;01.12.2019
16;0,065;0,000;08:00;01.12.2019
17;0,067;0,000;08:30;01.12.2019
18;0,066;0,000;09:00;01.12.2019
19;0,067;0,000;09:30;01.12.2019
20;0,067;0,000;10:00;01.12.2019
21;0,067;0,000;10:30;01.12.2019
22;0,067;0,000;11:00;01.12.2019
23;0,068;0,000;11:30;01.12.2019
24;0,067;0,000;12:00;01.12.2019
25;0,068;0,000;12:30;01.12.2019
26;0,068;0,000;13:00;01.12.2019
27;0,068;0,000;13:30;01.12.2019
28;0,067;0,000;14:00;01.12.2019
29;0,066;0,000;14:30;01.12.2019
30;0,067;0,000;15:00;01.12.2019
31;0,066;0,000;15:30;01.12.2019
32;0,067;0,000;16:00;01.12.2019
33;0,067;0,000;16:30;01.12.2019
34;0,067;0,000;17:00;01.12.2019
35;0,066;0,000;17:30;01.12.2019
36;0,067;0,000;18:00;01.12.2019
37;0,066;0,000;18:30;01.12.2019
38;0,067;0,000;19:00;01.12.2019
39;0,066;0,000;19:30;01.12.2019
40;0,067;0,000;20:00;01.12.2019
41;0,067;0,000;20:30;01.12.2019
42;0,067;0,000;21:00;01.12.2019
43;0,066;0,000;21:30;01.12.2019
44;0,068;0,000;22:00;01.12.2019
45;0,066;0,000;22:30;01.12.2019
46;0,066;0,000;23:00;01.12.2019
47;0,066;0,000;23:30;01.12.2019
48;0,066;0,000;00:00;01.12.2019
49;0,065;0,000;00:30;02.12.2019
50;0,067;0,000;01:00;02.12.2019
51;0,067;0,000;01:30;02.12.2019
52;0,066;0,000;02:00;02.12.2019
53;0,066;0,000;02:30;02.12.2019
54;0,067;0,000;03:00;02.12.2019
55;0,066;0,000;03:30;02.12.2019
56;0,066;0,000;04:00;02.12.2019
57;0,068;0,000;04:30;02.12.2019
58;0,065;0,000;05:00;02.12.2019
59;0,066;0,000;05:30;02.12.2019
60;0,066;0,000;06:00;02.12.2019
61;0,067;0,000;06:30;02.12.2019
62;0,066;0,000;07:00;02.12.2019
63;0,067;0,000;07:30;02.12.2019
64;0,067;0,000;08:00;02.12.2019
65;0,068;0,000;08:30;02.12.2019
66;0,069;0,000;09:00;02.12.2019
67;0,073;0,000;09:30;02.12.2019
68;0,072;0,000;10:00;02.12.2019
69;0,072;0,000;10:30;02.12.2019
70;0,073;0,000;11:00;02.12.2019
71;0,073;0,000;11:30;02.12.2019
72;0,075;0,000;12:00;02.12.2019
73;0,074;0,000;12:30;02.12.2019
74;0,074;0,000;13:00;02.12.2019
75;0,075;0,000;13:30;02.12.2019
76;0,073;0,000;14:00;02.12.2019
77;0,073;0,000;14:30;02.12.2019
78;0,073;0,000;15:00;02.12.2019
79;0,072;0,000;15:30;02.12.2019
80;0,072;0,000;16:00;02.12.2019
81;0,07;0,000;16:30;02.12.2019
82;0,07;0,000;17:00;02.12.2019
83;0,07;0,000;17:30;02.12.2019
84;0,07;0,000;18:00;02.12.2019
85;0,07;0,000;18:30;02.12.2019
86;0,071;0,000;19:00;02.12.2019
87;0,071;0,000;19:30;02.12.2019
88;0,072;0,000;20:00;02.12.2019
89;0,071;0,000;20:30;02.12.2019
90;0,071;0,000;21:00;02.12.2019
91;0,131;0,000;21:30;02.12.2019
92;0,147;0,000;22:00;02.12.2019
93;0,111;0,000;22:30;02.12.2019
94;0,085;0,000;23:00;02.12.2019
95;0,074;0,000;23:30;02.12.2019
96;0,07;0,000;00:00;02.12.2019
97;0,07;0,000;00:30;03.12.2019
98;0,071;0,000;01:00;03.12.2019
99;0,089;0,000;01:30;03.12.2019
100;0,087;0,000;02:00;03.12.2019
