№;P+, кВт;Время;Дата
776;0.4820;04:00;17.03.2019
777;0.4790;04:30;17.03.2019
778;0.4830;05:00;17.03.2019
779;0.4810;05:30;17.03.2019
780;0.4780;06:00;17.03.2019
781;0.4800;06:30;17.03.2019
782;0.4820;07:00;17.03.2019
783;0.4820;07:30;17.03.2019
784;0.4860;08:00;17.03.2019
785;0.4850;08:30;17.03.2019
786;0.4840;09:00;17.03.2019
787;0.4870;09:30;17.03.2019
788;0.4720;10:00;17.03.2019
789;0.4800;10:30;17.03.2019
790;0.4800;11:00;17.03.2019
791;0.4810;11:30;17.03.2019
792;0.4820;12:00;17.03.2019
793;0.4820;12:30;17.03.2019
794;0.4860;13:00;17.03.2019
795;0.4860;13:30;17.03.2019
796;0.4860;14:00;17.03.2019
797;0.4850;14:30;17.03.2019
798;0.4850;15:00;17.03.2019
799;0.4820;15:30;17.03.2019
800;0.4830;16:00;17.03.2019
801;0.4880;16:30;17.03.2019
802;0.4870;17:00;17.03.2019
803;0.4880;17:30;17.03.2019
804;0.4890;18:00;17.03.2019
805;0.4900;18:30;17.03.2019
806;0.4860;19:00;17.03.2019
807;0.4900;19:30;17.03.2019
808;0.4870;20:00;17.03.2019
809;0.4920;20:30;17.03.2019
810;0.4930;21:00;17.03.2019
811;0.4880;21:30;17.03.2019
812;0.4900;22:00;17.03.2019
813;0.4870;22:30;17.03.2019
814;0.4850;23:00;17.03.2019
815;0.4850;23:30;17.03.2019
816;0.4850;00:00;18.03.2019
817;0.4860;00:30;18.03.2019
818;0.4840;01:00;18.03.2019
819;0.4830;01:30;18.03.2019
820;0.4840;02:00;18.03.2019
821;0.4830;02:30;18.03.2019
822;0.4840;03:00;18.03.2019
823;0.4790;03:30;18.03.2019
824;0.4830;04:00;18.03.2019
825;0.4880;04:30;18.03.2019
826;0.4860;05:00;18.03.2019
827;0.4850;05:30;18.03.2019
828;0.4820;06:00;18.03.2019
829;0.4850;06:30;18.03.2019
830;0.4860;07:00;18.03.2019
831;0.4910;07:30;18.03.2019
832;0.4980;08:00;18.03.2019
833;0.5020;08:30;18.03.2019
834;0.5120;09:00;18.03.2019
835;0.5100;09:30;18.03.2019
836;0.5090;10:00;18.03.2019
837;0.5120;10:30;18.03.2019
838;0.5110;11:00;18.03.2019
839;0.5150;11:30;18.03.2019
840;0.5130;12:00;18.03.2019
841;0.5280;12:30;18.03.2019
842;0.5280;13:00;18.03.2019
843;0.5230;13:30;18.03.2019
844;0.5320;14:00;18.03.2019
845;0.5130;14:30;18.03.2019
846;0.5030;15:00;18.03.2019
847;0.5040;15:30;18.03.2019
848;0.5050;16:00;18.03.2019
849;0.5070;16:30;18.03.2019
850;0.5020;17:00;18.03.2019
851;0.5060;17:30;18.03.2019
852;0.5050;18:00;18.03.2019
853;0.5100;18:30;18.03.2019
854;0.5110;19:00;18.03.2019
855;0.5070;19:30;18.03.2019
856;0.4990;20:00;18.03.2019
857;0.5070;20:30;18.03.2019
858;0.5000;21:00;18.03.2019
859;0.4990;21:30;18.03.2019
860;0.4980;22:00;18.03.2019
861;0.4930;22:30;18.03.2019
862;0.4960;23:00;18.03.2019
863;0.4920;23:30;18.03.2019
864;0.4880;00:00;19.03.2019
865;0.4870;00:30;19.03.2019
866;0.4860;01:00;19.03.2019
867;0.4860;01:30;19.03.2019
868;0.4850;02:00;19.03.2019
869;0.4830;02:30;19.03.2019
870;0.4820;03:00;19.03.2019
871;0.4810;03:30;19.03.2019
872;0.4850;04:00;19.03.2019
873;0.4820;04:30;19.03.2019
874;0.4820;05:00;19.03.2019
875;0.4820;05:30;19.03.2019
876;0.4850;06:00;19.03.2019
877;0.4840;06:30;19.03.2019
878;0.4840;07:00;19.03.2019
879;0.4900;07:30;19.03.2019
880;0.4960;08:00;19.03.2019
881;0.5050;08:30;19.03.2019
882;0.5030;09:00;19.03.2019
883;0.5130;09:30;19.03.2019
884;0.5140;10:00;19.03.2019
885;0.5060;10:30;19.03.2019
886;0.5080;11:00;19.03.2019
887;0.5070;11:30;19.03.2019
888;0.5060;12:00;19.03.2019
889;0.5090;12:30;19.03.2019
890;0.5120;13:00;19.03.2019
891;0.5050;13:30;19.03.2019
892;0.5070;14:00;19.03.2019
893;0.5050;14:30;19.03.2019
894;0.5160;15:00;19.03.2019
895;0.5090;15:30;19.03.2019
896;0.5070;16:00;19.03.2019
897;0.5020;16:30;19.03.2019
898;0.5050;17:00;19.03.2019
899;0.5080;17:30;19.03.2019
900;0.5090;18:00;19.03.2019
901;0.5110;18:30;19.03.2019
902;0.5050;19:00;19.03.2019
903;0.5020;19:30;19.03.2019
904;0.4910;20:00;19.03.2019
905;0.4980;20:30;19.03.2019
906;0.4930;21:00;19.03.2019
907;0.4970;21:30;19.03.2019
908;0.4950;22:00;19.03.2019
909;0.4930;22:30;19.03.2019
910;0.4890;23:00;19.03.2019
911;0.4900;23:30;19.03.2019
912;0.4880;00:00;20.03.2019
913;0.4870;00:30;20.03.2019
914;0.4860;01:00;20.03.2019
915;0.4870;01:30;20.03.2019
916;0.4860;02:00;20.03.2019
917;0.4850;02:30;20.03.2019
918;0.4870;03:00;20.03.2019
919;0.4870;03:30;20.03.2019
920;0.4840;04:00;20.03.2019
921;0.4890;04:30;20.03.2019
922;0.4840;05:00;20.03.2019
923;0.4840;05:30;20.03.2019
924;0.4830;06:00;20.03.2019
925;0.4840;06:30;20.03.2019
926;0.4860;07:00;20.03.2019
927;0.4860;07:30;20.03.2019
928;0.4970;08:00;20.03.2019
929;0.5060;08:30;20.03.2019
930;0.5050;09:00;20.03.2019
931;0.5130;09:30;20.03.2019
932;0.5100;10:00;20.03.2019
933;0.5160;10:30;20.03.2019
934;0.5080;11:00;20.03.2019
935;0.5120;11:30;20.03.2019
936;0.5160;12:00;20.03.2019
937;0.5120;12:30;20.03.2019
938;0.5150;13:00;20.03.2019
939;0.5080;13:30;20.03.2019
940;0.5150;14:00;20.03.2019
941;0.5130;14:30;20.03.2019
942;0.5080;15:00;20.03.2019
943;0.5150;15:30;20.03.2019
944;0.5140;16:00;20.03.2019
945;0.5140;16:30;20.03.2019
946;0.5170;17:00;20.03.2019
947;0.5170;17:30;20.03.2019
948;0.5140;18:00;20.03.2019
949;0.5080;18:30;20.03.2019
950;0.5070;19:00;20.03.2019
951;0.5030;19:30;20.03.2019
952;0.5030;20:00;20.03.2019
953;0.4900;20:30;20.03.2019
954;0.4990;21:00;20.03.2019
955;0.4920;21:30;20.03.2019
956;0.4880;22:00;20.03.2019
957;0.4960;22:30;20.03.2019
958;0.4900;23:00;20.03.2019
959;0.4870;23:30;20.03.2019
960;0.4860;00:00;21.03.2019
961;0.4860;00:30;21.03.2019
962;0.4870;01:00;21.03.2019
963;0.4830;01:30;21.03.2019
964;0.4840;02:00;21.03.2019
965;0.4870;02:30;21.03.2019
966;0.4860;03:00;21.03.2019
967;0.4840;03:30;21.03.2019
968;0.4870;04:00;21.03.2019
969;0.4830;04:30;21.03.2019
970;0.4820;05:00;21.03.2019
971;0.4820;05:30;21.03.2019
972;0.4820;06:00;21.03.2019
973;0.4840;06:30;21.03.2019
974;0.4850;07:00;21.03.2019
975;0.4850;07:30;21.03.2019
976;0.4850;08:00;21.03.2019
977;0.4990;08:30;21.03.2019
978;0.5020;09:00;21.03.2019
979;0.5040;09:30;21.03.2019
980;0.5060;10:00;21.03.2019
981;0.5110;10:30;21.03.2019
982;0.5120;11:00;21.03.2019
983;0.5100;11:30;21.03.2019
984;0.5090;12:00;21.03.2019
985;0.5060;12:30;21.03.2019
986;0.5120;13:00;21.03.2019
987;0.5030;13:30;21.03.2019
988;0.5120;14:00;21.03.2019
989;0.5040;14:30;21.03.2019
990;0.5070;15:00;21.03.2019
991;0.5020;15:30;21.03.2019
992;0.5040;16:00;21.03.2019
993;0.5100;16:30;21.03.2019
994;0.5100;17:00;21.03.2019
995;0.5110;17:30;21.03.2019
996;0.5100;18:00;21.03.2019
997;0.5070;18:30;21.03.2019
998;0.5060;19:00;21.03.2019
999;0.4970;19:30;21.03.2019
1000;0.4920;20:00;21.03.2019
1001;0.4890;20:30;21.03.2019
1002;0.4920;21:00;21.03.2019
1003;0.4900;21:30;21.03.2019
1004;0.4850;22:00;21.03.2019
1005;0.4850;22:30;21.03.2019
1006;0.4830;23:00;21.03.2019
1007;0.4820;23:30;21.03.2019
1008;0.4830;00:00;22.03.2019
1009;0.4840;00:30;22.03.2019
1010;0.4800;01:00;22.03.2019
1011;0.4810;01:30;22.03.2019
1012;0.4820;02:00;22.03.2019
1013;0.4810;02:30;22.03.2019
1014;0.4800;03:00;22.03.2019
1015;0.4800;03:30;22.03.2019
1016;0.4800;04:00;22.03.2019
1017;0.4780;04:30;22.03.2019
1018;0.4800;05:00;22.03.2019
1019;0.4790;05:30;22.03.2019
1020;0.4800;06:00;22.03.2019
1021;0.4790;06:30;22.03.2019
1022;0.4800;07:00;22.03.2019
1023;0.4850;07:30;22.03.2019
1024;0.4940;08:00;22.03.2019
1025;0.4950;08:30;22.03.2019
1026;0.5000;09:00;22.03.2019
1027;0.5050;09:30;22.03.2019
1028;0.5000;10:00;22.03.2019
1029;0.5040;10:30;22.03.2019
1030;0.5080;11:00;22.03.2019
1031;0.5060;11:30;22.03.2019
1032;0.5030;12:00;22.03.2019
1033;0.5100;12:30;22.03.2019
1034;0.5030;13:00;22.03.2019
1035;0.5020;13:30;22.03.2019
1036;0.5030;14:00;22.03.2019
1037;0.5020;14:30;22.03.2019
1038;0.5000;15:00;22.03.2019
1039;0.4990;15:30;22.03.2019
1040;0.4990;16:00;22.03.2019
1041;0.5000;16:30;22.03.2019
1042;0.5080;17:00;22.03.2019
1043;0.5000;17:30;22.03.2019
1044;0.4970;18:00;22.03.2019
1045;0.4980;18:30;22.03.2019
1046;0.5010;19:00;22.03.2019
1047;0.4970;19:30;22.03.2019
1048;0.4920;20:00;22.03.2019
1049;0.4880;20:30;22.03.2019
1050;0.4850;21:00;22.03.2019
1051;0.4860;21:30;22.03.2019
1052;0.4870;22:00;22.03.2019
1053;0.4860;22:30;22.03.2019
1054;0.4870;23:00;22.03.2019
1055;0.4830;23:30;22.03.2019
1056;0.4810;00:00;23.03.2019
1057;0.4810;00:30;23.03.2019
1058;0.4800;01:00;23.03.2019
1059;0.4820;01:30;23.03.2019
1060;0.4800;02:00;23.03.2019
1061;0.4820;02:30;23.03.2019
1062;0.4810;03:00;23.03.2019
1063;0.4800;03:30;23.03.2019
1064;0.4830;04:00;23.03.2019
1065;0.4830;04:30;23.03.2019
1066;0.4810;05:00;23.03.2019
1067;0.4800;05:30;23.03.2019
1068;0.4810;06:00;23.03.2019
1069;0.4830;06:30;23.03.2019
1070;0.4830;07:00;23.03.2019
1071;0.4820;07:30;23.03.2019
1072;0.4820;08:00;23.03.2019
1073;0.4840;08:30;23.03.2019
1074;0.4860;09:00;23.03.2019
1075;0.4900;09:30;23.03.2019
1076;0.4950;10:00;23.03.2019
1077;0.4980;10:30;23.03.2019
1078;0.4980;11:00;23.03.2019
1079;0.4950;11:30;23.03.2019
1080;0.4940;12:00;23.03.2019
1081;0.4970;12:30;23.03.2019
1082;0.4900;13:00;23.03.2019
1083;0.4960;13:30;23.03.2019
1084;0.4950;14:00;23.03.2019
1085;0.4990;14:30;23.03.2019
1086;0.4970;15:00;23.03.2019
1087;0.4960;15:30;23.03.2019
1088;0.4940;16:00;23.03.2019
1089;0.4920;16:30;23.03.2019
1090;0.4880;17:00;23.03.2019
1091;0.4920;17:30;23.03.2019
1092;0.4920;18:00;23.03.2019
1093;0.4990;18:30;23.03.2019
1094;0.4930;19:00;23.03.2019
1095;0.4900;19:30;23.03.2019
1096;0.4930;20:00;23.03.2019
1097;0.4920;20:30;23.03.2019
1098;0.4900;21:00;23.03.2019
1099;0.4890;21:30;23.03.2019
1100;0.4910;22:00;23.03.2019
1101;0.4910;22:30;23.03.2019
1102;0.4900;23:00;23.03.2019
1103;0.4870;23:30;23.03.2019
1104;0.4850;00:00;24.03.2019
1105;0.4860;00:30;24.03.2019
1106;0.4840;01:00;24.03.2019
1107;0.4820;01:30;24.03.2019
1108;0.4830;02:00;24.03.2019
1109;0.4830;02:30;24.03.2019
1110;0.4830;03:00;24.03.2019
1111;0.4810;03:30;24.03.2019
1112;0.4800;04:00;24.03.2019
1113;0.4800;04:30;24.03.2019
1114;0.4790;05:00;24.03.2019
1115;0.4800;05:30;24.03.2019
1116;0.4800;06:00;24.03.2019
1117;0.4790;06:30;24.03.2019
1118;0.4790;07:00;24.03.2019
1119;0.4780;07:30;24.03.2019
1120;0.4780;08:00;24.03.2019
1121;0.4800;08:30;24.03.2019
1122;0.4820;09:00;24.03.2019
1123;0.4830;09:30;24.03.2019
1124;0.4830;10:00;24.03.2019
1125;0.4960;10:30;24.03.2019
1126;0.4890;11:00;24.03.2019
1127;0.4850;11:30;24.03.2019
1128;0.4820;12:00;24.03.2019
1129;0.4830;12:30;24.03.2019
1130;0.4880;13:00;24.03.2019
1131;0.4910;13:30;24.03.2019
1132;0.4890;14:00;24.03.2019
1133;0.4860;14:30;24.03.2019
1134;0.4870;15:00;24.03.2019
1135;0.4910;15:30;24.03.2019
1136;0.4850;16:00;24.03.2019
1137;0.4820;16:30;24.03.2019
1138;0.4830;17:00;24.03.2019
1139;0.4850;17:30;24.03.2019
1140;0.4840;18:00;24.03.2019
1141;0.4890;18:30;24.03.2019
1142;0.4860;19:00;24.03.2019
1143;0.4860;19:30;24.03.2019
1144;0.4860;20:00;24.03.2019
1145;0.4870;20:30;24.03.2019
1146;0.4830;21:00;24.03.2019
1147;0.4870;21:30;24.03.2019
1148;0.4880;22:00;24.03.2019
1149;0.4900;22:30;24.03.2019
1150;0.4920;23:00;24.03.2019
1151;0.4870;23:30;24.03.2019
1152;0.4830;00:00;25.03.2019
1153;0.4800;00:30;25.03.2019
1154;0.4800;01:00;25.03.2019
1155;0.4830;01:30;25.03.2019
1156;0.4820;02:00;25.03.2019
1157;0.4820;02:30;25.03.2019
1158;0.4810;03:00;25.03.2019
1159;0.4800;03:30;25.03.2019
1160;0.4790;04:00;25.03.2019
1161;0.4790;04:30;25.03.2019
1162;0.4810;05:00;25.03.2019
1163;0.4800;05:30;25.03.2019
1164;0.4790;06:00;25.03.2019
1165;0.4790;06:30;25.03.2019
1166;0.4840;07:00;25.03.2019
1167;0.4840;07:30;25.03.2019
1168;0.4910;08:00;25.03.2019
1169;0.4950;08:30;25.03.2019
1170;0.5020;09:00;25.03.2019
1171;0.5080;09:30;25.03.2019
1172;0.5070;10:00;25.03.2019
1173;0.5100;10:30;25.03.2019
1174;0.5200;11:00;25.03.2019
1175;0.5210;11:30;25.03.2019
1176;0.5190;12:00;25.03.2019
1177;0.5290;12:30;25.03.2019
1178;0.5210;13:00;25.03.2019
1179;0.5220;13:30;25.03.2019
1180;0.5250;14:00;25.03.2019
1181;0.5300;14:30;25.03.2019
1182;0.5340;15:00;25.03.2019
1183;0.5280;15:30;25.03.2019
1184;0.5230;16:00;25.03.2019
1185;0.5240;16:30;25.03.2019
1186;0.5260;17:00;25.03.2019
1187;0.5260;17:30;25.03.2019
1188;0.5280;18:00;25.03.2019
1189;0.5250;18:30;25.03.2019
1190;0.5190;19:00;25.03.2019
1191;0.5160;19:30;25.03.2019
1192;0.5160;20:00;25.03.2019
1193;0.5050;20:30;25.03.2019
1194;0.5090;21:00;25.03.2019
1195;0.5010;21:30;25.03.2019
1196;0.5010;22:00;25.03.2019
1197;0.5020;22:30;25.03.2019
1198;0.4970;23:00;25.03.2019
1199;0.4970;23:30;25.03.2019
1200;0.4950;00:00;26.03.2019
1201;0.4930;00:30;26.03.2019
1202;0.5030;01:00;26.03.2019
1203;0.4990;01:30;26.03.2019
1204;0.4920;02:00;26.03.2019
1205;0.4930;02:30;26.03.2019
1206;0.4880;03:00;26.03.2019
1207;0.4920;03:30;26.03.2019
1208;0.4910;04:00;26.03.2019
1209;0.4920;04:30;26.03.2019
1210;0.4910;05:00;26.03.2019
1211;0.4890;05:30;26.03.2019
1212;0.4880;06:00;26.03.2019
1213;0.4900;06:30;26.03.2019
1214;0.4900;07:00;26.03.2019
1215;0.4920;07:30;26.03.2019
1216;0.5030;08:00;26.03.2019
1217;0.5050;08:30;26.03.2019
1218;0.5150;09:00;26.03.2019
1219;0.5200;09:30;26.03.2019
1220;0.5180;10:00;26.03.2019
1221;0.5180;10:30;26.03.2019
1222;0.5200;11:00;26.03.2019
1223;0.5290;11:30;26.03.2019
1224;0.5280;12:00;26.03.2019
1225;0.5310;12:30;26.03.2019
1226;0.5140;13:00;26.03.2019
1227;0.5230;13:30;26.03.2019
1228;0.5250;14:00;26.03.2019
1229;0.5270;14:30;26.03.2019
1230;0.5260;15:00;26.03.2019
1231;0.5180;15:30;26.03.2019
1232;0.5140;16:00;26.03.2019
1233;0.5180;16:30;26.03.2019
1234;0.5170;17:00;26.03.2019
1235;0.5210;17:30;26.03.2019
1236;0.5170;18:00;26.03.2019
1237;0.5100;18:30;26.03.2019
1238;0.5140;19:00;26.03.2019
1239;0.5100;19:30;26.03.2019
1240;0.5090;20:00;26.03.2019
1241;0.3930;20:30;26.03.2019
1242;0.3600;21:00;26.03.2019
1243;0.4750;21:30;26.03.2019
1244;0.4970;22:00;26.03.2019
1245;0.4950;22:30;26.03.2019
1246;0.4980;23:00;26.03.2019
1247;0.4940;23:30;26.03.2019
1248;0.4930;00:00;27.03.2019
1249;0.4920;00:30;27.03.2019
1250;0.4910;01:00;27.03.2019
1251;0.4910;01:30;27.03.2019
1252;0.4910;02:00;27.03.2019
1253;0.4920;02:30;27.03.2019
1254;0.4900;03:00;27.03.2019
1255;0.4910;03:30;27.03.2019
1256;0.4920;04:00;27.03.2019
1257;0.4890;04:30;27.03.2019
1258;0.4920;05:00;27.03.2019
1259;0.4890;05:30;27.03.2019
1260;0.4880;06:00;27.03.2019
1261;0.4910;06:30;27.03.2019
1262;0.4950;07:00;27.03.2019
1263;0.4950;07:30;27.03.2019
1264;0.5060;08:00;27.03.2019
1265;0.5140;08:30;27.03.2019
1266;0.5130;09:00;27.03.2019
1267;0.5210;09:30;27.03.2019
1268;0.5210;10:00;27.03.2019
1269;0.5190;10:30;27.03.2019
1270;0.5180;11:00;27.03.2019
1271;0.5120;11:30;27.03.2019
1272;0.5170;12:00;27.03.2019
1273;0.5200;12:30;27.03.2019
1274;0.5220;13:00;27.03.2019
1275;0.5150;13:30;27.03.2019
1276;0.5220;14:00;27.03.2019
1277;0.5190;14:30;27.03.2019
1278;0.5170;15:00;27.03.2019
1279;0.5190;15:30;27.03.2019
1280;0.5180;16:00;27.03.2019
1281;0.5190;16:30;27.03.2019
1282;0.5140;17:00;27.03.2019
1283;0.5110;17:30;27.03.2019
1284;0.5120;18:00;27.03.2019
1285;0.5190;18:30;27.03.2019
1286;0.5120;19:00;27.03.2019
1287;0.5070;19:30;27.03.2019
1288;0.5080;20:00;27.03.2019
1289;0.5020;20:30;27.03.2019
1290;0.5040;21:00;27.03.2019
1291;0.4970;21:30;27.03.2019
1292;0.4940;22:00;27.03.2019
1293;0.4980;22:30;27.03.2019
1294;0.4980;23:00;27.03.2019
1295;0.4930;23:30;27.03.2019
1296;0.4930;00:00;28.03.2019
1297;0.4950;00:30;28.03.2019
1298;0.4910;01:00;28.03.2019
1299;0.4940;01:30;28.03.2019
1300;0.4930;02:00;28.03.2019
1301;0.4930;02:30;28.03.2019
1302;0.4910;03:00;28.03.2019
1303;0.4930;03:30;28.03.2019
1304;0.4910;04:00;28.03.2019
1305;0.4930;04:30;28.03.2019
1306;0.4910;05:00;28.03.2019
1307;0.4910;05:30;28.03.2019
1308;0.4920;06:00;28.03.2019
1309;0.4910;06:30;28.03.2019
1310;0.4950;07:00;28.03.2019
1311;0.4980;07:30;28.03.2019
1312;0.5070;08:00;28.03.2019
1313;0.5110;08:30;28.03.2019
1314;0.5150;09:00;28.03.2019
1315;0.5210;09:30;28.03.2019
1316;0.5200;10:00;28.03.2019
1317;0.5180;10:30;28.03.2019
1318;0.5200;11:00;28.03.2019
1319;0.5160;11:30;28.03.2019
1320;0.5270;12:00;28.03.2019
1321;0.5240;12:30;28.03.2019
1322;0.5170;13:00;28.03.2019
1323;0.5170;13:30;28.03.2019
1324;0.5220;14:00;28.03.2019
1325;0.5230;14:30;28.03.2019
1326;0.5190;15:00;28.03.2019
1327;0.5190;15:30;28.03.2019
1328;0.5180;16:00;28.03.2019
1329;0.5150;16:30;28.03.2019
1330;0.5130;17:00;28.03.2019
1331;0.5140;17:30;28.03.2019
1332;0.5110;18:00;28.03.2019
1333;0.5070;18:30;28.03.2019
1334;0.5070;19:00;28.03.2019
1335;0.5110;19:30;28.03.2019
1336;0.5170;20:00;28.03.2019
1337;0.5100;20:30;28.03.2019
1338;0.5050;21:00;28.03.2019
1339;0.4980;21:30;28.03.2019
1340;0.5010;22:00;28.03.2019
1341;0.5070;22:30;28.03.2019
1342;0.4970;23:00;28.03.2019
1343;0.4940;23:30;28.03.2019
1344;0.4950;00:00;29.03.2019
1345;0.4930;00:30;29.03.2019
1346;0.4920;01:00;29.03.2019
1347;0.4930;01:30;29.03.2019
1348;0.4930;02:00;29.03.2019
1349;0.4940;02:30;29.03.2019
1350;0.4940;03:00;29.03.2019
1351;0.4950;03:30;29.03.2019
1352;0.4920;04:00;29.03.2019
1353;0.4930;04:30;29.03.2019
1354;0.4920;05:00;29.03.2019
1355;0.4920;05:30;29.03.2019
1356;0.4900;06:00;29.03.2019
1357;0.4930;06:30;29.03.2019
1358;0.4930;07:00;29.03.2019
1359;0.4960;07:30;29.03.2019
1360;0.5050;08:00;29.03.2019
1361;0.5170;08:30;29.03.2019
1362;0.5150;09:00;29.03.2019
1363;0.5190;09:30;29.03.2019
1364;0.5270;10:00;29.03.2019
1365;0.5200;10:30;29.03.2019
1366;0.5140;11:00;29.03.2019
1367;0.5140;11:30;29.03.2019
1368;0.5120;12:00;29.03.2019
1369;0.5180;12:30;29.03.2019
1370;0.5160;13:00;29.03.2019
1371;0.5130;13:30;29.03.2019
1372;0.5190;14:00;29.03.2019
1373;0.5180;14:30;29.03.2019
1374;0.5150;15:00;29.03.2019
1375;0.5150;15:30;29.03.2019
1376;0.5230;16:00;29.03.2019
1377;0.5180;16:30;29.03.2019
1378;0.5100;17:00;29.03.2019
1379;0.5130;17:30;29.03.2019
1380;0.5030;18:00;29.03.2019
1381;0.5050;18:30;29.03.2019
1382;0.5060;19:00;29.03.2019
1383;0.5080;19:30;29.03.2019
1384;0.5070;20:00;29.03.2019
1385;0.5030;20:30;29.03.2019
1386;0.5040;21:00;29.03.2019
1387;0.4990;21:30;29.03.2019
1388;0.5000;22:00;29.03.2019
1389;0.5020;22:30;29.03.2019
1390;0.5000;23:00;29.03.2019
1391;0.4970;23:30;29.03.2019
1392;0.4940;00:00;30.03.2019
1393;0.4920;00:30;30.03.2019
1394;0.4940;01:00;30.03.2019
1395;0.4930;01:30;30.03.2019
1396;0.4930;02:00;30.03.2019
1397;0.4890;02:30;30.03.2019
1398;0.4820;03:00;30.03.2019
1399;0.4840;03:30;30.03.2019
1400;0.4880;04:00;30.03.2019
1401;0.4840;04:30;30.03.2019
1402;0.4820;05:00;30.03.2019
1403;0.4800;05:30;30.03.2019
1404;0.4820;06:00;30.03.2019
1405;0.4840;06:30;30.03.2019
1406;0.4880;07:00;30.03.2019
1407;0.4900;07:30;30.03.2019
1408;0.4900;08:00;30.03.2019
1409;0.4930;08:30;30.03.2019
1410;0.4920;09:00;30.03.2019
1411;0.4900;09:30;30.03.2019
1412;0.4970;10:00;30.03.2019
1413;0.5130;10:30;30.03.2019
1414;0.5160;11:00;30.03.2019
1415;0.5120;11:30;30.03.2019
1416;0.5180;12:00;30.03.2019
1417;0.5110;12:30;30.03.2019
1418;0.5060;13:00;30.03.2019
1419;0.5090;13:30;30.03.2019
1420;0.5120;14:00;30.03.2019
1421;0.5090;14:30;30.03.2019
1422;0.5020;15:00;30.03.2019
1423;0.4990;15:30;30.03.2019
1424;0.4990;16:00;30.03.2019
1425;0.4970;16:30;30.03.2019
1426;0.5090;17:00;30.03.2019
1427;0.5110;17:30;30.03.2019
1428;0.4850;18:00;30.03.2019
1429;0.4930;18:30;30.03.2019
1430;0.4910;19:00;30.03.2019
1431;0.4920;19:30;30.03.2019
1432;0.4890;20:00;30.03.2019
1433;0.4970;20:30;30.03.2019
1434;0.4910;21:00;30.03.2019
1435;0.4980;21:30;30.03.2019
1436;0.4920;22:00;30.03.2019
1437;0.4870;22:30;30.03.2019
1438;0.4860;23:00;30.03.2019
1439;0.4840;23:30;30.03.2019
1440;0.4840;00:00;31.03.2019
1441;0.4830;00:30;31.03.2019
1442;0.4840;01:00;31.03.2019
1443;0.4820;01:30;31.03.2019
1444;0.4840;02:00;31.03.2019
1445;0.4850;02:30;31.03.2019
1446;0.4850;03:00;31.03.2019
1447;0.4870;03:30;31.03.2019
1448;0.4840;04:00;31.03.2019
1449;0.4820;04:30;31.03.2019
1450;0.4840;05:00;31.03.2019
1451;0.4830;05:30;31.03.2019
1452;0.4810;06:00;31.03.2019
1453;0.4810;06:30;31.03.2019
1454;0.4850;07:00;31.03.2019
1455;0.4850;07:30;31.03.2019
1456;0.4850;08:00;31.03.2019
1457;0.4850;08:30;31.03.2019
1458;0.4870;09:00;31.03.2019
1459;0.4870;09:30;31.03.2019
1460;0.4870;10:00;31.03.2019
1461;0.4810;10:30;31.03.2019
1462;0.4750;11:00;31.03.2019
1463;0.4770;11:30;31.03.2019
1464;0.4750;12:00;31.03.2019
1465;0.4750;12:30;31.03.2019
1466;0.4750;13:00;31.03.2019
1467;0.4540;13:30;31.03.2019
1468;0.4710;14:00;31.03.2019
1469;0.4730;14:30;31.03.2019
1470;0.4740;15:00;31.03.2019
1471;0.4700;15:30;31.03.2019
1472;0.4700;16:00;31.03.2019
1473;0.4740;16:30;31.03.2019
1474;0.4730;17:00;31.03.2019
1475;0.4710;17:30;31.03.2019
1476;0.4700;18:00;31.03.2019
1477;0.4690;18:30;31.03.2019
1478;0.4690;19:00;31.03.2019
1479;0.4690;19:30;31.03.2019
1480;0.4730;20:00;31.03.2019
1481;0.4730;20:30;31.03.2019
1482;0.4710;21:00;31.03.2019
1483;0.4710;21:30;31.03.2019
1484;0.4710;22:00;31.03.2019
1485;0.4740;22:30;31.03.2019
1486;0.4740;23:00;31.03.2019
1487;0.4720;23:30;31.03.2019
1488;0.4720;00:00;01.04.2019
