№;P+, кВт;Время;Дата
58;0.4760;05:00;02.03.2019
59;0.4760;05:30;02.03.2019
60;0.4760;06:00;02.03.2019
61;0.4780;06:30;02.03.2019
62;0.4770;07:00;02.03.2019
63;0.4750;07:30;02.03.2019
64;0.4770;08:00;02.03.2019
65;0.4810;08:30;02.03.2019
66;0.4810;09:00;02.03.2019
67;0.4790;09:30;02.03.2019
68;0.4820;10:00;02.03.2019
69;0.4830;10:30;02.03.2019
70;0.4830;11:00;02.03.2019
71;0.4580;11:30;02.03.2019
72;0.4730;12:00;02.03.2019
73;0.4930;12:30;02.03.2019
74;0.4930;13:00;02.03.2019
75;0.4900;13:30;02.03.2019
76;0.4880;14:00;02.03.2019
77;0.4880;14:30;02.03.2019
78;0.4930;15:00;02.03.2019
79;0.4890;15:30;02.03.2019
80;0.4880;16:00;02.03.2019
81;0.4910;16:30;02.03.2019
82;0.4870;17:00;02.03.2019
83;0.4830;17:30;02.03.2019
84;0.4820;18:00;02.03.2019
85;0.4840;18:30;02.03.2019
86;0.4920;19:00;02.03.2019
87;0.4840;19:30;02.03.2019
88;0.4820;20:00;02.03.2019
89;0.4820;20:30;02.03.2019
90;0.4890;21:00;02.03.2019
91;0.4860;21:30;02.03.2019
92;0.4820;22:00;02.03.2019
93;0.4810;22:30;02.03.2019
94;0.4810;23:00;02.03.2019
95;0.4790;23:30;02.03.2019
96;0.4790;00:00;03.03.2019
97;0.4830;00:30;03.03.2019
98;0.4790;01:00;03.03.2019
99;0.4820;01:30;03.03.2019
100;0.4800;02:00;03.03.2019
101;0.4790;02:30;03.03.2019
102;0.4780;03:00;03.03.2019
103;0.4750;03:30;03.03.2019
104;0.4760;04:00;03.03.2019
105;0.4760;04:30;03.03.2019
106;0.4760;05:00;03.03.2019
107;0.4740;05:30;03.03.2019
108;0.4750;06:00;03.03.2019
109;0.4760;06:30;03.03.2019
110;0.4730;07:00;03.03.2019
111;0.4740;07:30;03.03.2019
112;0.4740;08:00;03.03.2019
113;0.4770;08:30;03.03.2019
114;0.4760;09:00;03.03.2019
115;0.4790;09:30;03.03.2019
116;0.4810;10:00;03.03.2019
117;0.4790;10:30;03.03.2019
118;0.4740;11:00;03.03.2019
119;0.4750;11:30;03.03.2019
120;0.4840;12:00;03.03.2019
121;0.4810;12:30;03.03.2019
122;0.4900;13:00;03.03.2019
123;0.4840;13:30;03.03.2019
124;0.4870;14:00;03.03.2019
125;0.5020;14:30;03.03.2019
126;0.4930;15:00;03.03.2019
127;0.4950;15:30;03.03.2019
128;0.4920;16:00;03.03.2019
129;0.4960;16:30;03.03.2019
130;0.4900;17:00;03.03.2019
131;0.4860;17:30;03.03.2019
132;0.4900;18:00;03.03.2019
133;0.4840;18:30;03.03.2019
134;0.4840;19:00;03.03.2019
135;0.4830;19:30;03.03.2019
136;0.4800;20:00;03.03.2019
137;0.4830;20:30;03.03.2019
138;0.4830;21:00;03.03.2019
139;0.4830;21:30;03.03.2019
140;0.4820;22:00;03.03.2019
141;0.4810;22:30;03.03.2019
142;0.4790;23:00;03.03.2019
143;0.4800;23:30;03.03.2019
144;0.4760;00:00;04.03.2019
145;0.4790;00:30;04.03.2019
146;0.4760;01:00;04.03.2019
147;0.4760;01:30;04.03.2019
148;0.4790;02:00;04.03.2019
149;0.4780;02:30;04.03.2019
150;0.4750;03:00;04.03.2019
151;0.4780;03:30;04.03.2019
152;0.4760;04:00;04.03.2019
153;0.4750;04:30;04.03.2019
154;0.4740;05:00;04.03.2019
155;0.4750;05:30;04.03.2019
156;0.4740;06:00;04.03.2019
157;0.4760;06:30;04.03.2019
158;0.4790;07:00;04.03.2019
159;0.4830;07:30;04.03.2019
160;0.4830;08:00;04.03.2019
161;0.4920;08:30;04.03.2019
162;0.4980;09:00;04.03.2019
163;0.4980;09:30;04.03.2019
164;0.4990;10:00;04.03.2019
165;0.5020;10:30;04.03.2019
166;0.4990;11:00;04.03.2019
167;0.4950;11:30;04.03.2019
168;0.4940;12:00;04.03.2019
169;0.5050;12:30;04.03.2019
170;0.5050;13:00;04.03.2019
171;0.4940;13:30;04.03.2019
172;0.4810;14:00;04.03.2019
173;0.4810;14:30;04.03.2019
174;0.4870;15:00;04.03.2019
175;0.4840;15:30;04.03.2019
176;0.4790;16:00;04.03.2019
177;0.4850;16:30;04.03.2019
178;0.4790;17:00;04.03.2019
179;0.4770;17:30;04.03.2019
180;0.4810;18:00;04.03.2019
181;0.4790;18:30;04.03.2019
182;0.4780;19:00;04.03.2019
183;0.4750;19:30;04.03.2019
184;0.4730;20:00;04.03.2019
185;0.4690;20:30;04.03.2019
186;0.4710;21:00;04.03.2019
187;0.4710;21:30;04.03.2019
188;0.4700;22:00;04.03.2019
189;0.4710;22:30;04.03.2019
190;0.4640;23:00;04.03.2019
191;0.4680;23:30;04.03.2019
192;0.4620;00:00;05.03.2019
193;0.4610;00:30;05.03.2019
194;0.4580;01:00;05.03.2019
195;0.4570;01:30;05.03.2019
196;0.4590;02:00;05.03.2019
197;0.4620;02:30;05.03.2019
198;0.4610;03:00;05.03.2019
199;0.4590;03:30;05.03.2019
200;0.4570;04:00;05.03.2019
201;0.4570;04:30;05.03.2019
202;0.4560;05:00;05.03.2019
203;0.4550;05:30;05.03.2019
204;0.4560;06:00;05.03.2019
205;0.4580;06:30;05.03.2019
206;0.4570;07:00;05.03.2019
207;0.4670;07:30;05.03.2019
208;0.4680;08:00;05.03.2019
209;0.4700;08:30;05.03.2019
210;0.4760;09:00;05.03.2019
211;0.4790;09:30;05.03.2019
212;0.4810;10:00;05.03.2019
213;0.4860;10:30;05.03.2019
214;0.4820;11:00;05.03.2019
215;0.4790;11:30;05.03.2019
216;0.4850;12:00;05.03.2019
217;0.4820;12:30;05.03.2019
218;0.4840;13:00;05.03.2019
219;0.4900;13:30;05.03.2019
220;0.4890;14:00;05.03.2019
221;0.4850;14:30;05.03.2019
222;0.4960;15:00;05.03.2019
223;0.5050;15:30;05.03.2019
224;0.4970;16:00;05.03.2019
225;0.5000;16:30;05.03.2019
226;0.4990;17:00;05.03.2019
227;0.4970;17:30;05.03.2019
228;0.4970;18:00;05.03.2019
229;0.4910;18:30;05.03.2019
230;0.4940;19:00;05.03.2019
231;0.4860;19:30;05.03.2019
232;0.4890;20:00;05.03.2019
233;0.4880;20:30;05.03.2019
234;0.4840;21:00;05.03.2019
235;0.4880;21:30;05.03.2019
236;0.4850;22:00;05.03.2019
237;0.4820;22:30;05.03.2019
238;0.4880;23:00;05.03.2019
239;0.4770;23:30;05.03.2019
240;0.4780;00:00;06.03.2019
241;0.4760;00:30;06.03.2019
242;0.4760;01:00;06.03.2019
243;0.4730;01:30;06.03.2019
244;0.4760;02:00;06.03.2019
245;0.4750;02:30;06.03.2019
246;0.4770;03:00;06.03.2019
247;0.4760;03:30;06.03.2019
248;0.4780;04:00;06.03.2019
249;0.4770;04:30;06.03.2019
250;0.4770;05:00;06.03.2019
251;0.4760;05:30;06.03.2019
252;0.4780;06:00;06.03.2019
253;0.4780;06:30;06.03.2019
254;0.4790;07:00;06.03.2019
255;0.4830;07:30;06.03.2019
256;0.4930;08:00;06.03.2019
257;0.4970;08:30;06.03.2019
258;0.4970;09:00;06.03.2019
259;0.5050;09:30;06.03.2019
260;0.4970;10:00;06.03.2019
261;0.5060;10:30;06.03.2019
262;0.5060;11:00;06.03.2019
263;0.5090;11:30;06.03.2019
264;0.5090;12:00;06.03.2019
265;0.5090;12:30;06.03.2019
266;0.5060;13:00;06.03.2019
267;0.5040;13:30;06.03.2019
268;0.5050;14:00;06.03.2019
269;0.5100;14:30;06.03.2019
270;0.5100;15:00;06.03.2019
271;0.5080;15:30;06.03.2019
272;0.5100;16:00;06.03.2019
273;0.5070;16:30;06.03.2019
274;0.5060;17:00;06.03.2019
275;0.5070;17:30;06.03.2019
276;0.5100;18:00;06.03.2019
277;0.5090;18:30;06.03.2019
278;0.5040;19:00;06.03.2019
279;0.5100;19:30;06.03.2019
280;0.5050;20:00;06.03.2019
281;0.5010;20:30;06.03.2019
282;0.5040;21:00;06.03.2019
283;0.4960;21:30;06.03.2019
284;0.4980;22:00;06.03.2019
285;0.4950;22:30;06.03.2019
286;0.4950;23:00;06.03.2019
287;0.4880;23:30;06.03.2019
288;0.4880;00:00;07.03.2019
289;0.4870;00:30;07.03.2019
290;0.4890;01:00;07.03.2019
291;0.4850;01:30;07.03.2019
292;0.4860;02:00;07.03.2019
293;0.4870;02:30;07.03.2019
294;0.4850;03:00;07.03.2019
295;0.4860;03:30;07.03.2019
296;0.4880;04:00;07.03.2019
297;0.4870;04:30;07.03.2019
298;0.4840;05:00;07.03.2019
299;0.4840;05:30;07.03.2019
300;0.4880;06:00;07.03.2019
301;0.4870;06:30;07.03.2019
302;0.4870;07:00;07.03.2019
303;0.4900;07:30;07.03.2019
304;0.5000;08:00;07.03.2019
305;0.5030;08:30;07.03.2019
306;0.5060;09:00;07.03.2019
307;0.5150;09:30;07.03.2019
308;0.5170;10:00;07.03.2019
309;0.5410;10:30;07.03.2019
310;0.5480;11:00;07.03.2019
311;0.5470;11:30;07.03.2019
312;0.5460;12:00;07.03.2019
313;0.5480;12:30;07.03.2019
314;0.5460;13:00;07.03.2019
315;0.5450;13:30;07.03.2019
316;0.5480;14:00;07.03.2019
317;0.5440;14:30;07.03.2019
318;0.5490;15:00;07.03.2019
319;0.5400;15:30;07.03.2019
320;0.5380;16:00;07.03.2019
321;0.5400;16:30;07.03.2019
322;0.5350;17:00;07.03.2019
323;0.5240;17:30;07.03.2019
324;0.5260;18:00;07.03.2019
325;0.5220;18:30;07.03.2019
326;0.5180;19:00;07.03.2019
327;0.5170;19:30;07.03.2019
328;0.5160;20:00;07.03.2019
329;0.5040;20:30;07.03.2019
330;0.5100;21:00;07.03.2019
331;0.5000;21:30;07.03.2019
332;0.4990;22:00;07.03.2019
333;0.4960;22:30;07.03.2019
334;0.5000;23:00;07.03.2019
335;0.4940;23:30;07.03.2019
336;0.4950;00:00;08.03.2019
337;0.4940;00:30;08.03.2019
338;0.4880;01:00;08.03.2019
339;0.4950;01:30;08.03.2019
340;0.4930;02:00;08.03.2019
341;0.4890;02:30;08.03.2019
342;0.4930;03:00;08.03.2019
343;0.4920;03:30;08.03.2019
344;0.4940;04:00;08.03.2019
345;0.4970;04:30;08.03.2019
346;0.4970;05:00;08.03.2019
347;0.4890;05:30;08.03.2019
348;0.4930;06:00;08.03.2019
349;0.4930;06:30;08.03.2019
350;0.4930;07:00;08.03.2019
351;0.4950;07:30;08.03.2019
352;0.4970;08:00;08.03.2019
353;0.4960;08:30;08.03.2019
354;0.5010;09:00;08.03.2019
355;0.5030;09:30;08.03.2019
356;0.4980;10:00;08.03.2019
357;0.5040;10:30;08.03.2019
358;0.4960;11:00;08.03.2019
359;0.4980;11:30;08.03.2019
360;0.5000;12:00;08.03.2019
361;0.5000;12:30;08.03.2019
362;0.4930;13:00;08.03.2019
363;0.4960;13:30;08.03.2019
364;0.4970;14:00;08.03.2019
365;0.4960;14:30;08.03.2019
366;0.4910;15:00;08.03.2019
367;0.4950;15:30;08.03.2019
368;0.4910;16:00;08.03.2019
369;0.4930;16:30;08.03.2019
370;0.5000;17:00;08.03.2019
371;0.4960;17:30;08.03.2019
372;0.4970;18:00;08.03.2019
373;0.4950;18:30;08.03.2019
374;0.4930;19:00;08.03.2019
375;0.5000;19:30;08.03.2019
376;0.4950;20:00;08.03.2019
377;0.4880;20:30;08.03.2019
378;0.4930;21:00;08.03.2019
379;0.4960;21:30;08.03.2019
380;0.4930;22:00;08.03.2019
381;0.4930;22:30;08.03.2019
382;0.4960;23:00;08.03.2019
383;0.5000;23:30;08.03.2019
384;0.4860;00:00;09.03.2019
385;0.4920;00:30;09.03.2019
386;0.4860;01:00;09.03.2019
387;0.4890;01:30;09.03.2019
388;0.4890;02:00;09.03.2019
389;0.4850;02:30;09.03.2019
390;0.4910;03:00;09.03.2019
391;0.4860;03:30;09.03.2019
392;0.4900;04:00;09.03.2019
393;0.4900;04:30;09.03.2019
394;0.4890;05:00;09.03.2019
395;0.4900;05:30;09.03.2019
396;0.4830;06:00;09.03.2019
397;0.4900;06:30;09.03.2019
398;0.4910;07:00;09.03.2019
399;0.4860;07:30;09.03.2019
400;0.4900;08:00;09.03.2019
401;0.4880;08:30;09.03.2019
402;0.4940;09:00;09.03.2019
403;0.4920;09:30;09.03.2019
404;0.4990;10:00;09.03.2019
405;0.5010;10:30;09.03.2019
406;0.5010;11:00;09.03.2019
407;0.4990;11:30;09.03.2019
408;0.4960;12:00;09.03.2019
409;0.4890;12:30;09.03.2019
410;0.4940;13:00;09.03.2019
411;0.5080;13:30;09.03.2019
412;0.5050;14:00;09.03.2019
413;0.5060;14:30;09.03.2019
414;0.4990;15:00;09.03.2019
415;0.5060;15:30;09.03.2019
416;0.4930;16:00;09.03.2019
417;0.5050;16:30;09.03.2019
418;0.5050;17:00;09.03.2019
419;0.5020;17:30;09.03.2019
420;0.5070;18:00;09.03.2019
421;0.5090;18:30;09.03.2019
422;0.5020;19:00;09.03.2019
423;0.4940;19:30;09.03.2019
424;0.5000;20:00;09.03.2019
425;0.5030;20:30;09.03.2019
426;0.5010;21:00;09.03.2019
427;0.4990;21:30;09.03.2019
428;0.4950;22:00;09.03.2019
429;0.4960;22:30;09.03.2019
430;0.4890;23:00;09.03.2019
431;0.4920;23:30;09.03.2019
432;0.4920;00:00;10.03.2019
433;0.4920;00:30;10.03.2019
434;0.4900;01:00;10.03.2019
435;0.4910;01:30;10.03.2019
436;0.4930;02:00;10.03.2019
437;0.4940;02:30;10.03.2019
438;0.4890;03:00;10.03.2019
439;0.4950;03:30;10.03.2019
440;0.4930;04:00;10.03.2019
441;0.4920;04:30;10.03.2019
442;0.4840;05:00;10.03.2019
443;0.4910;05:30;10.03.2019
444;0.4920;06:00;10.03.2019
445;0.4890;06:30;10.03.2019
446;0.4890;07:00;10.03.2019
447;0.4850;07:30;10.03.2019
448;0.4890;08:00;10.03.2019
449;0.4930;08:30;10.03.2019
450;0.4920;09:00;10.03.2019
451;0.4910;09:30;10.03.2019
452;0.4960;10:00;10.03.2019
453;0.4950;10:30;10.03.2019
454;0.4910;11:00;10.03.2019
455;0.4950;11:30;10.03.2019
456;0.4910;12:00;10.03.2019
457;0.4980;12:30;10.03.2019
458;0.4960;13:00;10.03.2019
459;0.4980;13:30;10.03.2019
460;0.5050;14:00;10.03.2019
461;0.5050;14:30;10.03.2019
462;0.5050;15:00;10.03.2019
463;0.4960;15:30;10.03.2019
464;0.5030;16:00;10.03.2019
465;0.4990;16:30;10.03.2019
466;0.5060;17:00;10.03.2019
467;0.5060;17:30;10.03.2019
468;0.5100;18:00;10.03.2019
469;0.5040;18:30;10.03.2019
470;0.5160;19:00;10.03.2019
471;0.5100;19:30;10.03.2019
472;0.5000;20:00;10.03.2019
473;0.4970;20:30;10.03.2019
474;0.4930;21:00;10.03.2019
475;0.5040;21:30;10.03.2019
476;0.5030;22:00;10.03.2019
477;0.4930;22:30;10.03.2019
478;0.4980;23:00;10.03.2019
479;0.4960;23:30;10.03.2019
480;0.4940;00:00;11.03.2019
481;0.4920;00:30;11.03.2019
482;0.4890;01:00;11.03.2019
483;0.4900;01:30;11.03.2019
484;0.4860;02:00;11.03.2019
485;0.4960;02:30;11.03.2019
486;0.4950;03:00;11.03.2019
487;0.4890;03:30;11.03.2019
488;0.4950;04:00;11.03.2019
489;0.4880;04:30;11.03.2019
490;0.4910;05:00;11.03.2019
491;0.4880;05:30;11.03.2019
492;0.4950;06:00;11.03.2019
493;0.4860;06:30;11.03.2019
494;0.4940;07:00;11.03.2019
495;0.4920;07:30;11.03.2019
496;0.4990;08:00;11.03.2019
497;0.5080;08:30;11.03.2019
498;0.5000;09:00;11.03.2019
499;0.5170;09:30;11.03.2019
500;0.5150;10:00;11.03.2019
501;0.5180;10:30;11.03.2019
502;0.5260;11:00;11.03.2019
503;0.5240;11:30;11.03.2019
504;0.5160;12:00;11.03.2019
505;0.5200;12:30;11.03.2019
506;0.5130;13:00;11.03.2019
507;0.5130;13:30;11.03.2019
508;0.5130;14:00;11.03.2019
509;0.5130;14:30;11.03.2019
510;0.5200;15:00;11.03.2019
511;0.5150;15:30;11.03.2019
512;0.5090;16:00;11.03.2019
513;0.5130;16:30;11.03.2019
514;0.5140;17:00;11.03.2019
515;0.5130;17:30;11.03.2019
516;0.5170;18:00;11.03.2019
517;0.5150;18:30;11.03.2019
518;0.5090;19:00;11.03.2019
519;0.5010;19:30;11.03.2019
520;0.5000;20:00;11.03.2019
521;0.5020;20:30;11.03.2019
522;0.4930;21:00;11.03.2019
523;0.4920;21:30;11.03.2019
524;0.4900;22:00;11.03.2019
525;0.4900;22:30;11.03.2019
526;0.4890;23:00;11.03.2019
527;0.4890;23:30;11.03.2019
528;0.4870;00:00;12.03.2019
529;0.4920;00:30;12.03.2019
530;0.4890;01:00;12.03.2019
531;0.4940;01:30;12.03.2019
532;0.4890;02:00;12.03.2019
533;0.4930;02:30;12.03.2019
534;0.4930;03:00;12.03.2019
535;0.4880;03:30;12.03.2019
536;0.4940;04:00;12.03.2019
537;0.4870;04:30;12.03.2019
538;0.4900;05:00;12.03.2019
539;0.4870;05:30;12.03.2019
540;0.4880;06:00;12.03.2019
541;0.4890;06:30;12.03.2019
542;0.4950;07:00;12.03.2019
543;0.4970;07:30;12.03.2019
544;0.5040;08:00;12.03.2019
545;0.5100;08:30;12.03.2019
546;0.5060;09:00;12.03.2019
547;0.5100;09:30;12.03.2019
548;0.5100;10:00;12.03.2019
549;0.5110;10:30;12.03.2019
550;0.5110;11:00;12.03.2019
551;0.5090;11:30;12.03.2019
552;0.5100;12:00;12.03.2019
553;0.5160;12:30;12.03.2019
554;0.5160;13:00;12.03.2019
555;0.5180;13:30;12.03.2019
556;0.5180;14:00;12.03.2019
557;0.5170;14:30;12.03.2019
558;0.5180;15:00;12.03.2019
559;0.5170;15:30;12.03.2019
560;0.5170;16:00;12.03.2019
561;0.5140;16:30;12.03.2019
562;0.5150;17:00;12.03.2019
563;0.5130;17:30;12.03.2019
564;0.5100;18:00;12.03.2019
565;0.5080;18:30;12.03.2019
566;0.5020;19:00;12.03.2019
567;0.4990;19:30;12.03.2019
568;0.4950;20:00;12.03.2019
569;0.5050;20:30;12.03.2019
570;0.5100;21:00;12.03.2019
571;0.5040;21:30;12.03.2019
572;0.4970;22:00;12.03.2019
573;0.4920;22:30;12.03.2019
574;0.4910;23:00;12.03.2019
575;0.4940;23:30;12.03.2019
576;0.4940;00:00;13.03.2019
577;0.4990;00:30;13.03.2019
578;0.4940;01:00;13.03.2019
579;0.4940;01:30;13.03.2019
580;0.4930;02:00;13.03.2019
581;0.4940;02:30;13.03.2019
582;0.4900;03:00;13.03.2019
583;0.4930;03:30;13.03.2019
584;0.4930;04:00;13.03.2019
585;0.4900;04:30;13.03.2019
586;0.4970;05:00;13.03.2019
587;0.4890;05:30;13.03.2019
588;0.4950;06:00;13.03.2019
589;0.4970;06:30;13.03.2019
590;0.4980;07:00;13.03.2019
591;0.4990;07:30;13.03.2019
592;0.4960;08:00;13.03.2019
593;0.5030;08:30;13.03.2019
594;0.5140;09:00;13.03.2019
595;0.5160;09:30;13.03.2019
596;0.5180;10:00;13.03.2019
597;0.5190;10:30;13.03.2019
598;0.5200;11:00;13.03.2019
599;0.5180;11:30;13.03.2019
600;0.5150;12:00;13.03.2019
601;0.5120;12:30;13.03.2019
602;0.5130;13:00;13.03.2019
603;0.5070;13:30;13.03.2019
604;0.5070;14:00;13.03.2019
605;0.5100;14:30;13.03.2019
606;0.5050;15:00;13.03.2019
607;0.5090;15:30;13.03.2019
608;0.5170;16:00;13.03.2019
609;0.5150;16:30;13.03.2019
610;0.5160;17:00;13.03.2019
611;0.5170;17:30;13.03.2019
612;0.5100;18:00;13.03.2019
613;0.5100;18:30;13.03.2019
614;0.5000;19:00;13.03.2019
615;0.5030;19:30;13.03.2019
616;0.5080;20:00;13.03.2019
617;0.5070;20:30;13.03.2019
618;0.5140;21:00;13.03.2019
619;0.5130;21:30;13.03.2019
620;0.5060;22:00;13.03.2019
621;0.5070;22:30;13.03.2019
622;0.4980;23:00;13.03.2019
623;0.4980;23:30;13.03.2019
624;0.4950;00:00;14.03.2019
625;0.4970;00:30;14.03.2019
626;0.4940;01:00;14.03.2019
627;0.4930;01:30;14.03.2019
628;0.4940;02:00;14.03.2019
629;0.4900;02:30;14.03.2019
630;0.4910;03:00;14.03.2019
631;0.4940;03:30;14.03.2019
632;0.4950;04:00;14.03.2019
633;0.4950;04:30;14.03.2019
634;0.4910;05:00;14.03.2019
635;0.4930;05:30;14.03.2019
636;0.4930;06:00;14.03.2019
637;0.4900;06:30;14.03.2019
638;0.4960;07:00;14.03.2019
639;0.4950;07:30;14.03.2019
640;0.5050;08:00;14.03.2019
641;0.5090;08:30;14.03.2019
642;0.5180;09:00;14.03.2019
643;0.5230;09:30;14.03.2019
644;0.5240;10:00;14.03.2019
645;0.5240;10:30;14.03.2019
646;0.5240;11:00;14.03.2019
647;0.5260;11:30;14.03.2019
648;0.5290;12:00;14.03.2019
649;0.5290;12:30;14.03.2019
650;0.5240;13:00;14.03.2019
651;0.5130;13:30;14.03.2019
652;0.5130;14:00;14.03.2019
653;0.5140;14:30;14.03.2019
654;0.5120;15:00;14.03.2019
655;0.5120;15:30;14.03.2019
656;0.5070;16:00;14.03.2019
657;0.5140;16:30;14.03.2019
658;0.5140;17:00;14.03.2019
659;0.5180;17:30;14.03.2019
660;0.5170;18:00;14.03.2019
661;0.5130;18:30;14.03.2019
662;0.5080;19:00;14.03.2019
663;0.5020;19:30;14.03.2019
664;0.4980;20:00;14.03.2019
665;0.5000;20:30;14.03.2019
666;0.4950;21:00;14.03.2019
667;0.4980;21:30;14.03.2019
668;0.4940;22:00;14.03.2019
669;0.4920;22:30;14.03.2019
670;0.4900;23:00;14.03.2019
671;0.4890;23:30;14.03.2019
672;0.4860;00:00;15.03.2019
673;0.4840;00:30;15.03.2019
674;0.4830;01:00;15.03.2019
675;0.4850;01:30;15.03.2019
676;0.4850;02:00;15.03.2019
677;0.4840;02:30;15.03.2019
678;0.4840;03:00;15.03.2019
679;0.4820;03:30;15.03.2019
680;0.4840;04:00;15.03.2019
681;0.4850;04:30;15.03.2019
682;0.4840;05:00;15.03.2019
683;0.4840;05:30;15.03.2019
684;0.4840;06:00;15.03.2019
685;0.4830;06:30;15.03.2019
686;0.4860;07:00;15.03.2019
687;0.4890;07:30;15.03.2019
688;0.4950;08:00;15.03.2019
689;0.5030;08:30;15.03.2019
690;0.5040;09:00;15.03.2019
691;0.5110;09:30;15.03.2019
692;0.5110;10:00;15.03.2019
693;0.5090;10:30;15.03.2019
694;0.5030;11:00;15.03.2019
695;0.5140;11:30;15.03.2019
696;0.5090;12:00;15.03.2019
697;0.4010;12:30;15.03.2019
698;0.4890;13:00;15.03.2019
699;0.5070;13:30;15.03.2019
700;0.5100;14:00;15.03.2019
701;0.5110;14:30;15.03.2019
702;0.5090;15:00;15.03.2019
703;0.5110;15:30;15.03.2019
704;0.5040;16:00;15.03.2019
705;0.5040;16:30;15.03.2019
706;0.5010;17:00;15.03.2019
707;0.5040;17:30;15.03.2019
708;0.4970;18:00;15.03.2019
709;0.4950;18:30;15.03.2019
710;0.4880;19:00;15.03.2019
711;0.4890;19:30;15.03.2019
712;0.4890;20:00;15.03.2019
713;0.4890;20:30;15.03.2019
714;0.4880;21:00;15.03.2019
715;0.4830;21:30;15.03.2019
716;0.4850;22:00;15.03.2019
717;0.4840;22:30;15.03.2019
718;0.4860;23:00;15.03.2019
719;0.4820;23:30;15.03.2019
720;0.4810;00:00;16.03.2019
721;0.4790;00:30;16.03.2019
722;0.4790;01:00;16.03.2019
723;0.4770;01:30;16.03.2019
724;0.4770;02:00;16.03.2019
725;0.4760;02:30;16.03.2019
726;0.4780;03:00;16.03.2019
727;0.4800;03:30;16.03.2019
728;0.4770;04:00;16.03.2019
729;0.4760;04:30;16.03.2019
730;0.4770;05:00;16.03.2019
731;0.4760;05:30;16.03.2019
732;0.4760;06:00;16.03.2019
733;0.4760;06:30;16.03.2019
734;0.4790;07:00;16.03.2019
735;0.4750;07:30;16.03.2019
736;0.4750;08:00;16.03.2019
737;0.4770;08:30;16.03.2019
738;0.4790;09:00;16.03.2019
739;0.4850;09:30;16.03.2019
740;0.4740;10:00;16.03.2019
741;0.4910;10:30;16.03.2019
742;0.4850;11:00;16.03.2019
743;0.4870;11:30;16.03.2019
744;0.4930;12:00;16.03.2019
745;0.4950;12:30;16.03.2019
746;0.4890;13:00;16.03.2019
747;0.4920;13:30;16.03.2019
748;0.4950;14:00;16.03.2019
749;0.4970;14:30;16.03.2019
750;0.4960;15:00;16.03.2019
751;0.4890;15:30;16.03.2019
752;0.4790;16:00;16.03.2019
753;0.4880;16:30;16.03.2019
754;0.4890;17:00;16.03.2019
755;0.4840;17:30;16.03.2019
756;0.4800;18:00;16.03.2019
757;0.4820;18:30;16.03.2019
758;0.4880;19:00;16.03.2019
759;0.4860;19:30;16.03.2019
760;0.4870;20:00;16.03.2019
761;0.4840;20:30;16.03.2019
762;0.4810;21:00;16.03.2019
763;0.4840;21:30;16.03.2019
764;0.4840;22:00;16.03.2019
765;0.4820;22:30;16.03.2019
766;0.4840;23:00;16.03.2019
767;0.4840;23:30;16.03.2019
768;0.4830;00:00;17.03.2019
769;0.4790;00:30;17.03.2019
770;0.4820;01:00;17.03.2019
771;0.4820;01:30;17.03.2019
772;0.4790;02:00;17.03.2019
773;0.4830;02:30;17.03.2019
774;0.4830;03:00;17.03.2019
775;0.4830;03:30;17.03.2019
