n;P+;R+;Time;Date
;0,1792;0,0000;00:30;25.02.2020
;0,1762;0,0000;01:00;25.02.2020
;0,1677;0,0000;01:30;25.02.2020
;0,1702;0,0000;02:00;25.02.2020
;0,1797;0,0000;02:30;25.02.2020
;0,1767;0,0000;03:00;25.02.2020
;0,1802;0,0000;03:30;25.02.2020
;0,1827;0,0000;04:00;25.02.2020
;0,1702;0,0000;04:30;25.02.2020
;0,1737;0,0000;05:00;25.02.2020
;0,1907;0,0000;05:30;25.02.2020
;0,1932;0,0000;06:00;25.02.2020
;0,2137;0,0000;06:30;25.02.2020
;0,2212;0,0000;07:00;25.02.2020
;0,2227;0,0000;07:30;25.02.2020
;0,2327;0,0000;08:00;25.02.2020
;0,2672;0,0000;08:30;25.02.2020
;0,2917;0,0000;09:00;25.02.2020
;0,2847;0,0000;09:30;25.02.2020
;0,2882;0,0000;10:00;25.02.2020
;0,2907;0,0000;10:30;25.02.2020
;0,2877;0,0000;11:00;25.02.2020
;0,2887;0,0000;11:30;25.02.2020
;0,2757;0,0000;12:00;25.02.2020
;0,2827;0,0005;12:30;25.02.2020
;0,2777;0,0000;13:00;25.02.2020
;0,2822;0,0000;13:30;25.02.2020
;0,2737;0,0000;14:00;25.02.2020
;0,2772;0,0000;14:30;25.02.2020
;0,2762;0,0000;15:00;25.02.2020
;0,2747;0,0000;15:30;25.02.2020
;0,2742;0,0000;16:00;25.02.2020
;0,2707;0,0000;16:30;25.02.2020
;0,2687;0,0000;17:00;25.02.2020
;0,2737;0,0000;17:30;25.02.2020
;0,2687;0,0005;18:00;25.02.2020
;0,2487;0,0000;18:30;25.02.2020
;0,2317;0,0000;19:00;25.02.2020
;0,2197;0,0000;19:30;25.02.2020
;0,2107;0,0000;20:00;25.02.2020
;0,1997;0,0000;20:30;25.02.2020
;0,1967;0,0000;21:00;25.02.2020
;0,1922;0,0000;21:30;25.02.2020
;0,1917;0,0000;22:00;25.02.2020
;0,1782;0,0000;22:30;25.02.2020
;0,1732;0,0000;23:00;25.02.2020
;0,1732;0,0000;23:30;25.02.2020
;0,1797;0,0000;00:00;25.02.2020
;0,1772;0,0000;00:30;26.02.2020
;0,1777;0,0000;01:00;26.02.2020
;0,1737;0,0000;01:30;26.02.2020
;0,1502;0,0000;02:00;26.02.2020
;0,1487;0,0000;02:30;26.02.2020
;0,1592;0,0000;03:00;26.02.2020
;0,1612;0,0000;03:30;26.02.2020
;0,1647;0,0000;04:00;26.02.2020
;0,1612;0,0000;04:30;26.02.2020
;0,1502;0,0000;05:00;26.02.2020
;0,1647;0,0000;05:30;26.02.2020
;0,1832;0,0000;06:00;26.02.2020
;0,1957;0,0000;06:30;26.02.2020
;0,1987;0,0000;07:00;26.02.2020
;0,1857;0,0000;07:30;26.02.2020
;0,1922;0,0000;08:00;26.02.2020
;0,2267;0,0000;08:30;26.02.2020
;0,2502;0,0000;09:00;26.02.2020
;0,2447;0,0000;09:30;26.02.2020
;0,2567;0,0000;10:00;26.02.2020
;0,2467;0,0000;10:30;26.02.2020
;0,2482;0,0000;11:00;26.02.2020
;0,2457;0,0005;11:30;26.02.2020
;0,2512;0,0000;12:00;26.02.2020
;0,2492;0,0000;12:30;26.02.2020
;0,2377;0,0005;13:00;26.02.2020
;0,2452;0,0000;13:30;26.02.2020
;0,2537;0,0005;14:00;26.02.2020
;0,2447;0,0000;14:30;26.02.2020
;0,2462;0,0000;15:00;26.02.2020
;0,2417;0,0000;15:30;26.02.2020
;0,2542;0,0000;16:00;26.02.2020
;0,2482;0,0000;16:30;26.02.2020
;0,2457;0,0000;17:00;26.02.2020
;0,2597;0,0010;17:30;26.02.2020
;0,2507;0,0000;18:00;26.02.2020
;0,2242;0,0000;18:30;26.02.2020
;0,2147;0,0000;19:00;26.02.2020
;0,2007;0,0000;19:30;26.02.2020
;0,1857;0,0000;20:00;26.02.2020
;0,1997;0,0000;20:30;26.02.2020
;0,2012;0,0000;21:00;26.02.2020
;0,1922;0,0000;21:30;26.02.2020
;0,1902;0,0000;22:00;26.02.2020
;0,1862;0,0000;22:30;26.02.2020
;0,1827;0,0000;23:00;26.02.2020
;0,1862;0,0000;23:30;26.02.2020
;0,1822;0,0000;00:00;26.02.2020
;0,1747;0,0000;00:30;27.02.2020
;0,1772;0,0000;01:00;27.02.2020
;0,1722;0,0000;01:30;27.02.2020
;0,1727;0,0000;02:00;27.02.2020
;0,1732;0,0000;02:30;27.02.2020
;0,1702;0,0000;03:00;27.02.2020
;0,1687;0,0000;03:30;27.02.2020
;0,1742;0,0000;04:00;27.02.2020
;0,1707;0,0000;04:30;27.02.2020
;0,1707;0,0000;05:00;27.02.2020
;0,1887;0,0000;05:30;27.02.2020
;0,2027;0,0000;06:00;27.02.2020
;0,2162;0,0000;06:30;27.02.2020
;0,2212;0,0000;07:00;27.02.2020
;0,2262;0,0000;07:30;27.02.2020
;0,2217;0,0000;08:00;27.02.2020
;0,2417;0,0000;08:30;27.02.2020
;0,2442;0,0000;09:00;27.02.2020
;0,2512;0,0000;09:30;27.02.2020
;0,2562;0,0000;10:00;27.02.2020
;0,2517;0,0000;10:30;27.02.2020
;0,2512;0,0000;11:00;27.02.2020
;0,2577;0,0000;11:30;27.02.2020
;0,2522;0,0000;12:00;27.02.2020
;0,2502;0,0000;12:30;27.02.2020
;0,2522;0,0000;13:00;27.02.2020
;0,2582;0,0000;13:30;27.02.2020
;0,2562;0,0000;14:00;27.02.2020
;0,2502;0,0000;14:30;27.02.2020
;0,2517;0,0000;15:00;27.02.2020
;0,2527;0,0000;15:30;27.02.2020
;0,2577;0,0000;16:00;27.02.2020
;0,2582;0,0000;16:30;27.02.2020
;0,2637;0,0005;17:00;27.02.2020
;0,2597;0,0000;17:30;27.02.2020
;0,2487;0,0000;18:00;27.02.2020
;0,2252;0,0000;18:30;27.02.2020
;0,2097;0,0000;19:00;27.02.2020
;0,1997;0,0000;19:30;27.02.2020
;0,1902;0,0000;20:00;27.02.2020
;0,1782;0,0000;20:30;27.02.2020
;0,1667;0,0000;21:00;27.02.2020
;0,1697;0,0000;21:30;27.02.2020
;0,1607;0,0000;22:00;27.02.2020
;0,1562;0,0000;22:30;27.02.2020
;0,1527;0,0000;23:00;27.02.2020
;0,1862;0,0000;23:30;27.02.2020
;0,1877;0,0000;00:00;27.02.2020
