n;P+;R+;Time;Date
1;0,0710;0,0040;00:30;01.07.2020
2;0,0710;0,0060;01:00;01.07.2020
3;0,0710;0,0030;01:30;01.07.2020
4;0,0720;0,0020;02:00;01.07.2020
5;0,0710;0,0040;02:30;01.07.2020
6;0,0710;0,0050;03:00;01.07.2020
7;0,0710;0,0000;03:30;01.07.2020
8;0,0750;0,0010;04:00;01.07.2020
9;0,0760;0,0010;04:30;01.07.2020
10;0,0760;0,0000;05:00;01.07.2020
11;0,0780;0,0000;05:30;01.07.2020
12;0,0800;0,0000;06:00;01.07.2020
13;0,0840;0,0000;06:30;01.07.2020
14;0,0830;0,0000;07:00;01.07.2020
15;0,0840;0,0000;07:30;01.07.2020
16;0,0860;0,0000;08:00;01.07.2020
17;0,0910;0,0000;08:30;01.07.2020
18;0,0910;0,0000;09:00;01.07.2020
19;0,0920;0,0000;09:30;01.07.2020
20;0,0920;0,0000;10:00;01.07.2020
21;0,0910;0,0000;10:30;01.07.2020
22;0,0910;0,0000;11:00;01.07.2020
23;0,0920;0,0000;11:30;01.07.2020
24;0,0920;0,0000;12:00;01.07.2020
25;0,0920;0,0000;12:30;01.07.2020
26;0,0920;0,0000;13:00;01.07.2020
27;0,0930;0,0000;13:30;01.07.2020
28;0,0910;0,0000;14:00;01.07.2020
29;0,0910;0,0000;14:30;01.07.2020
30;0,0910;0,0000;15:00;01.07.2020
31;0,0910;0,0000;15:30;01.07.2020
32;0,0900;0,0000;16:00;01.07.2020
33;0,0900;0,0000;16:30;01.07.2020
34;0,0900;0,0000;17:00;01.07.2020
35;0,0900;0,0000;17:30;01.07.2020
36;0,0910;0,0000;18:00;01.07.2020
37;0,0900;0,0000;18:30;01.07.2020
38;0,0900;0,0000;19:00;01.07.2020
39;0,0900;0,0010;19:30;01.07.2020
40;0,0890;0,0000;20:00;01.07.2020
41;0,0880;0,0000;20:30;01.07.2020
42;0,0850;0,0010;21:00;01.07.2020
43;0,0760;0,0000;21:30;01.07.2020
44;0,0730;0,0010;22:00;01.07.2020
45;0,0710;0,0010;22:30;01.07.2020
46;0,0700;0,0040;23:00;01.07.2020
47;0,0700;0,0060;23:30;01.07.2020
48;0,0690;0,0030;00:00;01.07.2020
49;0,0690;0,0040;00:30;02.07.2020
50;0,0690;0,0100;01:00;02.07.2020
51;0,0690;0,0040;01:30;02.07.2020
52;0,0690;0,0010;02:00;02.07.2020
53;0,0690;0,0000;02:30;02.07.2020
54;0,0690;0,0010;03:00;02.07.2020
55;0,0680;0,0000;03:30;02.07.2020
56;0,0720;0,0000;04:00;02.07.2020
57;0,0730;0,0000;04:30;02.07.2020
58;0,0730;0,0000;05:00;02.07.2020
