n;P+;R+;Time;Date
;1,912;0,000;00:30;25.02.2020
;1,883;0,000;01:00;25.02.2020
;1,892;0,000;01:30;25.02.2020
;1,924;0,000;02:00;25.02.2020
;1,933;0,001;02:30;25.02.2020
;1,934;0,000;03:00;25.02.2020
;1,934;0,000;03:30;25.02.2020
;1,943;0,000;04:00;25.02.2020
;1,956;0,000;04:30;25.02.2020
;1,947;0,000;05:00;25.02.2020
;1,954;0,000;05:30;25.02.2020
;1,978;0,000;06:00;25.02.2020
;1,975;0,000;06:30;25.02.2020
;2,006;0,001;07:00;25.02.2020
;2,003;0,000;07:30;25.02.2020
;1,936;0,000;08:00;25.02.2020
;1,895;0,000;08:30;25.02.2020
;1,907;0,000;09:00;25.02.2020
;1,960;0,000;09:30;25.02.2020
;2,062;0,000;10:00;25.02.2020
;2,128;0,001;10:30;25.02.2020
;2,134;0,000;11:00;25.02.2020
;2,173;0,000;11:30;25.02.2020
;2,189;0,001;12:00;25.02.2020
;2,225;0,001;12:30;25.02.2020
;2,206;0,000;13:00;25.02.2020
;2,195;0,001;13:30;25.02.2020
;2,209;0,001;14:00;25.02.2020
;2,274;0,001;14:30;25.02.2020
;2,207;0,001;15:00;25.02.2020
;2,200;0,001;15:30;25.02.2020
;2,205;0,001;16:00;25.02.2020
;2,212;0,001;16:30;25.02.2020
;2,238;0,001;17:00;25.02.2020
;2,177;0,001;17:30;25.02.2020
;2,128;0,000;18:00;25.02.2020
;2,076;0,001;18:30;25.02.2020
;2,109;0,000;19:00;25.02.2020
;2,079;0,000;19:30;25.02.2020
;2,068;0,001;20:00;25.02.2020
;2,054;0,000;20:30;25.02.2020
;2,031;0,001;21:00;25.02.2020
;2,016;0,000;21:30;25.02.2020
;1,989;0,001;22:00;25.02.2020
;1,959;0,000;22:30;25.02.2020
;1,964;0,000;23:00;25.02.2020
;1,993;0,001;23:30;25.02.2020
;1,885;0,000;00:00;25.02.2020
;1,882;0,001;00:30;26.02.2020
;1,842;0,000;01:00;26.02.2020
;1,864;0,000;01:30;26.02.2020
;1,879;0,001;02:00;26.02.2020
;1,894;0,000;02:30;26.02.2020
;1,893;0,000;03:00;26.02.2020
;1,895;0,000;03:30;26.02.2020
;1,897;0,001;04:00;26.02.2020
;1,901;0,000;04:30;26.02.2020
;1,910;0,000;05:00;26.02.2020
;1,908;0,001;05:30;26.02.2020
;1,932;0,000;06:00;26.02.2020
;1,960;0,000;06:30;26.02.2020
;1,960;0,000;07:00;26.02.2020
;1,972;0,000;07:30;26.02.2020
;1,870;0,000;08:00;26.02.2020
;1,877;0,001;08:30;26.02.2020
;1,987;0,000;09:00;26.02.2020
;2,033;0,000;09:30;26.02.2020
;2,133;0,001;10:00;26.02.2020
;2,179;0,000;10:30;26.02.2020
;2,157;0,001;11:00;26.02.2020
;2,124;0,000;11:30;26.02.2020
;2,190;0,001;12:00;26.02.2020
;2,195;0,001;12:30;26.02.2020
;2,248;0,000;13:00;26.02.2020
;2,310;0,001;13:30;26.02.2020
;2,282;0,000;14:00;26.02.2020
;2,252;0,001;14:30;26.02.2020
;2,307;0,000;15:00;26.02.2020
;2,331;0,001;15:30;26.02.2020
;2,242;0,000;16:00;26.02.2020
;2,278;0,000;16:30;26.02.2020
;2,238;0,001;17:00;26.02.2020
;2,182;0,000;17:30;26.02.2020
;2,172;0,001;18:00;26.02.2020
;2,139;0,000;18:30;26.02.2020
;2,096;0,000;19:00;26.02.2020
;2,047;0,000;19:30;26.02.2020
;2,044;0,001;20:00;26.02.2020
;2,071;0,000;20:30;26.02.2020
;2,099;0,000;21:00;26.02.2020
;2,089;0,001;21:30;26.02.2020
;2,039;0,000;22:00;26.02.2020
;1,995;0,000;22:30;26.02.2020
;1,950;0,000;23:00;26.02.2020
;1,961;0,001;23:30;26.02.2020
;1,889;0,000;00:00;26.02.2020
;1,882;0,000;00:30;27.02.2020
;1,869;0,000;01:00;27.02.2020
;1,916;0,000;01:30;27.02.2020
;1,941;0,000;02:00;27.02.2020
;1,937;0,000;02:30;27.02.2020
;1,945;0,000;03:00;27.02.2020
;1,952;0,000;03:30;27.02.2020
;1,952;0,001;04:00;27.02.2020
;1,958;0,000;04:30;27.02.2020
;1,971;0,000;05:00;27.02.2020
;1,962;0,000;05:30;27.02.2020
;1,973;0,000;06:00;27.02.2020
;2,002;0,000;06:30;27.02.2020
;2,006;0,000;07:00;27.02.2020
;1,986;0,000;07:30;27.02.2020
;1,910;0,000;08:00;27.02.2020
;1,897;0,000;08:30;27.02.2020
