n;P+;R+;Time;Date
;3,702;0;00:30;14.01.2020
;3,696;0;01:00;14.01.2020
;3,674;0;01:30;14.01.2020
;3,634;0;02:00;14.01.2020
;3,604;0;02:30;14.01.2020
;3,598;0,002;03:00;14.01.2020
;3,574;0;03:30;14.01.2020
;3,582;0;04:00;14.01.2020
;3,606;0;04:30;14.01.2020
;3,574;0;05:00;14.01.2020
;3,56;0;05:30;14.01.2020
;3,576;0;06:00;14.01.2020
;3,606;0,002;06:30;14.01.2020
;3,646;0;07:00;14.01.2020
;3,724;0;07:30;14.01.2020
;3,93;0;08:00;14.01.2020
;4,022;0;08:30;14.01.2020
;4,166;0;09:00;14.01.2020
;4,18;0;09:30;14.01.2020
;4,168;0;10:00;14.01.2020
;4,138;0,002;10:30;14.01.2020
;4,206;0;11:00;14.01.2020
;4,162;0;11:30;14.01.2020
;4,23;0;12:00;14.01.2020
;4,252;0;12:30;14.01.2020
;4,306;0;13:00;14.01.2020
;4,234;0;13:30;14.01.2020
;4,23;0;14:00;14.01.2020
;4,218;0;14:30;14.01.2020
;4,264;0,002;15:00;14.01.2020
;4,224;0;15:30;14.01.2020
;4,234;0;16:00;14.01.2020
;4,278;0;16:30;14.01.2020
;4,234;0;17:00;14.01.2020
;4,23;0;17:30;14.01.2020
;4,136;0;18:00;14.01.2020
;4,096;0;18:30;14.01.2020
;4,052;0;19:00;14.01.2020
;4,092;0,002;19:30;14.01.2020
;4,032;0;20:00;14.01.2020
;3,948;0;20:30;14.01.2020
;3,972;0;21:00;14.01.2020
;3,958;0;21:30;14.01.2020
;3,914;0;22:00;14.01.2020
;3,872;0;22:30;14.01.2020
;3,784;0;23:00;14.01.2020
;3,802;0;23:30;14.01.2020
;3,752;0,002;00:00;14.01.2020
;3,736;0;00:30;15.01.2020
;3,636;0;01:00;15.01.2020
;3,626;0;01:30;15.01.2020
;3,66;0;02:00;15.01.2020
;3,576;0;02:30;15.01.2020
;3,652;0;03:00;15.01.2020
;3,576;0,002;03:30;15.01.2020
;3,566;0;04:00;15.01.2020
;3,544;0;04:30;15.01.2020
;3,548;0;05:00;15.01.2020
;3,57;0;05:30;15.01.2020
;3,586;0;06:00;15.01.2020
;3,614;0;06:30;15.01.2020
;3,616;0,002;07:00;15.01.2020
;3,726;0;07:30;15.01.2020
;3,886;0;08:00;15.01.2020
;4,012;0;08:30;15.01.2020
;4,154;0;09:00;15.01.2020
;4,132;0;09:30;15.01.2020
;4,142;0;10:00;15.01.2020
;4,138;0;10:30;15.01.2020
;4,126;0,002;11:00;15.01.2020
;4,208;0;11:30;15.01.2020
;4,292;0;12:00;15.01.2020
;4,282;0;12:30;15.01.2020
;4,318;0;13:00;15.01.2020
;4,27;0;13:30;15.01.2020
;4,28;0;14:00;15.01.2020
;4,334;0;14:30;15.01.2020
;4,19;0;15:00;15.01.2020
;4,216;0,002;15:30;15.01.2020
;4,182;0;16:00;15.01.2020
;4,158;0;16:30;15.01.2020
;4,158;0;17:00;15.01.2020
;4,148;0;17:30;15.01.2020
;4,168;0;18:00;15.01.2020
;4,1;0;18:30;15.01.2020
;3,958;0,002;19:00;15.01.2020
;3,94;0;19:30;15.01.2020
;3,954;0;20:00;15.01.2020
;3,964;0;20:30;15.01.2020
;3,888;0;21:00;15.01.2020
;3,92;0;21:30;15.01.2020
;3,916;0;22:00;15.01.2020
;3,86;0,002;22:30;15.01.2020
;3,778;0;23:00;15.01.2020
;3,746;0;23:30;15.01.2020
;3,768;0;00:00;15.01.2020
;3,682;0;00:30;16.01.2020
;3,586;0;01:00;16.01.2020
;3,614;0,002;01:30;16.01.2020
;3,588;0;02:00;16.01.2020
;3,546;0;02:30;16.01.2020
;3,556;0;03:00;16.01.2020
;3,522;0;03:30;16.01.2020
;3,508;0;04:00;16.01.2020
;3,494;0,002;04:30;16.01.2020
;3,494;0;05:00;16.01.2020
;3,488;0;05:30;16.01.2020
;3,522;0;06:00;16.01.2020
;3,554;0;06:30;16.01.2020
;3,58;0;07:00;16.01.2020
;3,69;0,002;07:30;16.01.2020
;3,782;0;08:00;16.01.2020
;3,956;0;08:30;16.01.2020
;4,1;0;09:00;16.01.2020
;4,138;0;09:30;16.01.2020
;4,116;0;10:00;16.01.2020
;4,076;0,002;10:30;16.01.2020
;4,14;0;11:00;16.01.2020
;4,142;0;11:30;16.01.2020
;4,196;0;12:00;16.01.2020
;4,148;0;12:30;16.01.2020
;4,172;0;13:00;16.01.2020
;4,25;0;13:30;16.01.2020
;4,202;0;14:00;16.01.2020
;4,178;0,002;14:30;16.01.2020
;4,212;0;15:00;16.01.2020
;4,174;0;15:30;16.01.2020
;4,122;0;16:00;16.01.2020
;4,178;0;16:30;16.01.2020
;4,188;0;17:00;16.01.2020
;4,086;0;17:30;16.01.2020
;4,102;0,002;18:00;16.01.2020
;4,018;0;18:30;16.01.2020
;4,002;0;19:00;16.01.2020
;3,954;0;19:30;16.01.2020
;3,924;0;20:00;16.01.2020
;3,93;0;20:30;16.01.2020
;3,852;0,002;21:00;16.01.2020
;3,808;0;21:30;16.01.2020
;3,798;0;22:00;16.01.2020
;3,802;0;22:30;16.01.2020
;3,774;0;23:00;16.01.2020
;3,748;0,002;23:30;16.01.2020
;3,662;0;00:00;16.01.2020
