№;P+, кВт;Q+, квар;Время;Дата
95;0.1990;0;23:30;02.03.2019
96;0.1990;0;00:00;03.03.2019
97;0.1990;0;00:30;03.03.2019
98;0.2000;0;01:00;03.03.2019
99;0.2000;0;01:30;03.03.2019
100;0.2000;0;02:00;03.03.2019
101;0.1990;0;02:30;03.03.2019
102;0.2000;0;03:00;03.03.2019
103;0.2000;0;03:30;03.03.2019
104;0.2040;0;04:00;03.03.2019
105;0.2070;0;04:30;03.03.2019
106;0.2090;0;05:00;03.03.2019
107;0.2070;0;05:30;03.03.2019
108;0.2080;0;06:00;03.03.2019
109;0.2080;0;06:30;03.03.2019
110;0.2070;0;07:00;03.03.2019
111;0.2380;0;07:30;03.03.2019
112;0.2390;0;08:00;03.03.2019
113;0.2400;0;08:30;03.03.2019
114;0.3520;0;09:00;03.03.2019
115;0.3470;0;09:30;03.03.2019
116;0.3350;0;10:00;03.03.2019
117;0.3330;0;10:30;03.03.2019
118;0.3310;0;11:00;03.03.2019
119;0.2970;0;11:30;03.03.2019
120;0.2840;0;12:00;03.03.2019
121;0.2890;0;12:30;03.03.2019
122;0.2840;0;13:00;03.03.2019
123;0.2840;0;13:30;03.03.2019
124;0.2820;0;14:00;03.03.2019
125;0.2830;0;14:30;03.03.2019
126;0.2840;0;15:00;03.03.2019
127;0.2800;0;15:30;03.03.2019
128;0.2800;0;16:00;03.03.2019
129;0.2800;0;16:30;03.03.2019
130;0.2760;0;17:00;03.03.2019
131;0.2740;0;17:30;03.03.2019
132;0.2740;0;18:00;03.03.2019
133;0.2760;0;18:30;03.03.2019
134;0.2730;0;19:00;03.03.2019
135;0.2730;0;19:30;03.03.2019
136;0.2730;0;20:00;03.03.2019
137;0.2410;0;20:30;03.03.2019
138;0.2410;0;21:00;03.03.2019
139;0.2020;0;21:30;03.03.2019
140;0.1990;0;22:00;03.03.2019
141;0.1990;0;22:30;03.03.2019
142;0.1990;0;23:00;03.03.2019
143;0.1980;0;23:30;03.03.2019
144;0.1990;0;00:00;04.03.2019
145;0.1980;0;00:30;04.03.2019
146;0.1960;0;01:00;04.03.2019
147;0.1960;0;01:30;04.03.2019
148;0.1980;0;02:00;04.03.2019
149;0.2010;0;02:30;04.03.2019
150;0.2020;0;03:00;04.03.2019
151;0.2010;0;03:30;04.03.2019
152;0.2010;0;04:00;04.03.2019
153;0.2020;0;04:30;04.03.2019
154;0.2010;0;05:00;04.03.2019
155;0.2010;0;05:30;04.03.2019
156;0.2010;0;06:00;04.03.2019
157;0.2070;0;06:30;04.03.2019
158;0.2230;0;07:00;04.03.2019
159;0.2620;0;07:30;04.03.2019
160;0.2730;0;08:00;04.03.2019
161;0.3070;0;08:30;04.03.2019
162;0.4180;0;09:00;04.03.2019
163;0.4760;0;09:30;04.03.2019
164;0.5090;0;10:00;04.03.2019
165;0.5220;0;10:30;04.03.2019
166;0.5260;0;11:00;04.03.2019
167;0.5240;0;11:30;04.03.2019
168;0.5220;0;12:00;04.03.2019
169;0.5180;0;12:30;04.03.2019
170;0.5130;0;13:00;04.03.2019
171;0.5130;0;13:30;04.03.2019
172;0.5170;0;14:00;04.03.2019
173;0.5260;0;14:30;04.03.2019
174;0.5260;0;15:00;04.03.2019
175;0.5350;0;15:30;04.03.2019
176;0.5420;0;16:00;04.03.2019
177;0.5350;0;16:30;04.03.2019
178;0.5370;0;17:00;04.03.2019
179;0.5320;0;17:30;04.03.2019
180;0.5280;0;18:00;04.03.2019
181;0.4940;0;18:30;04.03.2019
182;0.4680;0;19:00;04.03.2019
183;0.4480;0;19:30;04.03.2019
184;0.4310;0;20:00;04.03.2019
185;0.3860;0;20:30;04.03.2019
186;0.3680;0;21:00;04.03.2019
187;0.2760;0;21:30;04.03.2019
188;0.2610;0;22:00;04.03.2019
189;0.2510;0;22:30;04.03.2019
190;0.2390;0;23:00;04.03.2019
191;0.2350;0;23:30;04.03.2019
192;0.2290;0;00:00;05.03.2019
193;0.2280;0;00:30;05.03.2019
194;0.2260;0;01:00;05.03.2019
195;0.2210;0;01:30;05.03.2019
196;0.2120;0;02:00;05.03.2019
197;0.2120;0;02:30;05.03.2019
198;0.2100;0;03:00;05.03.2019
199;0.2090;0;03:30;05.03.2019
200;0.2090;0;04:00;05.03.2019
201;0.2090;0;04:30;05.03.2019
202;0.2090;0;05:00;05.03.2019
203;0.2080;0;05:30;05.03.2019
204;0.2060;0;06:00;05.03.2019
205;0.2140;0;06:30;05.03.2019
206;0.2270;0;07:00;05.03.2019
207;0.2690;0;07:30;05.03.2019
208;0.2880;0;08:00;05.03.2019
209;0.3370;0;08:30;05.03.2019
210;0.4390;0;09:00;05.03.2019
211;0.4870;0;09:30;05.03.2019
212;0.5140;0;10:00;05.03.2019
213;0.5220;0;10:30;05.03.2019
214;0.5220;0;11:00;05.03.2019
215;0.5280;0;11:30;05.03.2019
216;0.5230;0;12:00;05.03.2019
217;0.5210;0;12:30;05.03.2019
218;0.5180;0;13:00;05.03.2019
219;0.5120;0;13:30;05.03.2019
220;0.5160;0;14:00;05.03.2019
221;0.5210;0;14:30;05.03.2019
222;0.5270;0;15:00;05.03.2019
223;0.5270;0;15:30;05.03.2019
224;0.5320;0;16:00;05.03.2019
225;0.5300;0;16:30;05.03.2019
226;0.5320;0;17:00;05.03.2019
227;0.5270;0;17:30;05.03.2019
228;0.5170;0;18:00;05.03.2019
229;0.4860;0;18:30;05.03.2019
230;0.4620;0;19:00;05.03.2019
231;0.4460;0;19:30;05.03.2019
232;0.4240;0;20:00;05.03.2019
233;0.3750;0;20:30;05.03.2019
234;0.3570;0;21:00;05.03.2019
235;0.2810;0;21:30;05.03.2019
236;0.2640;0;22:00;05.03.2019
237;0.2580;0;22:30;05.03.2019
238;0.2460;0;23:00;05.03.2019
239;0.2390;0;23:30;05.03.2019
240;0.2340;0;00:00;06.03.2019
241;0.2330;0;00:30;06.03.2019
242;0.2300;0;01:00;06.03.2019
243;0.2320;0;01:30;06.03.2019
244;0.2310;0;02:00;06.03.2019
245;0.2310;0;02:30;06.03.2019
246;0.2300;0;03:00;06.03.2019
247;0.2310;0;03:30;06.03.2019
248;0.2300;0;04:00;06.03.2019
249;0.2300;0;04:30;06.03.2019
250;0.2280;0;05:00;06.03.2019
251;0.2290;0;05:30;06.03.2019
252;0.2280;0;06:00;06.03.2019
253;0.2340;0;06:30;06.03.2019
254;0.2480;0;07:00;06.03.2019
255;0.2930;0;07:30;06.03.2019
256;0.3070;0;08:00;06.03.2019
257;0.3410;0;08:30;06.03.2019
258;0.4350;0;09:00;06.03.2019
259;0.4790;0;09:30;06.03.2019
260;0.5070;0;10:00;06.03.2019
261;0.5160;0;10:30;06.03.2019
262;0.5180;0;11:00;06.03.2019
263;0.5170;0;11:30;06.03.2019
264;0.5150;0;12:00;06.03.2019
265;0.5120;0;12:30;06.03.2019
266;0.5070;0;13:00;06.03.2019
267;0.5140;0;13:30;06.03.2019
268;0.5120;0;14:00;06.03.2019
269;0.5130;0;14:30;06.03.2019
270;0.5120;0;15:00;06.03.2019
271;0.5130;0;15:30;06.03.2019
272;0.5200;0;16:00;06.03.2019
273;0.5220;0;16:30;06.03.2019
274;0.5250;0;17:00;06.03.2019
275;0.5230;0;17:30;06.03.2019
276;0.5110;0;18:00;06.03.2019
277;0.4820;0;18:30;06.03.2019
278;0.4620;0;19:00;06.03.2019
279;0.4350;0;19:30;06.03.2019
280;0.4120;0;20:00;06.03.2019
281;0.3700;0;20:30;06.03.2019
282;0.3530;0;21:00;06.03.2019
283;0.2650;0;21:30;06.03.2019
284;0.2510;0;22:00;06.03.2019
285;0.2360;0;22:30;06.03.2019
286;0.2290;0;23:00;06.03.2019
287;0.2250;0;23:30;06.03.2019
288;0.2240;0;00:00;07.03.2019
289;0.2200;0;00:30;07.03.2019
290;0.2180;0;01:00;07.03.2019
291;0.2170;0;01:30;07.03.2019
292;0.2160;0;02:00;07.03.2019
293;0.2160;0;02:30;07.03.2019
294;0.2150;0;03:00;07.03.2019
295;0.2140;0;03:30;07.03.2019
296;0.2130;0;04:00;07.03.2019
297;0.2150;0;04:30;07.03.2019
298;0.2140;0;05:00;07.03.2019
299;0.2120;0;05:30;07.03.2019
300;0.2120;0;06:00;07.03.2019
301;0.2180;0;06:30;07.03.2019
302;0.2290;0;07:00;07.03.2019
303;0.2740;0;07:30;07.03.2019
304;0.2920;0;08:00;07.03.2019
305;0.3300;0;08:30;07.03.2019
306;0.4290;0;09:00;07.03.2019
307;0.4770;0;09:30;07.03.2019
308;0.5010;0;10:00;07.03.2019
309;0.5020;0;10:30;07.03.2019
310;0.5060;0;11:00;07.03.2019
311;0.5150;0;11:30;07.03.2019
312;0.5110;0;12:00;07.03.2019
313;0.5130;0;12:30;07.03.2019
314;0.5140;0;13:00;07.03.2019
315;0.5090;0;13:30;07.03.2019
316;0.5090;0;14:00;07.03.2019
317;0.5110;0;14:30;07.03.2019
318;0.5070;0;15:00;07.03.2019
319;0.5020;0;15:30;07.03.2019
320;0.4960;0;16:00;07.03.2019
321;0.4870;0;16:30;07.03.2019
322;0.4750;0;17:00;07.03.2019
323;0.4510;0;17:30;07.03.2019
324;0.4260;0;18:00;07.03.2019
325;0.4090;0;18:30;07.03.2019
326;0.3930;0;19:00;07.03.2019
327;0.3890;0;19:30;07.03.2019
328;0.3770;0;20:00;07.03.2019
329;0.3220;0;20:30;07.03.2019
330;0.3020;0;21:00;07.03.2019
331;0.2400;0;21:30;07.03.2019
332;0.2430;0;22:00;07.03.2019
333;0.2350;0;22:30;07.03.2019
334;0.2310;0;23:00;07.03.2019
335;0.2210;0;23:30;07.03.2019
336;0.2130;0;00:00;08.03.2019
337;0.2110;0;00:30;08.03.2019
338;0.2080;0;01:00;08.03.2019
339;0.2100;0;01:30;08.03.2019
340;0.2090;0;02:00;08.03.2019
341;0.2090;0;02:30;08.03.2019
342;0.2070;0;03:00;08.03.2019
343;0.2090;0;03:30;08.03.2019
344;0.2070;0;04:00;08.03.2019
345;0.2070;0;04:30;08.03.2019
346;0.2060;0;05:00;08.03.2019
347;0.2070;0;05:30;08.03.2019
348;0.2060;0;06:00;08.03.2019
349;0.2080;0;06:30;08.03.2019
350;0.2060;0;07:00;08.03.2019
351;0.2420;0;07:30;08.03.2019
352;0.2250;0;08:00;08.03.2019
353;0.2140;0;08:30;08.03.2019
354;0.3040;0;09:00;08.03.2019
355;0.3000;0;09:30;08.03.2019
356;0.2980;0;10:00;08.03.2019
357;0.2960;0;10:30;08.03.2019
358;0.2940;0;11:00;08.03.2019
359;0.2910;0;11:30;08.03.2019
360;0.2750;0;12:00;08.03.2019
361;0.2740;0;12:30;08.03.2019
362;0.2720;0;13:00;08.03.2019
363;0.2720;0;13:30;08.03.2019
364;0.2700;0;14:00;08.03.2019
365;0.2670;0;14:30;08.03.2019
366;0.2630;0;15:00;08.03.2019
367;0.2670;0;15:30;08.03.2019
368;0.2650;0;16:00;08.03.2019
369;0.2680;0;16:30;08.03.2019
370;0.2650;0;17:00;08.03.2019
371;0.2640;0;17:30;08.03.2019
372;0.2480;0;18:00;08.03.2019
373;0.2560;0;18:30;08.03.2019
374;0.2580;0;19:00;08.03.2019
375;0.2570;0;19:30;08.03.2019
376;0.2530;0;20:00;08.03.2019
377;0.2490;0;20:30;08.03.2019
378;0.2500;0;21:00;08.03.2019
379;0.1950;0;21:30;08.03.2019
380;0.1910;0;22:00;08.03.2019
381;0.1860;0;22:30;08.03.2019
382;0.1870;0;23:00;08.03.2019
383;0.1860;0;23:30;08.03.2019
384;0.1850;0;00:00;09.03.2019
385;0.1860;0;00:30;09.03.2019
386;0.1850;0;01:00;09.03.2019
387;0.1860;0;01:30;09.03.2019
388;0.1850;0;02:00;09.03.2019
389;0.1820;0;02:30;09.03.2019
390;0.1790;0;03:00;09.03.2019
391;0.1800;0;03:30;09.03.2019
392;0.1790;0;04:00;09.03.2019
393;0.1790;0;04:30;09.03.2019
394;0.1790;0;05:00;09.03.2019
395;0.1790;0;05:30;09.03.2019
396;0.1780;0;06:00;09.03.2019
397;0.1800;0;06:30;09.03.2019
398;0.1800;0;07:00;09.03.2019
399;0.2160;0;07:30;09.03.2019
400;0.2300;0;08:00;09.03.2019
401;0.2440;0;08:30;09.03.2019
402;0.3440;0;09:00;09.03.2019
403;0.3420;0;09:30;09.03.2019
404;0.3440;0;10:00;09.03.2019
405;0.3440;0;10:30;09.03.2019
406;0.3270;0;11:00;09.03.2019
407;0.3220;0;11:30;09.03.2019
408;0.3040;0;12:00;09.03.2019
409;0.3060;0;12:30;09.03.2019
410;0.2990;0;13:00;09.03.2019
411;0.3020;0;13:30;09.03.2019
412;0.3010;0;14:00;09.03.2019
413;0.3000;0;14:30;09.03.2019
414;0.3000;0;15:00;09.03.2019
415;0.3010;0;15:30;09.03.2019
416;0.3000;0;16:00;09.03.2019
417;0.2990;0;16:30;09.03.2019
418;0.2980;0;17:00;09.03.2019
419;0.2980;0;17:30;09.03.2019
420;0.2980;0;18:00;09.03.2019
421;0.2990;0;18:30;09.03.2019
422;0.2970;0;19:00;09.03.2019
423;0.2970;0;19:30;09.03.2019
424;0.2930;0;20:00;09.03.2019
425;0.2610;0;20:30;09.03.2019
426;0.2630;0;21:00;09.03.2019
427;0.1950;0;21:30;09.03.2019
428;0.1910;0;22:00;09.03.2019
429;0.2000;0;22:30;09.03.2019
430;0.2140;0;23:00;09.03.2019
431;0.2120;0;23:30;09.03.2019
432;0.2120;0;00:00;10.03.2019
433;0.2100;0;00:30;10.03.2019
434;0.2050;0;01:00;10.03.2019
435;0.1830;0;01:30;10.03.2019
436;0.1830;0;02:00;10.03.2019
437;0.1820;0;02:30;10.03.2019
438;0.1800;0;03:00;10.03.2019
439;0.1790;0;03:30;10.03.2019
440;0.1790;0;04:00;10.03.2019
441;0.1790;0;04:30;10.03.2019
442;0.1790;0;05:00;10.03.2019
443;0.1780;0;05:30;10.03.2019
444;0.1780;0;06:00;10.03.2019
445;0.1780;0;06:30;10.03.2019
446;0.1790;0;07:00;10.03.2019
447;0.2150;0;07:30;10.03.2019
448;0.2150;0;08:00;10.03.2019
449;0.2150;0;08:30;10.03.2019
450;0.3320;0;09:00;10.03.2019
451;0.3130;0;09:30;10.03.2019
452;0.3100;0;10:00;10.03.2019
453;0.3050;0;10:30;10.03.2019
454;0.3020;0;11:00;10.03.2019
455;0.3050;0;11:30;10.03.2019
456;0.3050;0;12:00;10.03.2019
457;0.3050;0;12:30;10.03.2019
458;0.2950;0;13:00;10.03.2019
459;0.2770;0;13:30;10.03.2019
460;0.2770;0;14:00;10.03.2019
461;0.2720;0;14:30;10.03.2019
462;0.2750;0;15:00;10.03.2019
463;0.2740;0;15:30;10.03.2019
464;0.2740;0;16:00;10.03.2019
465;0.2750;0;16:30;10.03.2019
466;0.2740;0;17:00;10.03.2019
467;0.2720;0;17:30;10.03.2019
468;0.2720;0;18:00;10.03.2019
469;0.2720;0;18:30;10.03.2019
470;0.2730;0;19:00;10.03.2019
471;0.2730;0;19:30;10.03.2019
472;0.2680;0;20:00;10.03.2019
473;0.2220;0;20:30;10.03.2019
474;0.2210;0;21:00;10.03.2019
475;0.1850;0;21:30;10.03.2019
476;0.1830;0;22:00;10.03.2019
477;0.1830;0;22:30;10.03.2019
478;0.1830;0;23:00;10.03.2019
479;0.1830;0;23:30;10.03.2019
480;0.1830;0;00:00;11.03.2019
481;0.1810;0;00:30;11.03.2019
482;0.1780;0;01:00;11.03.2019
483;0.1760;0;01:30;11.03.2019
484;0.1760;0;02:00;11.03.2019
485;0.1770;0;02:30;11.03.2019
486;0.1760;0;03:00;11.03.2019
487;0.1760;0;03:30;11.03.2019
488;0.1750;0;04:00;11.03.2019
489;0.1760;0;04:30;11.03.2019
490;0.1760;0;05:00;11.03.2019
491;0.1750;0;05:30;11.03.2019
492;0.1760;0;06:00;11.03.2019
493;0.1840;0;06:30;11.03.2019
494;0.2140;0;07:00;11.03.2019
495;0.2590;0;07:30;11.03.2019
496;0.3610;0;08:00;11.03.2019
497;0.3870;0;08:30;11.03.2019
498;0.4320;0;09:00;11.03.2019
499;0.4780;0;09:30;11.03.2019
500;0.5170;0;10:00;11.03.2019
501;0.5220;0;10:30;11.03.2019
502;0.5370;0;11:00;11.03.2019
503;0.5360;0;11:30;11.03.2019
504;0.5310;0;12:00;11.03.2019
505;0.5250;0;12:30;11.03.2019
506;0.5200;0;13:00;11.03.2019
507;0.5190;0;13:30;11.03.2019
508;0.5200;0;14:00;11.03.2019
509;0.5310;0;14:30;11.03.2019
510;0.5290;0;15:00;11.03.2019
511;0.5340;0;15:30;11.03.2019
512;0.5370;0;16:00;11.03.2019
513;0.5320;0;16:30;11.03.2019
514;0.5330;0;17:00;11.03.2019
515;0.5270;0;17:30;11.03.2019
516;0.5220;0;18:00;11.03.2019
517;0.4890;0;18:30;11.03.2019
518;0.4620;0;19:00;11.03.2019
519;0.4410;0;19:30;11.03.2019
520;0.4220;0;20:00;11.03.2019
521;0.3780;0;20:30;11.03.2019
522;0.3590;0;21:00;11.03.2019
523;0.3140;0;21:30;11.03.2019
524;0.2890;0;22:00;11.03.2019
525;0.2840;0;22:30;11.03.2019
526;0.2380;0;23:00;11.03.2019
527;0.2290;0;23:30;11.03.2019
528;0.2190;0;00:00;12.03.2019
529;0.2160;0;00:30;12.03.2019
530;0.2150;0;01:00;12.03.2019
531;0.2220;0;01:30;12.03.2019
532;0.2170;0;02:00;12.03.2019
533;0.2160;0;02:30;12.03.2019
534;0.2140;0;03:00;12.03.2019
535;0.2150;0;03:30;12.03.2019
536;0.2150;0;04:00;12.03.2019
537;0.2130;0;04:30;12.03.2019
538;0.2130;0;05:00;12.03.2019
539;0.2130;0;05:30;12.03.2019
540;0.2120;0;06:00;12.03.2019
541;0.2190;0;06:30;12.03.2019
542;0.2330;0;07:00;12.03.2019
543;0.2740;0;07:30;12.03.2019
544;0.2810;0;08:00;12.03.2019
545;0.3130;0;08:30;12.03.2019
546;0.4370;0;09:00;12.03.2019
547;0.4790;0;09:30;12.03.2019
548;0.5010;0;10:00;12.03.2019
549;0.5090;0;10:30;12.03.2019
550;0.5150;0;11:00;12.03.2019
551;0.5090;0;11:30;12.03.2019
552;0.5120;0;12:00;12.03.2019
553;0.5040;0;12:30;12.03.2019
554;0.5070;0;13:00;12.03.2019
555;0.5050;0;13:30;12.03.2019
556;0.5040;0;14:00;12.03.2019
557;0.5100;0;14:30;12.03.2019
558;0.5180;0;15:00;12.03.2019
559;0.5180;0;15:30;12.03.2019
560;0.5210;0;16:00;12.03.2019
561;0.5200;0;16:30;12.03.2019
562;0.5220;0;17:00;12.03.2019
563;0.5200;0;17:30;12.03.2019
564;0.5070;0;18:00;12.03.2019
565;0.4810;0;18:30;12.03.2019
566;0.4580;0;19:00;12.03.2019
567;0.4420;0;19:30;12.03.2019
568;0.4220;0;20:00;12.03.2019
569;0.3990;0;20:30;12.03.2019
570;0.3870;0;21:00;12.03.2019
571;0.3610;0;21:30;12.03.2019
572;0.2590;0;22:00;12.03.2019
573;0.2500;0;22:30;12.03.2019
574;0.2430;0;23:00;12.03.2019
575;0.2320;0;23:30;12.03.2019
576;0.2240;0;00:00;13.03.2019
577;0.2180;0;00:30;13.03.2019
578;0.2120;0;01:00;13.03.2019
579;0.2120;0;01:30;13.03.2019
580;0.2110;0;02:00;13.03.2019
581;0.2070;0;02:30;13.03.2019
582;0.2050;0;03:00;13.03.2019
583;0.2050;0;03:30;13.03.2019
584;0.2020;0;04:00;13.03.2019
585;0.2030;0;04:30;13.03.2019
586;0.2020;0;05:00;13.03.2019
587;0.2020;0;05:30;13.03.2019
588;0.2020;0;06:00;13.03.2019
589;0.2080;0;06:30;13.03.2019
590;0.2220;0;07:00;13.03.2019
591;0.2650;0;07:30;13.03.2019
592;0.2780;0;08:00;13.03.2019
593;0.3220;0;08:30;13.03.2019
594;0.3810;0;09:00;13.03.2019
595;0.4420;0;09:30;13.03.2019
596;0.4820;0;10:00;13.03.2019
597;0.4980;0;10:30;13.03.2019
598;0.5040;0;11:00;13.03.2019
599;0.5050;0;11:30;13.03.2019
600;0.5040;0;12:00;13.03.2019
601;0.5020;0;12:30;13.03.2019
602;0.5000;0;13:00;13.03.2019
603;0.4990;0;13:30;13.03.2019
604;0.5040;0;14:00;13.03.2019
605;0.5110;0;14:30;13.03.2019
606;0.5050;0;15:00;13.03.2019
607;0.5140;0;15:30;13.03.2019
608;0.5120;0;16:00;13.03.2019
609;0.5110;0;16:30;13.03.2019
610;0.5120;0;17:00;13.03.2019
611;0.5070;0;17:30;13.03.2019
612;0.4990;0;18:00;13.03.2019
613;0.4730;0;18:30;13.03.2019
614;0.4470;0;19:00;13.03.2019
615;0.4210;0;19:30;13.03.2019
616;0.4090;0;20:00;13.03.2019
617;0.3940;0;20:30;13.03.2019
618;0.3810;0;21:00;13.03.2019
619;0.3690;0;21:30;13.03.2019
620;0.2590;0;22:00;13.03.2019
621;0.2450;0;22:30;13.03.2019
622;0.2290;0;23:00;13.03.2019
623;0.2200;0;23:30;13.03.2019
624;0.2200;0;00:00;14.03.2019
625;0.2160;0;00:30;14.03.2019
626;0.2150;0;01:00;14.03.2019
627;0.2130;0;01:30;14.03.2019
628;0.2120;0;02:00;14.03.2019
629;0.2110;0;02:30;14.03.2019
630;0.2110;0;03:00;14.03.2019
631;0.2090;0;03:30;14.03.2019
632;0.2080;0;04:00;14.03.2019
633;0.2100;0;04:30;14.03.2019
634;0.2100;0;05:00;14.03.2019
635;0.2080;0;05:30;14.03.2019
636;0.2070;0;06:00;14.03.2019
637;0.2150;0;06:30;14.03.2019
638;0.2260;0;07:00;14.03.2019
639;0.2850;0;07:30;14.03.2019
640;0.3690;0;08:00;14.03.2019
641;0.3820;0;08:30;14.03.2019
642;0.4140;0;09:00;14.03.2019
643;0.4670;0;09:30;14.03.2019
644;0.5010;0;10:00;14.03.2019
645;0.5080;0;10:30;14.03.2019
646;0.5190;0;11:00;14.03.2019
647;0.5260;0;11:30;14.03.2019
648;0.5170;0;12:00;14.03.2019
649;0.5150;0;12:30;14.03.2019
650;0.5090;0;13:00;14.03.2019
651;0.5070;0;13:30;14.03.2019
652;0.5080;0;14:00;14.03.2019
653;0.5070;0;14:30;14.03.2019
654;0.5160;0;15:00;14.03.2019
655;0.5210;0;15:30;14.03.2019
656;0.5240;0;16:00;14.03.2019
657;0.5260;0;16:30;14.03.2019
658;0.5270;0;17:00;14.03.2019
659;0.5210;0;17:30;14.03.2019
660;0.5150;0;18:00;14.03.2019
661;0.4810;0;18:30;14.03.2019
662;0.4540;0;19:00;14.03.2019
663;0.4380;0;19:30;14.03.2019
664;0.4170;0;20:00;14.03.2019
665;0.4020;0;20:30;14.03.2019
666;0.3890;0;21:00;14.03.2019
667;0.3790;0;21:30;14.03.2019
668;0.2710;0;22:00;14.03.2019
669;0.2570;0;22:30;14.03.2019
670;0.2540;0;23:00;14.03.2019
671;0.2470;0;23:30;14.03.2019
672;0.2320;0;00:00;15.03.2019
673;0.2220;0;00:30;15.03.2019
674;0.2150;0;01:00;15.03.2019
675;0.2040;0;01:30;15.03.2019
676;0.2050;0;02:00;15.03.2019
677;0.2050;0;02:30;15.03.2019
678;0.2050;0;03:00;15.03.2019
679;0.2060;0;03:30;15.03.2019
680;0.2050;0;04:00;15.03.2019
681;0.2040;0;04:30;15.03.2019
682;0.2040;0;05:00;15.03.2019
683;0.2040;0;05:30;15.03.2019
684;0.2190;0;06:00;15.03.2019
685;0.2440;0;06:30;15.03.2019
686;0.2510;0;07:00;15.03.2019
687;0.2550;0;07:30;15.03.2019
688;0.2660;0;08:00;15.03.2019
689;0.3000;0;08:30;15.03.2019
690;0.3560;0;09:00;15.03.2019
691;0.4210;0;09:30;15.03.2019
692;0.4650;0;10:00;15.03.2019
693;0.4860;0;10:30;15.03.2019
694;0.5000;0;11:00;15.03.2019
695;0.4970;0;11:30;15.03.2019
696;0.5000;0;12:00;15.03.2019
697;0.4910;0;12:30;15.03.2019
