№;P+, кВт;Q+, квар;Время;Дата
698;0.4910;0;13:00;15.03.2019
699;0.4890;0;13:30;15.03.2019
700;0.4950;0;14:00;15.03.2019
701;0.5000;0;14:30;15.03.2019
702;0.5050;0;15:00;15.03.2019
703;0.5050;0;15:30;15.03.2019
704;0.5090;0;16:00;15.03.2019
705;0.5120;0;16:30;15.03.2019
706;0.4940;0;17:00;15.03.2019
707;0.4580;0;17:30;15.03.2019
708;0.4420;0;18:00;15.03.2019
709;0.4280;0;18:30;15.03.2019
710;0.4220;0;19:00;15.03.2019
711;0.4050;0;19:30;15.03.2019
712;0.3890;0;20:00;15.03.2019
713;0.3630;0;20:30;15.03.2019
714;0.3600;0;21:00;15.03.2019
715;0.3490;0;21:30;15.03.2019
716;0.2680;0;22:00;15.03.2019
717;0.2190;0;22:30;15.03.2019
718;0.2100;0;23:00;15.03.2019
719;0.2020;0;23:30;15.03.2019
720;0.1990;0;00:00;16.03.2019
721;0.1990;0;00:30;16.03.2019
722;0.1960;0;01:00;16.03.2019
723;0.1950;0;01:30;16.03.2019
724;0.1950;0;02:00;16.03.2019
725;0.1950;0;02:30;16.03.2019
726;0.1940;0;03:00;16.03.2019
727;0.1950;0;03:30;16.03.2019
728;0.1940;0;04:00;16.03.2019
729;0.1940;0;04:30;16.03.2019
730;0.1920;0;05:00;16.03.2019
731;0.1930;0;05:30;16.03.2019
732;0.1930;0;06:00;16.03.2019
733;0.1920;0;06:30;16.03.2019
734;0.1950;0;07:00;16.03.2019
735;0.2300;0;07:30;16.03.2019
736;0.2310;0;08:00;16.03.2019
737;0.2320;0;08:30;16.03.2019
738;0.2310;0;09:00;16.03.2019
739;0.2320;0;09:30;16.03.2019
740;0.2360;0;10:00;16.03.2019
741;0.2350;0;10:30;16.03.2019
742;0.2350;0;11:00;16.03.2019
743;0.2370;0;11:30;16.03.2019
744;0.2360;0;12:00;16.03.2019
745;0.2350;0;12:30;16.03.2019
746;0.2350;0;13:00;16.03.2019
747;0.2390;0;13:30;16.03.2019
748;0.2380;0;14:00;16.03.2019
749;0.2400;0;14:30;16.03.2019
750;0.2400;0;15:00;16.03.2019
751;0.2410;0;15:30;16.03.2019
752;0.2410;0;16:00;16.03.2019
753;0.2430;0;16:30;16.03.2019
754;0.2390;0;17:00;16.03.2019
755;0.2390;0;17:30;16.03.2019
756;0.2360;0;18:00;16.03.2019
757;0.2360;0;18:30;16.03.2019
758;0.2350;0;19:00;16.03.2019
759;0.2360;0;19:30;16.03.2019
760;0.2370;0;20:00;16.03.2019
761;0.2330;0;20:30;16.03.2019
762;0.2310;0;21:00;16.03.2019
763;0.1970;0;21:30;16.03.2019
764;0.1920;0;22:00;16.03.2019
765;0.1930;0;22:30;16.03.2019
766;0.1930;0;23:00;16.03.2019
767;0.1920;0;23:30;16.03.2019
768;0.1910;0;00:00;17.03.2019
769;0.1880;0;00:30;17.03.2019
770;0.1880;0;01:00;17.03.2019
771;0.1880;0;01:30;17.03.2019
772;0.1880;0;02:00;17.03.2019
773;0.1880;0;02:30;17.03.2019
774;0.1880;0;03:00;17.03.2019
775;0.1890;0;03:30;17.03.2019
776;0.1890;0;04:00;17.03.2019
777;0.1870;0;04:30;17.03.2019
778;0.1880;0;05:00;17.03.2019
779;0.1880;0;05:30;17.03.2019
780;0.1870;0;06:00;17.03.2019
781;0.1870;0;06:30;17.03.2019
782;0.1870;0;07:00;17.03.2019
783;0.2240;0;07:30;17.03.2019
784;0.2250;0;08:00;17.03.2019
785;0.2260;0;08:30;17.03.2019
786;0.2260;0;09:00;17.03.2019
787;0.2240;0;09:30;17.03.2019
788;0.2260;0;10:00;17.03.2019
789;0.2260;0;10:30;17.03.2019
790;0.2270;0;11:00;17.03.2019
791;0.2280;0;11:30;17.03.2019
792;0.2290;0;12:00;17.03.2019
793;0.2270;0;12:30;17.03.2019
794;0.2280;0;13:00;17.03.2019
795;0.2290;0;13:30;17.03.2019
796;0.2340;0;14:00;17.03.2019
797;0.2390;0;14:30;17.03.2019
798;0.2350;0;15:00;17.03.2019
799;0.2360;0;15:30;17.03.2019
800;0.2350;0;16:00;17.03.2019
801;0.2360;0;16:30;17.03.2019
802;0.2330;0;17:00;17.03.2019
803;0.2330;0;17:30;17.03.2019
804;0.2330;0;18:00;17.03.2019
805;0.2340;0;18:30;17.03.2019
806;0.2320;0;19:00;17.03.2019
807;0.2340;0;19:30;17.03.2019
808;0.2310;0;20:00;17.03.2019
809;0.2320;0;20:30;17.03.2019
810;0.2310;0;21:00;17.03.2019
811;0.2000;0;21:30;17.03.2019
812;0.1920;0;22:00;17.03.2019
813;0.1880;0;22:30;17.03.2019
814;0.1890;0;23:00;17.03.2019
815;0.1900;0;23:30;17.03.2019
816;0.1890;0;00:00;18.03.2019
817;0.1880;0;00:30;18.03.2019
818;0.1880;0;01:00;18.03.2019
819;0.1870;0;01:30;18.03.2019
820;0.1890;0;02:00;18.03.2019
821;0.1880;0;02:30;18.03.2019
822;0.1870;0;03:00;18.03.2019
823;0.1880;0;03:30;18.03.2019
824;0.1870;0;04:00;18.03.2019
825;0.1880;0;04:30;18.03.2019
826;0.1870;0;05:00;18.03.2019
827;0.1870;0;05:30;18.03.2019
828;0.1870;0;06:00;18.03.2019
829;0.1940;0;06:30;18.03.2019
830;0.2040;0;07:00;18.03.2019
831;0.2590;0;07:30;18.03.2019
832;0.2770;0;08:00;18.03.2019
833;0.3070;0;08:30;18.03.2019
834;0.3630;0;09:00;18.03.2019
835;0.4390;0;09:30;18.03.2019
836;0.4930;0;10:00;18.03.2019
837;0.5010;0;10:30;18.03.2019
838;0.5120;0;11:00;18.03.2019
839;0.5150;0;11:30;18.03.2019
840;0.5060;0;12:00;18.03.2019
841;0.5040;0;12:30;18.03.2019
842;0.5030;0;13:00;18.03.2019
843;0.5030;0;13:30;18.03.2019
844;0.5050;0;14:00;18.03.2019
845;0.5070;0;14:30;18.03.2019
846;0.5170;0;15:00;18.03.2019
847;0.5200;0;15:30;18.03.2019
848;0.5240;0;16:00;18.03.2019
849;0.5330;0;16:30;18.03.2019
850;0.5310;0;17:00;18.03.2019
851;0.5230;0;17:30;18.03.2019
852;0.5170;0;18:00;18.03.2019
853;0.4860;0;18:30;18.03.2019
854;0.4640;0;19:00;18.03.2019
855;0.4410;0;19:30;18.03.2019
856;0.4180;0;20:00;18.03.2019
857;0.3990;0;20:30;18.03.2019
858;0.3850;0;21:00;18.03.2019
859;0.3360;0;21:30;18.03.2019
860;0.2560;0;22:00;18.03.2019
861;0.2500;0;22:30;18.03.2019
862;0.2370;0;23:00;18.03.2019
863;0.2330;0;23:30;18.03.2019
864;0.2310;0;00:00;19.03.2019
865;0.2230;0;00:30;19.03.2019
866;0.2160;0;01:00;19.03.2019
867;0.2230;0;01:30;19.03.2019
868;0.2180;0;02:00;19.03.2019
869;0.2150;0;02:30;19.03.2019
870;0.2140;0;03:00;19.03.2019
871;0.2130;0;03:30;19.03.2019
872;0.2150;0;04:00;19.03.2019
873;0.2120;0;04:30;19.03.2019
874;0.2130;0;05:00;19.03.2019
875;0.2110;0;05:30;19.03.2019
876;0.2130;0;06:00;19.03.2019
877;0.2200;0;06:30;19.03.2019
878;0.2330;0;07:00;19.03.2019
879;0.2770;0;07:30;19.03.2019
880;0.2920;0;08:00;19.03.2019
881;0.3190;0;08:30;19.03.2019
882;0.3710;0;09:00;19.03.2019
883;0.4480;0;09:30;19.03.2019
884;0.4980;0;10:00;19.03.2019
885;0.5170;0;10:30;19.03.2019
886;0.5220;0;11:00;19.03.2019
887;0.5250;0;11:30;19.03.2019
888;0.5190;0;12:00;19.03.2019
889;0.5120;0;12:30;19.03.2019
890;0.5080;0;13:00;19.03.2019
891;0.5130;0;13:30;19.03.2019
892;0.5070;0;14:00;19.03.2019
893;0.5070;0;14:30;19.03.2019
894;0.5200;0;15:00;19.03.2019
895;0.5260;0;15:30;19.03.2019
896;0.5240;0;16:00;19.03.2019
897;0.5290;0;16:30;19.03.2019
898;0.5300;0;17:00;19.03.2019
899;0.5250;0;17:30;19.03.2019
900;0.5120;0;18:00;19.03.2019
901;0.4850;0;18:30;19.03.2019
902;0.4640;0;19:00;19.03.2019
903;0.4460;0;19:30;19.03.2019
904;0.4290;0;20:00;19.03.2019
905;0.4090;0;20:30;19.03.2019
906;0.3880;0;21:00;19.03.2019
907;0.3750;0;21:30;19.03.2019
908;0.2860;0;22:00;19.03.2019
909;0.2440;0;22:30;19.03.2019
910;0.2330;0;23:00;19.03.2019
911;0.2280;0;23:30;19.03.2019
912;0.2250;0;00:00;20.03.2019
913;0.2220;0;00:30;20.03.2019
914;0.2190;0;01:00;20.03.2019
915;0.2130;0;01:30;20.03.2019
916;0.2130;0;02:00;20.03.2019
917;0.2130;0;02:30;20.03.2019
918;0.2120;0;03:00;20.03.2019
919;0.2130;0;03:30;20.03.2019
920;0.2130;0;04:00;20.03.2019
921;0.2120;0;04:30;20.03.2019
922;0.2100;0;05:00;20.03.2019
923;0.2100;0;05:30;20.03.2019
924;0.2090;0;06:00;20.03.2019
925;0.2180;0;06:30;20.03.2019
926;0.2320;0;07:00;20.03.2019
927;0.2750;0;07:30;20.03.2019
928;0.2930;0;08:00;20.03.2019
929;0.3250;0;08:30;20.03.2019
930;0.3760;0;09:00;20.03.2019
931;0.4460;0;09:30;20.03.2019
932;0.4860;0;10:00;20.03.2019
933;0.5060;0;10:30;20.03.2019
934;0.5160;0;11:00;20.03.2019
935;0.5150;0;11:30;20.03.2019
936;0.5120;0;12:00;20.03.2019
937;0.5060;0;12:30;20.03.2019
938;0.5060;0;13:00;20.03.2019
939;0.5070;0;13:30;20.03.2019
940;0.5080;0;14:00;20.03.2019
941;0.5140;0;14:30;20.03.2019
942;0.5190;0;15:00;20.03.2019
943;0.5210;0;15:30;20.03.2019
944;0.5250;0;16:00;20.03.2019
945;0.5250;0;16:30;20.03.2019
946;0.5200;0;17:00;20.03.2019
947;0.5210;0;17:30;20.03.2019
948;0.5120;0;18:00;20.03.2019
949;0.4820;0;18:30;20.03.2019
950;0.4580;0;19:00;20.03.2019
951;0.4390;0;19:30;20.03.2019
952;0.4240;0;20:00;20.03.2019
953;0.4070;0;20:30;20.03.2019
954;0.3960;0;21:00;20.03.2019
955;0.3510;0;21:30;20.03.2019
956;0.2630;0;22:00;20.03.2019
957;0.2520;0;22:30;20.03.2019
958;0.2470;0;23:00;20.03.2019
959;0.2390;0;23:30;20.03.2019
960;0.2380;0;00:00;21.03.2019
961;0.2340;0;00:30;21.03.2019
962;0.2280;0;01:00;21.03.2019
963;0.2240;0;01:30;21.03.2019
964;0.2240;0;02:00;21.03.2019
965;0.2250;0;02:30;21.03.2019
966;0.2250;0;03:00;21.03.2019
967;0.2240;0;03:30;21.03.2019
968;0.2260;0;04:00;21.03.2019
969;0.2240;0;04:30;21.03.2019
970;0.2250;0;05:00;21.03.2019
971;0.2260;0;05:30;21.03.2019
972;0.2200;0;06:00;21.03.2019
973;0.2260;0;06:30;21.03.2019
974;0.2360;0;07:00;21.03.2019
975;0.2820;0;07:30;21.03.2019
976;0.2920;0;08:00;21.03.2019
977;0.3200;0;08:30;21.03.2019
978;0.3710;0;09:00;21.03.2019
979;0.4480;0;09:30;21.03.2019
980;0.4860;0;10:00;21.03.2019
981;0.5010;0;10:30;21.03.2019
982;0.5080;0;11:00;21.03.2019
983;0.5040;0;11:30;21.03.2019
984;0.5020;0;12:00;21.03.2019
985;0.5030;0;12:30;21.03.2019
986;0.5000;0;13:00;21.03.2019
987;0.5010;0;13:30;21.03.2019
988;0.4980;0;14:00;21.03.2019
989;0.5070;0;14:30;21.03.2019
990;0.5100;0;15:00;21.03.2019
991;0.5130;0;15:30;21.03.2019
992;0.5090;0;16:00;21.03.2019
993;0.5120;0;16:30;21.03.2019
994;0.5130;0;17:00;21.03.2019
995;0.5140;0;17:30;21.03.2019
996;0.5100;0;18:00;21.03.2019
997;0.4760;0;18:30;21.03.2019
998;0.4440;0;19:00;21.03.2019
999;0.4310;0;19:30;21.03.2019
1000;0.4170;0;20:00;21.03.2019
1001;0.3970;0;20:30;21.03.2019
1002;0.3820;0;21:00;21.03.2019
1003;0.3310;0;21:30;21.03.2019
1004;0.2500;0;22:00;21.03.2019
1005;0.2370;0;22:30;21.03.2019
1006;0.2310;0;23:00;21.03.2019
1007;0.2250;0;23:30;21.03.2019
1008;0.2230;0;00:00;22.03.2019
1009;0.2210;0;00:30;22.03.2019
1010;0.2200;0;01:00;22.03.2019
1011;0.2220;0;01:30;22.03.2019
1012;0.2210;0;02:00;22.03.2019
1013;0.2220;0;02:30;22.03.2019
1014;0.2190;0;03:00;22.03.2019
1015;0.2200;0;03:30;22.03.2019
1016;0.2180;0;04:00;22.03.2019
1017;0.2190;0;04:30;22.03.2019
1018;0.2170;0;05:00;22.03.2019
1019;0.2150;0;05:30;22.03.2019
1020;0.2170;0;06:00;22.03.2019
1021;0.2210;0;06:30;22.03.2019
1022;0.2330;0;07:00;22.03.2019
1023;0.2760;0;07:30;22.03.2019
1024;0.2860;0;08:00;22.03.2019
1025;0.3230;0;08:30;22.03.2019
1026;0.3810;0;09:00;22.03.2019
1027;0.4480;0;09:30;22.03.2019
1028;0.4880;0;10:00;22.03.2019
1029;0.5070;0;10:30;22.03.2019
1030;0.5120;0;11:00;22.03.2019
1031;0.5050;0;11:30;22.03.2019
1032;0.5010;0;12:00;22.03.2019
1033;0.5010;0;12:30;22.03.2019
1034;0.4940;0;13:00;22.03.2019
1035;0.4970;0;13:30;22.03.2019
1036;0.4960;0;14:00;22.03.2019
1037;0.5020;0;14:30;22.03.2019
1038;0.5000;0;15:00;22.03.2019
1039;0.5070;0;15:30;22.03.2019
1040;0.5050;0;16:00;22.03.2019
1041;0.5030;0;16:30;22.03.2019
1042;0.4940;0;17:00;22.03.2019
1043;0.4540;0;17:30;22.03.2019
1044;0.4340;0;18:00;22.03.2019
1045;0.4200;0;18:30;22.03.2019
1046;0.4100;0;19:00;22.03.2019
1047;0.3910;0;19:30;22.03.2019
1048;0.3800;0;20:00;22.03.2019
1049;0.3630;0;20:30;22.03.2019
1050;0.3560;0;21:00;22.03.2019
1051;0.3110;0;21:30;22.03.2019
1052;0.2310;0;22:00;22.03.2019
1053;0.2180;0;22:30;22.03.2019
1054;0.2110;0;23:00;22.03.2019
1055;0.2080;0;23:30;22.03.2019
1056;0.2040;0;00:00;23.03.2019
1057;0.2030;0;00:30;23.03.2019
1058;0.1990;0;01:00;23.03.2019
1059;0.2000;0;01:30;23.03.2019
1060;0.1990;0;02:00;23.03.2019
1061;0.1990;0;02:30;23.03.2019
1062;0.2000;0;03:00;23.03.2019
1063;0.1920;0;03:30;23.03.2019
1064;0.1890;0;04:00;23.03.2019
1065;0.1880;0;04:30;23.03.2019
1066;0.1880;0;05:00;23.03.2019
1067;0.1860;0;05:30;23.03.2019
1068;0.1880;0;06:00;23.03.2019
1069;0.1870;0;06:30;23.03.2019
1070;0.1880;0;07:00;23.03.2019
1071;0.2230;0;07:30;23.03.2019
1072;0.2240;0;08:00;23.03.2019
1073;0.2250;0;08:30;23.03.2019
1074;0.2270;0;09:00;23.03.2019
1075;0.2290;0;09:30;23.03.2019
1076;0.2340;0;10:00;23.03.2019
1077;0.2400;0;10:30;23.03.2019
1078;0.2380;0;11:00;23.03.2019
1079;0.2410;0;11:30;23.03.2019
1080;0.2380;0;12:00;23.03.2019
1081;0.2380;0;12:30;23.03.2019
1082;0.2390;0;13:00;23.03.2019
1083;0.2390;0;13:30;23.03.2019
1084;0.2400;0;14:00;23.03.2019
1085;0.2440;0;14:30;23.03.2019
1086;0.2450;0;15:00;23.03.2019
1087;0.2440;0;15:30;23.03.2019
1088;0.2460;0;16:00;23.03.2019
1089;0.2450;0;16:30;23.03.2019
1090;0.2450;0;17:00;23.03.2019
1091;0.2460;0;17:30;23.03.2019
1092;0.2440;0;18:00;23.03.2019
1093;0.2440;0;18:30;23.03.2019
1094;0.2420;0;19:00;23.03.2019
1095;0.2460;0;19:30;23.03.2019
1096;0.2500;0;20:00;23.03.2019
1097;0.2480;0;20:30;23.03.2019
1098;0.2480;0;21:00;23.03.2019
1099;0.2460;0;21:30;23.03.2019
1100;0.2190;0;22:00;23.03.2019
1101;0.1940;0;22:30;23.03.2019
1102;0.1920;0;23:00;23.03.2019
1103;0.1920;0;23:30;23.03.2019
1104;0.1910;0;00:00;24.03.2019
1105;0.1900;0;00:30;24.03.2019
1106;0.1880;0;01:00;24.03.2019
1107;0.1890;0;01:30;24.03.2019
1108;0.1900;0;02:00;24.03.2019
1109;0.1890;0;02:30;24.03.2019
1110;0.1910;0;03:00;24.03.2019
1111;0.1910;0;03:30;24.03.2019
1112;0.1900;0;04:00;24.03.2019
1113;0.1910;0;04:30;24.03.2019
1114;0.1890;0;05:00;24.03.2019
1115;0.1880;0;05:30;24.03.2019
1116;0.1880;0;06:00;24.03.2019
1117;0.1890;0;06:30;24.03.2019
1118;0.1890;0;07:00;24.03.2019
1119;0.2240;0;07:30;24.03.2019
1120;0.2260;0;08:00;24.03.2019
1121;0.2260;0;08:30;24.03.2019
1122;0.2240;0;09:00;24.03.2019
1123;0.2230;0;09:30;24.03.2019
1124;0.2260;0;10:00;24.03.2019
1125;0.2260;0;10:30;24.03.2019
1126;0.2280;0;11:00;24.03.2019
1127;0.2260;0;11:30;24.03.2019
1128;0.2280;0;12:00;24.03.2019
1129;0.2310;0;12:30;24.03.2019
1130;0.2320;0;13:00;24.03.2019
1131;0.2330;0;13:30;24.03.2019
1132;0.2330;0;14:00;24.03.2019
1133;0.2360;0;14:30;24.03.2019
1134;0.2340;0;15:00;24.03.2019
1135;0.2340;0;15:30;24.03.2019
1136;0.2320;0;16:00;24.03.2019
1137;0.2330;0;16:30;24.03.2019
1138;0.2330;0;17:00;24.03.2019
1139;0.2320;0;17:30;24.03.2019
1140;0.2320;0;18:00;24.03.2019
1141;0.2330;0;18:30;24.03.2019
1142;0.2320;0;19:00;24.03.2019
1143;0.2310;0;19:30;24.03.2019
1144;0.2300;0;20:00;24.03.2019
1145;0.2290;0;20:30;24.03.2019
1146;0.2290;0;21:00;24.03.2019
1147;0.1950;0;21:30;24.03.2019
1148;0.1890;0;22:00;24.03.2019
1149;0.1870;0;22:30;24.03.2019
1150;0.1870;0;23:00;24.03.2019
1151;0.1860;0;23:30;24.03.2019
1152;0.1870;0;00:00;25.03.2019
1153;0.1840;0;00:30;25.03.2019
1154;0.1830;0;01:00;25.03.2019
1155;0.1830;0;01:30;25.03.2019
1156;0.1820;0;02:00;25.03.2019
1157;0.1820;0;02:30;25.03.2019
1158;0.1830;0;03:00;25.03.2019
1159;0.1840;0;03:30;25.03.2019
1160;0.1830;0;04:00;25.03.2019
1161;0.1820;0;04:30;25.03.2019
1162;0.1820;0;05:00;25.03.2019
1163;0.1820;0;05:30;25.03.2019
1164;0.1830;0;06:00;25.03.2019
1165;0.1870;0;06:30;25.03.2019
1166;0.1980;0;07:00;25.03.2019
1167;0.2420;0;07:30;25.03.2019
1168;0.2540;0;08:00;25.03.2019
1169;0.2960;0;08:30;25.03.2019
1170;0.3440;0;09:00;25.03.2019
1171;0.4200;0;09:30;25.03.2019
1172;0.4730;0;10:00;25.03.2019
1173;0.4900;0;10:30;25.03.2019
1174;0.4980;0;11:00;25.03.2019
1175;0.5090;0;11:30;25.03.2019
1176;0.5060;0;12:00;25.03.2019
1177;0.4990;0;12:30;25.03.2019
1178;0.4910;0;13:00;25.03.2019
1179;0.4880;0;13:30;25.03.2019
1180;0.4940;0;14:00;25.03.2019
1181;0.4930;0;14:30;25.03.2019
1182;0.4990;0;15:00;25.03.2019
1183;0.5040;0;15:30;25.03.2019
1184;0.5070;0;16:00;25.03.2019
1185;0.5130;0;16:30;25.03.2019
1186;0.5100;0;17:00;25.03.2019
1187;0.5060;0;17:30;25.03.2019
1188;0.5000;0;18:00;25.03.2019
1189;0.4660;0;18:30;25.03.2019
1190;0.4390;0;19:00;25.03.2019
1191;0.4230;0;19:30;25.03.2019
1192;0.4090;0;20:00;25.03.2019
1193;0.3940;0;20:30;25.03.2019
1194;0.3760;0;21:00;25.03.2019
1195;0.3260;0;21:30;25.03.2019
1196;0.2360;0;22:00;25.03.2019
1197;0.2270;0;22:30;25.03.2019
1198;0.2190;0;23:00;25.03.2019
1199;0.2150;0;23:30;25.03.2019
1200;0.2110;0;00:00;26.03.2019
1201;0.2120;0;00:30;26.03.2019
1202;0.2120;0;01:00;26.03.2019
1203;0.2190;0;01:30;26.03.2019
1204;0.2140;0;02:00;26.03.2019
1205;0.2120;0;02:30;26.03.2019
1206;0.2120;0;03:00;26.03.2019
1207;0.2090;0;03:30;26.03.2019
1208;0.2100;0;04:00;26.03.2019
1209;0.2100;0;04:30;26.03.2019
1210;0.2110;0;05:00;26.03.2019
1211;0.2080;0;05:30;26.03.2019
1212;0.2090;0;06:00;26.03.2019
1213;0.2180;0;06:30;26.03.2019
1214;0.2280;0;07:00;26.03.2019
1215;0.2720;0;07:30;26.03.2019
1216;0.2860;0;08:00;26.03.2019
1217;0.3220;0;08:30;26.03.2019
1218;0.3790;0;09:00;26.03.2019
1219;0.4490;0;09:30;26.03.2019
1220;0.4880;0;10:00;26.03.2019
1221;0.4980;0;10:30;26.03.2019
1222;0.5050;0;11:00;26.03.2019
1223;0.5050;0;11:30;26.03.2019
1224;0.5010;0;12:00;26.03.2019
1225;0.4940;0;12:30;26.03.2019
1226;0.4920;0;13:00;26.03.2019
1227;0.4940;0;13:30;26.03.2019
1228;0.4960;0;14:00;26.03.2019
1229;0.5040;0;14:30;26.03.2019
1230;0.5030;0;15:00;26.03.2019
1231;0.5070;0;15:30;26.03.2019
1232;0.5090;0;16:00;26.03.2019
1233;0.5130;0;16:30;26.03.2019
1234;0.5150;0;17:00;26.03.2019
1235;0.5130;0;17:30;26.03.2019
1236;0.5020;0;18:00;26.03.2019
1237;0.4740;0;18:30;26.03.2019
1238;0.4420;0;19:00;26.03.2019
1239;0.4270;0;19:30;26.03.2019
1240;0.4060;0;20:00;26.03.2019
1241;0.3910;0;20:30;26.03.2019
1242;0.3780;0;21:00;26.03.2019
1243;0.3310;0;21:30;26.03.2019
1244;0.2480;0;22:00;26.03.2019
1245;0.2320;0;22:30;26.03.2019
1246;0.2290;0;23:00;26.03.2019
1247;0.2260;0;23:30;26.03.2019
1248;0.2230;0;00:00;27.03.2019
1249;0.2190;0;00:30;27.03.2019
1250;0.2170;0;01:00;27.03.2019
1251;0.2170;0;01:30;27.03.2019
1252;0.2150;0;02:00;27.03.2019
1253;0.2160;0;02:30;27.03.2019
1254;0.2160;0;03:00;27.03.2019
1255;0.2160;0;03:30;27.03.2019
1256;0.2150;0;04:00;27.03.2019
1257;0.2150;0;04:30;27.03.2019
1258;0.2140;0;05:00;27.03.2019
1259;0.2130;0;05:30;27.03.2019
1260;0.2120;0;06:00;27.03.2019
1261;0.2170;0;06:30;27.03.2019
1262;0.2220;0;07:00;27.03.2019
1263;0.2630;0;07:30;27.03.2019
1264;0.2790;0;08:00;27.03.2019
1265;0.3210;0;08:30;27.03.2019
1266;0.3680;0;09:00;27.03.2019
1267;0.4370;0;09:30;27.03.2019
1268;0.4710;0;10:00;27.03.2019
1269;0.4890;0;10:30;27.03.2019
1270;0.4990;0;11:00;27.03.2019
1271;0.5050;0;11:30;27.03.2019
1272;0.5070;0;12:00;27.03.2019
1273;0.5070;0;12:30;27.03.2019
1274;0.5040;0;13:00;27.03.2019
1275;0.5050;0;13:30;27.03.2019
1276;0.4990;0;14:00;27.03.2019
1277;0.5000;0;14:30;27.03.2019
1278;0.5010;0;15:00;27.03.2019
1279;0.5070;0;15:30;27.03.2019
1280;0.5100;0;16:00;27.03.2019
1281;0.5140;0;16:30;27.03.2019
1282;0.5210;0;17:00;27.03.2019
1283;0.5210;0;17:30;27.03.2019
1284;0.5090;0;18:00;27.03.2019
1285;0.4860;0;18:30;27.03.2019
1286;0.4580;0;19:00;27.03.2019
1287;0.4350;0;19:30;27.03.2019
1288;0.4210;0;20:00;27.03.2019
1289;0.4050;0;20:30;27.03.2019
1290;0.3850;0;21:00;27.03.2019
1291;0.3600;0;21:30;27.03.2019
1292;0.2690;0;22:00;27.03.2019
1293;0.2420;0;22:30;27.03.2019
1294;0.2300;0;23:00;27.03.2019
1295;0.2260;0;23:30;27.03.2019
1296;0.2210;0;00:00;28.03.2019
1297;0.2170;0;00:30;28.03.2019
1298;0.2150;0;01:00;28.03.2019
1299;0.2160;0;01:30;28.03.2019
1300;0.2140;0;02:00;28.03.2019
1301;0.2130;0;02:30;28.03.2019
1302;0.2120;0;03:00;28.03.2019
1303;0.2130;0;03:30;28.03.2019
1304;0.2140;0;04:00;28.03.2019
1305;0.2130;0;04:30;28.03.2019
1306;0.2120;0;05:00;28.03.2019
1307;0.2110;0;05:30;28.03.2019
1308;0.2120;0;06:00;28.03.2019
1309;0.2200;0;06:30;28.03.2019
1310;0.2270;0;07:00;28.03.2019
1311;0.2670;0;07:30;28.03.2019
1312;0.2830;0;08:00;28.03.2019
1313;0.3230;0;08:30;28.03.2019
1314;0.3700;0;09:00;28.03.2019
1315;0.4450;0;09:30;28.03.2019
1316;0.4910;0;10:00;28.03.2019
1317;0.5070;0;10:30;28.03.2019
1318;0.5140;0;11:00;28.03.2019
1319;0.5060;0;11:30;28.03.2019
1320;0.5060;0;12:00;28.03.2019
1321;0.5050;0;12:30;28.03.2019
1322;0.5040;0;13:00;28.03.2019
1323;0.5040;0;13:30;28.03.2019
1324;0.5030;0;14:00;28.03.2019
1325;0.5030;0;14:30;28.03.2019
1326;0.5100;0;15:00;28.03.2019
1327;0.5160;0;15:30;28.03.2019
1328;0.5180;0;16:00;28.03.2019
1329;0.5150;0;16:30;28.03.2019
1330;0.5130;0;17:00;28.03.2019
1331;0.5130;0;17:30;28.03.2019
1332;0.5040;0;18:00;28.03.2019
1333;0.4730;0;18:30;28.03.2019
1334;0.4470;0;19:00;28.03.2019
1335;0.4340;0;19:30;28.03.2019
1336;0.4150;0;20:00;28.03.2019
1337;0.3980;0;20:30;28.03.2019
1338;0.3850;0;21:00;28.03.2019
1339;0.3310;0;21:30;28.03.2019
1340;0.2420;0;22:00;28.03.2019
1341;0.2270;0;22:30;28.03.2019
1342;0.2220;0;23:00;28.03.2019
1343;0.2220;0;23:30;28.03.2019
1344;0.2160;0;00:00;29.03.2019
1345;0.2100;0;00:30;29.03.2019
1346;0.2100;0;01:00;29.03.2019
1347;0.2100;0;01:30;29.03.2019
1348;0.2080;0;02:00;29.03.2019
1349;0.2080;0;02:30;29.03.2019
1350;0.2080;0;03:00;29.03.2019
1351;0.2060;0;03:30;29.03.2019
1352;0.2060;0;04:00;29.03.2019
1353;0.2050;0;04:30;29.03.2019
1354;0.2050;0;05:00;29.03.2019
1355;0.2030;0;05:30;29.03.2019
1356;0.2040;0;06:00;29.03.2019
1357;0.2110;0;06:30;29.03.2019
1358;0.2260;0;07:00;29.03.2019
1359;0.2710;0;07:30;29.03.2019
1360;0.2840;0;08:00;29.03.2019
1361;0.3180;0;08:30;29.03.2019
1362;0.3730;0;09:00;29.03.2019
1363;0.4330;0;09:30;29.03.2019
1364;0.4690;0;10:00;29.03.2019
1365;0.4900;0;10:30;29.03.2019
1366;0.4980;0;11:00;29.03.2019
1367;0.5000;0;11:30;29.03.2019
1368;0.5020;0;12:00;29.03.2019
1369;0.4900;0;12:30;29.03.2019
1370;0.4940;0;13:00;29.03.2019
1371;0.4920;0;13:30;29.03.2019
1372;0.4910;0;14:00;29.03.2019
1373;0.4980;0;14:30;29.03.2019
1374;0.4980;0;15:00;29.03.2019
1375;0.5060;0;15:30;29.03.2019
1376;0.5030;0;16:00;29.03.2019
