n;P+;R+;Time;Date
;1,8361;0,0000;00:30;20.02.2020
;1,8151;0,0010;01:00;20.02.2020
;1,8091;0,0000;01:30;20.02.2020
;1,7781;0,0000;02:00;20.02.2020
;1,8081;0,0000;02:30;20.02.2020
;1,8301;0,0000;03:00;20.02.2020
;1,8321;0,0000;03:30;20.02.2020
;1,8351;0,0000;04:00;20.02.2020
;1,8401;0,0010;04:30;20.02.2020
;1,8201;0,0000;05:00;20.02.2020
;1,8451;0,0000;05:30;20.02.2020
;1,8531;0,0000;06:00;20.02.2020
;1,8581;0,0000;06:30;20.02.2020
;1,8651;0,0000;07:00;20.02.2020
;1,8591;0,0000;07:30;20.02.2020
;1,7941;0,0000;08:00;20.02.2020
;1,8341;0,0010;08:30;20.02.2020
;1,9511;0,0000;09:00;20.02.2020
;2,0121;0,0000;09:30;20.02.2020
;2,0151;0,0010;10:00;20.02.2020
;2,0701;0,0000;10:30;20.02.2020
;2,0431;0,0010;11:00;20.02.2020
;2,0371;0,0000;11:30;20.02.2020
;2,0531;0,0010;12:00;20.02.2020
;2,1321;0,0010;12:30;20.02.2020
;2,0971;0,0000;13:00;20.02.2020
;2,1811;0,0010;13:30;20.02.2020
;2,1831;0,0010;14:00;20.02.2020
;2,1551;0,0020;14:30;20.02.2020
;2,1601;0,0010;15:00;20.02.2020
;2,1471;0,0010;15:30;20.02.2020
;2,2111;0,0010;16:00;20.02.2020
;2,1591;0,0000;16:30;20.02.2020
;2,1321;0,0010;17:00;20.02.2020
;2,1411;0,0000;17:30;20.02.2020
;2,1471;0,0010;18:00;20.02.2020
;2,0621;0,0000;18:30;20.02.2020
;2,0181;0,0000;19:00;20.02.2020
;1,9871;0,0000;19:30;20.02.2020
;1,9721;0,0010;20:00;20.02.2020
;1,9731;0,0000;20:30;20.02.2020
;1,9571;0,0000;21:00;20.02.2020
;1,9501;0,0000;21:30;20.02.2020
;1,9521;0,0000;22:00;20.02.2020
;1,9291;0,0010;22:30;20.02.2020
;1,8921;0,0000;23:00;20.02.2020
;1,8571;0,0000;23:30;20.02.2020
;1,8761;0,0000;00:00;20.02.2020
;1,8011;0,0000;00:30;21.02.2020
;1,7841;0,0000;01:00;21.02.2020
;1,8011;0,0000;01:30;21.02.2020
;1,8251;0,0000;02:00;21.02.2020
;1,8481;0,0000;02:30;21.02.2020
;1,8381;0,0000;03:00;21.02.2020
;1,8441;0,0010;03:30;21.02.2020
;1,8581;0,0000;04:00;21.02.2020
;1,8501;0,0000;04:30;21.02.2020
;1,8611;0,0000;05:00;21.02.2020
;1,8691;0,0000;05:30;21.02.2020
;1,8701;0,0000;06:00;21.02.2020
;1,8861;0,0000;06:30;21.02.2020
;1,8881;0,0000;07:00;21.02.2020
;1,8821;0,0010;07:30;21.02.2020
;1,8331;0,0000;08:00;21.02.2020
;1,7851;0,0000;08:30;21.02.2020
;1,8951;0,0000;09:00;21.02.2020
;1,9511;0,0000;09:30;21.02.2020
;2,0661;0,0010;10:00;21.02.2020
;2,1001;0,0000;10:30;21.02.2020
;2,1811;0,0010;11:00;21.02.2020
;2,1231;0,0010;11:30;21.02.2020
;2,1721;0,0000;12:00;21.02.2020
;2,1621;0,0010;12:30;21.02.2020
;2,1811;0,0010;13:00;21.02.2020
;2,1971;0,0000;13:30;21.02.2020
;2,1541;0,0010;14:00;21.02.2020
;2,2121;0,0010;14:30;21.02.2020
;2,1801;0,0010;15:00;21.02.2020
;2,1911;0,0010;15:30;21.02.2020
;2,1861;0,0000;16:00;21.02.2020
;2,0771;0,0010;16:30;21.02.2020
;2,0821;0,0000;17:00;21.02.2020
;2,0581;0,0000;17:30;21.02.2020
;2,0541;0,0000;18:00;21.02.2020
;2,0301;0,0010;18:30;21.02.2020
;2,0621;0,0000;19:00;21.02.2020
;2,0391;0,0000;19:30;21.02.2020
;2,0021;0,0000;20:00;21.02.2020
;2,0201;0,0010;20:30;21.02.2020
