№;P+, кВт;Q+, квар;Время;Дата
640;0.2810;0.0010;08:00;14.03.2019
641;0.2840;0.0010;08:30;14.03.2019
642;0.2830;0;09:00;14.03.2019
643;0.2880;0;09:30;14.03.2019
644;0.2890;0;10:00;14.03.2019
645;0.2800;0;10:30;14.03.2019
646;0.2680;0;11:00;14.03.2019
647;0.2650;0;11:30;14.03.2019
648;0.2620;0;12:00;14.03.2019
649;0.2630;0;12:30;14.03.2019
650;0.2650;0.0010;13:00;14.03.2019
651;0.2660;0.0030;13:30;14.03.2019
652;0.2640;0;14:00;14.03.2019
653;0.2670;0;14:30;14.03.2019
654;0.2580;0;15:00;14.03.2019
655;0.2580;0;15:30;14.03.2019
656;0.2570;0;16:00;14.03.2019
657;0.2560;0;16:30;14.03.2019
658;0.2550;0;17:00;14.03.2019
659;0.2560;0;17:30;14.03.2019
660;0.2560;0;18:00;14.03.2019
661;0.2540;0;18:30;14.03.2019
662;0.3190;0.0370;19:00;14.03.2019
663;0.4000;0.0740;19:30;14.03.2019
664;0.4080;0.0760;20:00;14.03.2019
665;0.4070;0.0750;20:30;14.03.2019
666;0.4040;0.0730;21:00;14.03.2019
667;0.4060;0.0760;21:30;14.03.2019
668;0.4020;0.0730;22:00;14.03.2019
669;0.4000;0.0690;22:30;14.03.2019
670;0.4030;0.0650;23:00;14.03.2019
671;0.4260;0.0700;23:30;14.03.2019
672;0.4210;0.0710;00:00;15.03.2019
673;0.4040;0.0730;00:30;15.03.2019
674;0.3970;0.0730;01:00;15.03.2019
675;0.3930;0.0730;01:30;15.03.2019
676;0.3930;0.0730;02:00;15.03.2019
677;0.3950;0.0740;02:30;15.03.2019
678;0.3980;0.0740;03:00;15.03.2019
679;0.3980;0.0740;03:30;15.03.2019
680;0.3970;0.0740;04:00;15.03.2019
681;0.3970;0.0740;04:30;15.03.2019
682;0.3950;0.0740;05:00;15.03.2019
683;0.3780;0.0730;05:30;15.03.2019
684;0.3790;0.0740;06:00;15.03.2019
685;0.3820;0.0740;06:30;15.03.2019
686;0.3110;0.0310;07:00;15.03.2019
687;0.2610;0;07:30;15.03.2019
688;0.2620;0;08:00;15.03.2019
689;0.2650;0;08:30;15.03.2019
690;0.2680;0;09:00;15.03.2019
691;0.2700;0;09:30;15.03.2019
692;0.2670;0;10:00;15.03.2019
693;0.2640;0;10:30;15.03.2019
694;0.2620;0;11:00;15.03.2019
695;0.2620;0;11:30;15.03.2019
696;0.2620;0;12:00;15.03.2019
697;0.2110;0;12:30;15.03.2019
698;0.2600;0;13:00;15.03.2019
699;0.2640;0;13:30;15.03.2019
700;0.2630;0;14:00;15.03.2019
701;0.2610;0.0020;14:30;15.03.2019
702;0.2560;0;15:00;15.03.2019
703;0.2570;0;15:30;15.03.2019
704;0.2550;0.0010;16:00;15.03.2019
705;0.2560;0.0020;16:30;15.03.2019
706;0.2550;0;17:00;15.03.2019
707;0.2550;0;17:30;15.03.2019
708;0.2540;0;18:00;15.03.2019
709;0.2530;0;18:30;15.03.2019
710;0.3290;0.0370;19:00;15.03.2019
711;0.4170;0.0720;19:30;15.03.2019
712;0.4240;0.0750;20:00;15.03.2019
713;0.4250;0.0730;20:30;15.03.2019
714;0.4260;0.0760;21:00;15.03.2019
715;0.4250;0.0750;21:30;15.03.2019
716;0.4250;0.0750;22:00;15.03.2019
717;0.4190;0.0660;22:30;15.03.2019
718;0.4210;0.0630;23:00;15.03.2019
719;0.4200;0.0710;23:30;15.03.2019
720;0.4140;0.0720;00:00;16.03.2019
721;0.3930;0.0720;00:30;16.03.2019
722;0.3750;0.0730;01:00;16.03.2019
723;0.3740;0.0720;01:30;16.03.2019
724;0.3740;0.0730;02:00;16.03.2019
725;0.3750;0.0750;02:30;16.03.2019
726;0.3740;0.0750;03:00;16.03.2019
727;0.3840;0.0750;03:30;16.03.2019
728;0.3830;0.0750;04:00;16.03.2019
729;0.3980;0.0750;04:30;16.03.2019
730;0.4050;0.0750;05:00;16.03.2019
731;0.4230;0.0740;05:30;16.03.2019
732;0.4270;0.0750;06:00;16.03.2019
733;0.4290;0.0750;06:30;16.03.2019
734;0.3610;0.0330;07:00;16.03.2019
735;0.3100;0;07:30;16.03.2019
736;0.3100;0;08:00;16.03.2019
737;0.3120;0;08:30;16.03.2019
738;0.3110;0;09:00;16.03.2019
739;0.3000;0;09:30;16.03.2019
740;0.3020;0;10:00;16.03.2019
741;0.2860;0;10:30;16.03.2019
742;0.2790;0;11:00;16.03.2019
743;0.2550;0;11:30;16.03.2019
744;0.2560;0;12:00;16.03.2019
745;0.2560;0;12:30;16.03.2019
746;0.2550;0;13:00;16.03.2019
747;0.2540;0;13:30;16.03.2019
748;0.2540;0;14:00;16.03.2019
749;0.2540;0;14:30;16.03.2019
750;0.2540;0;15:00;16.03.2019
751;0.2550;0;15:30;16.03.2019
752;0.2550;0;16:00;16.03.2019
753;0.2560;0;16:30;16.03.2019
754;0.2550;0;17:00;16.03.2019
755;0.2560;0;17:30;16.03.2019
756;0.2580;0;18:00;16.03.2019
757;0.2590;0;18:30;16.03.2019
758;0.3080;0.0340;19:00;16.03.2019
759;0.3940;0.0750;19:30;16.03.2019
760;0.3940;0.0740;20:00;16.03.2019
761;0.4080;0.0720;20:30;16.03.2019
762;0.4140;0.0720;21:00;16.03.2019
763;0.4140;0.0720;21:30;16.03.2019
764;0.4160;0.0750;22:00;16.03.2019
765;0.4170;0.0680;22:30;16.03.2019
766;0.4190;0.0650;23:00;16.03.2019
767;0.4140;0.0730;23:30;16.03.2019
768;0.4100;0.0740;00:00;17.03.2019
769;0.3900;0.0740;00:30;17.03.2019
770;0.3880;0.0750;01:00;17.03.2019
771;0.3870;0.0750;01:30;17.03.2019
772;0.3890;0.0750;02:00;17.03.2019
773;0.3720;0.0750;02:30;17.03.2019
774;0.3660;0.0750;03:00;17.03.2019
775;0.3670;0.0760;03:30;17.03.2019
776;0.3660;0.0760;04:00;17.03.2019
777;0.3660;0.0750;04:30;17.03.2019
778;0.3660;0.0760;05:00;17.03.2019
779;0.3670;0.0750;05:30;17.03.2019
780;0.3730;0.0760;06:00;17.03.2019
781;0.3720;0.0750;06:30;17.03.2019
782;0.3060;0.0320;07:00;17.03.2019
783;0.2560;0;07:30;17.03.2019
784;0.2570;0;08:00;17.03.2019
785;0.2590;0;08:30;17.03.2019
786;0.2570;0;09:00;17.03.2019
787;0.2600;0;09:30;17.03.2019
788;0.2590;0;10:00;17.03.2019
789;0.2580;0;10:30;17.03.2019
790;0.2600;0;11:00;17.03.2019
791;0.2590;0;11:30;17.03.2019
792;0.2570;0;12:00;17.03.2019
793;0.2670;0;12:30;17.03.2019
794;0.2780;0;13:00;17.03.2019
795;0.2790;0;13:30;17.03.2019
796;0.2780;0;14:00;17.03.2019
797;0.2770;0;14:30;17.03.2019
798;0.2760;0;15:00;17.03.2019
799;0.2750;0;15:30;17.03.2019
800;0.2750;0;16:00;17.03.2019
801;0.2700;0;16:30;17.03.2019
802;0.2710;0;17:00;17.03.2019
803;0.2710;0;17:30;17.03.2019
804;0.2700;0;18:00;17.03.2019
805;0.2620;0;18:30;17.03.2019
806;0.3070;0.0290;19:00;17.03.2019
807;0.3910;0.0650;19:30;17.03.2019
808;0.3960;0.0710;20:00;17.03.2019
809;0.3990;0.0710;20:30;17.03.2019
810;0.3990;0.0680;21:00;17.03.2019
811;0.3980;0.0570;21:30;17.03.2019
812;0.3930;0.0630;22:00;17.03.2019
813;0.3900;0.0710;22:30;17.03.2019
814;0.3920;0.0710;23:00;17.03.2019
815;0.3920;0.0750;23:30;17.03.2019
816;0.3940;0.0750;00:00;18.03.2019
817;0.3820;0.0760;00:30;18.03.2019
818;0.3740;0.0760;01:00;18.03.2019
819;0.3760;0.0770;01:30;18.03.2019
820;0.3780;0.0770;02:00;18.03.2019
821;0.3780;0.0780;02:30;18.03.2019
822;0.3780;0.0790;03:00;18.03.2019
823;0.3810;0.0790;03:30;18.03.2019
824;0.3850;0.0810;04:00;18.03.2019
825;0.3800;0.0780;04:30;18.03.2019
826;0.3800;0.0790;05:00;18.03.2019
827;0.3790;0.0770;05:30;18.03.2019
828;0.3810;0.0780;06:00;18.03.2019
829;0.4040;0.0780;06:30;18.03.2019
830;0.3320;0.0320;07:00;18.03.2019
831;0.2790;0;07:30;18.03.2019
832;0.2790;0;08:00;18.03.2019
833;0.2810;0;08:30;18.03.2019
834;0.2830;0;09:00;18.03.2019
835;0.2840;0;09:30;18.03.2019
836;0.2850;0;10:00;18.03.2019
837;0.2910;0;10:30;18.03.2019
838;0.2880;0;11:00;18.03.2019
839;0.2890;0;11:30;18.03.2019
840;0.2880;0;12:00;18.03.2019
841;0.2660;0.0030;12:30;18.03.2019
842;0.2580;0.0020;13:00;18.03.2019
843;0.2560;0;13:30;18.03.2019
844;0.2590;0;14:00;18.03.2019
845;0.2610;0;14:30;18.03.2019
846;0.2580;0;15:00;18.03.2019
847;0.2560;0;15:30;18.03.2019
848;0.2540;0;16:00;18.03.2019
849;0.2540;0.0010;16:30;18.03.2019
850;0.2530;0.0010;17:00;18.03.2019
851;0.2530;0;17:30;18.03.2019
852;0.2540;0;18:00;18.03.2019
853;0.2500;0;18:30;18.03.2019
854;0.3120;0.0350;19:00;18.03.2019
855;0.4010;0.0750;19:30;18.03.2019
856;0.4040;0.0730;20:00;18.03.2019
857;0.4040;0.0750;20:30;18.03.2019
858;0.4060;0.0750;21:00;18.03.2019
859;0.4050;0.0770;21:30;18.03.2019
860;0.4010;0.0740;22:00;18.03.2019
861;0.3990;0.0690;22:30;18.03.2019
862;0.4000;0.0660;23:00;18.03.2019
863;0.4030;0.0720;23:30;18.03.2019
864;0.3980;0.0720;00:00;19.03.2019
865;0.3780;0.0740;00:30;19.03.2019
866;0.3760;0.0750;01:00;19.03.2019
867;0.3760;0.0750;01:30;19.03.2019
868;0.3760;0.0750;02:00;19.03.2019
869;0.3710;0.0740;02:30;19.03.2019
870;0.3720;0.0750;03:00;19.03.2019
871;0.3730;0.0750;03:30;19.03.2019
872;0.3720;0.0740;04:00;19.03.2019
873;0.3720;0.0750;04:30;19.03.2019
874;0.3720;0.0740;05:00;19.03.2019
875;0.3710;0.0740;05:30;19.03.2019
876;0.3920;0.0750;06:00;19.03.2019
877;0.3950;0.0740;06:30;19.03.2019
878;0.3250;0.0310;07:00;19.03.2019
879;0.2750;0;07:30;19.03.2019
880;0.2760;0;08:00;19.03.2019
881;0.2780;0;08:30;19.03.2019
882;0.2820;0;09:00;19.03.2019
883;0.2790;0;09:30;19.03.2019
884;0.2800;0;10:00;19.03.2019
885;0.2810;0;10:30;19.03.2019
886;0.2820;0;11:00;19.03.2019
887;0.2800;0;11:30;19.03.2019
888;0.2600;0;12:00;19.03.2019
889;0.2600;0;12:30;19.03.2019
890;0.2590;0;13:00;19.03.2019
891;0.2600;0;13:30;19.03.2019
892;0.2610;0;14:00;19.03.2019
893;0.2590;0;14:30;19.03.2019
894;0.2590;0;15:00;19.03.2019
895;0.2560;0;15:30;19.03.2019
896;0.2570;0;16:00;19.03.2019
897;0.2560;0;16:30;19.03.2019
898;0.2570;0;17:00;19.03.2019
899;0.2560;0.0030;17:30;19.03.2019
900;0.2560;0;18:00;19.03.2019
901;0.2550;0;18:30;19.03.2019
902;0.3130;0.0350;19:00;19.03.2019
903;0.3970;0.0740;19:30;19.03.2019
904;0.3990;0.0750;20:00;19.03.2019
905;0.4010;0.0750;20:30;19.03.2019
906;0.3990;0.0690;21:00;19.03.2019
907;0.4000;0.0750;21:30;19.03.2019
908;0.4000;0.0760;22:00;19.03.2019
909;0.3930;0.0650;22:30;19.03.2019
910;0.3930;0.0590;23:00;19.03.2019
911;0.3930;0.0680;23:30;19.03.2019
912;0.3930;0.0690;00:00;20.03.2019
913;0.3760;0.0730;00:30;20.03.2019
914;0.3780;0.0740;01:00;20.03.2019
915;0.3750;0.0730;01:30;20.03.2019
916;0.3770;0.0740;02:00;20.03.2019
917;0.3810;0.0760;02:30;20.03.2019
918;0.3770;0.0750;03:00;20.03.2019
919;0.3760;0.0750;03:30;20.03.2019
920;0.3760;0.0750;04:00;20.03.2019
921;0.3760;0.0750;04:30;20.03.2019
922;0.3750;0.0740;05:00;20.03.2019
923;0.3870;0.0750;05:30;20.03.2019
924;0.3980;0.0740;06:00;20.03.2019
925;0.3980;0.0740;06:30;20.03.2019
926;0.3300;0.0320;07:00;20.03.2019
927;0.2790;0.0010;07:30;20.03.2019
928;0.2800;0;08:00;20.03.2019
929;0.2820;0;08:30;20.03.2019
930;0.2800;0;09:00;20.03.2019
931;0.2820;0;09:30;20.03.2019
932;0.2800;0;10:00;20.03.2019
933;0.2810;0;10:30;20.03.2019
934;0.2780;0;11:00;20.03.2019
935;0.2670;0;11:30;20.03.2019
936;0.2570;0.0070;12:00;20.03.2019
937;0.2590;0.0060;12:30;20.03.2019
938;0.2570;0.0050;13:00;20.03.2019
939;0.2580;0;13:30;20.03.2019
940;0.2530;0;14:00;20.03.2019
941;0.2540;0;14:30;20.03.2019
942;0.2540;0;15:00;20.03.2019
943;0.2530;0;15:30;20.03.2019
944;0.2530;0;16:00;20.03.2019
945;0.2520;0;16:30;20.03.2019
946;0.2510;0;17:00;20.03.2019
947;0.2540;0;17:30;20.03.2019
948;0.2520;0;18:00;20.03.2019
949;0.2520;0;18:30;20.03.2019
950;0.3080;0.0360;19:00;20.03.2019
951;0.3890;0.0720;19:30;20.03.2019
952;0.3910;0.0730;20:00;20.03.2019
953;0.3910;0.0710;20:30;20.03.2019
954;0.3990;0.0770;21:00;20.03.2019
955;0.3980;0.0770;21:30;20.03.2019
956;0.3940;0.0750;22:00;20.03.2019
957;0.3930;0.0670;22:30;20.03.2019
958;0.3900;0.0660;23:00;20.03.2019
959;0.3950;0.0730;23:30;20.03.2019
960;0.3930;0.0720;00:00;21.03.2019
961;0.3710;0.0710;00:30;21.03.2019
962;0.3740;0.0720;01:00;21.03.2019
963;0.3730;0.0730;01:30;21.03.2019
964;0.3720;0.0740;02:00;21.03.2019
965;0.3720;0.0740;02:30;21.03.2019
966;0.3710;0.0730;03:00;21.03.2019
967;0.3730;0.0750;03:30;21.03.2019
968;0.3900;0.0740;04:00;21.03.2019
969;0.3910;0.0740;04:30;21.03.2019
970;0.3920;0.0740;05:00;21.03.2019
971;0.3900;0.0730;05:30;21.03.2019
972;0.3940;0.0740;06:00;21.03.2019
973;0.3960;0.0730;06:30;21.03.2019
974;0.3250;0.0310;07:00;21.03.2019
975;0.2780;0;07:30;21.03.2019
976;0.2800;0;08:00;21.03.2019
977;0.2830;0;08:30;21.03.2019
978;0.2880;0;09:00;21.03.2019
979;0.2880;0;09:30;21.03.2019
980;0.2680;0;10:00;21.03.2019
981;0.2660;0;10:30;21.03.2019
982;0.2650;0;11:00;21.03.2019
983;0.2640;0;11:30;21.03.2019
984;0.2660;0;12:00;21.03.2019
985;0.2640;0;12:30;21.03.2019
986;0.2590;0;13:00;21.03.2019
987;0.2570;0;13:30;21.03.2019
988;0.2570;0;14:00;21.03.2019
989;0.2570;0;14:30;21.03.2019
990;0.2590;0;15:00;21.03.2019
991;0.2600;0;15:30;21.03.2019
992;0.2590;0;16:00;21.03.2019
993;0.2560;0;16:30;21.03.2019
994;0.2580;0;17:00;21.03.2019
995;0.2540;0;17:30;21.03.2019
996;0.2580;0;18:00;21.03.2019
997;0.2570;0.0020;18:30;21.03.2019
998;0.2580;0.0010;19:00;21.03.2019
999;0.3650;0.0600;19:30;21.03.2019
1000;0.4060;0.0770;20:00;21.03.2019
1001;0.4040;0.0750;20:30;21.03.2019
1002;0.4030;0.0670;21:00;21.03.2019
1003;0.3990;0.0640;21:30;21.03.2019
1004;0.3980;0.0740;22:00;21.03.2019
1005;0.3950;0.0690;22:30;21.03.2019
1006;0.3940;0.0660;23:00;21.03.2019
1007;0.3950;0.0710;23:30;21.03.2019
1008;0.3940;0.0720;00:00;22.03.2019
1009;0.3890;0.0710;00:30;22.03.2019
1010;0.3890;0.0700;01:00;22.03.2019
1011;0.3860;0.0720;01:30;22.03.2019
1012;0.3740;0.0750;02:00;22.03.2019
1013;0.3700;0.0730;02:30;22.03.2019
1014;0.3690;0.0740;03:00;22.03.2019
1015;0.3700;0.0740;03:30;22.03.2019
1016;0.3690;0.0730;04:00;22.03.2019
1017;0.3830;0.0740;04:30;22.03.2019
1018;0.3940;0.0730;05:00;22.03.2019
1019;0.3950;0.0720;05:30;22.03.2019
1020;0.3980;0.0740;06:00;22.03.2019
1021;0.3110;0.0180;06:30;22.03.2019
1022;0.2790;0;07:00;22.03.2019
1023;0.2820;0.0020;07:30;22.03.2019
1024;0.2810;0;08:00;22.03.2019
1025;0.2840;0;08:30;22.03.2019
1026;0.2870;0;09:00;22.03.2019
1027;0.2960;0;09:30;22.03.2019
1028;0.3140;0;10:00;22.03.2019
1029;0.3070;0;10:30;22.03.2019
1030;0.2910;0;11:00;22.03.2019
1031;0.2920;0;11:30;22.03.2019
1032;0.2900;0;12:00;22.03.2019
1033;0.2880;0;12:30;22.03.2019
1034;0.2880;0;13:00;22.03.2019
1035;0.2880;0;13:30;22.03.2019
1036;0.2890;0;14:00;22.03.2019
1037;0.2870;0;14:30;22.03.2019
1038;0.2910;0;15:00;22.03.2019
1039;0.2980;0;15:30;22.03.2019
1040;0.2850;0;16:00;22.03.2019
1041;0.2840;0;16:30;22.03.2019
1042;0.2830;0;17:00;22.03.2019
1043;0.2800;0;17:30;22.03.2019
1044;0.2820;0;18:00;22.03.2019
1045;0.2800;0;18:30;22.03.2019
1046;0.2920;0;19:00;22.03.2019
1047;0.4010;0.0560;19:30;22.03.2019
1048;0.4480;0.0770;20:00;22.03.2019
1049;0.4470;0.0750;20:30;22.03.2019
1050;0.4430;0.0710;21:00;22.03.2019
1051;0.4230;0.0730;21:30;22.03.2019
1052;0.4220;0.0740;22:00;22.03.2019
1053;0.4170;0.0620;22:30;22.03.2019
1054;0.4150;0.0560;23:00;22.03.2019
1055;0.4190;0.0710;23:30;22.03.2019
1056;0.4080;0.0690;00:00;23.03.2019
1057;0.3910;0.0700;00:30;23.03.2019
1058;0.3750;0.0710;01:00;23.03.2019
1059;0.3740;0.0720;01:30;23.03.2019
1060;0.3850;0.0710;02:00;23.03.2019
1061;0.3890;0.0720;02:30;23.03.2019
1062;0.3880;0.0710;03:00;23.03.2019
1063;0.3940;0.0730;03:30;23.03.2019
1064;0.3920;0.0720;04:00;23.03.2019
1065;0.3930;0.0720;04:30;23.03.2019
1066;0.3920;0.0720;05:00;23.03.2019
1067;0.3890;0.0720;05:30;23.03.2019
1068;0.3910;0.0730;06:00;23.03.2019
1069;0.3080;0.0180;06:30;23.03.2019
1070;0.2920;0;07:00;23.03.2019
1071;0.2980;0;07:30;23.03.2019
1072;0.2840;0;08:00;23.03.2019
1073;0.2800;0;08:30;23.03.2019
1074;0.2780;0;09:00;23.03.2019
1075;0.2800;0;09:30;23.03.2019
1076;0.2780;0;10:00;23.03.2019
1077;0.2800;0;10:30;23.03.2019
1078;0.2780;0;11:00;23.03.2019
1079;0.2790;0;11:30;23.03.2019
1080;0.2790;0;12:00;23.03.2019
1081;0.2780;0;12:30;23.03.2019
1082;0.2580;0;13:00;23.03.2019
1083;0.2520;0;13:30;23.03.2019
1084;0.2500;0;14:00;23.03.2019
1085;0.2520;0;14:30;23.03.2019
1086;0.2490;0;15:00;23.03.2019
1087;0.2490;0;15:30;23.03.2019
1088;0.2470;0;16:00;23.03.2019
1089;0.2470;0;16:30;23.03.2019
1090;0.2470;0;17:00;23.03.2019
1091;0.2450;0;17:30;23.03.2019
1092;0.2470;0;18:00;23.03.2019
1093;0.2470;0;18:30;23.03.2019
1094;0.2450;0;19:00;23.03.2019
1095;0.3460;0.0560;19:30;23.03.2019
1096;0.3810;0.0690;20:00;23.03.2019
1097;0.3820;0.0680;20:30;23.03.2019
1098;0.3820;0.0680;21:00;23.03.2019
1099;0.3820;0.0670;21:30;23.03.2019
1100;0.3830;0.0700;22:00;23.03.2019
1101;0.3790;0.0650;22:30;23.03.2019
1102;0.3790;0.0560;23:00;23.03.2019
1103;0.3820;0.0680;23:30;23.03.2019
1104;0.3800;0.0670;00:00;24.03.2019
1105;0.3800;0.0690;00:30;24.03.2019
1106;0.3760;0.0710;01:00;24.03.2019
1107;0.3740;0.0700;01:30;24.03.2019
1108;0.3800;0.0710;02:00;24.03.2019
1109;0.3830;0.0720;02:30;24.03.2019
1110;0.3820;0.0710;03:00;24.03.2019
1111;0.3840;0.0730;03:30;24.03.2019
1112;0.3840;0.0720;04:00;24.03.2019
1113;0.3840;0.0720;04:30;24.03.2019
1114;0.3840;0.0720;05:00;24.03.2019
1115;0.3830;0.0710;05:30;24.03.2019
1116;0.3850;0.0720;06:00;24.03.2019
1117;0.2810;0.0170;06:30;24.03.2019
1118;0.2490;0;07:00;24.03.2019
1119;0.2510;0;07:30;24.03.2019
1120;0.2480;0;08:00;24.03.2019
1121;0.2450;0;08:30;24.03.2019
1122;0.2500;0;09:00;24.03.2019
1123;0.2550;0;09:30;24.03.2019
1124;0.2540;0;10:00;24.03.2019
1125;0.2560;0;10:30;24.03.2019
1126;0.2570;0;11:00;24.03.2019
1127;0.2650;0;11:30;24.03.2019
1128;0.2770;0;12:00;24.03.2019
1129;0.2770;0;12:30;24.03.2019
1130;0.2740;0;13:00;24.03.2019
1131;0.2740;0;13:30;24.03.2019
1132;0.2750;0;14:00;24.03.2019
1133;0.2750;0;14:30;24.03.2019
1134;0.2740;0;15:00;24.03.2019
1135;0.2910;0.0010;15:30;24.03.2019
1136;0.2900;0;16:00;24.03.2019
1137;0.2900;0;16:30;24.03.2019
1138;0.2910;0;17:00;24.03.2019
1139;0.2830;0;17:30;24.03.2019
1140;0.2700;0;18:00;24.03.2019
1141;0.2720;0;18:30;24.03.2019
1142;0.2840;0;19:00;24.03.2019
1143;0.3930;0.0490;19:30;24.03.2019
1144;0.4320;0.0690;20:00;24.03.2019
1145;0.4320;0.0670;20:30;24.03.2019
1146;0.4370;0.0640;21:00;24.03.2019
1147;0.4200;0.0560;21:30;24.03.2019
1148;0.4160;0.0670;22:00;24.03.2019
1149;0.4150;0.0700;22:30;24.03.2019
1150;0.4290;0.0690;23:00;24.03.2019
1151;0.4320;0.0700;23:30;24.03.2019
1152;0.4320;0.0710;00:00;25.03.2019
1153;0.4180;0.0740;00:30;25.03.2019
1154;0.4010;0.0730;01:00;25.03.2019
1155;0.3960;0.0740;01:30;25.03.2019
1156;0.3940;0.0750;02:00;25.03.2019
1157;0.3940;0.0750;02:30;25.03.2019
1158;0.3940;0.0750;03:00;25.03.2019
1159;0.3940;0.0750;03:30;25.03.2019
1160;0.3960;0.0740;04:00;25.03.2019
1161;0.4080;0.0740;04:30;25.03.2019
1162;0.3900;0.0740;05:00;25.03.2019
1163;0.3880;0.0730;05:30;25.03.2019
1164;0.3960;0.0750;06:00;25.03.2019
1165;0.3040;0.0170;06:30;25.03.2019
1166;0.2720;0;07:00;25.03.2019
1167;0.2760;0;07:30;25.03.2019
1168;0.2770;0;08:00;25.03.2019
1169;0.2770;0;08:30;25.03.2019
1170;0.2820;0;09:00;25.03.2019
1171;0.2840;0;09:30;25.03.2019
1172;0.2770;0;10:00;25.03.2019
1173;0.2640;0;10:30;25.03.2019
1174;0.2630;0;11:00;25.03.2019
1175;0.2640;0.0020;11:30;25.03.2019
1176;0.2640;0.0060;12:00;25.03.2019
1177;0.2630;0;12:30;25.03.2019
1178;0.2620;0;13:00;25.03.2019
1179;0.2590;0;13:30;25.03.2019
1180;0.2580;0;14:00;25.03.2019
1181;0.2580;0;14:30;25.03.2019
1182;0.2550;0;15:00;25.03.2019
1183;0.2530;0;15:30;25.03.2019
1184;0.2490;0;16:00;25.03.2019
1185;0.2500;0;16:30;25.03.2019
1186;0.2500;0;17:00;25.03.2019
1187;0.2510;0;17:30;25.03.2019
1188;0.2510;0;18:00;25.03.2019
1189;0.2510;0;18:30;25.03.2019
1190;0.2490;0;19:00;25.03.2019
1191;0.3580;0.0590;19:30;25.03.2019
1192;0.3990;0.0750;20:00;25.03.2019
1193;0.3960;0.0730;20:30;25.03.2019
1194;0.3990;0.0790;21:00;25.03.2019
1195;0.4000;0.0780;21:30;25.03.2019
1196;0.3960;0.0750;22:00;25.03.2019
1197;0.3930;0.0690;22:30;25.03.2019
1198;0.3920;0.0650;23:00;25.03.2019
1199;0.3910;0.0730;23:30;25.03.2019
1200;0.3890;0.0710;00:00;26.03.2019
1201;0.3680;0.0720;00:30;26.03.2019
1202;0.3650;0.0720;01:00;26.03.2019
1203;0.3820;0.0730;01:30;26.03.2019
1204;0.3880;0.0740;02:00;26.03.2019
1205;0.3910;0.0740;02:30;26.03.2019
1206;0.3880;0.0740;03:00;26.03.2019
1207;0.3910;0.0740;03:30;26.03.2019
1208;0.3900;0.0740;04:00;26.03.2019
1209;0.3900;0.0740;04:30;26.03.2019
1210;0.3900;0.0740;05:00;26.03.2019
1211;0.3900;0.0730;05:30;26.03.2019
1212;0.3940;0.0750;06:00;26.03.2019
1213;0.3040;0.0220;06:30;26.03.2019
1214;0.2720;0;07:00;26.03.2019
1215;0.2570;0;07:30;26.03.2019
1216;0.2540;0;08:00;26.03.2019
1217;0.2540;0;08:30;26.03.2019
1218;0.2520;0;09:00;26.03.2019
1219;0.2530;0;09:30;26.03.2019
1220;0.2510;0;10:00;26.03.2019
1221;0.2520;0;10:30;26.03.2019
1222;0.2490;0;11:00;26.03.2019
1223;0.2490;0;11:30;26.03.2019
1224;0.2480;0;12:00;26.03.2019
1225;0.2480;0;12:30;26.03.2019
1226;0.2470;0;13:00;26.03.2019
1227;0.2480;0;13:30;26.03.2019
1228;0.2510;0.0030;14:00;26.03.2019
1229;0.2500;0.0020;14:30;26.03.2019
1230;0.2480;0;15:00;26.03.2019
1231;0.2500;0;15:30;26.03.2019
1232;0.2490;0;16:00;26.03.2019
1233;0.2510;0;16:30;26.03.2019
1234;0.2500;0;17:00;26.03.2019
1235;0.2510;0.0050;17:30;26.03.2019
1236;0.2500;0.0020;18:00;26.03.2019
1237;0.2490;0;18:30;26.03.2019
1238;0.2490;0;19:00;26.03.2019
1239;0.3540;0.0580;19:30;26.03.2019
1240;0.3950;0.0730;20:00;26.03.2019
1241;0.3490;0.0580;20:30;26.03.2019
1242;0.3510;0.0560;21:00;26.03.2019
1243;0.3980;0.0750;21:30;26.03.2019
1244;0.4010;0.0740;22:00;26.03.2019
1245;0.4010;0.0730;22:30;26.03.2019
1246;0.4000;0.0720;23:00;26.03.2019
1247;0.3970;0.0720;23:30;26.03.2019
1248;0.3920;0.0720;00:00;27.03.2019
1249;0.3740;0.0730;00:30;27.03.2019
1250;0.3780;0.0730;01:00;27.03.2019
1251;0.3890;0.0730;01:30;27.03.2019
1252;0.3910;0.0740;02:00;27.03.2019
1253;0.3790;0.0570;02:30;27.03.2019
1254;0.3870;0.0730;03:00;27.03.2019
1255;0.3880;0.0730;03:30;27.03.2019
1256;0.3910;0.0740;04:00;27.03.2019
1257;0.3920;0.0730;04:30;27.03.2019
1258;0.3920;0.0740;05:00;27.03.2019
1259;0.3910;0.0730;05:30;27.03.2019
1260;0.3950;0.0730;06:00;27.03.2019
1261;0.3050;0.0190;06:30;27.03.2019
1262;0.2670;0;07:00;27.03.2019
1263;0.2590;0.0010;07:30;27.03.2019
1264;0.2570;0;08:00;27.03.2019
1265;0.2530;0;08:30;27.03.2019
1266;0.2560;0;09:00;27.03.2019
1267;0.2580;0;09:30;27.03.2019
1268;0.2540;0;10:00;27.03.2019
1269;0.2550;0;10:30;27.03.2019
1270;0.2560;0;11:00;27.03.2019
1271;0.2560;0;11:30;27.03.2019
1272;0.2550;0;12:00;27.03.2019
1273;0.2600;0;12:30;27.03.2019
